from_frame,to_frame,FloLPIPS
0,1,0.09581227600574493
1,2,0.07610781490802765
2,3,0.06521277874708176
3,4,0.0653625875711441
4,5,0.061235927045345306
5,6,0.05499342828989029
6,7,0.061761755496263504
7,8,0.06405992805957794
8,9,0.0545712411403656
9,10,0.05847102403640747
10,11,0.052192021161317825
11,12,0.0683501660823822
12,13,0.061567679047584534
13,14,0.05295972526073456
14,15,0.04918035864830017
15,16,0.055617835372686386
16,17,0.051994942128658295
17,18,0.05388133227825165
18,19,0.06149526312947273
19,20,0.059750668704509735
20,21,0.060030531138181686
21,22,0.06424559652805328
22,23,0.07326111197471619
23,24,0.07599164545536041
24,25,0.08923372626304626
25,26,0.06368586421012878
26,27,0.07345950603485107
27,28,0.06365952640771866
28,29,0.06135238707065582
29,30,0.05122459679841995
30,31,0.052829958498477936
31,32,0.05132429301738739
32,33,0.04062457010149956
33,34,0.051045265048742294
34,35,0.0524972528219223
35,36,0.0531843863427639
36,37,0.05849666893482208
37,38,0.061100512742996216
38,39,0.05817174166440964
39,40,0.056203462183475494
40,41,0.05546149984002113
41,42,0.06210839003324509
42,43,0.05967066437005997
43,44,0.06113982945680618
44,45,0.052481863647699356
45,46,0.05687076598405838
46,47,0.04719054698944092
47,48,0.06010830029845238
48,49,0.06541044265031815
49,50,0.0554589182138443
50,51,0.05641600117087364
51,52,0.059575505554676056
52,53,0.0564877986907959
53,54,0.06131468713283539
54,55,0.06880440562963486
55,56,0.06318868696689606
56,57,0.05673719197511673
57,58,0.0597229078412056
58,59,0.066865935921669
59,60,0.050888702273368835
60,61,0.05845405533909798
61,62,0.05361514911055565
62,63,0.044492196291685104
