from_frame,to_frame,FloLPIPS
0,1,0.10623852908611298
1,2,0.03611736744642258
2,3,0.0634550154209137
3,4,0.07061704993247986
4,5,0.07232649624347687
5,6,0.07236652821302414
6,7,0.08564800024032593
7,8,0.07124227285385132
8,9,0.09354263544082642
9,10,0.07964638620615005
10,11,0.0936678797006607
11,12,0.0856369137763977
12,13,0.09413488209247589
13,14,0.07188265025615692
14,15,0.08733260631561279
15,16,0.07338183373212814
16,17,0.08527889847755432
17,18,0.060188647359609604
18,19,0.08197642862796783
19,20,0.07872576266527176
20,21,0.10635969787836075
21,22,0.07555238902568817
22,23,0.08160115033388138
23,24,0.06755192577838898
24,25,0.08707861602306366
25,26,0.06335507333278656
26,27,0.08913092315196991
27,28,0.07412266731262207
28,29,0.07967296987771988
29,30,0.0770617127418518
30,31,0.09055906534194946
31,32,0.06901033967733383
32,33,0.07354553043842316
33,34,0.0632835403084755
34,35,0.08303216099739075
35,36,0.07969751209020615
36,37,0.07505297660827637
37,38,0.06849208474159241
38,39,0.07644793391227722
39,40,0.06471914798021317
40,41,0.06318444758653641
41,42,0.06520849466323853
42,43,0.07022048532962799
43,44,0.07416361570358276
44,45,0.06779424846172333
45,46,0.05563528090715408
46,47,0.07494757324457169
47,48,0.06394384801387787
48,49,0.07938064634799957
49,50,0.06798087060451508
50,51,0.08212409168481827
51,52,0.0798853263258934
52,53,0.07735016196966171
53,54,0.06546714901924133
54,55,0.08262147754430771
55,56,0.07378515601158142
56,57,0.08226906508207321
57,58,0.06398549675941467
58,59,0.07285087555646896
59,60,0.06897248327732086
60,61,0.0770232230424881
61,62,0.07024460285902023
62,63,0.0731218084692955
