from_frame,to_frame,FloLPIPS
0,1,0.2427014410495758
1,2,0.1737034171819687
2,3,0.15948480367660522
3,4,0.15473376214504242
4,5,0.15570519864559174
5,6,0.1836077719926834
6,7,0.16763070225715637
7,8,0.17463311553001404
8,9,0.18870896100997925
9,10,0.18768511712551117
10,11,0.21467742323875427
11,12,0.25342535972595215
12,13,0.22575737535953522
13,14,0.24472551047801971
14,15,0.2465638369321823
15,16,0.2739596366882324
16,17,0.24785679578781128
17,18,0.2383551001548767
18,19,0.23392406105995178
19,20,0.2542515993118286
20,21,0.23009374737739563
21,22,0.23315724730491638
22,23,0.24701668322086334
23,24,0.28070196509361267
24,25,0.23116493225097656
25,26,0.1831687092781067
26,27,0.20121406018733978
27,28,0.19604510068893433
28,29,0.07674168795347214
29,30,0.11566773802042007
30,31,0.12989887595176697
31,32,0.14086367189884186
32,33,0.04626132547855377
33,34,0.10485221445560455
34,35,0.08510850369930267
35,36,0.1063331738114357
36,37,0.06439901888370514
37,38,0.09440989792346954
38,39,0.05493660643696785
39,40,0.12858092784881592
40,41,0.04535939544439316
41,42,0.08865146338939667
42,43,0.08166861534118652
43,44,0.10946381837129593
44,45,0.1057606190443039
45,46,0.08030238002538681
46,47,0.09710793942213058
47,48,0.13169214129447937
48,49,0.0917571485042572
49,50,0.08401712775230408
50,51,0.10849185287952423
51,52,0.11375179886817932
52,53,0.10871025919914246
53,54,0.09895458817481995
54,55,0.11746665835380554
55,56,0.11852996051311493
56,57,0.1045316532254219
57,58,0.09553370624780655
58,59,0.12274014204740524
59,60,0.13202045857906342
60,61,0.11439776420593262
61,62,0.08773753046989441
62,63,0.11230805516242981
