from_frame,to_frame,FloLPIPS
0,1,0.22419783473014832
1,2,0.15106138586997986
2,3,0.14652808010578156
3,4,0.13517509400844574
4,5,0.137809157371521
5,6,0.1624039113521576
6,7,0.14924055337905884
7,8,0.15512524545192719
8,9,0.1687665581703186
9,10,0.17360354959964752
10,11,0.1938348114490509
11,12,0.22290486097335815
12,13,0.20486274361610413
13,14,0.22287410497665405
14,15,0.21913418173789978
15,16,0.23105445504188538
16,17,0.22192788124084473
17,18,0.22429212927818298
18,19,0.21100445091724396
19,20,0.22051747143268585
20,21,0.2095836102962494
21,22,0.21625693142414093
22,23,0.21760571002960205
23,24,0.22944384813308716
24,25,0.19272273778915405
25,26,0.16133126616477966
26,27,0.17775894701480865
27,28,0.11465492099523544
28,29,0.07049964368343353
29,30,0.10476864129304886
30,31,0.10675759613513947
31,32,0.11602496355772018
32,33,0.0987597107887268
33,34,0.10634708404541016
34,35,0.10338300466537476
35,36,0.11000248789787292
36,37,0.10424727201461792
37,38,0.11944471299648285
38,39,0.09311293065547943
39,40,0.118215411901474
40,41,0.11099886894226074
41,42,0.10379138588905334
42,43,0.11142900586128235
43,44,0.11654751002788544
44,45,0.10319256782531738
45,46,0.11770450323820114
46,47,0.11747123301029205
47,48,0.12287463247776031
48,49,0.08730694651603699
49,50,0.09839370846748352
50,51,0.10825960338115692
51,52,0.11148001998662949
52,53,0.11058846116065979
53,54,0.11374450474977493
54,55,0.12400710582733154
55,56,0.12767337262630463
56,57,0.10275028645992279
57,58,0.1091156005859375
58,59,0.11568392068147659
59,60,0.1281120330095291
60,61,0.11283267289400101
61,62,0.0852985680103302
62,63,0.11453180015087128
