from_frame,to_frame,FloLPIPS
0,1,0.11620263755321503
1,2,0.09016915410757065
2,3,0.1025025025010109
3,4,0.07442953437566757
4,5,0.12919405102729797
5,6,0.07964414358139038
6,7,0.06866592913866043
7,8,0.06617170572280884
8,9,0.07234016060829163
9,10,0.05858836695551872
10,11,0.10430586338043213
11,12,0.07280313968658447
12,13,0.07454017549753189
13,14,0.06455358862876892
14,15,0.06852960586547852
15,16,0.07107596099376678
16,17,0.10857118666172028
17,18,0.0752640813589096
18,19,0.0837710052728653
19,20,0.08378148078918457
20,21,0.08312337845563889
21,22,0.08250010013580322
22,23,0.13518841564655304
23,24,0.1023789495229721
24,25,0.09080645442008972
25,26,0.08287294209003448
26,27,0.09354108572006226
27,28,0.10068640112876892
28,29,0.12281440943479538
29,30,0.10806193947792053
30,31,0.14273890852928162
31,32,0.1071133017539978
32,33,0.11531548202037811
33,34,0.09942206740379333
34,35,0.12896694242954254
35,36,0.12036560475826263
36,37,0.12142900377511978
37,38,0.10046784579753876
38,39,0.10950133204460144
39,40,0.10493535548448563
40,41,0.12206628173589706
41,42,0.1000232920050621
42,43,0.10435858368873596
43,44,0.09707599878311157
44,45,0.0990753024816513
45,46,0.09184141457080841
46,47,0.12377303838729858
47,48,0.10833728313446045
48,49,0.10322783887386322
49,50,0.09152241796255112
50,51,0.09274052828550339
51,52,0.09265005588531494
52,53,0.10271663963794708
53,54,0.09224657714366913
54,55,0.09752121567726135
55,56,0.0946907252073288
56,57,0.09762249886989594
57,58,0.08882806450128555
58,59,0.11465895175933838
59,60,0.11048177629709244
60,61,0.09596428275108337
61,62,0.08628903329372406
62,63,0.0906316339969635
