method,video,frame,type,qp,base_bits,estimated_enh_bits,psnr,ms_ssim,lpips
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,2,45928,0.0,16.217256262347405,0.7435508754228355,0.2275725156068802
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,P,4,50360,0.0,16.954173156556042,0.8174673942725493,0.19880281388759613
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,P,2,11744,0.0,16.86341861522073,0.8203828094646868,0.1971510797739029
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,P,3,5240,0.0,16.877454415086305,0.821301553392081,0.19677162170410156
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,P,2,4720,0.0,16.79540638987862,0.8198229514006323,0.1956871747970581
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,P,3,4456,0.0,16.878407966917088,0.8204952971999925,0.19492553174495697
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,P,2,4160,0.0,16.857995526950337,0.8195176835387548,0.1954934298992157
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,P,3,2544,0.0,16.888608298148426,0.8178700572519729,0.19538092613220215
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,P,2,2000,0.0,16.739723761576926,0.8141811590824212,0.19774247705936432
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,P,4,3320,0.0,16.843066565572585,0.8138508122659754,0.1991843730211258
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,2,1216,0.0,16.68945325547203,0.8096544121681483,0.2020234763622284
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,3,976,0.0,16.75648281574261,0.8078184218625629,0.20090492069721222
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,2,4472,0.0,16.66561063925837,0.8079811224134877,0.20121683180332184
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,3,1736,0.0,16.734432460953496,0.806898187847232,0.20178508758544922
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,2,1776,0.0,16.66246997668579,0.8044816459516307,0.20217351615428925
original_train2_q2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,P,3,1200,0.0,16.714858692284984,0.8026197525794938,0.2043514847755432
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,2,49688,0.0,27.549934687030692,0.8707963454057355,0.16650959849357605
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,1,P,4,54632,0.0,28.66179502401325,0.9210101360540772,0.1181742399930954
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,2,P,2,11800,0.0,28.813576508561376,0.9224367250882186,0.11232610046863556
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,3,P,3,3872,0.0,28.945758432927224,0.9241832428231763,0.11089003086090088
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,4,P,2,6256,0.0,29.049733781303203,0.9256999361686568,0.11168400943279266
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,5,P,3,4080,0.0,29.04910232735329,0.9268209393146932,0.11043274402618408
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,6,P,2,3864,0.0,28.996084085350283,0.9260206043161849,0.11060154438018799
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,7,P,3,2920,0.0,28.906418418898625,0.9256743750277797,0.1117730587720871
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,8,P,2,2528,0.0,28.910013320269616,0.9237615896619169,0.11515636742115021
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,9,P,4,3040,0.0,28.899103861860308,0.9249220232982759,0.11357469111680984
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,10,P,2,816,0.0,28.85150369781263,0.923185590418591,0.11659330129623413
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,11,P,3,1552,0.0,28.668705380613773,0.9221507913033875,0.1173059344291687
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,12,P,2,2624,0.0,28.745096334863696,0.9216112227611558,0.1166490688920021
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,13,P,3,1584,0.0,28.621924795385357,0.9206822681654817,0.11849644780158997
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,14,P,2,1120,0.0,28.567656167168757,0.9183453671427558,0.1221836656332016
original_train2_q2,c227e33d-910e-4e39-a325-0fe1d1116436,15,P,3,816,0.0,28.497216284297554,0.9182476575951344,0.12283903360366821
