candidate,lambda,video,frame,type,nonzero_enhancement_frame,old_packet_bits,new_packet_bits,new_mode,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
midpoint_lambda4,0.7545986741148374,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,False,8,8,ZERO,0.015027104231448502,18.231247012140393,0.7822240124577718,0.3817782402038574,0.01540888247165236,0.0,0.0,0.0,-0.5298320333942783,-0.031562311387621333,0.061134904623031616,2.2220713440314803,0.015659045090008816,0.15097177028656006
midpoint_lambda4,0.7545986741148374,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,False,8,8,ZERO,0.014645607784354203,18.34292600635568,0.7806586152611237,0.3741006851196289,0.015019708469473831,0.0,0.0,0.0,-0.5341189380448093,-0.03145025596739037,0.06026256084442139,2.2548974502585963,0.01574771226216043,0.14522458612918854
midpoint_lambda4,0.7545986741148374,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,False,8,8,ZERO,0.015128627809520975,18.202004613871544,0.7801243874582853,0.39121079444885254,0.015519838603969827,0.0,0.0,0.0,-0.4808599228342949,-0.03050776289550816,0.06127363443374634,2.210176761284421,0.01517635549843488,0.1609826236963272
midpoint_lambda4,0.7545986741148374,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,False,8,8,ZERO,0.014726271471247459,18.319071977899117,0.7793700600251098,0.379841685295105,0.015106113156542563,0.0,0.0,0.0,-0.5312996458527905,-0.031306609213047176,0.06197565793991089,2.264171511992263,0.01614686776032359,0.1492108255624771
midpoint_lambda4,0.7545986741148374,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,False,8,8,ZERO,0.015324659720078933,18.14609160093902,0.7741065822600527,0.3867919147014618,0.015711451634780396,0.0,0.0,0.0,-0.5302919799645451,-0.03188324282934252,0.06261008977890015,2.1891428983354064,0.01563480040575127,0.1533402055501938
midpoint_lambda4,0.7545986741148374,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,P,False,8,8,ZERO,0.01522176602678956,18.175349578679636,0.7709346461417427,0.38231155276298523,0.015604077579552544,0.0,0.0,0.0,-0.5780394240085727,-0.03326684636621435,0.06229326128959656,2.184940722076263,0.015541554430574811,0.14853033423423767
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,False,8,8,I,0.0023100739264783543,26.363741216888563,0.8150404934054553,0.22730228304862976,0.002537376209526984,,,,,,,,,
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,1,P,False,8,8,ZERO,0.0011981765550642131,29.214791825806202,0.8948575140545686,0.18397662043571472,0.0013821531754999279,0.0,0.0,0.0,-0.9023165740777088,-0.014307790258944353,0.044121161103248596,1.3221154522963303,-0.00017116294302610413,0.03245417773723602
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,2,P,False,8,8,ZERO,0.001137977009034439,29.438665120625117,0.8986678670935632,0.1743094027042389,0.001312286411738678,0.0,0.0,0.0,-0.6819222613233151,-0.012128035399562531,0.043616652488708496,1.5728109740282008,0.0018993099710866712,0.029504895210266113
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,3,P,False,8,8,ZERO,0.001099376608926279,29.588535076125233,0.9014633007044565,0.16605448722839355,0.0012654310961546726,0.0,0.0,0.0,-0.5473182417329063,-0.010170368297043764,0.03699618577957153,1.736954825892937,0.00479453638216254,0.02292056381702423
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,4,P,False,8,8,ZERO,0.0011113091463598812,29.541651112823363,0.9011842544782888,0.17556104063987732,0.0012868701869997586,0.0,0.0,0.0,-0.556298803249387,-0.010958517311301152,0.042512908577919006,1.641320382531525,0.0031992619203171646,0.034521251916885376
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,5,P,False,8,8,ZERO,0.0010615184620582547,29.740724481298248,0.9048725419205983,0.17001351714134216,0.001231531979199597,0.0,0.0,0.0,-0.49907661656067503,-0.00985430408384358,0.03998565673828125,1.8421622479563133,0.0052304337745073815,0.029492169618606567
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,6,P,False,8,8,ZERO,0.001069421890334127,29.70850930433903,0.9040085013693004,0.17246824502944946,0.0012418901353635765,0.0,0.0,0.0,-0.5541260168538464,-0.010419791554855062,0.04165154695510864,1.8268382672089487,0.005231362307355991,0.031521692872047424
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,7,P,False,8,8,ZERO,0.0010274781091751117,29.882274221679307,0.9072283073650452,0.16594964265823364,0.0011934277518333453,0.0,0.0,0.0,-0.5827558191157038,-0.01005262810399521,0.03840583562850952,2.032086866793808,0.007822053616003188,0.023453161120414734
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,8,P,False,8,8,ZERO,0.0010898709980745817,29.62624904022592,0.9031067629130028,0.17986352741718292,0.0012697345254917647,0.0,0.0,0.0,-0.6351696814237435,-0.011333583115728185,0.04362154006958008,1.9147510378655426,0.006972352448986641,0.03423686325550079
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,9,P,False,8,8,ZERO,0.0010336529313837845,29.85625259392232,0.9069215461005676,0.16979053616523743,0.0012034434675490219,0.0,0.0,0.0,-0.5693940586361776,-0.009674294974814979,0.03840839862823486,2.1408057285573676,0.009206586442444653,0.024066418409347534
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,10,P,False,8,8,ZERO,0.001096658736635857,29.59928497177962,0.9024184808725065,0.18107970058918,0.001277738437225037,0.0,0.0,0.0,-0.5591702962448934,-0.010616178638220952,0.04243631660938263,1.9664717302515804,0.006953312982809656,0.03348831832408905
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,11,P,False,8,8,ZERO,0.0011069748941855788,29.558622286608504,0.9015772774345429,0.17961841821670532,0.001286593312402284,0.0,0.0,0.0,-0.535345494369583,-0.010161595463804685,0.04243406653404236,2.0251026847001974,0.0073906484503915015,0.030980318784713745
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,12,P,False,8,8,ZERO,0.0011115127748623948,29.540855414936793,0.9011635556575097,0.17763149738311768,0.0012891442722455125,0.0,0.0,0.0,-0.5827400942610694,-0.010461089648913346,0.04164329171180725,2.030106321004048,0.007324750561590321,0.028850749135017395
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,13,P,False,8,8,ZERO,0.0010894171621400434,29.62805787348173,0.9027434647283251,0.17320823669433594,0.0012626253988343794,0.0,0.0,0.0,-0.6031832132863961,-0.010210469737522931,0.03962068259716034,2.174186804359845,0.009677257620166357,0.022461116313934326
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,14,P,False,8,8,ZERO,0.0011525642750855995,29.3833484594991,0.8984899828003817,0.18254341185092926,0.0013351076869365288,0.0,0.0,0.0,-0.6734959074656395,-0.011764044770978144,0.04263809323310852,2.041786224282763,0.008862151284170006,0.02954329550266266
midpoint_lambda4,0.7545986741148374,c227e33d-910e-4e39-a325-0fe1d1116436,15,P,False,8,8,ZERO,0.0011734090432676113,29.30550569071717,0.8976753691216395,0.18136849999427795,0.0013547775432618892,0.0,0.0,0.0,-0.7588673684382954,-0.012759738983483149,0.04375253617763519,2.0247821236959425,0.008449507113350463,0.028263986110687256
