resolution,qp,video_count,bitrate_kbps,psnr_db,lpips,dists
1280x720,2,8,44.529193125,23.635033375,0.169821375,0.09411525
1280x720,3,8,55.97456275,24.101906500000002,0.154822125,0.087213625
854x480,2,8,21.40331425,22.29187275,0.17515087499999998,0.10193725000000001
854x480,3,8,26.511193,22.723412125,0.157229375,0.092856
