method,split,video,scope,frames,lambda,base_bits,enhancement_bits,base_kbps,enhancement_kbps,total_kbps,total_bpp,enhancement_fraction,duration_seconds,diagnostic,zero_no_stream_fallback,nonzero_enhancement_frame_fraction_P,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,0.18864966852870935,92960,68432,174.3001089375681,128.31008019380013,302.61018913136826,0.004864486882716049,0.736144578313253,0.533333,False,False,1.0,18.56351855226912,0.7942585928773535,0.3712728440761566,0.014295663957917322,0.2336302845936809,0.009477816567042571,-0.007307662566502889,-0.32423805332151495,-0.023329445987721843,0.0560590386390686,-0.2991427776356848,-0.022114625569231678,0.055172695716222124,2.4560924671707083,0.023521462814173843,0.14343659877777098
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,0.18864966852870935,92960,68432,174.3001089375681,128.31008019380013,302.61018913136826,0.004864486882716049,0.736144578313253,0.533333,False,False,1.0,18.367854679899907,0.7871720073091706,0.3651044126600027,0.015208138768716437,0.21902839180657585,0.00888545303160241,-0.0068509336560964584,-0.3039731749889203,-0.021871355613489227,0.052555348724126816,-0.2804463540334545,-0.0207324614711547,0.051724402233958244,2.3025866879725396,0.02205137138828798,0.1344718113541603
B_Train2_lambda3,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,0.18864966852870935,104784,816,196.2736037252724,1.5284705741317597,197.80207429940415,0.00318287037037037,0.007787448465414567,0.533867,False,False,0.0,29.574221831591174,0.9017585817742864,0.17556245227654774,0.001279517025382398,0.0,0.0,0.0,-0.6865103337031964,-0.012018334959011175,0.043069380521774295,-0.6160786964692894,-0.010991495356200802,0.04145632485548655,1.8861521114283566,0.006189490795487762,0.02905059854189555
B_Train2_lambda3,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,0.18864966852870935,104784,816,196.2736037252724,1.5284705741317597,197.80207429940415,0.00318287037037037,0.007787448465414567,0.533867,False,False,0.0,29.373566793172266,0.8963387012512345,0.17879619169980288,0.0013581332243914348,0.0,0.0,0.0,-0.6436034378467466,-0.011267189024072977,0.0403775442391634,-0.5775737779399588,-0.010304526896438251,0.03886530455201864,1.7682676044640844,0.005802647620769777,0.027234936133027077
