method,group,frames,lambda,actual_packet_bits,rate_note,psnr,ms_ssim,lpips,symbol_nonzero_fraction,nonzero_enhancement_frame,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED
B_Train2_lambda3,Train2_rest24,24,0.18864966852870935,53816,"group packet cost only, shared headers charged in complete sequence; not a group RD point",24.099316133464935,0.8488212803113866,0.2724820797642072,0.1107741016894579,0.5,0.11595255204420003,0.004624802602089574,-0.003397967666387558,-0.48298820812939836,-0.017321325593299155,0.049320973455905914,-0.43589490502091516,-0.016206670435609107,0.04814182532330354
B_Train2_lambda3,network_train6,6,0.18864966852870935,14040,"group packet cost only, shared headers charged in complete sequence; not a group RD point",23.947086425791003,0.8447578153835535,0.2771599218249321,0.11825980494419734,0.5,0.12026550330740211,0.0051953310092481275,-0.00467728575070699,-0.5949181350441849,-0.01908414999363593,0.05053715407848358,-0.5444740651787748,-0.017938620571144776,0.049005250136057533
