method,split,video,frame,group,type,lambda,diagnostic,zero_no_stream_fallback,symbol_nonzero_fraction,nonzero_enhancement_frame,u_l2,residual_l2,actual_packet_bits,selected_step,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_TEACHER,ms_ssim_minus_TEACHER,lpips_minus_TEACHER,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,I,0.18864966852870935,False,False,,False,0.0,0.0,8,,0.028622682989285473,15.432896594361738,0.6808732237864273,0.2725779414176941,0.028895260930703166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,P,0.18864966852870935,False,False,0.2823529541492462,True,320.5998577598907,26.73141860961914,5240,150.0,0.013672061368668465,18.64166000900671,0.7988917148941889,0.35541144013404846,0.014027472808802514,0.26088592416219214,0.014546459584397708,-0.02233073115348816,-0.2865165751505181,-0.02008190949587263,0.0445060133934021,-0.2626193575300846,-0.018995538399046552,0.04321351647377014,-1.3821799921450548,-0.07127210099715708,0.08563938736915588,2.366671900759183,0.022656167932221805,0.12465210258960724
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,Train2_rest24,P,0.18864966852870935,False,False,0.2340686321258545,True,282.06688771870836,27.1237735748291,4576,150.0,0.013700890771746533,18.63251196005783,0.8004655178323189,0.3636980354785919,0.014064588807225125,0.23458649583607993,0.010314343351257915,-0.008993357419967651,-0.26660209013035185,-0.021389041373623074,0.05476939678192139,-0.24149595899138987,-0.020138424994963766,0.05415216088294983,-1.4707497079729563,-0.07506047849708408,0.09996899962425232,2.459021808539159,0.020928603527937018,0.13725459575653076
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,Train2_rest24,P,0.18864966852870935,False,False,0.23749999701976776,True,289.64722155569154,24.262104034423828,4720,150.0,0.013589796953061357,18.667870320698448,0.8033306421695036,0.35737043619155884,0.013947167389252916,0.2326946393045084,0.01076102334080653,-0.015911489725112915,-0.27059916052635913,-0.020165201376695308,0.0471041202545166,-0.2488443252480721,-0.0188747567047296,0.04670363664627075,-1.4086984506626834,-0.07107796639962438,0.09212791919708252,2.4628386968555915,0.022475173502111367,0.13423985242843628
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,Train2_rest24,P,0.18864966852870935,False,False,0.23774509131908417,True,282.50139409342836,26.064348220825195,4560,100.0,0.013985478247571818,18.54322677899524,0.8014182278768677,0.3686385154724121,0.01435411676304423,0.23722953903405042,0.011236343219998002,-0.01384592056274414,-0.2787695120848852,-0.020267620544112908,0.050326913595199585,-0.25625992245044316,-0.018976748767406848,0.04971426725387573,-1.4079395582508205,-0.07236525031088714,0.09743314981460571,2.4302717078910767,0.023390921029054934,0.14465099573135376
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,Train2_rest24,P,0.18864966852870935,False,False,0.22181372344493866,True,278.7131688920095,26.423099517822266,4520,150.0,0.013563206284548343,18.676376329551957,0.80177675948877,0.36180901527404785,0.01392501529982239,0.23356338272562382,0.009759150670972883,-0.010547608137130737,-0.3129745529611654,-0.021886481289618676,0.05311128497123718,-0.2875086842121881,-0.02070887261400811,0.05248761177062988,-1.4287799007217252,-0.07245006606234738,0.09840846061706543,2.4787925463694407,0.02307912421418723,0.13939592242240906
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,Train2_rest24,P,0.18864966852870935,False,False,0.2245098054409027,True,279.88423778458485,25.94160270690918,4544,150.0,0.013771715015451921,18.610119729334716,0.8003900371040621,0.3673170804977417,0.014139032095949662,0.23601552920623092,0.00957356636059381,-0.008294433355331421,-0.3440738741325582,-0.023093989559301975,0.055575162172317505,-0.31576786970990867,-0.02197624818434951,0.054845333099365234,-1.4384899190282603,-0.07360610143203572,0.10053747892379761,2.461281028345862,0.023759939059143198,0.14358623325824738
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,Train2_rest24,P,0.18864966852870935,False,False,0.21053922176361084,True,266.4130834585561,25.117427825927734,4328,100.0,0.013450566880915671,18.712594117161807,0.7986273591531999,0.3670264184474945,0.013817593299363166,0.23310048752518853,0.00811765085655003,-0.004145503044128418,-0.3788280895977856,-0.025334176304777745,0.0599784255027771,-0.35252283099707427,-0.024104804873299357,0.05866655707359314,-1.4593394777309427,-0.07453496404584214,0.1034136414527893,2.5151870744694698,0.023358444893209818,0.1430644989013672
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,P,0.18864966852870935,False,False,0.2181372493505478,True,270.222442966894,25.12674331665039,4392,100.0,0.014191600693842002,18.47968616995204,0.7948059510362778,0.3826046586036682,0.01457420535244567,0.22143085532387374,0.008350592331190398,-0.003156214952468872,-0.39654045955696304,-0.026498046246701046,0.06093895435333252,-0.36910822595259063,-0.02524316044335273,0.05960625410079956,-1.402141844702225,-0.07464983554710725,0.1045597493648529,2.4357949933521184,0.02352824710377921,0.15511399507522583
B_Train2_lambda3,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,Train2_rest24,P,0.18864966852870935,False,False,0.20906862616539001,True,268.24832731546326,27.249380111694336,4368,150.0,0.0135307062364653,18.686795347700663,0.7949927980327787,0.36707934737205505,0.013897785583837356,0.22970068409547295,0.007746536821621519,-0.004492521286010742,-0.38226521297180227,-0.02581799795180728,0.058278441429138184,-0.35381927703622296,-0.024485381866444555,0.05654814839363098,-1.4513613162993977,-0.07503292874758694,0.10009613633155823,2.52087983130831,0.02397740353545952,0.13922759890556335
