dataset,video,video_id,video_tag,method,qp,bytes,bitstream_path,bitstream_sha256,real_rans
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,stage_a,1,52726,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/stage_a_qp1.bin,3d2750c52e19319cc92ba3cc8d76e462cbb8026bd1a0863d1e0c1a5770ff8bc2,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,stage_a,2,64380,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/stage_a_qp2.bin,60c755f23293562cb94ba3d2c7a2845f698f5534e14032433b95536bbb8c203a,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,stage_a,3,80094,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/stage_a_qp3.bin,e83075a87866d268189b89d781abb3ad02ccde3e376b81de512f5db212946560,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_low,0,39032,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp0.bin,e543c55a9f3486520dd79ddefdc644157179dd8aadc53be9b8ac911c198c7366,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_low,1,48977,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp1.bin,a244fe99d5d75512104deb3b84782b35840f7500b0b767f0c1609595886376f9,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_low,2,58554,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp2.bin,cdc789b65513a0720ef3e0667a3390a46418b7fcc78930ae8a88db734aa09364,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_low,3,72520,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp3.bin,1440bf6e6925075c853818cf6d8f1b3e5515d5fc69dad2d75c503911da6a98bc,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_mid,0,33089,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_mid_qp0.bin,60940b06d9e05b7184e37a8f2ffc10df29b59197950d7f07156996e0210048ae,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_mid,1,42065,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_mid_qp1.bin,b7faa2e99340e819eb768703dc65a95be3ce66b64b5f83ef0f26c4b0286e5642,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_mid,2,49951,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_mid_qp2.bin,28d7eb9000b73b27c8d8d293ab413972f5d5be0aa2f0cc09aa63c4df8b0656c1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_mid,3,63043,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_mid_qp3.bin,e77a7b4658757066a29f7bb5ba09b42e3023be1eb6111ad98914c6e0dcf6fd1f,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_high,0,24858,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_high_qp0.bin,ceae38e32f9ceb6dc561687bfec1f71b5e5b1c33f8fb1fcfa5b688f50a85fb6e,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_high,1,33537,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_high_qp1.bin,33e21c88724d66cd481e1e55e38250a0a9424565182a13acabafe79208aa05f5,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_high,2,43537,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_high_qp2.bin,4220a711572ff9c686f840aa9545af8913d6337ba0cf8027ec595971b75ddb0c,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_high,3,55446,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_high_qp3.bin,20154bee5e49367cd1b9a09f1d1a3898809c66a437f5f8ab8d3da01bb1b9a4a7,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,0,27630,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp0.bin,622f3e7de4baff153464ece8afe4e23d32236f3be6b4dd272f2a22258874eff3,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,1,35312,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp1.bin,6b3c2df67aabc382b1e31c2361aeb9766abd69f77fdef30a288bca23ef127aa1,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,2,45636,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp2.bin,0be9cb4006150e7e8da5a5a095b9284ac3f63de88d5670d2371765f02918360e,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,3,60467,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp3.bin,82b908f356f29f8f863419425c34dd515975b41a82dd596afdd27679a2f7e911,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,stage_a,0,28343,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/stage_a_qp0.bin,782b451aca5811981b76d28cff5b28e24d8a919605ebf1129b7bbbb0836bcadf,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,stage_a,1,36857,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/stage_a_qp1.bin,8ff18b51502d0c027a6c55867249dc514615161a9aee0360a4bf6a61672c795d,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,stage_a,2,47466,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/stage_a_qp2.bin,dff93072e9b56506f3480bced61afda397b97997a3d7cadadb744fdd1d32bae6,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,stage_a,3,61932,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/stage_a_qp3.bin,e6b34ad6c308a28daf33a495c43350049e11375784160393628bc2c350bfc71c,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,0,25289,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_low_qp0.bin,db44c5ac1c433701b2a27f521cdffc822f853070c9dd6e589a7a57d3f8cb5e07,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,1,31979,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_low_qp1.bin,f47af16b784599dc611d3de35e9675d5282bc48d720567b8a06995ae8042a3d4,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,2,40463,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_low_qp2.bin,6d5af09eabb6f4c12237ebe013537568ddaa480faa22d28a44a8e40daf0cf7c6,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,3,50857,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_low_qp3.bin,4f170ba8879e5caffe6607d44702a200fc72d86fed2f0a1fd5c1272a7725b458,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,0,22063,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_mid_qp0.bin,7e5d06678f1febb10d93a2e2a93fe38e9492cd29aa765777538ed10b4acb1d02,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,1,26130,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_mid_qp1.bin,1dc471c86ce2eb7ddf674d4a8142eff62d5f4ef090cc42c38c5a51e37ee639a9,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,2,32360,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_mid_qp2.bin,d12774ce9d9990bdc77e68f7d321943aac892211571d42ce962aaa808a08f14e,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,3,40425,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_mid_qp3.bin,61e7a32bb36c98ceea51c7b5cc1248472b19b4bea43fa159454ae61e4734292d,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,0,18507,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_high_qp0.bin,4a4bbe5b53f350eef4bcf4d54307678ad3ac11da9b2cca0076d575c0beea060f,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,1,22586,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_high_qp1.bin,7f002f7f7c94834188328c15bd7ef1d552dbea2a92308cc9ce79d230923cc246,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,2,27699,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_high_qp2.bin,017fcdee2961bda559ce440bc945344c2d8d5457f6526f6078894eac3e569c8c,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,3,33448,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_high_qp3.bin,427020244b0b709ac1908c36358218f5402a99a61ee2865d9d6b84b119bc2cd4,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,original,0,21158,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp0.bin,88916fb5df665d5c60008552550a85432d8ed887f09a106175575c3b6bd7f113,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,original,1,27743,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp1.bin,7df4015fa0ccacfe58491e9399b5fd63821e57825e0b1954759798027c3ac0f4,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,original,2,36185,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp2.bin,0db9e90531dd5cbca3203970cc714292cb65d11ff98ac4115a939f7176682db1,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,original,3,47609,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/original_qp3.bin,33a563980060a03fec688bd9a4f5c89d28877fbd70675aab7d373eabcc44a213,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,stage_a,0,21976,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/stage_a_qp0.bin,2c1d382822854b619819c44bc5a06f215b5755284429d3e163708f2639460772,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,stage_a,1,28251,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/stage_a_qp1.bin,3b08de332fa1b25e2fd9b84318bf26c8e196ba3eb7265430982cf00545d0a454,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,stage_a,2,37277,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/stage_a_qp2.bin,b20786702fc49f4d53971d64a67490a8e13bd54bcbc88daae7a49c8699857af3,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,stage_a,3,48879,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/stage_a_qp3.bin,ee4d1cba02c9aa57adff9a6d807795e7388f61d9b629e3c3964f946d2bf1987e,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_low,0,19670,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp0.bin,a57f55688a616dd797abd1cfa0d237512c1a00de1a041811a663f245d63c31ef,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_low,1,25889,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp1.bin,ff78fd93fc312b68db55c56a967b6e42b26ed1bbd8f7ff514170b3c98f6e9624,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_low,2,33396,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp2.bin,bf606cfcfca56629c2f8bf5a942ebf551c76cbca15698bee8dff4344f9397005,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_low,3,43617,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_low_qp3.bin,de8cf4793f9654d4836fd55e4f7b9e66d169064013d999671652f4b7cee357b5,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_mid,0,17891,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_mid_qp0.bin,b6b969587e209b8c3c3ab28a84466b263d13612d89e4266355bfe2d6074b93d7,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_mid,1,24363,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_mid_qp1.bin,08eeaed4b250b2520ea05e50e0c85f87ab89b4a3ad5d97f94966d5e967a1dd71,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_mid,2,28706,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_mid_qp2.bin,5e87724b715fed57957a3d2a4c592556e45fe271846934eb51daee842a8369e4,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_mid,3,40811,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_mid_qp3.bin,9a63836179e270160a6f179f16a36dadbe79adce165d0529c965be0a05bdbb53,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_high,0,18751,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_high_qp0.bin,12638bdf21260521971b9e451b2087786acf0962746644577d42cf53da77a506,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_high,1,24399,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_high_qp1.bin,f7dace7e182e512f56e09cb26f38426b714ad4915d998145b4cbffd60127cd6d,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_high,2,28623,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_high_qp2.bin,130ae92b1593c05f5e57a9bdedfaf37c267ebb6115600c88bfb177553911ad47,True
fresh_ulong,3ed03b37-46cd-442c-a790-29fd5ed72122,100,fresh_ulong_100,beta_high,3,39128,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_100/beta_high_qp3.bin,9b25c1399691176e2dacec96b4d415edd6819329b078b33fa5e398ab07fcd364,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,original,0,34831,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp0.bin,9050d503a0f1288339ade063d05ec6a1502d1f9c3228d9a3319de8a8894e9dd0,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,original,1,50124,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp1.bin,3bc77b5bbac6d7fea59e157d5d14cbd43bb883dce500100fc25254b06ad661b4,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,original,2,71654,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp2.bin,bd9e92d92a2abdea285fa32c38661d845eefbca7534ec598aec31947b82b1bd8,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,original,3,98792,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/original_qp3.bin,7dfc67138bc385f91cba8545aeddba71c1b4ac1af7838951047ac233bec4dd9c,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,stage_a,0,35663,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/stage_a_qp0.bin,3699c10b10e64ebb81b3c115b4642cec31b0191a0665a81513381e5daa0d8c00,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,stage_a,1,51407,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/stage_a_qp1.bin,2b76d5a04429077f1c0ad5a2fc00e367a05de60cd1d195514b0c8e1fa8a8282c,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,stage_a,2,72799,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/stage_a_qp2.bin,ff74479208c39ff6b37e61b501116061fdd66ced99bee333ff776238d7068403,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,stage_a,3,99565,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/stage_a_qp3.bin,4d755d9624bad23c65a2fa2571aa7b05777e8249fca70ab29f7481a1714ac655,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_low,0,28077,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp0.bin,16aeded7bf50f4e46a3307f9b96c734ad98757aa34babd66f92381e083b5d37b,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_low,1,40065,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp1.bin,ef95bbfe797788fc9d0a0b213dab8d260700842ac5dbb704b160df9453da24cc,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_low,2,56591,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp2.bin,b48635f653f78a9e02cc3340887fa8481c5cd932f06069f218c05dfef0356b33,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_low,3,78757,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_low_qp3.bin,ce43b9eb0a3f45b6a9ae23afa53d15748b2a245b7334ac25ceedb5662b4ccd64,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_mid,0,18630,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_mid_qp0.bin,08237f17aa63bd9db95d4d7f4ff56bbad324706328f9f7fd8723f4ddb141f03e,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_mid,1,24812,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_mid_qp1.bin,981569e0bfdfedc63d22662a1f107324d065f98d0462cc080ef38716bd4f83dd,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_mid,2,34256,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_mid_qp2.bin,e68e302ba61a91ac2583bad6bfa4c93da3ec341bc647604db56c2a347cb35f1d,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_mid,3,47854,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_mid_qp3.bin,76b59c86033797e953fdfce1e42a02739c265bce1c864d7167f454754c322f44,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_high,0,13383,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_high_qp0.bin,ffa8f61dfbed9d98e0cdf3f154f4fbf7f1e676fe26b06760ed5a1a99a018d526,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_high,1,16176,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_high_qp1.bin,c9ba9c32c3fb2fc817483c502835eb38835bd9ef756188a243bc9c3830b04b2d,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_high,2,20051,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_high_qp2.bin,d45dda117c16962cfd8d28a9b6210443a204ce197ed9652d4860ae0db6296fee,True
fresh_ulong,ce6f8354-ba57-487f-9f25-1b1271db4511,101,fresh_ulong_101,beta_high,3,25561,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_101/beta_high_qp3.bin,a62c022ba171a989a639b181b516b999bd432aa0adfa27904efbad4a6de26dca,True
fresh_ulong,259bf3b4-4af4-4e1a-af3e-4b7df23dc061,102,fresh_ulong_102,original,0,19125,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_102/original_qp0.bin,3445488afafea1ca1d941081a3292e054922957efcb58efcfc442fe0943ebbe2,True
