dataset,video,video_id,video_tag,test_group,method,stage,beta,checkpoint,checkpoint_sha256,qp,num_frames,fps,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,PSNR,SSIM,MS_SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,state_sync_pass,compression_hash_before,compression_hash_after,bytes_consumed,decode_status,independent_decode_pass,finite
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,2,64,120.0,42877,343016,0.002584695698302469,643.155,810469.9736328125,0.002035685657473749,26.91289283193953,0.9609316941350698,0.879991096444428,0.1394220709335059,0.0962535785511136,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_low_qp2.bin,0af8c94b711f7ae9d3e8b2ed6dffaf5341262678f65a58cbc629d345efd204c8,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,42877,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,3,64,120.0,56838,454704,0.0034262876157407406,852.57,718539.919921875,0.0018047817400944086,27.435753116552817,0.9652703693136573,0.8939022282138467,0.1254960331134498,0.09142553247511387,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_low_qp3.bin,53e95a791abb43b825f37be227c03915537acb782a62edbdc725a207e5f8e6ee,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,56838,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,0,64,120.0,22837,182696,0.0013766517168209876,342.555,2522609.08984375,0.006336125101081628,21.981762565806413,0.899640129879117,0.7643351526930928,0.269790711812675,0.15343303512781858,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_mid_qp0.bin,2cc8e671017fc4b51d11617938ee2b1151f793c2361cf23ec8df58e4a24c5f90,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,22837,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,1,64,120.0,30035,240280,0.0018105589313271604,450.525,2196648.27734375,0.005517397976706548,22.582656887169236,0.9123572949320078,0.7951256921514869,0.24041237169876695,0.13978893961757421,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_mid_qp1.bin,b75ab6a40e5f05e8be993142f3555851d71a0140aaf92ce2f15ba96d5208b8ef,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,30035,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,2,64,120.0,38414,307312,0.0023156587577160496,576.21,1942422.703125,0.004878850748509536,23.11682467415541,0.9221094390377402,0.8201619796454906,0.2166660474613309,0.13506683986634016,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_mid_qp2.bin,3a938818162de40be83379705b46155b5945e6b886b4f5beda32e93089c110a4,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,38414,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,3,64,120.0,49959,399672,0.0030116102430555554,749.385,1753430.939453125,0.0044041535540372745,23.561375474413182,0.9290551971644163,0.8393246755003929,0.20046255621127784,0.13231037557125092,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_mid_qp3.bin,d420f68d909ace10156c6ecd0b6dc8f9c1fd716d94584fe02b4bf979f1df4313,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,49959,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,0,64,120.0,17487,139896,0.0010541449652777778,262.305,29498851.03125,0.07409329143571265,11.30221112187263,0.6547533683478832,0.6113897068426013,0.4708671625703573,0.24270767904818058,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_high_qp0.bin,369d059b7bcbb6a38d526979be4413fdb7abc7a69b494f052935aeba0318793e,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,17487,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,1,64,120.0,22494,179952,0.0013559751157407407,337.41,24478983.80859375,0.06148471611517447,12.11232827830677,0.6992723559960723,0.6486124964430928,0.42953291023150086,0.22726396191865206,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_high_qp1.bin,8b86c16a5d1b6c92afb6a866933a02819e46a6a3ae39d6de07ae4b18215f68a3,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,22494,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,2,64,120.0,29321,234568,0.0017675178433641976,439.815,20286232.765625,0.050953637307563436,12.928248085913996,0.7333445069380105,0.6769970916211605,0.3985713464207947,0.2165478002279997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_high_qp2.bin,4fc695b1630fdd97a0ea4fa9c9f2500a14af102651f6404124582eaffdb004f4,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,29321,PASS,True,True
uvg,Bosphorus,1,uvg_01,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,3,64,120.0,38934,311472,0.0023470052083333333,584.01,17155016.6953125,0.04308885285883774,13.656350678449892,0.7600412876345217,0.6973878759890795,0.3727381587959826,0.20751159638166428,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_01/beta_high_qp3.bin,02a5ffc0276e744992e224c6d96a58bd06fa25a29149ee30d9a8dc2a9608ba7d,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,38934,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,original,original,none,,,0,64,120.0,26780,214240,0.0016143422067901234,401.7,1824518.41796875,0.004582706449453723,23.3887796109811,0.9421289479359984,0.8509866185486317,0.16822499502450228,0.15075011737644672,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/original_qp0.bin,6f053a241701be293e873e0e968b6650ddcd3d670a1ac1a08e8084ff4b3c0a0c,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,26780,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,original,original,none,,,1,64,120.0,32959,263672,0.0019868224344135803,494.385,1537330.0703125,0.0038613654752817665,24.132590907907762,0.9505764497444034,0.8699607290327549,0.15264945873059332,0.13485328759998083,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/original_qp1.bin,cf828e9a25441688a83c5401bda9da2c84e4ddc89a3b14fbe093e54090ab40e2,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,32959,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,original,original,none,,,2,64,120.0,41126,329008,0.0024791425540123457,616.89,1312168.646484375,0.0032958196857829154,24.820365565658207,0.957331907004118,0.8866684418171644,0.13428093655966222,0.1216701427474618,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/original_qp2.bin,3a4dce1cf7ea065e27fd1831dea3685a5c1fee39f4531b7e34fd45a9e81ea781,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,41126,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,original,original,none,,,3,64,120.0,50898,407184,0.003068214699074074,763.47,1164934.0498046875,0.002926005421842567,25.337248734690377,0.9619090296328068,0.8989318143576384,0.12131544831208885,0.10956392157822847,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/original_qp3.bin,628e4d96b73f18884485a02fed4930ab4024333b83fcfef4297ee768a86ed2bd,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,50898,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,stage_a,stage_a,none,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/joint_warmup/step_2000.pt,cd6fe50847ad17772a65966216317bbab203b97f13626150fc6f9dc1c4ecf949,0,64,120.0,27448,219584,0.001654610339506173,411.72,2062470.044921875,0.005180377837561776,22.856385632694717,0.9367012465372682,0.8525869539007545,0.18509701290167868,0.16902553848922253,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/stage_a_qp0.bin,e7437bee033bfc2569df92e4d0938d380a43e8884beab91bc9e055b7b742d3ae,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,27448,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,stage_a,stage_a,none,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/joint_warmup/step_2000.pt,cd6fe50847ad17772a65966216317bbab203b97f13626150fc6f9dc1c4ecf949,1,64,120.0,33618,268944,0.0020265480324074075,504.27,1776875.09375,0.004463039052829821,23.503693129456483,0.9449363062158227,0.8702294789254665,0.16670456365682185,0.14789072703570127,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/stage_a_qp1.bin,3360af6d04ff2085d10dfb0153abb698fb905ebbdb4573cf7502b384bd248da6,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,33618,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,stage_a,stage_a,none,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/joint_warmup/step_2000.pt,cd6fe50847ad17772a65966216317bbab203b97f13626150fc6f9dc1c4ecf949,2,64,120.0,42153,337224,0.0025410517939814816,632.295,1508952.736328125,0.003790089137269636,24.213505759503686,0.95263537671417,0.8886173237115145,0.1487450902350247,0.13448557630181313,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/stage_a_qp2.bin,934d0f1f27c13ec6741cfeb8455643935f870a32d463188f18d506ffac1a4315,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,42153,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,stage_a,stage_a,none,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/joint_warmup/step_2000.pt,cd6fe50847ad17772a65966216317bbab203b97f13626150fc6f9dc1c4ecf949,3,64,120.0,52338,418704,0.0031550202546296296,785.07,1326231.80078125,0.0033311426001811713,24.774067755507275,0.9580042967572808,0.9007753664627671,0.1331799798645079,0.12231335416436195,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/stage_a_qp3.bin,6eef18496e35c8fe02092fa1b68b8320ab0d3b7df8b807d9dd975c4c4c9ac99f,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,52338,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,0,64,120.0,25969,207752,0.001565453800154321,389.535,2363876.333984375,0.0059374305103050825,22.264014601742605,0.9301441414281726,0.8400844661518931,0.18953765975311399,0.1700291782617569,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_low_qp0.bin,206519dcbbe6b18b7c35a2501ed45f857ee841e69a77641bff2640d9e7a66b2c,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,25969,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,1,64,120.0,31779,254232,0.0019156901041666667,476.685,2022832.83203125,0.005080819669574376,22.940662189646446,0.9393008351325989,0.8602829221636057,0.16939818230457604,0.1525138271972537,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_low_qp1.bin,5f040a9cb392979e4b9c6ad805f70b4a08ec06893c433554a5c9829f611b009f,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,31779,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,2,64,120.0,39283,314264,0.002368043499228395,589.245,1734343.408203125,0.00435621073707141,23.608911188764402,0.9471828052774072,0.8766519585624337,0.15210987906903028,0.1393678467720747,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_low_qp2.bin,25ebcae90baf4530a05d0150b1792dd5252062853b0235cb6885d5acc498e7e2,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,39283,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,3,64,120.0,48738,389904,0.0029380063657407406,731.07,1547245.64453125,0.003886270768357893,24.10466944058657,0.9525159411132336,0.8895917451009154,0.13815292215440422,0.12612016778439283,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_low_qp3.bin,c322f2c7646db929059871e98a6e86860fb6b2ab32159525cc797444235c8008,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,48738,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,0,64,120.0,23151,185208,0.001395580150462963,347.265,5326310.1875,0.013378278787244005,18.735997581142755,0.8651447556912899,0.7467528898268938,0.31115841353312135,0.26162888295948505,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_mid_qp0.bin,e6af4f21528cfb78a35e5a4c072eb6618b15ee73314490801746a8dfb61ad024,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,23151,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,1,64,120.0,29388,235104,0.001771556712962963,440.82,4770616.62109375,0.011982523904415806,19.214516959438924,0.879127792082727,0.7750022783875465,0.28237521299161017,0.23939624521881342,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_mid_qp1.bin,5e6fab0a4149e8759525b26f27c28e28bf9f7088fd63187374e6a3b26ff98519,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,29388,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,2,64,120.0,37211,297688,0.002243139949845679,558.165,4276494.2578125,0.010741419556700153,19.689383196697985,0.8918659687042236,0.7978748772293329,0.2548643075861037,0.22481954842805862,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_mid_qp2.bin,8934366ffcdf0e0dc6bd0e1afb9a13bf3c46cfe4826481434aa7c4a504f4e747,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,37211,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_mid,rate,beta_mid,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_mid/step_5000.pt,c8d76305920bc51d37bccd644481767e4876e59aec827cc92354942fd25902ac,3,64,120.0,47273,378184,0.0028496937692901233,709.095,3900047.62109375,0.009795885429460817,20.089563029311464,0.9015942011028528,0.8170240521430969,0.23202215321362019,0.21144016925245523,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_mid_qp3.bin,7f81154cfdc8e29623a13a48e09c780b574c3bd5bc2a213289daf3e334e4a67d,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,47273,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,0,64,120.0,19217,153736,0.0011584321952160493,288.255,30921394.953125,0.07766634454452452,11.097671349317416,0.2565774198737927,0.4426392186433077,0.5068302708677948,0.38473276514559984,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_high_qp0.bin,5f57ed6c627039de887986f725192f9741d4699f94111913499fa4a66f202f3b,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,19217,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,1,64,120.0,24928,199424,0.0015027006172839506,373.92,28556408.0625,0.07172612461042993,11.443226336253584,0.2943824641406536,0.4705726318061352,0.4789105621166527,0.37144830357283354,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_high_qp1.bin,d721b022fba4976a30561eac79153f4f7289a96a315dd28e966ad47038a7f3cb,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,24928,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,2,64,120.0,31985,255880,0.0019281081211419753,479.775,26480171.09375,0.06651116791085451,11.77105426052691,0.3281361910048872,0.49351927265524864,0.45539698051288724,0.36111395340412855,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_high_qp2.bin,ad166e9da3b3c888674b7ab915d9c5401d350528049636530348b9fc5c759f78,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,31985,PASS,True,True
uvg,HoneyBee,2,uvg_02,original_v2_test,beta_high,rate,beta_high,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_high/step_5000.pt,c684b6c161f31d27717dbab24041c6dc952a95235586fb9f2f9f55abad908942,3,64,120.0,41812,334496,0.0025204957561728394,627.18,24593904.796875,0.061773367163575725,12.091987253466998,0.3575776922516525,0.5135559746995568,0.43678072141483426,0.3508565276861191,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/uvg_02/beta_high_qp3.bin,52a6570bd95dd3c9c06269d4637dc84c93bc3f4f0438211a2eefa4cdf2c06362,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,41812,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original_v2_test,original,original,none,,,0,64,30.0,47024,376192,0.0028346836419753086,176.34,2160712.4921875,0.00542713681366218,22.65429230075288,0.9679370699450374,0.8605545097962022,0.16652561782393605,0.09301046747714281,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_00/original_qp0.bin,5cc416a794a5e1045149867084a2d698d060296238df212bbe2cc05171c6961f,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,47024,PASS,True,True
