dataset,video,video_id,qp,granularity,frame,trajectory_id,parent_trajectory_id,cumulative_actual_bytes,baseline_prefix_bytes,prefix_rate_ratio,cumulative_RGB_MSE,number_1x_tiles,number_2x_tiles,modified_frames,beam_rank,bitstream_hash,DPB_state_hash
uvg,HoneyBee,2,1,G4,1,uvg_02_qp1_G4_T6,root,9619,10156,0.9471248523040567,0.002508454257622361,153,357,1,0,19f2dda0ceed258199e455255a61050a5f733517bf73835a8acd04a3853ca1db,d42c992e4535e32264ec74e8d90f4acd8535c9f1a2828b0809fb0e117a1724bd
uvg,HoneyBee,2,1,G4,1,uvg_02_qp1_G4_T5,root,9857,10156,0.9705592753052383,0.002455561887472868,255,255,1,1,5c5831b8749cd1406c7ccc1394c907b3aa1ed1abf1a1b20e3dcf01ec1e59d1f3,dc52f4adb637d06ca53fb9933e3c9adc797a368fdaec103a3a8c4c7b7d6e805f
uvg,HoneyBee,2,1,G4,1,uvg_02_qp1_G4_T3,root,10122,10156,0.9966522252855455,0.0024282559752464294,408,102,1,2,dd1cd4e40437d83330cd24b3184339a2973ac0a16e281bd544498d55c66be988,88e60f352b4643ae22683e4813ec669d73035d470be6ce248e904effe303d0f7
uvg,HoneyBee,2,1,G4,1,uvg_02_qp1_G4_T2,root,10171,10156,1.0014769594328476,0.0024280472425743937,459,51,1,3,321a9aaa3b2cb2de98c59eb79b36a24144e615601953bc52a5e362cdbb428e2b,2055fb3ce918817ba73dc75cf8b469e85f1ba2e5a10f96d86d36ede4e514be99
uvg,HoneyBee,2,1,G4,1,uvg_02_qp1_G4_T4,root,10010,10156,0.9856242615202836,0.0024339521769434214,331,179,1,4,9e07998616f7550dc9db8fc620baa07c4b0dbbaca9aa9aa36f592156fcdf869b,1d29d4e17d5906db6741ebcf12dcc193f30c653566854e18779ddf82b16d1930
uvg,HoneyBee,2,1,G4,1,uvg_02_qp1_G4_T7,root,9465,10156,0.9319614021268215,0.002537356805987656,0,510,1,5,74e2bc7e24c196980de567c81a30801ead1462819c9c928b00decd1f99ca1dfc,f92097cfda5fe16436bb0883f013cae978bac5332db061ba97c4876300f6501c
uvg,HoneyBee,2,1,G4,1,BASELINE_PATH,BASELINE_PATH,10156,10156,1.0,0.002432281500659883,510,0,0,-1,0b9fdf4dc0743c5078da660a04c51917cea4f8c5b888d80567ed4c98e752b2ce,b44f677115095d4eb4e6d03d6af13de28aac4f5ddd67b256c799f4bccd0ca6e8
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T21,uvg_02_qp1_G4_T6,10657,11372,0.9371262750615547,0.003583269426599145,153,867,2,0,b2ac3784855e4166c52f12c4cbad427e7721734a10b77372c1213f0876b553d8,72a1f889b2b73d765dc3f417213ca6531fa9963361d61f3b12c8b10c25ece1fd
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T49,uvg_02_qp1_G4_T4,11061,11372,0.9726521280337671,0.0034466544166207314,331,689,2,1,8647d2668b4fba7fe4df76ccc59ac89e98f2976593809fe34dc0196b66e4616a,b640df27a792f7901132aa52e383a7e180c8a23083eae9882e4d85b3990dc4ca
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T43,uvg_02_qp1_G4_T4,11306,11372,0.9941962715441435,0.0034292596392333508,841,179,1,2,77b5e1dc389e2e2e718bb696ecc2fe197f621f9b10056cfa82ff5c6e84f32f7b,e0fd932ca0e8122fb729eb514c06b01c5a26d0d305733defd4c33964168552c8
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T40,uvg_02_qp1_G4_T2,11447,11372,1.0065951459725642,0.0034186048433184624,714,306,2,3,346b7777b4e543f9234b3ef9f2b4c8d8b79365598ca5b749f7d46d2dab217af7,3bf4fb6069263a3087577c931b295806bb9e9f84930cc4064f352fff906c7608
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T36,uvg_02_qp1_G4_T2,11411,11372,1.0034294759057334,0.0034199905348941684,969,51,1,4,1f6c23a4c8728f1f5bee73e9b3b280663c2bc1f337cda66ea167f8217f18e6d7,199e61bbd45f79437c017a5a916cebaeac49c1377c78a625a369c82a7b8c7173
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T41,uvg_02_qp1_G4_T2,11396,11372,1.0021104467112205,0.00342406437266618,612,408,2,5,26f306a654cb47caa2e2137dcc70eedae2945a2bc44abf0aeb9906e99e02917e,5cf513006464425397d71cca20942ea74b109c5c7cecb27f0af684a242f950c9
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T29,uvg_02_qp1_G4_T3,11386,11372,1.0012310939148787,0.0034260486718267202,918,102,1,6,99cc9c3c0bcecd0e6c8551764f0c864e3c874685f5aaa193df1b27c1d8255527,8f45c129f55c094da99ab3de37cdf9e93a0e04efea42239268818cd95041b456
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T13,uvg_02_qp1_G4_T1,11380,11372,1.0007034822370735,0.0034275002544745803,663,357,1,7,77818751ed680d076e7f910bbdbcc16a7df0c405bb6c3c39f97624195da35ebc,81676c1bb3b1e62109484bc56049ec194f70b77d8b636f35ce6ac6128139d9e4
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T45,uvg_02_qp1_G4_T4,11372,11372,1.0,0.003429225878790021,739,281,2,8,394633fc8754e35a76fe9c0e0104460b8f9157b4892319bf10be1fb934ea8f4b,4cf32afe17aa0fee0b12ef0ad924d62def623dda8e9738a38ba9d6521275d768
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T48,uvg_02_qp1_G4_T4,11247,11372,0.9890080900457263,0.0034331356873735785,484,536,2,9,a8b9e7e6bdfa75cc91a37634488ba295c4754e573cc8cdc66b00902e653f4f68,f84ea24f51aace8c48b685f77f7ed01a65b92a92f5d264331dd4c40f72bfa81d
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T42,uvg_02_qp1_G4_T2,11230,11372,0.9875131902919452,0.0034358634147793055,459,561,2,10,e0a6a1c811fd9001bbea20f670d6b22cca891bf73ffc05534b1dc44a92df12b4,f0d0cffd68412ed8e3903cb9cc872d9fa55c637e2f236157536e90d753776acd
uvg,HoneyBee,2,1,G4,2,uvg_02_qp1_G4_T35,uvg_02_qp1_G4_T3,11178,11372,0.9829405557509673,0.0034380280412733555,408,612,2,11,d32fa2f0940e9e2b638b312e32b6ec0832636a03bc878c5f8e65a3c3b21fc55c,e829b16b5019abb520435aee14ff319ecb245e685f01a6eafe7cc97087c0520c
uvg,HoneyBee,2,1,G4,2,BASELINE_PATH,BASELINE_PATH,11372,11372,1.0,0.0034281823318451643,1020,0,0,-1,2cd5869a83824eb02aeea60b76b4a1662a3235494f72509830f92edebda90375,94498a72a8c3fce6c1d0a7d1daeab09b3d0ef8de1e626c80da7abc264603d81d
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T70,uvg_02_qp1_G4_T21,11039,11789,0.936381372465858,0.004637811682187021,153,1377,3,0,01853ef50e3f31a09a27ce9ca32806e75df53efd1fac7bb51e0cd86372db7062,c184759dbea04d290e50bc2b65d5dbcd6ad0da66b9b4024cdad0b28278d67db2
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T77,uvg_02_qp1_G4_T49,11455,11789,0.9716685045381288,0.004446994513273239,331,1199,3,1,40916fc30a3c3bfaa2aecf6f8bfc3b6671578b45af5a6d96325395593a9fe1b3,d81aa11d94820350631df806060495a2522b120f68fa5e24e5c4ce61cfee56bf
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T112,uvg_02_qp1_G4_T29,11766,11789,0.9980490287556196,0.004411535337567329,918,612,2,2,12018bcf0c1f3f736dc7e45df0dba98cd629b45b2d81d2f66f179a32184dbfe7,cf966af9fbe6520d3b28254f805b65e299b251b5c5504c2d84f5e401594d9831
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T95,uvg_02_qp1_G4_T36,11917,11789,1.0108575790991603,0.004399872967042029,1300,230,2,3,60808b59a3941f8d2007d3f62303783ea382cacc435584ed3dc61cc8ec27d0c2,f636f0b38c10045004c258a5aa08bb63ad226b865f5ff871d0131fb9189eeb1a
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T94,uvg_02_qp1_G4_T36,11910,11789,1.0102638052421749,0.004400876467116177,1377,153,2,4,6e34af3679af8e1f5f544443e6464773bdd2fe848d28d59143d21bc8e8ac5d42,e7111e49a234184260e47a80da85fa9b3f85cdc91b9e6b7231ad5a79719c8e80
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T97,uvg_02_qp1_G4_T36,11895,11789,1.0089914326914922,0.00440100091509521,1122,408,2,5,0f0fe965a7586b2a206193e0e4ba61f6019fa76c9c71dd11e88d7cc5d9cb3328,dc2626c989725cb9f7b1be7f3026494846b43e94bdbaef52c6b2947d76065d94
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T92,uvg_02_qp1_G4_T36,11829,11789,1.0033929934684875,0.004402661928907037,1479,51,1,6,13364628adfe68220d1b61e6175ea50e5037debd17e1a79f4969cc86422e7b5f,ab45c0c0e2a2170f58c3e78655ceec204e045b05bbfc021129f8c54e4a42d41b
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T98,uvg_02_qp1_G4_T36,11792,11789,1.0002544745101365,0.004407039959914982,969,561,2,7,45a7e1c804790485da650f92c4ed97494a3a29c0b9cb89acb07dd688ae48b7de,83493029130955b1acf40a6eb01cfd6f68d883da1f0d9a67f577905e0c444a25
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T78,uvg_02_qp1_G4_T43,11749,11789,0.9966070065315125,0.004419442149810493,1351,179,1,8,bc723c0cd7b5be43a5e88531133c0d7720adc7b11a7ff24d687ff17e209b8229,cbd5d36add7ae50a4209892d565f8d40e8ebdadf9acf60f97842f16842f9beb7
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T84,uvg_02_qp1_G4_T43,11699,11789,0.992365764695903,0.0044263339368626475,841,689,2,9,a77fa7e163d7a7c50e5499282069e67ce81ba8d89be8dc159a59a6dd558ce9ad,529f99e21108c5f3391701680a967be383e777cb19e173351d2980635dd5f13a
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T134,uvg_02_qp1_G4_T42,11693,11789,0.9918568156756298,0.004433812573552132,969,561,2,10,bf50dd69247e3c048c11b58d836802dc9b545ae68de55f8a8bd3de5457572e6a,9f3ac67479751e373ea7f8add74e75479a5d40f1ad5804eedb55200d4c858b85
uvg,HoneyBee,2,1,G4,3,uvg_02_qp1_G4_T133,uvg_02_qp1_G4_T48,11648,11789,0.9880396980235813,0.004434196394868195,484,1046,3,11,2d10f8b777489ee560f4fd23d07d801e1768e809f7c862813a41cd47d1623aa9,96e7638bcc4dd9cd44da23efe7066c1fac043d3790d4e36245ae197012999bd6
uvg,HoneyBee,2,1,G4,3,BASELINE_PATH,BASELINE_PATH,11789,11789,1.0,0.004425723105669022,1530,0,0,-1,14863e074b72731d703fca17daffddfe1e34abce7da554212e1700c13a8994f8,4ba9c92350868bdfb9f830e1a50759324210d47dc7980e25316971c09e1d020b
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T159,uvg_02_qp1_G4_T70,11704,12360,0.946925566343042,0.005615868023596704,408,1632,4,0,784fbed15ac84525c7264036f251355e02dfd85e1aa7dcaf92ede73c8ff05620,b7a9508a851fb122abd421b0f91a02bd9971273745007a7364ab276f23b85e7e
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T167,uvg_02_qp1_G4_T77,12036,12360,0.9737864077669903,0.005384175979997963,484,1556,4,1,88ae0a4b8eb0b5a8f831a0e3355e6b84dac22675156a00b280ef69ea14c7b8c0,3c90714b540808f5d574732fa56d4d413d937f7ff5b923cc596e381d63f23f3a
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T203,uvg_02_qp1_G4_T92,12326,12360,0.9972491909385113,0.005325476755388081,1479,561,2,2,e1222534fcbc1aa415326e8b67d891ec58260fec4a7075c69b9efedbd2894e46,51becd840dea0f149592fd7bc9b60d28ac5a6fbc652ba3bd6387c8bf068c1179
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T177,uvg_02_qp1_G4_T95,12519,12360,1.012864077669903,0.005319835094269365,1759,281,3,3,fd772b59439751a1776b727e5187b11915cd52d3b936cf12abd3620b1f7fa107,14dcfe808f91b0c682b2118e583ea5625faedda4b8c0de20cbc5eaa488d4d246
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T176,uvg_02_qp1_G4_T95,12473,12360,1.0091423948220064,0.0053206076845526695,1810,230,2,4,10aa64784153d13be47cca5986364af2d13e2bb2ec11ab5ff1e98a43ba4438d7,5ae9af2610c7700f3a426ee2a01a5aa3dd153368241ac419e960fa27284633ec
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T183,uvg_02_qp1_G4_T94,12466,12360,1.0085760517799354,0.005321330565493554,1887,153,2,5,8b3e0e4da195eeda11d1e65363cccf703f5e1073b7a1bae8792dfbe4cc8824fb,da68afc6f456fbe560bb30a5c7ddfba19949965a7c195de5e93757158579680b
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T190,uvg_02_qp1_G4_T97,12454,12360,1.0076051779935276,0.005322082492057234,1632,408,2,6,54aa87ceb5643ed98c86d6645af4a886fba69dea8b74aaeb5eb9fb48e82972d8,8a186a62e2e510f8a0b3af6356a62afa32195f6a8c40b715a785e6449fdc9e7a
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T198,uvg_02_qp1_G4_T92,12430,12360,1.005663430420712,0.005323291465174407,1938,102,2,7,9dba6d0480c6dd4643a08801317b0cd6d4e22c82ce1c897fee68179c5f25d8d8,d919212c7fb21b2d782faf7a3e26cba886cdbca5c5158cb93b011e9510499c89
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T182,uvg_02_qp1_G4_T95,12414,12360,1.004368932038835,0.00532329420093447,1300,740,3,8,8886bcffa62a59a99c9f2852ce61e15e352234aeb86b9f26aae65b3b8d570c6c,b213f1b59a1a1b3902b5e61babbd9268e0f0231019252ea3e62b26c131a2fa44
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T197,uvg_02_qp1_G4_T92,12385,12360,1.0020226537216828,0.005323413235601038,1989,51,1,9,5d0e9f6a08923f8f0f9b3a0d179047ed0a5bff511ac2241f93368eb5292dca50,ba248aecd27fcc5fd4a6cf2c507af95e39fb44e1289a518c83ad7d952119b3be
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T210,uvg_02_qp1_G4_T98,12286,12360,0.9940129449838188,0.005330484767910093,969,1071,3,10,a213367b89f94d8e0f03186102de053453ec102d1528fbe9f8205a86e364d6f5,4640e562a1a5758b3f9d8c60622e5987b3d25e27769a3b796ccf01f51a15f297
uvg,HoneyBee,2,1,G4,4,uvg_02_qp1_G4_T175,uvg_02_qp1_G4_T112,12265,12360,0.9923139158576052,0.0053320497390814126,918,1122,3,11,60dba277158fd29d59741f9a1f27a021dc85ad0c942bd47315bb4e9594a431f6,8251f978823f8c1f5761c845251a1ebc76be069285338e781f647a585fd74359
uvg,HoneyBee,2,1,G4,4,BASELINE_PATH,BASELINE_PATH,12360,12360,1.0,0.00533838284900412,2040,0,0,-1,5d841b17ebc429a15126b24bd1744bd9995ec74b43f24b191fa8eb959ab6ae02,a7e190f6063b9a0457218ebb52793e45464641bf2fe0c61e5d245bc29e1496fa
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T252,uvg_02_qp1_G4_T159,11902,12538,0.9492742064125059,0.006625857204198837,408,2142,5,0,892c8486bbd14d70161b9875c3077b4cd1420c14cac575d963d38aef5a8aa857,1b88352386dae8ee42116f9f6de2c09ba2f3d8b9bc8c23e42044e91369e5ca53
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T246,uvg_02_qp1_G4_T159,11992,12538,0.9564523847503589,0.006615841295570135,918,1632,4,1,4972edd4e08bf8ee629993fde4d077a180c3c90acfdd5c53a64ffda523f0beb1,aa5e86450ab3c57a7179b8f4be7a3293a6676ad0d462093f84331d858a42dcd5
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T260,uvg_02_qp1_G4_T203,12508,12538,0.9976072738873824,0.006288579490501434,1989,561,2,2,2c8188ad3eeccf8b2f96f2b86c73cbd273ea18f095f19e18541f833df91b666a,def11d4427ee26c1c6f3d4df1978c8d5d0ba12886b7deb45ed4f801744fd6ac8
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T290,uvg_02_qp1_G4_T190,12708,12538,1.0135587813048332,0.006276896339841187,2040,510,3,3,e20ff918c02cfa61b19760d382f91abbbea10eaa8e28ddcdfc9bf3f3d4cced74,2f8cfcbeed19fc45152f397497b83dded5e747698b9fa1c1255da61c1e87e240
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T294,uvg_02_qp1_G4_T190,12644,12538,1.008454298931249,0.006278410437516868,1632,918,3,4,90215dd26c955fa7780094ac145eab4fa12c5d5f80983227c8bc7a546d5cd57e,5591685731e942abcd9672c3d49705b20a86f4398e1907595f7a7b639fb26da5
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T288,uvg_02_qp1_G4_T190,12634,12538,1.0076567235603764,0.006280312140006572,2142,408,2,5,2dff9671fa2d9b02701e394345a2b214214e6918aa1370b3a665ad14d8867316,7f4b5fbd0c7ba082da344ba98f67b41672c657a8e425b1d10e0ada798d795276
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T310,uvg_02_qp1_G4_T197,12627,12538,1.0070984208007656,0.0062809521914459765,2448,102,2,6,6ade78e61f1a7658c77fc83669b3a7a0cfda050c5a70b1ef7a90c3ed2dec1457,b4b367e8a17cb7413a0fd3e83ce6abf9aec3878fa85526541be5605f0c8d7eb0
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T309,uvg_02_qp1_G4_T197,12564,12538,1.0020736959642687,0.006282121874392033,2499,51,1,7,69b6a4111881d53b1f2cc4b9fb3ae3097dd6f645eef139f1e926c8e895d37d23,6e12e2ea4d6ea3f2c702c9a64101ec846f2b14c72ad3187b699c65adfa72fd6f
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T322,uvg_02_qp1_G4_T210,12476,12538,0.9950550327005903,0.006293222540989518,969,1581,4,8,45b3149f9a91b0b8d2ce1e59938f4fe61d2c97bcb1731cca68a7bc54d291c028,bc1b9914481769778088b8df3fce2ad18fa834025b752b460882da18a1dcaded
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T323,uvg_02_qp1_G4_T175,12459,12538,0.9936991545701068,0.006300277658738196,1428,1122,3,9,f2683713be35c137418f8e9d3f16cdd92130d0f537dacecb5ab9c6496bf24457,07939f118ca82c39d473c74ad002ca4c581199125519d543a3af431cd0a3bb47
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T329,uvg_02_qp1_G4_T175,12457,12538,0.9935396394959324,0.00630239030579105,918,1632,4,10,845dfe8af20e97793ed015ed736ba3083775b0a64080338e51ba8cc625c0fdd8,3525775067ff4c008c8e11bdc8da6eaa08237494d878c7e4d033b9bc3f196516
uvg,HoneyBee,2,1,G4,5,uvg_02_qp1_G4_T256,uvg_02_qp1_G4_T167,12330,12538,0.983410432285851,0.006364940025378019,815,1735,5,11,d9c23c7400e0ca0c8c5b0e354dfb7597e04217ff541376713ecb1fe40a4ed18d,8f61d267c52d141a4470f1cac291453ae15a892a7411daa5f6e6bab9fb255db0
uvg,HoneyBee,2,1,G4,5,BASELINE_PATH,BASELINE_PATH,12538,12538,1.0,0.006293718994129449,2550,0,0,-1,764bb716876a1e30d0377df3dd25310b4df5450efc55dbf92c78fb77f8c62f05,7d02184df6cdccdee3adfcd54a7ed77212aadfdbe736b87a39f6351f74cb0dc5
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T344,uvg_02_qp1_G4_T246,12182,12686,0.9602711650638499,0.007566310348920524,1428,1632,4,0,2c2d6a0d2d26305e058c36e43205652ca6d02c4da308ba2873910ffa8a6e58fd,3d6af66a974f9f751a149529a853880bc80a0c9d12fd488ac63b2d4eded88032
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T357,uvg_02_qp1_G4_T260,12656,12686,0.9976351883966578,0.007193302735686302,1989,1071,3,1,1effd12d14d26b796f0353955fb5dbf79e377d96d0eb25b8a566a451850fe4dc,76f29509d265a16547ec8b78ce8e18cc137af9590e9a8e4152d7b80cd6c2d7e4
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T358,uvg_02_qp1_G4_T290,12850,12686,1.0129276367649378,0.00719246082007885,2550,510,3,2,fbec69c56b8e41c112379c94eb99fb5f826e84be65b0bdd7dc4dcbc0891f4127,3470c5027697899be335ce69300b47b9e1284a4747b746ac682659c05af7ceee
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T351,uvg_02_qp1_G4_T260,12635,12686,0.9959798202743182,0.007194259436801076,2499,561,2,3,8dd7b68a102885ac60ddaf4bb46dc6b35db35fe5bc6785445cd5f1849bf38dc0,66f2b1ded8e3c70f80eec3eb185622786115344892ab84e17708fcadfd816523
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T399,uvg_02_qp1_G4_T322,12628,12686,0.9954280309002049,0.007199164305347949,969,2091,5,4,e1fdd3030cfe33713423f2661601b28570deb7c51257582f7fbe051028a55ad5,36fdb3744e26c74d212ba6725b6517a552c0455e7f7d8b30e8c1469c3462af7a
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T400,uvg_02_qp1_G4_T323,12606,12686,0.9936938357244206,0.00721251720096916,1938,1122,3,5,dd760f88d880651fc4a0d4aef4d7df65b6f3e890f59605fa52923c60340936b5,2a8601c8c04c537d5621bb7580cea8ec00a418d9e747d2fbb4ac5081b30721ee
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T416,uvg_02_qp1_G4_T256,12576,12686,0.9913290241210784,0.007294484123121947,1223,1837,6,6,aaf84ac667287ee12111d3d3a7d32470b8df51887876cd77e9dbf10655551303,0d044cf15fdb5a4bcfe19dcbd99d86165d59c6371d79c7b9054e3383e333903e
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T414,uvg_02_qp1_G4_T256,12522,12686,0.9870723632350623,0.00729695672634989,1325,1735,5,7,b0946bbda3d1305021c1b3b497cd8f82820d4abd73c9d660bae0079f032a749e,b3e4ce6457a026499cf18f761f8a4b2d479f546ca5d0b2e9ee5d7a0485b46d76
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T420,uvg_02_qp1_G4_T256,12492,12686,0.98470755163172,0.007299145974684507,815,2245,6,8,a80864560cb11b14b8d9e707a04e93850052d6461e726a1b9af21dabc585e353,b2d983cdf6f82f3682ab6b99e5c65251a3ff09b80ab2eaf3ba7e88231e220a91
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T350,uvg_02_qp1_G4_T246,12179,12686,0.9600346839035157,0.007568870380055159,918,2142,5,9,bb85d988cb2c6b572368bb60b68dab78e709398f7b20cd9d8961f96456d614a6,2cf39b24ffbf816aa0bdfd441d28733a993c23cfe39b1c83b948a37ec6369d14
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T338,uvg_02_qp1_G4_T252,12177,12686,0.9598770297966261,0.007575288123916835,867,2193,6,10,5065591856f1545c43e5ca702ea6aab30a8d642d5b1dd157f3d89d8249982bd8,ca4b92689af841e4bef59ce459b5f27d85be9bbbcafdcbb89f259c4c72abaea7
uvg,HoneyBee,2,1,G4,6,uvg_02_qp1_G4_T337,uvg_02_qp1_G4_T252,12134,12686,0.9564874664985022,0.007576798438094556,918,2142,5,11,38c0dcdb0585aa8372517a29a2029d9fd6b1db53e8d948dac0c4d007390f076d,6ad2ffd4413252d5ae89311e3781759bb0ae38e72cabbed1d6b02178d3951c91
uvg,HoneyBee,2,1,G4,6,BASELINE_PATH,BASELINE_PATH,12686,12686,1.0,0.007205779489595443,3060,0,0,-1,878981ad80a0252342d36402f00882220cc16955a04998460af91608f6317634,9f2c2e7c26616b2600e8b8a2bba1b1884f8db91d8d0771fc283f039fe873ff68
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T428,uvg_02_qp1_G4_T344,12274,12762,0.9617614793919448,0.008579241228289902,1938,1632,4,0,f61021df4ce316a62095d13f593752744a4a1ffff86c160da3fcaeab6d30db97,acc766ddc37ddcc45643f9a4ec569f285a6a08c4519f24f18e7716fd433df17b
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T449,uvg_02_qp1_G4_T351,12723,12762,0.9969440526563235,0.0081613480579108,3009,561,2,1,dc4bf48037455fd5e3429e8468825bc85952293ff4ed21d6673e21fe5b229991,a0f72f11b861f1f52d4cae07ab3bf7582ff352c9ad0575263a7b522d12bc32aa
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T442,uvg_02_qp1_G4_T358,12927,12762,1.0129290079924778,0.00816127413418144,3060,510,3,2,e2432923e33e1e4ce0b661bcf4aff310bbf19a133635fd6d5ea304501faac8d9,4379ccfa01bed814821132edec5dbe2477f8f855c8815f48af4e074cc49629fd
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T456,uvg_02_qp1_G4_T399,12721,12762,0.9967873374079298,0.008176962786819786,1479,2091,5,3,db93bcab791cbe65053d6601629b78b3edb5622e261edcd097deb63c1ecde666,c1c29ab3c8e8a5f0ec6de21e4fdc8a3ee7c59560827cb1a6ee3c5eedd28ddcb1
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T469,uvg_02_qp1_G4_T400,12719,12762,0.9966306221595361,0.008180623932275921,1938,1632,4,4,0a2e476dbec861aaec13ff9b7a511e86b5205672ce473fea49e007040dbc2f8b,90d0ca59423cdc8feb0cf9069cf8ea1bc5806037413214ff7d3845e3bb77570a
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T463,uvg_02_qp1_G4_T400,12689,12762,0.9942798934336311,0.008182220568414778,2448,1122,3,5,fc8155894e2ecd852b17045a05b1011d409a6110b95f398d69355cc2b00ca37a,2a07b8b061d3e9b230b60267542f1b676c0cb3b3edee4907fddc575b97b886ae
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T477,uvg_02_qp1_G4_T414,12614,12762,0.9884030716188685,0.008295819628983736,1835,1735,5,6,bb31253476cfd89e6a991b539424f075fc0e5480fa17e2c0f18828df36339ec8,81aa2d004f734b7ef19ab8e50748efb24a2a27a1bedbe6ec4e1cb1406a72ca27
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T484,uvg_02_qp1_G4_T420,12608,12762,0.9879329258736875,0.008307639101985842,1325,2245,6,7,19eff86b55e12b471dd532263b587cd44f0485025b1fecbc166574579018758d,d1d469cf522372ab444f906df7df09a2cd59cc6aaf07e7976dd41555cde6231f
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T505,uvg_02_qp1_G4_T337,12233,12762,0.9585488167998746,0.008590078097768128,1428,2142,5,8,924ebcaf32b97b12021a065f3411ea72a5d16acc00c4e4c01e4fc62ddf3899b3,050e8dd72d2c4c475c7e1e24b7ca9a3543beb98c6ac52c94fdeb3e81bbed446c
uvg,HoneyBee,2,1,G4,7,uvg_02_qp1_G4_T443,uvg_02_qp1_G4_T358,12996,12762,1.0183356840620592,0.00816127413418144,3009,561,4,9,a9390e6f4f501a22cc0c68bfe361a5daa92a97b7be295fce9f6750b8ec66d716,4379ccfa01bed814821132edec5dbe2477f8f855c8815f48af4e074cc49629fd
