method,video,frame,type,qp,base_bits,estimated_enh_bits,psnr,ms_ssim,lpips
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,0,28184,0.0,15.432896757865894,0.6808732254336812,0.2725779414176941
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,P,2,37360,17981.833984375,18.398484201634922,0.7819817101148793,0.3679948151111603
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,P,0,7800,17979.291015625,18.47550642605019,0.7877853653634274,0.3638003468513489
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,P,1,2632,17979.09375,18.497707858073777,0.7898333101363018,0.3648100197315216
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,P,0,2576,17977.34765625,18.38467555755835,0.7875250644528609,0.37423175573349
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,P,1,1912,17978.705078125,18.51767700942771,0.7891063080767863,0.3641611933708191
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,P,0,2224,17977.8828125,18.461184261809887,0.7879805770909555,0.3679138422012329
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,P,1,1224,17978.259765625,18.558447953410642,0.7874588723198633,0.3636031746864319
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,P,0,1272,17978.11328125,18.32715128434962,0.7835290234364746,0.3779691457748413
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,P,2,1512,17979.333984375,18.531112031531546,0.7841645246991896,0.3636210560798645
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,0,704,17978.234375,18.294760101009008,0.7792308255520816,0.37400075793266296
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,1,576,17979.2578125,18.410850673006003,0.7776560327598206,0.36573803424835205
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,0,2952,17977.509765625,18.246150340729315,0.7768684994834388,0.384674996137619
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,1,816,17978.87109375,18.39313316321125,0.7760776158536958,0.37289372086524963
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,0,664,17978.24609375,18.20197149619116,0.7708027633160679,0.38020238280296326
quantized_c_train2_l0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,P,1,552,17979.1640625,18.242277661074322,0.7676863038038029,0.37510889768600464
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,0,30848,0.0,26.363741227929843,0.8150404964666441,0.22730228304862976
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,1,P,2,43848,17889.92578125,29.075258266015464,0.8978168621967297,0.16474130749702454
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,2,P,0,9160,17890.068359375,29.427886086875578,0.9010856978255029,0.1548607498407364
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,3,P,1,2248,17890.25390625,29.424270016052297,0.9028828836691368,0.15085865557193756
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,4,P,0,3888,17889.447265625,29.315062036266895,0.9030634230252423,0.15681897103786469
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,5,P,1,1928,17889.83203125,29.46425685778273,0.9062764708051233,0.15410637855529785
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,6,P,0,2688,17889.75390625,29.589219790604115,0.9055944666379135,0.1559661626815796
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,7,P,1,1600,17889.62109375,29.65060799476546,0.9081967716327108,0.1516932249069214
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,8,P,0,1152,17889.1328125,29.36303946495717,0.9042232870965758,0.1622205674648285
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,9,P,2,1456,17889.4453125,29.579716408276326,0.9075019904178195,0.15606020390987396
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,10,P,0,576,17889.30078125,29.39081221936125,0.9034934547101198,0.16367365419864655
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,11,P,1,1192,17889.3359375,29.415079443996973,0.9027307075655514,0.16232071816921234
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,12,P,0,1840,17889.220703125,29.524270547250232,0.9023942039759687,0.16167962551116943
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,13,P,1,1160,17889.578125,29.458794158229097,0.9033967781466282,0.1589438021183014
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,14,P,0,632,17889.2890625,29.20099039141933,0.8994109416316626,0.16605257987976074
quantized_c_train2_l0,c227e33d-910e-4e39-a325-0fe1d1116436,15,P,1,568,17889.63671875,29.226596392979705,0.898725178219092,0.16507811844348907
