anchor,method,qp,mean_real_kbps,mean_rate_change_percent,aggregation,LPIPS_change,DISTS_change,FloLPIPS_change,LPIPS_BD_rate,LPIPS_BD_status,LPIPS_BD_reason,mean_equal_rate_delta_LPIPS,DISTS_BD_rate,DISTS_BD_status,DISTS_BD_reason,mean_equal_rate_delta_DISTS,FloLPIPS_BD_rate,FloLPIPS_BD_status,FloLPIPS_BD_reason,mean_equal_rate_delta_FloLPIPS
v4_10000,selected,0,104.77093390984015,-2.563670225119996,ratio of arithmetic mean real kbps across matched video/QP points,-0.0015942638856358826,0.0008227552752941847,-0.00628028249752427,,not_applicable_single_qp,,,,not_applicable_single_qp,,,,not_applicable_single_qp,,
v4_10000,selected,1,134.01758382242755,-2.8617139842794015,ratio of arithmetic mean real kbps across matched video/QP points,-0.002369523703237064,0.0005720519693568349,-0.007945323599472864,,not_applicable_single_qp,,,,not_applicable_single_qp,,,,not_applicable_single_qp,,
v4_10000,selected,2,168.98238573926074,-3.9708091645872523,ratio of arithmetic mean real kbps across matched video/QP points,-0.002202754440077115,0.002279299544170499,-0.005040483445756971,,not_applicable_single_qp,,,,not_applicable_single_qp,,,,not_applicable_single_qp,,
v4_10000,selected,3,215.84877965784216,-5.19587125395139,ratio of arithmetic mean real kbps across matched video/QP points,-0.0024600394535809755,0.0013911124551668763,-0.00456560893900812,,not_applicable_single_qp,,,,not_applicable_single_qp,,,,not_applicable_single_qp,,
v4_10000,selected,all,155.90492078234266,-3.931676088682079,ratio of arithmetic mean real kbps across matched video/QP points,-0.0021566453706327593,0.0012663048109970987,-0.005957924620440563,-7.10507172653463,valid,,-0.004182140688251076,1.1875784865499608,valid,,0.0003878524390096401,-13.13541694041229,valid,,-0.008368497246479447
