step,beta,qp,video,start,crop_x,crop_y,loss,LPIPS,DISTS,R_est_bpp,proxy_L1,PSNR,MS_SSIM,wrapper_gradient_norm,bridge_gradient_norm,generator_gradient_norm,all_finite
10011,17.302782275540444,1,clips_long_1920/75b65ba7-5815-430e-afde-3a37c5e2f090.mp4,460,309,193,0.5111692845821381,0.1787686546643575,0.21440307299296063,0.0067904619936598465,0.05036547780036926,14.932311787293653,0.4809715747833252,0.26284249773348894,1.4765700663341257,0.6984171878156845,True
10012,17.302782275540444,0,clips_long_1920/4220af28-1547-40e4-9a62-a9a8292d8b44.mp4,510,287,90,0.28654520958662033,0.10050944487253827,0.1515747308731079,0.0019653384709575525,0.0455222117404143,33.87138012694602,0.9271669189135234,1.3412344919055725,2.0918209743706098,1.3291676027416923,True
10013,17.302782275540444,3,clips_long_1920/65312ce9-311a-401c-b5c1-beb490e8d7ad.mp4,46,463,356,0.5244213938713074,0.19455661376317346,0.17439353466033936,0.008957916856161319,0.047435496002435684,21.0240650265107,0.6572489738464355,0.6274886672274608,1.6726602491693647,0.6570210670726634,True
10014,17.302782275540444,0,clips_long_1920/7bd0e012-6456-41f9-97ca-4a4b8c4df3d2.mp4,151,474,145,0.13447221741080284,0.02333952734867732,0.08550999561945598,0.001436187121726107,0.0772661566734314,38.524900189678476,0.9888407389322915,1.1152699119095537,1.5396016697282684,0.9113059257760443,True
10015,17.302782275540444,1,clips_long_1920/3caa03e1-fba6-4885-b6da-4dda2df24bda.mp4,254,1455,273,0.385081946849823,0.11888580520947775,0.18137659629185993,0.004865209630224854,0.06378836929798126,23.584460901344855,0.8657178084055582,0.47440822973946234,1.191520013628435,0.5313698299391819,True
10016,17.302782275540444,0,clips_long_1920/b39dd506-54d9-4aaa-94b8-238c34a18bcd.mp4,122,1137,78,0.22751636803150177,0.04826110601425171,0.13672457138697308,0.0024350594903808087,0.03973778709769249,33.61255272570094,0.9682503739992778,0.5100803836332863,0.7718496643129691,1.4395045463974587,True
10017,17.302782275540444,1,clips_long_1920/f9e0484b-6bd1-42c9-8e81-dd6f44fb656f.mp4,472,1664,477,0.5305419266223907,0.20985666414101917,0.18255798021952313,0.007954301157345375,0.049571125457684204,18.037332289308097,0.6624619364738464,0.25888106736081035,0.7812460303774669,0.5130234651434125,True
10018,17.302782275540444,3,clips_long_1920/6ec76112-804b-4d6a-a368-326e70595eae.mp4,226,527,532,0.42560897022485733,0.12528769671916962,0.1409402290980021,0.009182634685809415,0.04959114268422127,22.62608753257038,0.8159816861152649,0.49413742903987207,1.9246365395484988,0.6512004774196172,True
10019,17.302782275540444,1,clips_long_1920/ccff4e20-23d9-4fb7-ba40-84d4ca5d34f2.mp4,252,1281,51,0.34327491372823715,0.1375740965207418,0.12136638164520264,0.004844292860070709,0.051470279693603516,33.446042615091024,0.911404550075531,0.9728482206270049,2.217401650021447,1.2828121614433465,True
10020,17.302782275540444,2,clips_long_1920/6f4877ed-f615-4d1f-9dff-25a5d23aa1f1.mp4,277,340,436,0.44088225066661835,0.1513713002204895,0.16081863641738892,0.007399129535770044,0.06667957454919815,19.74295597587947,0.8764374057451885,0.3136440096970412,2.2673476334478626,0.9115148608215191,True
10021,17.302782275540444,3,clips_long_1920/198ff7ea-e4e1-42b8-b74d-952a3231dafa.mp4,47,502,86,0.32857081294059753,0.0773771752913793,0.11672669649124146,0.00772425381001085,0.08158307522535324,28.79492569642634,0.942035218079885,0.8523000391000067,1.8866299279438936,0.738066424121484,True
10022,17.302782275540444,2,clips_long_1920/e9f92278-3496-451f-8997-ebc9b209ea54.mp4,288,225,206,0.3273559436202049,0.10244446496168771,0.14957332611083984,0.004322512589472656,0.05466533824801445,28.717009904651768,0.9188107848167419,1.1411210164675964,1.442331225801207,0.6027381498865881,True
10023,17.302782275540444,2,clips_long_1920/ed92c0c1-821d-490d-bc88-28cfe19e0a2c.mp4,215,698,307,0.578111544251442,0.2442850520213445,0.20097078879674274,0.007644700541277415,0.058110232154528305,15.614181957652175,0.5586861968040466,0.22668974558885194,1.5212363094040031,0.7165464053151919,True
10024,17.302782275540444,3,clips_long_1920/e5cf18c8-7b45-456e-b623-5f10cf69a219.mp4,105,295,148,0.19936229288578033,0.025808985655506454,0.11830333868662515,0.0031718484679004173,0.0368169459203879,35.40133669395133,0.9811414480209351,0.2282970872609927,0.9089264826725844,1.0658700253257771,True
10025,17.302782275540444,0,clips_long_1920/e1617c77-15c1-4ff5-99e5-0defaaa0a785.mp4,293,878,486,0.4658814072608948,0.18431957066059113,0.2054748733838399,0.004367338648686806,0.05198630069692929,23.37734432135968,0.7420063018798828,0.537683076923632,1.152825642085691,0.5319660615019174,True
10026,17.302782275540444,2,clips_long_1920/c31c5aa6-3146-49ee-910e-ff43b9f17eef.mp4,22,213,204,0.38165321946144104,0.13987858096758524,0.13452686866124472,0.006152218076749704,0.07972917954126994,22.76327380980633,0.8001652359962463,0.6259186954831742,1.8151398139848662,0.8768911771048943,True
10027,17.302782275540444,2,clips_long_1920/b20228a0-3942-4639-8a01-c15de8204363.mp4,177,599,319,0.45122890174388885,0.14051057398319244,0.15217983722686768,0.009113909618463365,0.0842481330037117,21.36547926532463,0.831429878870646,0.24750261595789036,0.7856357435261488,0.4565137498925455,True
10028,17.302782275540444,3,clips_long_1920/3bc52d95-08ce-4662-b0d4-692dfb11fef2.mp4,56,1609,29,0.14133981987833977,0.006254933774471283,0.11546981334686279,0.0010828107867079477,0.08794301003217697,44.891256128815584,0.9978963534037273,0.25450919775987396,0.8293959833888913,1.4244531101339513,True
10029,17.302782275540444,1,clips_long_1920/271ad966-5144-4e89-80f3-e195dc23a810.mp4,100,355,211,0.3405274450778961,0.1026618629693985,0.17799391349156699,0.0034287081604513028,0.05454751228292784,28.528239420728447,0.9399578372637429,0.2987882345569424,0.9634585013423386,0.9539959647588966,True
10030,17.302782275540444,1,clips_long_1920/bca2a711-41c6-4e56-aeef-b15a12e2b0dd.mp4,241,1350,213,0.46856789290905,0.18104109168052673,0.20322418212890625,0.004835840857898195,0.06290935104091962,27.394906894405693,0.8604084849357605,0.5369372457254988,0.8050311874082928,0.5935947263782165,True
10031,17.302782275540444,3,clips_long_1920/f37d7839-f208-4d2b-a52d-971732d48528.mp4,123,594,229,0.3639377951622009,0.11848299205303192,0.1188854177792867,0.007289477691908057,0.04411256934205691,28.1627920882692,0.9096176028251648,1.0057410204682877,1.417545118563708,0.6532778789930254,True
10032,17.302782275540444,3,clips_long_1920/6e17d450-752c-4dbc-a7b8-ece5bd272b34.mp4,82,1369,266,0.35005906224250793,0.09230466932058334,0.1495354970296224,0.006218586058821529,0.06200464442372322,25.8929728717697,0.9293091694513957,0.8639350883448427,0.7535874248966847,0.5066539112483657,True
10033,17.302782275540444,1,clips_long_1920/0e1accab-015a-4854-ba73-0eb3c7413d2d.mp4,195,962,174,0.5577479898929596,0.2157081663608551,0.22334007422129315,0.006827905095027139,0.05579975247383118,18.848338946846994,0.6050904790560404,0.2628521079224063,1.8195741014834825,0.8308922919911781,True
10034,17.302782275540444,2,clips_long_1920/785179e1-ae06-4a3a-a736-3d55787d80d5.mp4,17,571,198,0.3032107725739479,0.09639540811379751,0.12847675879796344,0.004492690165837606,0.06025573114554088,28.422615196679835,0.8929704825083415,0.22063821153809443,1.096777443746677,0.539790660420345,True
10035,17.302782275540444,2,clips_long_1920/c41b0ee3-c544-4f2a-ae2c-e15f0deea7a6.mp4,463,403,343,0.4861574247479439,0.19111135105292004,0.1461926301320394,0.008575014120045429,0.048183685789505645,19.711420542854913,0.6666626930236816,0.7308400564641021,1.9343093620220004,0.8765873331977779,True
10036,17.302782275540444,0,clips_long_1920/32a56ed6-a21a-44b7-8486-ff14b9f70fd0.mp4,12,483,282,0.5078748613595963,0.23719983796278638,0.20429056882858276,0.0038006065879017115,0.06233860055605571,23.646895542921836,0.6861848831176758,1.1656015750773645,1.965266458308836,1.0989655733514418,True
10037,17.302782275540444,2,clips_long_1920/443af71d-8dae-49df-a861-12f0eaac79d7.mp4,249,926,268,0.21541748940944672,0.04544667278726896,0.12340684731801352,0.0026511924030880136,0.06909539550542831,26.515102528070607,0.8935705423355103,0.5557928959978551,0.7731377898700901,0.5111460904665589,True
10038,17.302782275540444,2,clips_long_1920/1c333748-e2cd-44c0-a3f1-41ba16076e2e.mp4,304,1023,302,0.29314231872558594,0.08202523738145828,0.1083177129427592,0.005912371794693172,0.049888835599025086,28.463472837117138,0.9370722969373066,0.39851495386461006,0.9322817890375203,0.41246712377803985,True
10039,17.302782275540444,0,clips_long_1920/131ecd28-a881-4981-867a-b4c04f18bdd4.mp4,202,1662,407,0.5894225835800171,0.23661133150259656,0.28259724378585815,0.004032236155277739,0.044509821881850556,18.68534329583672,0.43325453996658325,0.2756760753194333,2.011251861518453,0.8743594399479264,True
10040,17.302782275540444,1,clips_long_1920/89d8ca14-4725-4047-adea-049bb982aa99.mp4,17,436,113,0.38169730454683304,0.12279283503691357,0.14400138457616168,0.0066140666118978215,0.046132328609625496,25.88280636423115,0.8617673714955649,0.44220874339501987,1.2299336567416543,0.6703959132321501,True
10041,17.302782275540444,1,clips_long_1920/813d41fe-59d2-404e-ae72-c8b4f5d2c1d2.mp4,83,1314,82,0.1334439180791378,0.019170676047603287,0.09351070721944173,0.0011583851495136819,0.07192439585924149,36.58739745252754,0.9884304602940878,1.021468067002438,0.926444170338059,0.5163023988630414,True
10042,17.302782275540444,2,clips_long_1920/ae6e767f-0659-444e-bd90-a267be7754cb.mp4,312,32,722,0.35780009627342224,0.12387850880622864,0.1445217728614807,0.005122673251510908,0.07633078346649806,26.90889714020338,0.9283994436264038,0.9665402259443666,1.8809442268611904,0.9103701264257504,True
10043,17.302782275540444,3,clips_long_1920/04ad6810-0997-4fa6-b81f-315d7a13fa8d.mp4,87,135,559,0.1243823766708374,0.013718897166351478,0.07856527964274088,0.001822841033572331,0.05579811831315358,41.41193678422921,0.9930684367815654,1.336752413859606,0.6684270014324488,0.9063674663187299,True
10044,17.302782275540444,0,clips_long_1920/c31c5aa6-3146-49ee-910e-ff43b9f17eef.mp4,30,993,72,0.18056001141667366,0.048095528036355965,0.09244658549626669,0.002251259885573139,0.10648329555988312,31.762047087321,0.9525197744369507,0.7725290534868958,1.0523337258542944,0.5997988905951203,True
10045,17.302782275540444,1,clips_long_1920/47240387-ac90-4f96-8d26-add10186e407.mp4,205,1089,112,0.19554348289966583,0.019932846228281655,0.1496168573697408,0.001427268337768813,0.12980667253335318,33.3078023758562,0.9939072728157043,0.8704661601222746,1.1375699235711794,0.4380731677813481,True
10046,17.302782275540444,2,clips_long_1920/fc919ae1-ce33-4806-8f5e-2b45806206c3.mp4,24,479,232,0.2611953318119049,0.05156268055240312,0.13012089331944782,0.004561705815528209,0.058155607432127,31.79498177689473,0.9736358324686687,0.982687864408884,0.9022477437070354,0.9048541971951406,True
10047,17.302782275540444,1,clips_long_1920/893ec06b-5a4a-4407-a8a1-b1ba48a2d0a1.mp4,1062,1465,518,0.6027153432369232,0.24971072872479755,0.220777690410614,0.007605427866413568,0.06318507095177969,18.995434968943098,0.5778996547063192,0.3938919976420397,1.6742204981510924,0.8806185903037054,True
10048,17.302782275540444,3,clips_long_1920/5bf7b560-3bee-446f-98e0-689948d4197c.mp4,185,501,547,0.2877555787563324,0.05635508398214975,0.11393088102340698,0.0067488875550528364,0.06950865189234415,27.315964685083237,0.947178026040395,0.9442457352122119,0.45489707162187687,0.3399537978055745,True
10049,17.302782275540444,3,clips_long_1920/9f204f48-53e6-48dd-9d40-d163de33f2c8.mp4,43,234,780,0.23246024176478386,0.05204455181956291,0.12308013439178467,0.0032818116790925464,0.05510895947615306,33.62739132636764,0.9637313485145569,0.4784383979258208,0.8786228736190258,0.651476947202766,True
10050,17.302782275540444,0,clips_long_1920/fb4b4dc2-462b-4645-89c3-cd4dc58fde4a.mp4,159,480,650,0.5710728466510773,0.24476556479930878,0.21214042107264203,0.0065598713311677175,0.06628242631753285,17.565937449844444,0.6487782001495361,0.40290647965407494,1.2946661080047024,0.6704502163179016,True
10051,17.302782275540444,1,clips_long_1920/1473760a-f7d7-467b-aa45-37324bc54417.mp4,939,1358,412,0.3474620208144188,0.11967277526855469,0.14385934670766196,0.004814229129503171,0.06303397317727408,23.88909374008999,0.8219062089920044,0.6753725153116764,1.60368822885901,0.6477760543833923,True
10052,17.302782275540444,3,clips_long_1920/7046ddc0-6f34-414f-8c4f-dc61648aabd2.mp4,93,858,545,0.3304079622030258,0.10086236149072647,0.11871093511581421,0.006372790967967982,0.05676333233714104,25.26363299639699,0.9173197348912558,0.39743951065340344,1.0504937077069365,0.5042684873398652,True
10053,17.302782275540444,1,clips_long_1920/ab764517-e437-4c31-be56-9435c7495f8f.mp4,339,1450,96,0.2574234828352928,0.08861250678698222,0.116032342116038,0.0030031386704649776,0.08159584303696951,25.18357060770984,0.8531375924746196,0.4569941886983758,1.0275391526057516,0.6784235452811008,True
10054,17.302782275540444,3,clips_long_1920/92168bc8-d3ae-4612-b73f-79970324c1fb.mp4,443,87,180,0.111884331330657,0.014554553665220737,0.06860977411270142,0.001621132018044591,0.06699045499165852,42.458065188702705,0.9913478692372639,0.340149878756938,1.1234955293032283,0.44027303964532805,True
10055,17.302782275540444,0,clips_long_1920/5f642105-d7ea-492a-af72-f803bbdc667f.mp4,127,452,622,0.2981281876564026,0.09777479370435077,0.1652546723683675,0.0020023403582551205,0.04526547466715177,29.54622833973194,0.9321974515914917,0.5967422994538187,2.3105138225947273,1.7900879449209153,True
10056,17.302782275540444,1,clips_long_1920/e5cf18c8-7b45-456e-b623-5f10cf69a219.mp4,704,323,653,0.24976446479558945,0.058340749392906815,0.12507418791453043,0.0038005552099396787,0.058934478710095085,30.43816834229208,0.9641392032305398,0.3325948339257905,0.7806817592991305,0.5204869729212724,True
10057,17.302782275540444,1,clips_long_1920/b145df5a-44c8-4e08-8906-10eb0536b391.mp4,299,437,298,0.6200157701969147,0.28727521498998004,0.22204041481018066,0.006355748664645944,0.07280064125855763,28.35341612531822,0.8372683525085449,1.2063894167088922,4.684921912917944,1.722705973592539,True
10058,17.302782275540444,0,clips_long_1920/dfbb317f-9d22-48ae-bfa1-d9d0df24eb0b.mp4,176,978,720,0.4914402961730957,0.20938144127527875,0.22543740272521973,0.003245362158243855,0.046762016912301384,25.281315555292153,0.6745713154474895,0.7439763945516905,2.8367557980210956,1.308363267374008,True
10059,17.302782275540444,0,clips_long_1920/359fa8e3-ea15-447f-b85b-2ba4caf0b201.mp4,35,1606,44,0.6648480892181396,0.303173969189326,0.26895787318547565,0.005330352471598113,0.04863013823827107,15.97487281856882,0.41092603405316663,0.31666727135757217,3.4507795129905023,1.2674418089705408,True
10060,17.302782275540444,3,clips_long_1920/ffc7fe99-df7a-40fb-ad06-8f1b2460ae04.mp4,108,1108,237,0.4267604649066925,0.12056559820969898,0.1440198024113973,0.009347375482320786,0.04394650335113208,27.22397342726142,0.860487421353658,0.3696333860894162,1.0283285425133948,0.4907108773758717,True
10061,17.302782275540444,3,clips_long_1920/df9f7df3-90e5-49e9-aa26-ebf52a2ae9b9.mp4,205,499,250,0.40355463325977325,0.14287147919336957,0.12663714090983072,0.0077194996702019125,0.04771796241402626,23.768866560449098,0.7595657110214233,0.4622261159367814,1.4863748367442686,0.7519364555014552,True
10062,17.302782275540444,2,clips_long_1920/940d18e9-8783-4a7b-82cb-65e079c1d57e.mp4,579,815,498,0.6021986752748489,0.24767079949378967,0.2173528472582499,0.007902761901884029,0.04352582494417826,22.196198860614913,0.7285450100898743,0.4404474828423031,2.5450476091278613,1.1057369471414975,True
10063,17.302782275540444,1,clips_long_1920/f9e0484b-6bd1-42c9-8e81-dd6f44fb656f.mp4,406,522,359,0.5857582092285156,0.2596898674964905,0.19329571723937988,0.00763988820835948,0.05812877540787062,17.778722256894646,0.6433511575063069,0.2928424311094102,1.1804991743302151,0.6602156427652688,True
10064,17.302782275540444,3,clips_long_1920/5c04bd02-87a0-4e02-a60b-98daa7fe967b.mp4,49,1555,566,0.39610151946544647,0.14366603891054788,0.11317191521326701,0.008019894322690865,0.049705879141887024,24.432952556800757,0.8978051543235779,0.538978010830926,2.259776944288747,0.890644890799634,True
10065,17.302782275540444,1,clips_long_1920/6b5bf12d-3a2b-4dc2-b90f-03ec2d6c2bb0.mp4,301,1626,552,0.5429775267839432,0.28519341349601746,0.2215746442476908,0.0020702164377629133,0.038894880563020706,26.319734274549646,0.7087518572807312,1.2134205213114857,3.150350630897284,1.6319632488177716,True
10066,17.302782275540444,0,clips_long_1920/6c8d18cc-72a6-47e3-8a59-b4a9a3249d68.mp4,310,45,274,0.35462450981140137,0.16443440318107605,0.12538888057072958,0.003708881212029761,0.06272632131973901,25.711779080940417,0.836981693903605,0.367675650570342,1.4905215005268586,0.916037543319985,True
10067,17.302782275540444,2,clips_long_1920/2b61aaf2-9d06-4970-9c04-288b1d97b6d4.mp4,53,19,454,0.21274645999073982,0.044989669074614845,0.10456564029057819,0.0036173792711148662,0.0600423589348793,39.22653059530971,0.9809855620066326,1.8815255009821639,1.9504457691890915,1.3236150277799312,True
10068,17.302782275540444,2,clips_long_1920/2bf02a33-18ab-4558-b5a7-890be0bbbc2e.mp4,422,751,113,0.4821906089782715,0.1953715682029724,0.163240651289622,0.0071087452621820075,0.057732659081617996,21.720559324588304,0.7391770283381144,0.4354401359440662,1.3991865580820226,0.671050786025626,True
10069,17.302782275540444,1,clips_long_1920/40d59ea9-1df2-4466-92b7-3edb2adc9f36.mp4,586,778,330,0.41549405455589294,0.16033444801966348,0.18970034519831339,0.0037583113298751414,0.04299935201803843,24.85636530337981,0.7239089806874592,0.38099771867493487,2.4072054462490544,1.1358646245699828,True
10070,17.302782275540444,0,clips_long_1920/af69e18c-d3d6-4e01-8320-9a500f4c06d0.mp4,347,877,392,0.45946381986141205,0.23259227971235907,0.19489572445551556,0.0018226132257647503,0.0439525805413723,29.516167541939886,0.822260101636251,0.6716318868959801,1.8824833147366815,1.3017061338230926,True
10071,17.302782275540444,2,clips_long_1920/847edeab-baec-4aa1-9524-597c7ec13c05.mp4,332,627,715,0.26956987380981445,0.04996212820212046,0.14398880799611408,0.0043322062119841576,0.06597225864728293,38.69057110244229,0.9768080512682596,1.342597347839513,0.7018669365974991,0.7247587306106931,True
10072,17.302782275540444,3,clips_long_1920/ecdaf4e0-d603-48d1-88c0-de3aefe5b49c.mp4,171,1444,662,0.3999225124716759,0.13978974521160126,0.13401277860005695,0.007261030463268981,0.048395946621894836,27.013052401885048,0.7829107046127319,1.0898973088764032,1.643985526351069,1.1475108286510072,True
10073,17.302782275540444,3,clips_long_1920/2665ef70-0ff0-48ac-8634-87e6e9c5c4ad.mp4,312,1348,540,0.19148333370685577,0.025107109298308686,0.13105952739715576,0.0020119632342054197,0.05041242763400078,38.21327166181813,0.9873235026995342,0.34052530187572605,0.976848225556737,0.9819412395481613,True
10074,17.302782275540444,1,clips_long_1920/c3e5dbde-a47f-4bf6-b224-b859ae79d867.mp4,395,1407,737,0.5657788515090942,0.24521644910176593,0.22953250010808307,0.0052373792956738425,0.0408652201294899,25.67436494962111,0.6931183536847433,0.4362931062076582,1.9297517429496298,1.178934723733891,True
10075,17.302782275540444,3,clips_long_1920/b4ca0cc5-7e10-473a-881a-73be979194fb.mp4,117,953,474,0.4987918436527252,0.18712695936361948,0.17605827252070108,0.007804420136380941,0.05684199929237366,20.40791234982186,0.6744233965873718,0.6999778032596338,2.16808399921908,0.8729562389276359,True
10076,17.302782275540444,3,clips_long_1920/7f9acd68-5c43-4510-a3fa-c4330256802b.mp4,88,982,580,0.42365944385528564,0.10912660260995227,0.14599140485127765,0.009713117964565754,0.04774809877077739,28.813170343468286,0.930677592754364,0.7592501075474812,0.9675240004130162,0.8043670744975392,True
10077,17.302782275540444,2,clips_long_1920/89d8ca14-4725-4047-adea-049bb982aa99.mp4,190,1485,226,0.40730342268943787,0.12789647777875265,0.11791632572809854,0.009302546338100607,0.053068601836760834,23.537213773102806,0.8306813041369119,0.43171232339036664,1.2974947684088844,0.5143268203234138,True
10078,17.302782275540444,3,clips_long_1920/ccff4e20-23d9-4fb7-ba40-84d4ca5d34f2.mp4,319,855,124,0.3567594289779663,0.09776913374662399,0.14521769682566324,0.0065438225865364075,0.05462353552381198,31.110046487393863,0.9210208654403687,0.9954605337613668,0.9065551170524947,0.5473816943397545,True
10079,17.302782275540444,1,clips_long_1920/013d7951-5833-4d8a-931e-6d0d46c99041.mp4,295,1480,42,0.13671114668250084,0.004653928646196921,0.11293081442515054,0.0010638861179662247,0.07182081043720245,40.161226308172516,0.9976713260014851,0.8668319775693405,0.842265210589719,0.8408637053138939,True
10080,17.302782275540444,2,clips_long_1920/1473760a-f7d7-467b-aa45-37324bc54417.mp4,172,59,797,0.3105669915676117,0.08192210147778192,0.1530836621920268,0.004324266696736837,0.0739379624525706,29.746972850466264,0.9349863131841024,0.6506585695196552,1.0772760828192594,0.514076450567013,True
10081,17.302782275540444,1,clips_long_1920/46ddcbda-b180-426e-b849-c7fbc6b39346.mp4,917,889,433,0.35116512328386307,0.11764254669348398,0.14758223295211792,0.004943836325158675,0.0398209256430467,30.05321668318642,0.9133834441502888,0.37732148607642474,1.5850927600742466,0.9035713958659395,True
10082,17.302782275540444,0,clips_long_1920/2f3bff1d-62a4-47f8-a537-5dca8895998c.mp4,8,1124,7,0.22286150604486465,0.023643414800365765,0.17359928290049234,0.0014077638043090703,0.12605707844098407,28.72921694029725,0.9896810849507649,0.43942484379526264,1.0363891657084376,0.5473403875936462,True
10083,17.302782275540444,2,clips_long_1920/013d7951-5833-4d8a-931e-6d0d46c99041.mp4,247,309,379,0.41520457714796066,0.1523181249698003,0.17672157287597656,0.0049492530621743445,0.05290218318502109,27.183862774422103,0.8365995486577351,0.6958729519330338,2.7219560057059917,1.958054361997246,True
10084,17.302782275540444,1,clips_long_1920/2a9ecff1-b76a-4e94-90fe-658bf8fa84b2.mp4,66,1263,706,0.34858786314725876,0.10414967189232507,0.1593005855878194,0.004873517425342773,0.08121816317240398,25.2399094843028,0.8908198277155559,0.3169393979110211,1.1222237795589736,0.579675827638233,True
10085,17.302782275540444,3,clips_long_1920/b84ec8f0-8c5f-4609-af10-70e876a5aea0.mp4,78,433,126,0.4492844268679619,0.1287685583035151,0.14780692259470624,0.009952021840338906,0.05112568164865175,23.832647184605374,0.8423710862795513,0.39496774591453515,1.146960995908276,0.3897160571779683,True
10086,17.302782275540444,3,clips_long_1920/d1f6f50a-f298-4468-a283-735f8eeb6292.mp4,214,311,385,0.19452042877674103,0.03968589628736178,0.07858717441558838,0.004381567555052849,0.04340376456578572,34.1384084732672,0.9639094670613606,1.2070651819153024,0.8358458364482202,0.9210173653514386,True
10087,17.302782275540444,0,clips_long_1920/78bb0187-e3c2-4b97-b4a0-88144aeb406d.mp4,199,1644,797,0.43341173231601715,0.15808844566345215,0.2155798276265462,0.003424497539526783,0.04901003216703732,24.86587288809274,0.7507018645604452,0.6533854012940608,1.4042453952103602,1.2059179269083313,True
10088,17.302782275540444,2,clips_long_1920/b19d2edd-3e68-4cc9-8b4b-71b83e2bb96a.mp4,4076,824,377,0.2532278597354889,0.08194581170876822,0.12680033842722574,0.0025174995729078846,0.0921958436568578,34.04262969502291,0.9573557376861572,1.4412664141424476,2.4685031806790403,1.1834937645080377,True
10089,17.302782275540444,1,clips_long_1920/ccbe6233-1ebc-4f00-9a52-7bebbbb0dfc5.mp4,4,831,660,0.5994556695222855,0.2834240694840749,0.25022127230962116,0.0037804216820707857,0.03984961658716202,24.012315299851917,0.6093864242235819,0.7817876342782628,3.0734850403043725,1.5523458640357248,True
10090,17.302782275540444,0,clips_long_1920/131ecd28-a881-4981-867a-b4c04f18bdd4.mp4,18,1321,646,0.4878040850162506,0.23071422676245373,0.19998059670130414,0.0032652485533617437,0.0611368753015995,15.832773000933187,0.37871967752774555,0.4431729597261579,1.7774393703771658,0.9955720178163167,True
10091,17.302782275540444,3,clips_long_1920/08ca1634-d2c6-4051-9a63-58003663d527.mp4,491,688,139,0.37995660305023193,0.09721275418996811,0.12914697329203287,0.008832511802514395,0.07698404043912888,22.834055760873884,0.9049843152364097,0.7051651221206439,0.5294664524537284,0.37113175146612637,True
10092,17.302782275540444,2,clips_long_1920/b84ec8f0-8c5f-4609-af10-70e876a5aea0.mp4,45,521,627,0.3916608393192291,0.13438494006792703,0.14683528741200766,0.006340914580505341,0.07251469790935516,25.95859016281485,0.8777053952217102,0.5472749574719572,1.4003024605127106,0.7273443667554234,True
