clip8_rate_change_vs_clip4_percent,rate_aggregation,mean_equal_rate_delta_LPIPS,LPIPS_status,LPIPS_reason,LPIPS_better_fraction,mean_equal_rate_delta_DISTS,DISTS_status,DISTS_reason,DISTS_better_fraction,mean_equal_rate_delta_FloLPIPS,FloLPIPS_status,FloLPIPS_reason,FloLPIPS_better_fraction,mean_equal_rate_delta_FID,FID_status,FID_reason,FID_better_fraction
6.572555765608912,ratio of mean real kbps over matched video/QP points,-0.0017548529938497736,valid,,1.0,-0.0002838413259656597,valid,,0.71,-0.0017853186427637825,valid,,1.0,-0.756385241398268,valid,,0.79
