method,qp,position,num_P_frames,frame_index_min,frame_index_max,mean_real_bits,mean_LPIPS,mean_DISTS,position_definition,bits_definition
original,3,11,8,11,11,5890.0,0.13481829967349768,0.08869125694036484,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,12,8,12,12,7487.0,0.13940830994397402,0.09010870009660721,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,13,8,13,13,8542.0,0.1327554644085467,0.08944405615329742,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,14,8,14,14,4472.0,0.1414948021993041,0.09118422120809555,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,15,8,15,15,6145.0,0.13871205691248178,0.09172216057777405,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,16,8,16,16,9793.0,0.13896084018051624,0.0918387919664383,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,17,8,17,17,16367.0,0.12833202257752419,0.08688493072986603,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,18,8,18,18,3249.0,0.13805160950869322,0.09009052067995071,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,19,8,19,19,4497.0,0.13857438415288925,0.0909588411450386,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,20,8,20,20,13344.0,0.13645340874791145,0.08964981138706207,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,21,8,21,21,9930.0,0.1295834188349545,0.08779268711805344,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,22,8,22,22,4076.0,0.1376227056607604,0.09005717188119888,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,23,8,23,23,5737.0,0.13662384916096926,0.09104577451944351,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,24,8,24,24,12663.0,0.1346774334087968,0.09213802963495255,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,25,8,25,25,18035.0,0.12151511153206229,0.08764836937189102,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,26,8,26,26,3167.0,0.1318456344306469,0.09042799472808838,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,27,8,27,27,4672.0,0.1305639911442995,0.090274378657341,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,28,8,28,28,12898.0,0.12787187937647104,0.09073464572429657,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,29,8,29,29,9405.0,0.12262661196291447,0.08940774947404861,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,30,8,30,30,3634.0,0.1300808023661375,0.0920495018362999,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,31,8,31,31,4833.0,0.1260168571025133,0.09242289513349533,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,32,8,32,32,10659.0,0.12805544026196003,0.09194952994585037,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,33,8,33,33,15880.0,0.1176651082932949,0.08848781883716583,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,34,8,34,34,2695.0,0.12660091929137707,0.0911807119846344,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,35,8,35,35,3900.0,0.12567881308495998,0.09218934178352356,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,36,8,36,36,11748.0,0.12641462497413158,0.09281936287879944,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,37,8,37,37,7912.0,0.12029035482555628,0.09029105305671692,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,38,8,38,38,2889.0,0.12765870988368988,0.09212501347064972,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,39,8,39,39,4251.0,0.12447460182011127,0.09326045960187912,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,40,8,40,40,10527.0,0.12618106324225664,0.09485139697790146,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,41,8,41,41,13826.0,0.11789067182689905,0.09101667255163193,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,42,8,42,42,2441.0,0.1271162796765566,0.0936085432767868,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,43,8,43,43,3321.0,0.12577597796916962,0.09512265026569366,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,44,8,44,44,11508.0,0.12477337568998337,0.09470881521701813,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,45,8,45,45,8176.0,0.12032362865284085,0.09099476784467697,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,46,8,46,46,2486.0,0.12708488758653402,0.09483368694782257,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,47,8,47,47,3829.0,0.12401018710806966,0.09268223494291306,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,48,8,48,48,10309.0,0.1245680171996355,0.09452120214700699,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,49,8,49,49,14255.0,0.11601743660867214,0.08809000998735428,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,50,8,50,50,2055.0,0.12606603652238846,0.09210476279258728,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,51,8,51,51,3013.0,0.12527664192020893,0.09560119360685349,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,52,8,52,52,11762.0,0.12428685603663325,0.09379022568464279,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,53,8,53,53,8008.0,0.12126199435442686,0.0927044153213501,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,54,8,54,54,2287.0,0.1267413180321455,0.09374818950891495,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,55,8,55,55,3238.0,0.12536376249045134,0.09468446671962738,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,56,8,56,56,10062.0,0.1261837687343359,0.09684585779905319,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,57,8,57,57,13711.0,0.11815782031044364,0.09182512760162354,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,58,8,58,58,1741.0,0.1256177658215165,0.09998805075883865,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,59,8,59,59,2674.0,0.12467537634074688,0.09979738295078278,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,60,8,60,60,11880.0,0.1238713851198554,0.100775808095932,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,61,8,61,61,7101.0,0.12003450095653534,0.09815707802772522,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,62,8,62,62,2166.0,0.12718654423952103,0.1007615476846695,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,63,8,63,63,3271.0,0.12565212463960052,0.10185398161411285,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,early,168,1,21,10658.761904761905,0.13252232629539712,0.08666411006734484,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,middle,168,22,42,7897.523809523809,0.1270224506345888,0.09133268644412358,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,3,late,168,43,63,6516.809523809524,0.1239490193492245,0.09540911692948569,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,1,32,1,1,31923.0,0.1509252751711756,0.08979271352291107,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,2,32,2,2,9976.75,0.14397963765077293,0.08989039249718189,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,3,32,3,3,8530.25,0.14616300538182259,0.09130284748971462,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,4,32,4,4,8318.75,0.14713753026444465,0.09280752390623093,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,5,32,5,5,8645.75,0.14599836466368288,0.09179255738854408,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,6,32,6,6,7018.75,0.1487969127483666,0.09180935099720955,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,7,32,7,7,7470.25,0.14643536391668022,0.09130946174263954,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,8,32,8,8,4883.5,0.15453095396514982,0.0961097814142704,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,9,32,9,9,10298.5,0.1461962965549901,0.09151455573737621,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,10,32,10,10,2581.5,0.1587485026102513,0.09693191014230251,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,11,32,11,11,3956.75,0.15770830842666328,0.09810092113912106,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,12,32,12,12,5143.5,0.1628436017781496,0.10123263858258724,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,13,32,13,13,5571.75,0.15613002551253885,0.10073793306946754,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,14,32,14,14,3271.75,0.16543590743094683,0.10262982361018658,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,15,32,15,15,4161.75,0.16205598041415215,0.1027997899800539,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,16,32,16,16,6829.25,0.16291319532319903,0.10267587564885616,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,17,32,17,17,11499.75,0.15016357344575226,0.09839834272861481,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,18,32,18,18,2427.5,0.16089028003625572,0.1007266603410244,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,19,32,19,19,2994.0,0.16180825023911893,0.10232574678957462,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,20,32,20,20,9604.75,0.15934665664099157,0.10081230849027634,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,21,32,21,21,6553.5,0.15318301471415907,0.09956840239465237,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,22,32,22,22,2918.5,0.16126509639434516,0.10121228359639645,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,23,32,23,23,3810.75,0.1598932936321944,0.10247688181698322,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,24,32,24,24,9109.5,0.1576030037831515,0.1035014446824789,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,25,32,25,25,12572.0,0.14241877722088248,0.0981805007904768,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,26,32,26,26,2306.5,0.15348657895810902,0.10184600204229355,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,27,32,27,27,3089.0,0.1535385164897889,0.10172922164201736,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,28,32,28,28,9690.75,0.1484986487776041,0.10215866938233376,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,29,32,29,29,6347.25,0.1431102086789906,0.10091707296669483,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,30,32,30,30,2595.0,0.15103325573727489,0.10313652269542217,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,31,32,31,31,3225.75,0.14740978041663766,0.10383093915879726,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,32,32,32,32,7676.0,0.14898352301679552,0.10312212072312832,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,33,32,33,33,10426.5,0.13763071270659566,0.09959685243666172,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,34,32,34,34,1916.0,0.14731109514832497,0.1016526035964489,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,35,32,35,35,2507.75,0.14716060925275087,0.1043257787823677,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,36,32,36,36,8664.5,0.1465227510780096,0.10473673231899738,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,37,32,37,37,5192.5,0.1409238101914525,0.10221709869801998,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,38,32,38,38,1980.0,0.1485224172938615,0.10478613525629044,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,39,32,39,39,2621.0,0.14599628653377295,0.10662232339382172,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,40,32,40,40,7433.5,0.14668328664265573,0.10753260366618633,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,41,32,41,41,9032.0,0.13760228781029582,0.10434905998408794,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,42,32,42,42,1678.0,0.1473143300972879,0.10602959431707859,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,43,32,43,43,2080.0,0.14703705860301852,0.10766337811946869,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,44,32,44,44,8411.25,0.14472302980720997,0.10661010257899761,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,45,32,45,45,5232.0,0.14080137677956372,0.10450903698801994,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,46,32,46,46,1731.0,0.14732597046531737,0.10873362235724926,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,47,32,47,47,2414.5,0.14512365858536214,0.10685323551297188,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,48,32,48,48,7359.0,0.14464969467371702,0.10828479565680027,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,49,32,49,49,9500.0,0.13594046793878078,0.10201717726886272,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,50,32,50,50,1429.75,0.14553292654454708,0.10458120331168175,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,51,32,51,51,1908.75,0.1456349880900234,0.10758843831717968,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,52,32,52,52,8850.5,0.14358552417252213,0.10701792500913143,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,53,32,53,53,5260.75,0.1416712722275406,0.10676737502217293,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,54,32,54,54,1626.75,0.1465889022219926,0.10821008309721947,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,55,32,55,55,2000.75,0.1457320312038064,0.1087263822555542,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,56,32,56,56,7201.75,0.14572980348020792,0.11152764409780502,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,57,32,57,57,8897.25,0.13844667130615562,0.10757363773882389,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,58,32,58,58,1263.75,0.14552517072297633,0.11479181610047817,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,59,32,59,59,1636.0,0.1450654671061784,0.11511855944991112,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,60,32,60,60,8722.5,0.14350833604112267,0.11515337787568569,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,61,32,61,61,4582.75,0.140106552047655,0.11240039393305779,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,62,32,62,62,1505.0,0.1467181455809623,0.1153100673109293,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,63,32,63,63,2050.25,0.145973639911972,0.11809605173766613,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,early,672,1,21,7698.1547619047615,0.15435193508996495,0.09682235893394266,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,middle,672,22,42,5466.321428571428,0.1482337271362277,0.10304573533080873,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
original,all,late,672,43,63,4460.202380952381,0.14406765178622058,0.10940639541617461,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,1,8,1,1,21553.0,0.16019019298255444,0.1052481010556221,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,2,8,2,2,6321.0,0.151801492087543,0.10215535759925842,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,3,8,3,3,4124.0,0.15577303897589445,0.10406734049320221,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,4,8,4,4,4706.0,0.15496473107486963,0.10554522275924683,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,5,8,5,5,4201.0,0.15557910967618227,0.10469267517328262,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,6,8,6,6,4334.0,0.1562696062028408,0.10467781871557236,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,7,8,7,7,3489.0,0.15616054367274046,0.10394942760467529,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,8,8,8,8,3021.0,0.1614180849865079,0.10736236721277237,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,9,8,9,9,4758.0,0.15637368988245726,0.10532467067241669,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,10,8,10,10,1310.0,0.1670287549495697,0.10846967250108719,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
v41_20000,0,11,8,11,11,1730.0,0.16817096434533596,0.11146053671836853,continuous distance from only I-frame reset at frame0; DPB size1; np.array_split thirds,actual serialized P-frame bytes including NAL/QP headers; initial SPS belongs to I-frame
