candidate,video,base_bits,old_bits,new_bits,bits_saved,fraction_saved,old_enhancement_fraction,new_enhancement_fraction,old_encode_seconds,new_encode_and_mode_select_seconds,sparse_frames,dense_frames,zero_frames,integer_roundtrip_exact
ENCODER_l3,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,92960,182904,182904,0,0.0,1.9675559380378658,1.9675559380378658,0.11613156646490097,0.3083268105983734,0,15,0,True
ENCODER_l3,c227e33d-910e-4e39-a325-0fe1d1116436,104784,72504,72504,0,0.0,0.6919377004122766,0.6919377004122766,0.06575159728527069,0.17278899997472763,0,15,0,True
OPT_lambda1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,92960,82480,82480,0,0.0,0.887263339070568,0.887263339070568,0.0701330304145813,0.17811650782823563,0,15,0,True
OPT_lambda1,c227e33d-910e-4e39-a325-0fe1d1116436,104784,87112,87112,0,0.0,0.8313482974499924,0.8313482974499924,0.0694967582821846,0.19866392761468887,0,15,0,True
OPT_lambda3,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,92960,68432,68432,0,0.0,0.736144578313253,0.736144578313253,0.06555897742509842,0.14453580975532532,0,15,0,True
OPT_lambda3,c227e33d-910e-4e39-a325-0fe1d1116436,104784,816,816,0,0.0,0.007787448465414567,0.007787448465414567,0.002224966883659363,0.001988425850868225,0,0,15,True
OPT_lambda5,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,92960,816,816,0,0.0,0.008777969018932874,0.008777969018932874,0.001975804567337036,0.0019301548600196838,0,0,15,True
OPT_lambda5,c227e33d-910e-4e39-a325-0fe1d1116436,104784,816,816,0,0.0,0.007787448465414567,0.007787448465414567,0.0018425211310386658,0.0018637105822563171,0,0,15,True
