dataset,video,video_id,qp,frame,trajectory_id,parent_trajectory_id,cumulative_bytes,baseline_cumulative_bytes,rate_gap_bytes,rate_gap_percent_of_final_baseline,cumulative_RGB_MSE,average_RGB_MSE,num_single_edits,num_pair_edits,num_no_edit_frames,beam_rank,pareto_dominated,is_baseline_path
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,fresh_ulong_00_qp1_T642,fresh_ulong_00_qp1_T490,17068,17082,-14,-0.02428321162818934,0.044892916921526194,0.0064132738459323135,2,4,1,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,fresh_ulong_00_qp1_T644,fresh_ulong_00_qp1_T490,17066,17082,-16,-0.027752241860787816,0.044893508311361074,0.00641335833019444,2,4,1,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,fresh_ulong_00_qp1_T643,fresh_ulong_00_qp1_T490,17065,17082,-17,-0.029486756977087056,0.04489420121535659,0.006413457316479513,1,5,1,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,fresh_ulong_00_qp1_T721,fresh_ulong_00_qp1_T489,17064,17082,-18,-0.031221272093386293,0.044899565167725086,0.006414223595389298,1,4,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,fresh_ulong_00_qp1_T723,fresh_ulong_00_qp1_T489,17063,17082,-19,-0.03295578720968553,0.04490187857300043,0.0064145540818572044,2,4,1,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,fresh_ulong_00_qp1_BASELINE,,18035,18035,0,0.0,0.05044733779504895,0.006305917224381119,0,0,8,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,fresh_ulong_00_qp1_T884,fresh_ulong_00_qp1_T721,18035,18035,0,0.0,0.0503810727968812,0.00629763409961015,1,5,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,fresh_ulong_00_qp1_T801,fresh_ulong_00_qp1_T644,18040,18035,5,0.008672575581496193,0.05037748673930764,0.006297185842413455,3,4,1,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,fresh_ulong_00_qp1_T803,fresh_ulong_00_qp1_T644,18039,18035,4,0.006938060465196954,0.05037786113098264,0.00629723264137283,2,5,1,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,fresh_ulong_00_qp1_T804,fresh_ulong_00_qp1_T644,18037,18035,2,0.003469030232598477,0.05037833983078599,0.006297292478848249,3,4,1,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,fresh_ulong_00_qp1_T883,fresh_ulong_00_qp1_T721,18036,18035,1,0.0017345151162992385,0.050380608066916466,0.006297576008364558,2,4,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,fresh_ulong_00_qp1_BASELINE,,18525,18525,0,0.0,0.05613247863948345,0.006236942071053717,0,0,9,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,fresh_ulong_00_qp1_T958,fresh_ulong_00_qp1_T884,18525,18525,0,0.0,0.05597384087741375,0.006219315653045972,1,6,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,fresh_ulong_00_qp1_T997,fresh_ulong_00_qp1_T801,18539,18525,14,0.02428321162818934,0.05596207547932863,0.0062180083865920706,3,5,1,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,fresh_ulong_00_qp1_T999,fresh_ulong_00_qp1_T801,18538,18525,13,0.0225486965118901,0.05596401961520314,0.006218224401689238,4,4,1,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,fresh_ulong_00_qp1_T1067,fresh_ulong_00_qp1_T804,18537,18525,12,0.020814181395590863,0.055965530686080456,0.006218392298453384,3,5,1,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,fresh_ulong_00_qp1_T1069,fresh_ulong_00_qp1_T804,18535,18525,10,0.017345151162992387,0.05596636142581701,0.006218484602868557,4,4,1,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,fresh_ulong_00_qp1_T1105,fresh_ulong_00_qp1_T883,18529,18525,4,0.006938060465196954,0.055967530235648155,0.006218614470627572,3,4,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,fresh_ulong_00_qp1_BASELINE,,19680,19680,0,0.0,0.06169763673096895,0.006169763673096895,0,0,10,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,fresh_ulong_00_qp1_T1221,fresh_ulong_00_qp1_T999,19674,19680,-6,-0.010407090697795432,0.061465497594326735,0.006146549759432673,4,5,1,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,fresh_ulong_00_qp1_T1181,fresh_ulong_00_qp1_T997,19684,19680,4,0.006938060465196954,0.06145789008587599,0.006145789008587599,4,5,1,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,fresh_ulong_00_qp1_T1180,fresh_ulong_00_qp1_T997,19682,19680,2,0.003469030232598477,0.061457942705601454,0.006145794270560145,3,5,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,fresh_ulong_00_qp1_T1182,fresh_ulong_00_qp1_T997,19681,19680,1,0.0017345151162992385,0.061461623292416334,0.006146162329241633,4,5,1,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,fresh_ulong_00_qp1_T1294,fresh_ulong_00_qp1_T1069,19672,19680,-8,-0.013876120930393908,0.061467521358281374,0.006146752135828137,5,4,1,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,fresh_ulong_00_qp1_T1295,fresh_ulong_00_qp1_T1069,19671,19680,-9,-0.015610636046693147,0.061468371655792,0.0061468371655792,4,5,1,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,fresh_ulong_00_qp1_BASELINE,,20297,20297,0,0.0,0.0672931675799191,0.006117560689083554,0,0,11,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,fresh_ulong_00_qp1_T1408,fresh_ulong_00_qp1_T1181,20261,20297,-36,-0.062442544186772586,0.06696695322170854,0.00608790483833714,5,5,1,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,fresh_ulong_00_qp1_T1446,fresh_ulong_00_qp1_T1180,20260,20297,-37,-0.06417705930307183,0.06696724891662598,0.006087931719693271,3,6,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,fresh_ulong_00_qp1_T1448,fresh_ulong_00_qp1_T1180,20258,20297,-39,-0.0676460895356703,0.06696731550619006,0.006087937773290006,3,6,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,fresh_ulong_00_qp1_T1449,fresh_ulong_00_qp1_T1180,20258,20297,-39,-0.0676460895356703,0.06696731550619006,0.006087937773290006,3,6,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,fresh_ulong_00_qp1_T1486,fresh_ulong_00_qp1_T1182,20257,20297,-40,-0.06938060465196955,0.06697163172066212,0.006088330156423829,4,6,1,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,fresh_ulong_00_qp1_T1487,fresh_ulong_00_qp1_T1182,20257,20297,-40,-0.06938060465196955,0.06697163172066212,0.006088330156423829,4,6,1,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,fresh_ulong_00_qp1_BASELINE,,20684,20684,0,0.0,0.07308400049805641,0.006090333374838035,0,0,12,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,fresh_ulong_00_qp1_T1665,fresh_ulong_00_qp1_T1448,20618,20684,-66,-0.11447799767574975,0.07277904078364372,0.006064920065303643,3,7,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,fresh_ulong_00_qp1_T1704,fresh_ulong_00_qp1_T1449,20618,20684,-66,-0.11447799767574975,0.07277904078364372,0.006064920065303643,3,7,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,fresh_ulong_00_qp1_BASELINE,,21679,21679,0,0.0,0.07868076348677278,0.006052366422059445,0,0,13,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,fresh_ulong_00_qp1_T1810,fresh_ulong_00_qp1_T1665,21692,21679,13,0.0225486965118901,0.07834770902991295,0.006026746848454842,4,7,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,fresh_ulong_00_qp1_T1850,fresh_ulong_00_qp1_T1704,21692,21679,13,0.0225486965118901,0.07834770902991295,0.006026746848454842,4,7,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,fresh_ulong_00_qp1_T1812,fresh_ulong_00_qp1_T1665,21691,21679,12,0.020814181395590863,0.07834786083549261,0.006026758525807124,3,8,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,fresh_ulong_00_qp1_T1852,fresh_ulong_00_qp1_T1704,21691,21679,12,0.020814181395590863,0.07834786083549261,0.006026758525807124,3,8,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,fresh_ulong_00_qp1_T1811,fresh_ulong_00_qp1_T1665,21690,21679,11,0.019079666279291623,0.07835116144269705,0.006027012418669004,4,7,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,fresh_ulong_00_qp1_T1851,fresh_ulong_00_qp1_T1704,21690,21679,11,0.019079666279291623,0.07835116144269705,0.006027012418669004,4,7,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,fresh_ulong_00_qp1_BASELINE,,22304,22304,0,0.0,0.08442819025367498,0.006030585018119642,0,0,14,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,fresh_ulong_00_qp1_T1889,fresh_ulong_00_qp1_T1810,22370,22304,66,0.11447799767574975,0.08404234098270535,0.006003024355907526,4,8,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,fresh_ulong_00_qp1_T1928,fresh_ulong_00_qp1_T1850,22370,22304,66,0.11447799767574975,0.08404234098270535,0.006003024355907526,4,8,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,fresh_ulong_00_qp1_T1890,fresh_ulong_00_qp1_T1810,22369,22304,65,0.1127434825594505,0.08404754241928458,0.006003395887091756,4,8,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,fresh_ulong_00_qp1_T1929,fresh_ulong_00_qp1_T1850,22369,22304,65,0.1127434825594505,0.08404754241928458,0.006003395887091756,4,8,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,fresh_ulong_00_qp1_T1971,fresh_ulong_00_qp1_T1812,22367,22304,63,0.10927445232685203,0.08404988842085004,0.006003563458632145,3,9,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,fresh_ulong_00_qp1_T2010,fresh_ulong_00_qp1_T1852,22367,22304,63,0.10927445232685203,0.08404988842085004,0.006003563458632145,3,9,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,fresh_ulong_00_qp1_BASELINE,,23482,23482,0,0.0,0.0896580358967185,0.005977202393114567,0,0,15,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,fresh_ulong_00_qp1_T2281,fresh_ulong_00_qp1_T1971,23481,23482,-1,-0.0017345151162992385,0.08927444275468588,0.0059516295169790585,4,9,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,fresh_ulong_00_qp1_T2122,fresh_ulong_00_qp1_T1889,23489,23482,7,0.01214160581409467,0.0892648408189416,0.00595098938792944,5,8,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,fresh_ulong_00_qp1_T2162,fresh_ulong_00_qp1_T1928,23489,23482,7,0.01214160581409467,0.0892648408189416,0.00595098938792944,5,8,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,fresh_ulong_00_qp1_T2124,fresh_ulong_00_qp1_T1889,23488,23482,6,0.010407090697795432,0.08926552953198552,0.005951035302132368,4,9,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,fresh_ulong_00_qp1_T2164,fresh_ulong_00_qp1_T1928,23488,23482,6,0.010407090697795432,0.08926552953198552,0.005951035302132368,4,9,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,fresh_ulong_00_qp1_T2125,fresh_ulong_00_qp1_T1889,23486,23482,4,0.006938060465196954,0.08926700334995985,0.00595113355666399,5,8,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,fresh_ulong_00_qp1_BASELINE,,24325,24325,0,0.0,0.09470975957810879,0.005919359973631799,0,0,16,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,fresh_ulong_00_qp1_T2478,fresh_ulong_00_qp1_T2124,24309,24325,-16,-0.027752241860787816,0.09434473793953657,0.005896546121221036,4,10,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,fresh_ulong_00_qp1_T2518,fresh_ulong_00_qp1_T2164,24309,24325,-16,-0.027752241860787816,0.09434473793953657,0.005896546121221036,4,10,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,fresh_ulong_00_qp1_T2398,fresh_ulong_00_qp1_T2122,24305,24325,-20,-0.03469030232598477,0.09434745647013187,0.005896716029383242,5,9,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,fresh_ulong_00_qp1_T2438,fresh_ulong_00_qp1_T2162,24305,24325,-20,-0.03469030232598477,0.09434745647013187,0.005896716029383242,5,9,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,fresh_ulong_00_qp1_T2401,fresh_ulong_00_qp1_T2122,24304,24325,-21,-0.036424817442284006,0.09434817591682076,0.005896760994801298,5,9,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,fresh_ulong_00_qp1_T2441,fresh_ulong_00_qp1_T2162,24304,24325,-21,-0.036424817442284006,0.09434817591682076,0.005896760994801298,5,9,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,fresh_ulong_00_qp1_BASELINE,,25489,25489,0,0.0,0.09931426914408803,0.005842015832005178,0,0,17,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,fresh_ulong_00_qp1_T2675,fresh_ulong_00_qp1_T2398,25561,25489,72,0.12488508837354517,0.09892638446763158,0.005819199086331269,5,10,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,fresh_ulong_00_qp1_T2714,fresh_ulong_00_qp1_T2438,25561,25489,72,0.12488508837354517,0.09892638446763158,0.005819199086331269,5,10,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,fresh_ulong_00_qp1_T2677,fresh_ulong_00_qp1_T2398,25560,25489,71,0.12315057325724593,0.09892711881548166,0.0058192422832636275,5,10,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,fresh_ulong_00_qp1_T2716,fresh_ulong_00_qp1_T2438,25560,25489,71,0.12315057325724593,0.09892711881548166,0.0058192422832636275,5,10,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,fresh_ulong_00_qp1_T2678,fresh_ulong_00_qp1_T2398,25558,25489,69,0.11968154302464747,0.09892773488536477,0.005819278522668516,6,9,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,fresh_ulong_00_qp1_T2717,fresh_ulong_00_qp1_T2438,25558,25489,69,0.11968154302464747,0.09892773488536477,0.005819278522668516,6,9,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,fresh_ulong_00_qp1_BASELINE,,27494,27494,0,0.0,0.10321732540614903,0.005734295855897169,0,0,18,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,fresh_ulong_00_qp1_T2829,fresh_ulong_00_qp1_T2675,27593,27494,99,0.17171699651362463,0.10278993309475482,0.0057105518385974895,5,11,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,fresh_ulong_00_qp1_T2868,fresh_ulong_00_qp1_T2714,27593,27494,99,0.17171699651362463,0.10278993309475482,0.0057105518385974895,5,11,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,fresh_ulong_00_qp1_T2906,fresh_ulong_00_qp1_T2677,27591,27494,97,0.16824796628102615,0.1027919880580157,0.005710666003223095,6,10,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,fresh_ulong_00_qp1_T2944,fresh_ulong_00_qp1_T2716,27591,27494,97,0.16824796628102615,0.1027919880580157,0.005710666003223095,6,10,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,fresh_ulong_00_qp1_T2907,fresh_ulong_00_qp1_T2677,27590,27494,96,0.1665134511647269,0.10279353405348957,0.005710751891860532,5,11,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,fresh_ulong_00_qp1_T2945,fresh_ulong_00_qp1_T2716,27590,27494,96,0.1665134511647269,0.10279353405348957,0.005710751891860532,5,11,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,fresh_ulong_00_qp1_BASELINE,,28405,28405,0,0.0,0.10689026024192572,0.0056258031706276695,0,0,19,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,fresh_ulong_00_qp1_T3063,fresh_ulong_00_qp1_T2829,28375,28405,-30,-0.05203545348897716,0.1065002828836441,0.005605278046507584,5,12,2,1,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,fresh_ulong_00_qp1_T3102,fresh_ulong_00_qp1_T2868,28375,28405,-30,-0.05203545348897716,0.1065002828836441,0.005605278046507584,5,12,2,2,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,fresh_ulong_00_qp1_T3065,fresh_ulong_00_qp1_T2829,28373,28405,-32,-0.05550448372157563,0.10650112479925156,0.0056053223578553454,6,11,2,3,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,fresh_ulong_00_qp1_T3104,fresh_ulong_00_qp1_T2868,28373,28405,-32,-0.05550448372157563,0.10650112479925156,0.0056053223578553454,6,11,2,4,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,fresh_ulong_00_qp1_T3064,fresh_ulong_00_qp1_T2829,28371,28405,-34,-0.05897351395417411,0.10650223516859114,0.0056053807983469026,5,12,2,5,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,fresh_ulong_00_qp1_T3103,fresh_ulong_00_qp1_T2868,28371,28405,-34,-0.05897351395417411,0.10650223516859114,0.0056053807983469026,5,12,2,6,False,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,fresh_ulong_00_qp1_BASELINE,,28965,28965,0,0.0,0.11068970710039139,0.00553448535501957,0,0,20,0,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,fresh_ulong_00_qp1_T3296,fresh_ulong_00_qp1_T3063,28916,28965,-49,-0.08499124069866269,0.11039114859886467,0.005519557429943233,6,12,2,1,False,False
