dataset,video,video_id,qp,trajectory_id,is_baseline_path,frame,actual_qp,actual_bytes,MSE,PSNR,SSIM,LPIPS,DISTS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,0,1,5099,0.009795771911740303,20.089613356977736,0.9629908800125122,0.22526639699935913,0.06786137819290161
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,1,3,5796,0.006142152938991785,22.116793738692998,0.974795401096344,0.17551560699939728,0.0611228346824646
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,2,1,1256,0.005949847865849733,22.254941387868556,0.9745972156524658,0.16906464099884033,0.057341575622558594
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,3,2,932,0.006025309208780527,22.200206609155224,0.9730909466743469,0.17123544216156006,0.057445228099823
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,4,1,1422,0.00581813370808959,22.352163023364255,0.9714444279670715,0.17919132113456726,0.057444870471954346
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,5,2,1405,0.005598277784883976,22.519455557717592,0.970104992389679,0.18050014972686768,0.05904090404510498
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,6,1,1166,0.005648292601108551,22.480828134160046,0.9669815897941589,0.18450647592544556,0.059800028800964355
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,7,2,953,0.0054695517756044865,22.620482622145698,0.9651564359664917,0.18883861601352692,0.0615006685256958
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,8,1,490,0.0056851408444345,22.452587715737813,0.9606779217720032,0.20224282145500183,0.06589102745056152
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,9,3,1155,0.0055651580914855,22.54522493991523,0.9578330516815186,0.20724405348300934,0.0664823055267334
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,10,1,617,0.005595530848950148,22.521587055907666,0.9536473751068115,0.21615630388259888,0.07201218605041504
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,11,2,387,0.005790832918137312,22.372589655065845,0.9482494592666626,0.22306475043296814,0.0727837085723877
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,12,1,995,0.005596762988716364,22.520630841727936,0.9461625218391418,0.23224490880966187,0.0769658088684082
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,13,2,625,0.005747426766902208,22.405265537573158,0.9409447312355042,0.24308739602565765,0.07769840955734253
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,14,1,1178,0.005229845643043518,22.815111289842957,0.9427881240844727,0.24291962385177612,0.08030688762664795
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,15,2,843,0.0050517236813902855,22.96560412457435,0.9422848224639893,0.24275556206703186,0.08065676689147949
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,16,1,1164,0.004604509565979242,23.36816620436005,0.9464746117591858,0.2469002902507782,0.083920419216156
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,17,3,2005,0.003903056262061,24.085951883737543,0.9543988108634949,0.22810466587543488,0.07780414819717407
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,18,1,911,0.0036729348357766867,24.349867767224033,0.9577269554138184,0.22655797004699707,0.08060896396636963
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,19,2,560,0.0037994468584656715,24.202796254363122,0.9573813080787659,0.23097504675388336,0.0838736891746521
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,20,1,1379,0.0036419271491467953,24.386687458118253,0.9615498781204224,0.2357644885778427,0.09052681922912598
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,21,2,936,0.0036966472398489714,24.32191990892025,0.9632863402366638,0.2337585985660553,0.08811134099960327
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,22,1,1258,0.003294037189334631,24.822715019994025,0.969709038734436,0.2220236361026764,0.09196662902832031
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,23,2,951,0.003290111431851983,24.827893928041625,0.9719960689544678,0.21520984172821045,0.09420126676559448
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,24,1,1433,0.0030208483804017305,25.19871071882406,0.9772008061408997,0.20939573645591736,0.10023164749145508
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,25,3,2359,0.0026269617956131697,25.80546243192245,0.9819613695144653,0.17337122559547424,0.09316623210906982
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,26,1,774,0.002677365904673934,25.72292271502092,0.9831609129905701,0.17175421118736267,0.103432297706604
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,27,2,630,0.0029260015580803156,25.337254469511375,0.9831013083457947,0.17388850450515747,0.11040914058685303
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,28,1,1401,0.0030026535969227552,25.224947675754066,0.984685480594635,0.14139766991138458,0.11549139022827148
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,29,2,878,0.003022110555320978,25.196896522777298,0.9852170944213867,0.1289220154285431,0.11199384927749634
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,30,1,673,0.0028207094874233007,25.49641640716649,0.9865213632583618,0.12582026422023773,0.10848033428192139
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,31,2,390,0.002865533111616969,25.427945688466245,0.9863234758377075,0.12103915959596634,0.10897541046142578
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,32,1,708,0.002861930290237069,25.43340948820156,0.9864778518676758,0.11989793926477432,0.1104629635810852
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,33,3,872,0.002684213686734438,25.7118291351215,0.9871270060539246,0.11320361495018005,0.10492885112762451
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,34,1,512,0.0026629792992025614,25.746322095569436,0.9874109625816345,0.11459259688854218,0.10546261072158813
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,35,2,185,0.002770016435533762,25.57517654097846,0.9867553114891052,0.11447754502296448,0.10613143444061279
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,36,1,820,0.002833742881193757,25.476395578798602,0.9865540266036987,0.11404365301132202,0.10744386911392212
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,37,2,329,0.0027971414383500814,25.53285572834074,0.9864932298660278,0.11137589812278748,0.10582637786865234
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,38,1,510,0.0027473964728415012,25.610786636436043,0.9868876338005066,0.11091290414333344,0.10558980703353882
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,39,2,208,0.0028278797399252653,25.485390635446503,0.9863515496253967,0.1140342503786087,0.10315430164337158
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,40,1,739,0.002846057992428541,25.457562548015915,0.9864630699157715,0.11410310119390488,0.11085736751556396
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,41,3,704,0.0027250200510025024,25.646302977881806,0.986792266368866,0.10905783623456955,0.1036955714225769
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,42,1,386,0.002738718409091234,25.624526189561976,0.98688805103302,0.1120142713189125,0.107211172580719
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,43,2,140,0.002829651115462184,25.482671079280163,0.9862191677093506,0.11191492527723312,0.10576820373535156
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,44,1,857,0.002844611182808876,25.459770869843716,0.9863489866256714,0.11225645244121552,0.1106768250465393
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,45,2,318,0.002862305147573352,25.432840683949358,0.9860248565673828,0.11133769899606705,0.10640907287597656
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,46,1,474,0.0028035538271069527,25.52291101205896,0.9865130186080933,0.1118379533290863,0.10563665628433228
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,47,2,187,0.002890112577006221,25.390852400737792,0.9858698844909668,0.11230568587779999,0.10327088832855225
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,48,1,747,0.0028499544132500887,25.451620867396564,0.9862691760063171,0.11269053816795349,0.10693252086639404
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,49,3,675,0.002752715954557061,25.602385999880074,0.9864850044250488,0.10635630041360855,0.0996549129486084
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,50,1,401,0.002737453207373619,25.626532956963423,0.986779510974884,0.10955841839313507,0.10219353437423706
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,51,2,154,0.00288383848965168,25.40029066080626,0.9859128594398499,0.11181433498859406,0.10407644510269165
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,52,1,940,0.0029018009081482887,25.37332387714505,0.9859864711761475,0.11178058385848999,0.10778099298477173
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,53,2,353,0.002908415626734495,25.36343530584929,0.98568195104599,0.11023219674825668,0.1045922040939331
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,54,1,444,0.0028869411908090115,25.395620629385625,0.986054539680481,0.11321225762367249,0.1050194501876831
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,55,2,177,0.0029699811711907387,25.27246303973658,0.9853987693786621,0.11352328211069107,0.10384446382522583
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,56,1,791,0.002948208013549447,25.304418776821755,0.9857333898544312,0.11448254436254501,0.10628938674926758
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,57,3,710,0.0028655347414314747,25.4279432183526,0.985899031162262,0.10961196571588516,0.09938055276870728
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,58,1,377,0.002867915667593479,25.424336234495936,0.9860636591911316,0.1121758222579956,0.10257738828659058
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,59,2,114,0.002978796837851405,25.259591158547238,0.9852945804595947,0.11295515298843384,0.10104924440383911
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,60,1,838,0.0030174623243510723,25.20358143742156,0.9853516817092896,0.11572804301977158,0.1069035530090332
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,61,2,350,0.00301697151735425,25.204287898960324,0.9850744605064392,0.11452717334032059,0.10286933183670044
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,62,1,448,0.002947503002360463,25.305457438552928,0.9857164621353149,0.11536508798599243,0.10526692867279053
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,63,2,158,0.0030619711615145206,25.139989039232212,0.9849538207054138,0.11685599386692047,0.10455322265625
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,0,1,5099,0.009795771911740303,20.089613356977736,0.9629908800125122,0.22526639699935913,0.06786137819290161
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,1,3,5795,0.006140768527984619,22.117772727389227,0.9748052358627319,0.1755211502313614,0.06108582019805908
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,2,1,1256,0.005947311408817768,22.25679320691851,0.9746091365814209,0.16895048320293427,0.057261109352111816
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,3,2,924,0.006028176285326481,22.19814055855568,0.9730702638626099,0.17123472690582275,0.0573388934135437
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,4,1,1418,0.00581118231639266,22.35735499064544,0.97151118516922,0.1787312626838684,0.05777537822723389
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,5,2,1381,0.005568506196141243,22.542612927583818,0.9702563881874084,0.1804245114326477,0.05917704105377197
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,6,1,1187,0.005601791664958,22.51673046965788,0.9672390222549438,0.18427135050296783,0.0601159930229187
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,7,2,974,0.0054839784279465675,22.609042622417874,0.9650843739509583,0.1886717677116394,0.06132376194000244
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,8,1,499,0.00558458874002099,22.5300880366133,0.9610859751701355,0.20124784111976624,0.06538999080657959
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,9,3,1143,0.005495867226272821,22.599637678687362,0.9583113789558411,0.2067023664712906,0.06587988138198853
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,10,1,576,0.005509372800588608,22.588978393964062,0.9543880820274353,0.21670526266098022,0.07231712341308594
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,11,2,360,0.005811725277453661,22.35694923160288,0.9481713771820068,0.22405514121055603,0.07238757610321045
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,12,1,1074,0.005568668246269226,22.54248654458291,0.9463330507278442,0.23199403285980225,0.076987624168396
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,13,2,678,0.005694631952792406,22.445343393700483,0.9415579438209534,0.2427978217601776,0.07942426204681396
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,14,1,1119,0.0052224998362362385,22.82121564965978,0.9429448246955872,0.24174252152442932,0.08210116624832153
