dataset,video,video_id,qp,trajectory_id,is_baseline_path,is_selected,total_bytes,baseline_bytes,rate_ratio,rate_gap_bytes,rate_gap_percent,average_RGB_MSE,baseline_RGB_MSE,delta_RGB_MSE,PSNR,baseline_PSNR,delta_PSNR,SSIM,baseline_SSIM,delta_SSIM,LPIPS,baseline_LPIPS,delta_LPIPS,DISTS,baseline_DISTS,delta_DISTS,num_single_edits,num_pair_edits,num_modified_frames,final_budget_feasible,bitstream_path,bitstream_sha256,decode_status,state_sync_status,finite_status
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_BASELINE,True,False,57653,57653,1.0,0,0.0,0.0037327407699194737,0.0037327407699194737,0.0,24.52116441850623,24.52116441850623,0.0,0.9759418275207281,0.9759418275207281,0.0,0.15588989714160562,0.15588989714160562,0.0,0.09348528552800417,0.09348528552800417,0.0,0,0,0,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp1_BASELINE.bin,fc99a3ab6fe7472249a201022d1d522e575a4aa3f13271cfc5cf37505355cca6,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12506,False,True,57552,57653,0.9982481397325378,-101,-0.1751860267462213,0.0037138309817237314,0.0037327407699194737,-1.8909788195742294e-05,24.547298762531,24.52116441850623,0.026134344024768552,0.9760228218510747,0.9759418275207281,8.099433034658432e-05,0.15637014887761325,0.15588989714160562,0.0004802517360076308,0.09388648346066475,0.09348528552800417,0.0004011979326605797,27,32,59,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp1_T12506.bin,ce3c5d6a3d3c6f1bd037d02b2cd8636301ee28dc4241b100eb21645308dd5f74,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12544,False,False,57552,57653,0.9982481397325378,-101,-0.1751860267462213,0.0037138309817237314,0.0037327407699194737,-1.8909788195742294e-05,24.547298762531,24.52116441850623,0.026134344024768552,0.9760228218510747,0.9759418275207281,8.099433034658432e-05,0.15637014887761325,0.15588989714160562,0.0004802517360076308,0.09388648346066475,0.09348528552800417,0.0004011979326605797,27,32,59,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp1_T12544.bin,ce3c5d6a3d3c6f1bd037d02b2cd8636301ee28dc4241b100eb21645308dd5f74,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12508,False,False,57549,57653,0.9981961042790488,-104,-0.18038957209511874,0.0037138532134122215,0.0037327407699194737,-1.8887556507252157e-05,24.547267748377344,24.52116441850623,0.026103329871112635,0.9760227566584945,0.9759418275207281,8.092913776636124e-05,0.15637061931192875,0.15588989714160562,0.00048072217032313347,0.09388707857578993,0.09348528552800417,0.00040179304778575897,27,32,59,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp1_T12508.bin,9e68cb79d80118a1a8918af4b8c42f642b3ed15d22cc152a1e25c6c7e4e3e56e,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12509,False,False,57549,57653,0.9981961042790488,-104,-0.18038957209511874,0.0037138532134122215,0.0037327407699194737,-1.8887556507252157e-05,24.547267748377344,24.52116441850623,0.026103329871112635,0.9760227566584945,0.9759418275207281,8.092913776636124e-05,0.15637061931192875,0.15588989714160562,0.00048072217032313347,0.09388707857578993,0.09348528552800417,0.00040179304778575897,27,32,59,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp1_T12509.bin,9e68cb79d80118a1a8918af4b8c42f642b3ed15d22cc152a1e25c6c7e4e3e56e,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12546,False,False,57549,57653,0.9981961042790488,-104,-0.18038957209511874,0.0037138532134122215,0.0037327407699194737,-1.8887556507252157e-05,24.547267748377344,24.52116441850623,0.026103329871112635,0.9760227566584945,0.9759418275207281,8.092913776636124e-05,0.15637061931192875,0.15588989714160562,0.00048072217032313347,0.09388707857578993,0.09348528552800417,0.00040179304778575897,27,32,59,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp1_T12546.bin,9e68cb79d80118a1a8918af4b8c42f642b3ed15d22cc152a1e25c6c7e4e3e56e,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T12547,False,False,57549,57653,0.9981961042790488,-104,-0.18038957209511874,0.0037138532134122215,0.0037327407699194737,-1.8887556507252157e-05,24.547267748377344,24.52116441850623,0.026103329871112635,0.9760227566584945,0.9759418275207281,8.092913776636124e-05,0.15637061931192875,0.15588989714160562,0.00048072217032313347,0.09388707857578993,0.09348528552800417,0.00040179304778575897,27,32,59,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp1_T12547.bin,9e68cb79d80118a1a8918af4b8c42f642b3ed15d22cc152a1e25c6c7e4e3e56e,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,fresh_ulong_00_qp3_BASELINE,True,False,96549,96549,1.0,0,0.0,0.002720622742344858,0.002720622742344858,0.0,25.9471324105213,25.9471324105213,0.0,0.9826976666226983,0.9826976666226983,0.0,0.1200498960679397,0.1200498960679397,0.0,0.07413897477090359,0.07413897477090359,0.0,0,0,0,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp3_BASELINE.bin,fe8dd2743db63b635b729536ecd5c81795c802d91ab11c161be16d2344a08dcb,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,fresh_ulong_00_qp3_T13134,False,True,96478,96549,0.9992646221089809,-71,-0.07353778910190734,0.0027077585455117514,0.002720622742344858,-1.286419683310669e-05,25.97208650507632,25.9471324105213,0.024954094555020845,0.9827632075175643,0.9826976666226983,6.554089486598969e-05,0.12031234544701874,0.1200498960679397,0.00026244937907904387,0.07432624883949757,0.07413897477090359,0.00018727406859397888,37,24,61,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp3_T13134.bin,a71169bd6a218ce6c51aef17ac839f8a941a6c64f52c53264f6289b931ce21d0,PASS,PASS,PASS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,fresh_ulong_00_qp3_T13136,False,False,96478,96549,0.9992646221089809,-71,-0.07353778910190734,0.0027077585455117514,0.002720622742344858,-1.286419683310669e-05,25.97208650507632,25.9471324105213,0.024954094555020845,0.9827632075175643,0.9826976666226983,6.554089486598969e-05,0.12031234544701874,0.1200498960679397,0.00026244937907904387,0.07432624883949757,0.07413897477090359,0.00018727406859397888,37,24,61,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_4_sequence_discrete_beam/bitstreams/fresh_ulong_00_qp3_T13136.bin,a71169bd6a218ce6c51aef17ac839f8a941a6c64f52c53264f6289b931ce21d0,PASS,PASS,PASS
