dataset,video,video_id,video_tag,method,qp,frame,actual_qp,payload_bytes,pixel_SSE,MSE,PSNR,SSIM,MS_SSIM,LPIPS,DISTS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,10,0,262,57755.78125,0.009284301660954952,20.32250757104555,0.9326146841049194,0.8026754856109619,0.2408779114484787,0.08954709768295288
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,11,1,181,63267.5625,0.010170325636863708,19.926651414696902,0.9218669533729553,0.7914873361587524,0.25331664085388184,0.0954364538192749
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,12,0,1079,54373.72265625,0.008740631863474846,20.58457170923786,0.926247239112854,0.7954741716384888,0.25333690643310547,0.09266090393066406
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,13,1,590,55487.03515625,0.00891959760338068,20.4965473784061,0.9206990599632263,0.7899539470672607,0.26327675580978394,0.0986817479133606
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,14,0,450,56300.25390625,0.009050323627889156,20.43335890707119,0.9150328636169434,0.7798095941543579,0.2727905809879303,0.10311788320541382
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,15,1,339,59105.77734375,0.009501314722001553,20.22216296079055,0.9079957604408264,0.7710647583007812,0.2831137776374817,0.1080670952796936
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,16,0,1526,43543.46875,0.006999657489359379,21.54923210574389,0.9292022585868835,0.7874352335929871,0.2690514028072357,0.1030275821685791
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,17,2,2159,33305.74609375,0.005353932734578848,22.713270894779505,0.9456996321678162,0.8173424601554871,0.24128110706806183,0.09242171049118042
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,18,0,285,34495.421875,0.005545174703001976,22.560847666736095,0.944995641708374,0.8063576221466064,0.2503388226032257,0.09468740224838257
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,19,1,208,36773.21875,0.005911332555115223,22.283146077651597,0.9433454871177673,0.7956218123435974,0.26262468099594116,0.09956884384155273
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,20,0,1832,29609.958984375,0.004759831354022026,23.22408434530586,0.9561015367507935,0.812901496887207,0.23918606340885162,0.09484493732452393
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,21,1,937,27861.3203125,0.004478735849261284,23.48844550993837,0.9613959789276123,0.8210353851318359,0.23541367053985596,0.09348517656326294
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,22,0,310,29439.5078125,0.004732431378215551,23.249156747288552,0.9620566368103027,0.8109177947044373,0.24421215057373047,0.09719079732894897
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,23,1,279,31608.880859375,0.005081159994006157,22.940371299430705,0.9620924592018127,0.8004517555236816,0.25656792521476746,0.10528147220611572
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,24,0,1855,26927.66015625,0.004328649025410414,23.63647626131144,0.9708136916160583,0.8315677642822266,0.22217105329036713,0.09573674201965332
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,25,2,2404,21254.47265625,0.0034166784025728703,24.663958975726064,0.9790352582931519,0.8699454665184021,0.17622807621955872,0.08731979131698608
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,26,0,180,22943.09765625,0.0036881265696138144,24.331941831873785,0.9794756770133972,0.8603750467300415,0.18578138947486877,0.09509813785552979
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,27,1,223,24057.11328125,0.003867205698043108,24.12602727034983,0.980012059211731,0.8538023233413696,0.2111360877752304,0.10495990514755249
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,28,0,1796,25971.48828125,0.004174943547695875,23.793493925372474,0.9805082678794861,0.8796223402023315,0.14091649651527405,0.09971719980239868
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,29,1,774,24941.30859375,0.004009340889751911,23.96927016774106,0.9819352030754089,0.888638973236084,0.12858380377292633,0.10238224267959595
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,30,0,179,26208.11328125,0.004212981089949608,23.75410490208298,0.9812156558036804,0.8868894577026367,0.12882229685783386,0.09899848699569702
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,31,1,134,26355.984375,0.004236751701682806,23.729669874384317,0.9810078144073486,0.8853729963302612,0.1301749348640442,0.10352379083633423
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,32,0,912,24788.537109375,0.003984782844781876,23.99595340988734,0.9820679426193237,0.8926900625228882,0.11941436678171158,0.0949317216873169
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,33,2,775,22426.216796875,0.003605037461966276,24.43090217923553,0.9836504459381104,0.9006368517875671,0.11467032879590988,0.09481847286224365
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,34,0,104,24418.166015625,0.003925245255231857,24.06133202698031,0.9823387265205383,0.8969208598136902,0.1178399845957756,0.09459501504898071
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,35,1,67,24913.41796875,0.004004857502877712,23.97412931967974,0.9818253517150879,0.8929464221000671,0.12068180739879608,0.09978342056274414
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,36,0,1107,24018.1953125,0.0038609495386481285,24.133058744261653,0.9826302528381348,0.8988661766052246,0.11138156801462173,0.0926065444946289
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,37,1,280,23250.3984375,0.003737525548785925,24.274158299293674,0.9830663204193115,0.9001168608665466,0.11100729554891586,0.09258097410202026
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,38,0,94,25706.318359375,0.004132316913455725,23.838063791932544,0.9814119935035706,0.8950276374816895,0.11477646231651306,0.09430140256881714
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,39,1,83,26604.75390625,0.00427674176171422,23.688869725274838,0.9806608557701111,0.8902015089988708,0.11935125291347504,0.0976530909538269
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,40,0,892,25015.623046875,0.004021286964416504,23.956349339561022,0.9818429946899414,0.8961727619171143,0.11318090558052063,0.09697973728179932
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,41,2,642,23364.619140625,0.003755886573344469,24.252875317718527,0.9829157590866089,0.9012117385864258,0.10997919738292694,0.0928989052772522
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,42,0,63,25046.66015625,0.004026276525110006,23.950964010307526,0.9817839860916138,0.8972846865653992,0.11366398632526398,0.0929495096206665
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,43,1,54,25733.95703125,0.004136760253459215,23.833396479748824,0.9811333417892456,0.8934745788574219,0.11575789749622345,0.09471184015274048
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,44,0,1020,24655.71875,0.003963432274758816,24.019285584242404,0.9820626974105835,0.8990313410758972,0.10932035744190216,0.09417665004730225
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,45,1,263,23930.6796875,0.0038468814454972744,24.14891197722223,0.9824047088623047,0.8998894691467285,0.1112499088048935,0.09423118829727173
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,46,0,72,25951.97265625,0.004171806387603283,23.79675855266281,0.9810117483139038,0.895586371421814,0.1151106059551239,0.09437203407287598
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,47,1,58,27143.91796875,0.004363412503153086,23.601737282520403,0.9800185561180115,0.890779435634613,0.11747611314058304,0.0974227786064148
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,48,0,821,25549.873046875,0.004107168409973383,23.864574890083844,0.9812972545623779,0.8956920504570007,0.11266286671161652,0.09536147117614746
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,49,2,636,23481.4765625,0.003774671582505107,24.23120828434902,0.982713520526886,0.901442289352417,0.10929099470376968,0.09033983945846558
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,50,0,67,25329.48046875,0.0040717399679124355,23.902199649804064,0.9814171195030212,0.8967869281768799,0.11436446756124496,0.08956432342529297
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,51,1,50,26266.2109375,0.004222320392727852,23.74448815198327,0.9805787801742554,0.8914901614189148,0.11828625202178955,0.09589862823486328
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,52,0,1090,25556.6953125,0.004108265042304993,23.86341545917642,0.9813413619995117,0.8977803587913513,0.1131419837474823,0.09393310546875
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,53,1,324,24744.77734375,0.003977748565375805,24.003626722223803,0.9817715287208557,0.8992694616317749,0.11273416876792908,0.0933229923248291
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,54,0,73,26908.49609375,0.004325568210333586,23.63956835157843,0.9802629947662354,0.8940951824188232,0.11718086898326874,0.09704512357711792
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,55,1,59,28128.95703125,0.004521758761256933,23.446926112630216,0.9792162775993347,0.889447808265686,0.1208358034491539,0.09951043128967285
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,56,0,864,26338.935546875,0.004234010819345713,23.732480365442548,0.9806426167488098,0.8946298956871033,0.11460620164871216,0.0954548716545105
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,57,2,636,24161.619140625,0.0038840051274746656,24.107202054292017,0.9821196794509888,0.90033358335495,0.11288399994373322,0.09459459781646729
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,58,0,57,26150.48046875,0.00420371675863862,23.76366553896017,0.980750560760498,0.8957165479660034,0.11716005951166153,0.09661978483200073
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,59,1,47,27202.26953125,0.004372792784124613,23.592411023129237,0.9798260927200317,0.8910770416259766,0.12023469060659409,0.09981787204742432
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,60,0,1071,25702.953125,0.00413177628070116,23.83863201839578,0.9811626076698303,0.897336483001709,0.11424008011817932,0.10097455978393555
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,61,1,298,24904.5234375,0.0040034279227256775,23.9756798607633,0.9815838932991028,0.8986005187034607,0.11474227160215378,0.09965181350708008
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,62,0,59,27048.736328125,0.004348112270236015,23.61699250759962,0.980120062828064,0.8932809829711914,0.11925966292619705,0.10302340984344482
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,0,63,1,63,27935.828125,0.004490713123232126,23.476846877510688,0.9793598651885986,0.8889400362968445,0.12215599417686462,0.1051713228225708
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,0,1,5095,60937.58984375,0.009795780293643475,20.089609640871675,0.9629897475242615,0.8028600215911865,0.22525426745414734,0.06786501407623291
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,1,3,5792,43986.90625,0.00707094045355916,21.50522820060435,0.9728550910949707,0.8605460524559021,0.17439132928848267,0.05999147891998291
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,2,1,1252,44733.74609375,0.00719099584966898,21.432109619025567,0.9715110659599304,0.8620693683624268,0.16949619352817535,0.06339418888092041
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,3,2,928,46893.984375,0.007538256235420704,21.227291043846957,0.9688974022865295,0.8587944507598877,0.17254316806793213,0.06563961505889893
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,4,1,1418,46003.8515625,0.00739516643807292,21.31052047181189,0.9667428135871887,0.8559743165969849,0.1784905195236206,0.06456387042999268
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,5,2,1401,45105.9765625,0.007250831928104162,21.396121615590605,0.964655876159668,0.8550058603286743,0.17850369215011597,0.06645160913467407
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,6,1,1162,46466.6875,0.007469567935913801,21.267045184624195,0.9603782892227173,0.8488289713859558,0.18269047141075134,0.06854236125946045
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,7,2,949,45977.09375,0.007390865124762058,21.313047230503837,0.9574396014213562,0.8467041850090027,0.1907038390636444,0.07257723808288574
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,8,1,486,49675.1953125,0.007985338568687439,20.977066655749,0.9503887891769409,0.8350366353988647,0.20463596284389496,0.07707619667053223
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,9,3,1151,48283.18359375,0.007761571556329727,21.10050334265074,0.9473137259483337,0.8334125280380249,0.21085578203201294,0.07971364259719849
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,10,1,613,49301.54296875,0.007925273850560188,21.009857222039216,0.9416807293891907,0.8234202265739441,0.21866779029369354,0.08373326063156128
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,11,2,383,51956.22265625,0.008352016098797321,20.782086772235058,0.934365451335907,0.8137335777282715,0.22919641435146332,0.08890336751937866
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,12,1,991,48494.7578125,0.0077955820597708225,21.081514525201403,0.9335160851478577,0.8128013610839844,0.2344694882631302,0.0888248085975647
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,13,2,621,49923.6796875,0.008025282993912697,20.95539644215586,0.927651047706604,0.8062269687652588,0.24644172191619873,0.09407931566238403
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,14,1,1174,44884.875,0.007215289864689112,21.417462170159087,0.9307490587234497,0.8065246343612671,0.242536261677742,0.0933007001876831
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,15,2,839,43176.69921875,0.006940698716789484,21.585968071284952,0.9310957193374634,0.8055605888366699,0.245315819978714,0.09610015153884888
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,16,1,1160,38328.5625,0.006161355879157782,22.10323705686255,0.9371878504753113,0.8080319762229919,0.2448737919330597,0.09661644697189331
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,17,3,2001,31994.787109375,0.005143194925040007,22.88767015779037,0.9473558068275452,0.8263840079307556,0.22775375843048096,0.09175819158554077
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,18,1,907,29872.865234375,0.004802093841135502,23.185693573383183,0.9516475200653076,0.8255888223648071,0.22477377951145172,0.08734607696533203
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,19,2,556,30124.888671875,0.0048426068387925625,23.149207889906336,0.9530070424079895,0.8209502100944519,0.23324066400527954,0.09239566326141357
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,20,1,1375,28640.451171875,0.004603981971740723,23.368663856479913,0.9574445486068726,0.822882354259491,0.23006732761859894,0.09442460536956787
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,21,2,932,28370.58203125,0.004560600034892559,23.40978013761202,0.9606133699417114,0.8241798877716064,0.23282425105571747,0.09251135587692261
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,22,1,1254,24997.6015625,0.0040183900855481625,23.95947906368773,0.967648446559906,0.8336575031280518,0.22006885707378387,0.08986860513687134
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,23,2,947,24101.10546875,0.003874277463182807,24.118092797412793,0.971183717250824,0.8386555910110474,0.2156941294670105,0.0941692590713501
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,24,1,1429,23017.46875,0.0037000817246735096,24.317886834511754,0.9749102592468262,0.8497462272644043,0.2022767961025238,0.09238392114639282
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,25,3,2355,19773.609375,0.0031786279287189245,24.977603050393547,0.9803080558776855,0.8757213354110718,0.17067542672157288,0.08669030666351318
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,26,1,770,20865.865234375,0.003354209242388606,24.744098487125576,0.9812143445014954,0.8744041323661804,0.1694558709859848,0.09243494272232056
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,27,2,626,21057.94140625,0.0033850858453661203,24.7043031318384,0.9824966192245483,0.8774998188018799,0.17638160288333893,0.09792196750640869
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,28,1,1397,24036.546875,0.0038638997357338667,24.129741516101863,0.9820159673690796,0.8867189884185791,0.1336960345506668,0.09425187110900879
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,29,2,874,23379.41015625,0.0037582642398774624,24.25012688342378,0.9830202460289001,0.8917900323867798,0.12414903938770294,0.0960855484008789
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,30,1,669,22885.205078125,0.003678820328786969,24.342914223134283,0.9835042953491211,0.8968701362609863,0.11966243386268616,0.08901309967041016
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,31,2,386,22886.275390625,0.0036789923906326294,24.342711104319005,0.983441948890686,0.8975327014923096,0.11802767217159271,0.09465420246124268
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,32,1,704,22986.59765625,0.003695119172334671,24.323715504889833,0.9834092855453491,0.9000553488731384,0.11281450092792511,0.0908738374710083
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,33,3,868,21381.48046875,0.0034370950888842344,24.63808452731421,0.9844404458999634,0.9047314524650574,0.1109021008014679,0.09140121936798096
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,34,1,508,22073.6796875,0.003548366716131568,24.499715031124797,0.9840477108955383,0.9051488637924194,0.10956025868654251,0.08780312538146973
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,35,2,181,22241.51953125,0.0035753471311181784,24.46681786083777,0.9838173389434814,0.9030043482780457,0.11150872707366943,0.09267628192901611
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,36,1,816,23192.24609375,0.003728177398443222,24.285034307247134,0.983264684677124,0.9033253192901611,0.10784223675727844,0.08966577053070068
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,37,2,325,22908.38671875,0.0036825467832386494,24.338517271538088,0.9833488464355469,0.9030670523643494,0.10873618721961975,0.09087049961090088
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,38,1,506,23079.11328125,0.003709991229698062,24.30627117042161,0.9832912683486938,0.9036791324615479,0.10687405616044998,0.08693420886993408
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,39,2,204,23328.74609375,0.00375011982396245,24.25954855457799,0.983023464679718,0.9014183282852173,0.11093538254499435,0.09201037883758545
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,40,1,735,23215.361328125,0.003731893142685294,24.2807080013629,0.9831648468971252,0.9037632346153259,0.10821164399385452,0.09237056970596313
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,41,3,700,22118.97265625,0.003555647563189268,24.490812929626827,0.983817458152771,0.9061495661735535,0.10719814151525497,0.09073787927627563
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,42,1,382,22653.96875,0.0036416486836969852,24.387019536786994,0.9834888577461243,0.9049738645553589,0.10639854520559311,0.0893470048904419
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,43,2,136,23093.3125,0.003712273668497801,24.30360015120888,0.9830739498138428,0.9022845029830933,0.10909830033779144,0.09032171964645386
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,44,1,853,23555.953125,0.003786643734201789,24.21745553487209,0.9828761219978333,0.9042209386825562,0.10585957765579224,0.09444940090179443
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,45,2,314,23336.7109375,0.0037514003925025463,24.258065804841888,0.9828580021858215,0.9033621549606323,0.10832541435956955,0.09323889017105103
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,46,1,470,23177.7734375,0.0037258509546518326,24.28774522189893,0.9830079078674316,0.9037925601005554,0.10802522301673889,0.08994567394256592
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,47,2,183,23478.728515625,0.003774229669943452,24.231716756193627,0.982698380947113,0.9017230868339539,0.10983152687549591,0.09297752380371094
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,48,1,743,23334.369140625,0.003751023905351758,24.258501680728777,0.982891857624054,0.9035410284996033,0.1074584499001503,0.0928579568862915
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,49,3,671,22445.625,0.003608157392591238,24.427145262179607,0.9834359288215637,0.9058548212051392,0.10466443747282028,0.08766454458236694
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,original,1,50,1,397,22614.93359375,0.0036353738978505135,24.39450915362712,0.9833452105522156,0.9057509303092957,0.10609956085681915,0.08428114652633667
