dataset,video,video_id,video_tag,method,qp,num_frames,fps,checkpoint,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,sequence_PSNR,mean_PSNR,SSIM,MS_SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,state_sync_pass,model_hash_before,model_hash_after,independent_decode_pass,bytes_consumed,finite
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_high,2,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,63508,508064,0.00382836612654321,237.91708291708292,465326.39013671875,0.0011687764991458061,29.32268529443631,29.3353016062439,0.9807041175663471,0.9234528662636876,0.11637155571952462,0.08449183776974678,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_01/beta_high_qp2.bin,223ea7d204a0a81ac3e0b3125aee9e50310f34b91c0e577f1eb46854b2c82c8f,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,63508,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,beta_high,3,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,79280,634240,0.004779128086419753,297.00299700299695,395829.43603515625,0.0009942185792903352,30.025181253170388,30.037494619893284,0.9835258610546589,0.9340359102934599,0.10048008419107646,0.07493181806057692,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_01/beta_high_qp3.bin,91e9bab584b5313cce35251dcc43c0bd2c9346d3537325fd283dadd4f1b78fb1,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,79280,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,0,64,29.97002997002997,,27630,221040,0.0016655815972222222,103.50899100899102,629897.6684570312,0.0015821359101146338,28.00756212066195,28.060890316773992,0.9759022165089846,0.9544752910733223,0.08790032682009041,0.08626880310475826,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/original_qp0.bin,622f3e7de4baff153464ece8afe4e23d32236f3be6b4dd272f2a22258874eff3,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,27630,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,1,64,29.97002997002997,,35312,282496,0.00212866512345679,132.28771228771228,557273.625,0.0013997235710238233,28.539577239164764,28.582498535192805,0.978663126938045,0.9601149633526802,0.07801714935339987,0.07741482742130756,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/original_qp1.bin,6b3c2df67aabc382b1e31c2361aeb9766abd69f77fdef30a288bca23ef127aa1,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,35312,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,2,64,29.97002997002997,,45636,365088,0.0027510127314814815,170.96403596403596,503522.63525390625,0.0012647153381948118,28.98007214379966,29.01736642671983,0.9806464072316885,0.9638018421828747,0.07108415098628029,0.07177437469363213,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/original_qp2.bin,0be9cb4006150e7e8da5a5a095b9284ac3f63de88d5670d2371765f02918360e,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,45636,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original,3,64,29.97002997002997,,60467,483736,0.0036450496720679014,226.52472527472526,461321.74169921875,0.0011587178842030435,29.36022289875874,29.39426910565611,0.9822438303381205,0.9672644753009081,0.06322736787842587,0.06645642593502998,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/original_qp3.bin,82b908f356f29f8f863419425c34dd515975b41a82dd596afdd27679a2f7e911,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,60467,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,0,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,27630,221040,0.0016655815972222222,103.50899100899102,629897.6684570312,0.0015821359101146338,28.00756212066195,28.060890316773992,0.9759022165089846,0.9544752910733223,0.08790032682009041,0.08626880310475826,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_low_qp0.bin,622f3e7de4baff153464ece8afe4e23d32236f3be6b4dd272f2a22258874eff3,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,27630,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,1,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,35312,282496,0.00212866512345679,132.28771228771228,557273.625,0.0013997235710238233,28.539577239164764,28.582498535192805,0.978663126938045,0.9601149633526802,0.07801714935339987,0.07741482742130756,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_low_qp1.bin,6b3c2df67aabc382b1e31c2361aeb9766abd69f77fdef30a288bca23ef127aa1,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,35312,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,2,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,45636,365088,0.0027510127314814815,170.96403596403596,503522.63525390625,0.0012647153381948118,28.98007214379966,29.01736642671983,0.9806464072316885,0.9638018421828747,0.07108415098628029,0.07177437469363213,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_low_qp2.bin,0be9cb4006150e7e8da5a5a095b9284ac3f63de88d5670d2371765f02918360e,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,45636,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_low,3,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,60467,483736,0.0036450496720679014,226.52472527472526,461321.74169921875,0.0011587178842030435,29.36022289875874,29.39426910565611,0.9822438303381205,0.9672644753009081,0.06322736787842587,0.06645642593502998,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_low_qp3.bin,82b908f356f29f8f863419425c34dd515975b41a82dd596afdd27679a2f7e911,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,60467,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,0,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,27630,221040,0.0016655815972222222,103.50899100899102,629897.6684570312,0.0015821359101146338,28.00756212066195,28.060890316773992,0.9759022165089846,0.9544752910733223,0.08790032682009041,0.08626880310475826,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_mid_qp0.bin,622f3e7de4baff153464ece8afe4e23d32236f3be6b4dd272f2a22258874eff3,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,27630,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,1,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,35312,282496,0.00212866512345679,132.28771228771228,557273.625,0.0013997235710238233,28.539577239164764,28.582498535192805,0.978663126938045,0.9601149633526802,0.07801714935339987,0.07741482742130756,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_mid_qp1.bin,6b3c2df67aabc382b1e31c2361aeb9766abd69f77fdef30a288bca23ef127aa1,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,35312,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,2,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,45636,365088,0.0027510127314814815,170.96403596403596,503522.63525390625,0.0012647153381948118,28.98007214379966,29.01736642671983,0.9806464072316885,0.9638018421828747,0.07108415098628029,0.07177437469363213,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_mid_qp2.bin,0be9cb4006150e7e8da5a5a095b9284ac3f63de88d5670d2371765f02918360e,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,45636,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_mid,3,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,60467,483736,0.0036450496720679014,226.52472527472526,461321.74169921875,0.0011587178842030435,29.36022289875874,29.39426910565611,0.9822438303381205,0.9672644753009081,0.06322736787842587,0.06645642593502998,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_mid_qp3.bin,82b908f356f29f8f863419425c34dd515975b41a82dd596afdd27679a2f7e911,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,60467,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,0,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,27675,221400,0.0016682942708333333,103.67757242757241,620029.6474609375,0.0015573500581238986,28.076137565879748,28.127176320579448,0.9762518908828497,0.9547405494377017,0.08800840354524553,0.0864310022443533,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_high_qp0.bin,84e6193fa1f7bdc809fc71695bfccd045dac9f8f713acd9c68ac32e9c63e1d21,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,27675,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,1,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,35630,285040,0.0021478346836419754,133.479020979021,550367.0883789062,0.0013823761824717738,28.593737574391042,28.63507301404187,0.9789230553433299,0.9599832259118557,0.07848937821108848,0.07824929989874363,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_high_qp1.bin,f03bbf736acb5f4f6e96ac77dc31762d5a9a731f426798797242b89c7638d0d3,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,35630,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,2,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,46373,370984,0.0027954402970679013,173.72502497502498,502439.4375,0.0012619946326738523,28.9894249216406,29.02240869138905,0.980802221223712,0.9639245010912418,0.0710461902199313,0.07220719940960407,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_high_qp2.bin,d995967dedb4ed38b92b4061f26d0112a52ca7cf9d7c992029eebdb1f8024350,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,46373,True
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,beta_high,3,64,29.97002997002997,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,61835,494680,0.003727514949845679,231.6496003996004,456665.57861328125,0.0011470228372287357,29.404279352079854,29.435986267167184,0.9825988430529833,0.9674985744059086,0.06313699256861582,0.06649719178676605,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/fresh_ulong_10/beta_high_qp3.bin,5cea99bf3e7bb52ca42dd6f252d442172a53d4a56164103d379ec5f84f964d3f,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,61835,True
uvg,Beauty,0,uvg_00,original,0,64,120.0,,16226,129808,0.0009781298225308643,243.39,1067109.314453125,0.0026802956273035746,25.71817302155564,25.786374432819297,0.9574977047741413,0.8904475355520844,0.2069778407458216,0.15467291325330734,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/original_qp0.bin,133f666e2a31c5fcc6b543ad7eb3377b67aefa49070fffaa4d945394f120baa0,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,16226,True
uvg,Beauty,0,uvg_00,original,1,64,120.0,,22057,176456,0.0013296320408950617,330.855,1050634.888671875,0.0026389162383452366,25.785743944717943,25.82059983804017,0.9585708323866129,0.8996240701526403,0.16401762492023408,0.14594698697328568,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/original_qp1.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,22057,True
uvg,Beauty,0,uvg_00,original,2,64,120.0,,29975,239800,0.0018069420331790122,449.625,1031178.41796875,0.0025900467433066033,25.86692398012594,25.885668923038438,0.959345756098628,0.9044955810531974,0.1458728804718703,0.14081368502229452,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/original_qp2.bin,8bf5d404b6b8af15fd1e7e9de49fe8da815420162bb55ef8a8dac4ae47bb0ca4,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,29975,True
uvg,Beauty,0,uvg_00,original,3,64,120.0,,41349,330792,0.0024925853587962963,620.235,954597.3676757812,0.0023976954523427987,26.20205980439205,26.22478951310464,0.9620039751753211,0.9098987448960543,0.13138094905298203,0.13340519834309816,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/original_qp3.bin,4c8229f65cb550a0586288cb5a25e94104c56b78bcd5ec7229ce4615ba98bfac,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,41349,True
uvg,Beauty,0,uvg_00,beta_low,0,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,16226,129808,0.0009781298225308643,243.39,1067109.314453125,0.0026802956273035746,25.71817302155564,25.786374432819297,0.9574977047741413,0.8904475355520844,0.2069778407458216,0.15467291325330734,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_low_qp0.bin,133f666e2a31c5fcc6b543ad7eb3377b67aefa49070fffaa4d945394f120baa0,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,16226,True
uvg,Beauty,0,uvg_00,beta_low,1,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,22057,176456,0.0013296320408950617,330.855,1050634.888671875,0.0026389162383452366,25.785743944717943,25.82059983804017,0.9585708323866129,0.8996240701526403,0.16401762492023408,0.14594698697328568,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_low_qp1.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,22057,True
uvg,Beauty,0,uvg_00,beta_low,2,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,29975,239800,0.0018069420331790122,449.625,1031178.41796875,0.0025900467433066033,25.86692398012594,25.885668923038438,0.959345756098628,0.9044955810531974,0.1458728804718703,0.14081368502229452,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_low_qp2.bin,8bf5d404b6b8af15fd1e7e9de49fe8da815420162bb55ef8a8dac4ae47bb0ca4,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,29975,True
uvg,Beauty,0,uvg_00,beta_low,3,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_low/step_0000.pt,41349,330792,0.0024925853587962963,620.235,954597.3676757812,0.0023976954523427987,26.20205980439205,26.22478951310464,0.9620039751753211,0.9098987448960543,0.13138094905298203,0.13340519834309816,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_low_qp3.bin,4c8229f65cb550a0586288cb5a25e94104c56b78bcd5ec7229ce4615ba98bfac,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,41349,True
uvg,Beauty,0,uvg_00,beta_mid,0,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,16226,129808,0.0009781298225308643,243.39,1067109.314453125,0.0026802956273035746,25.71817302155564,25.786374432819297,0.9574977047741413,0.8904475355520844,0.2069778407458216,0.15467291325330734,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp0.bin,133f666e2a31c5fcc6b543ad7eb3377b67aefa49070fffaa4d945394f120baa0,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,16226,True
uvg,Beauty,0,uvg_00,beta_mid,1,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,22057,176456,0.0013296320408950617,330.855,1050634.888671875,0.0026389162383452366,25.785743944717943,25.82059983804017,0.9585708323866129,0.8996240701526403,0.16401762492023408,0.14594698697328568,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp1.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,22057,True
uvg,Beauty,0,uvg_00,beta_mid,2,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,29975,239800,0.0018069420331790122,449.625,1031178.41796875,0.0025900467433066033,25.86692398012594,25.885668923038438,0.959345756098628,0.9044955810531974,0.1458728804718703,0.14081368502229452,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp2.bin,8bf5d404b6b8af15fd1e7e9de49fe8da815420162bb55ef8a8dac4ae47bb0ca4,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,29975,True
uvg,Beauty,0,uvg_00,beta_mid,3,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_0000.pt,41349,330792,0.0024925853587962963,620.235,954597.3676757812,0.0023976954523427987,26.20205980439205,26.22478951310464,0.9620039751753211,0.9098987448960543,0.13138094905298203,0.13340519834309816,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_mid_qp3.bin,4c8229f65cb550a0586288cb5a25e94104c56b78bcd5ec7229ce4615ba98bfac,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,41349,True
uvg,Beauty,0,uvg_00,beta_high,0,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,16014,128112,0.0009653501157407407,240.21,1055035.2783203125,0.002649968850269239,25.76759231057793,25.86626114991966,0.9573497045785189,0.8892411328852177,0.22213112586177886,0.15568978898227215,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp0.bin,8400fdec7690a041883e1367c38c0e01511146611325b648642e764aeffd0408,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,16014,True
uvg,Beauty,0,uvg_00,beta_high,1,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,22200,177600,0.001338252314814815,333.0,991319.51953125,0.0024899317600108957,26.03812555176079,26.07501080735953,0.9604996694251895,0.900663829408586,0.16659082984551787,0.14462316874414682,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp1.bin,585af3b140866eacda3e1cf489500e68ac19375c1830ced0f673db487c8e6346,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,22200,True
uvg,Beauty,0,uvg_00,beta_high,2,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,29988,239904,0.0018077256944444445,449.82,968044.5888671875,0.0024314713061101153,26.1413085119207,26.154456514781437,0.9614612748846412,0.9063559817150235,0.146328778937459,0.13979925774037838,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp2.bin,5c3ea743ad335a20d6e921f115171a22a6bb1504a30277d38c9e355fabf93348,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,29988,True
uvg,Beauty,0,uvg_00,beta_high,3,64,120.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_2000.pt,41849,334792,0.002522726176697531,627.735,887064.62109375,0.0022280711009178633,26.520709543225507,26.53767393166229,0.9643191313371062,0.9114195555448532,0.13137942145112902,0.13102177903056145,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_00/beta_high_qp3.bin,f3d2be9baf5880b9f10e35d84729cfbef4b061df2c31443e6742ba8c54f278ea,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,41849,True
uvg,Bosphorus,1,uvg_01,original,0,64,120.0,,24546,196368,0.0014796730324074074,368.19,558846.546875,0.001403674333674427,28.527336411335916,28.54118134251435,0.9362279791384935,0.8970362823456526,0.18967848084867,0.19834282528609037,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/test/uvg_01/original_qp0.bin,428726f84c6d6723d74be41e66b078f6cefe3be6c427bc22725c7a281f5527f9,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,24546,True
