beta_label,beta,checkpoint,checkpoint_name,step,qp,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,sequence_PSNR,mean_PSNR,SSIM,MS_SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,state_sync_pass,model_hash_before,model_hash_after,independent_decode_pass,bytes_consumed,finite
beta_mid,2.629260917456134,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_2000.pt,step_2000.pt,2000,1,12344,98752,0.005952932098765432,370.32,352993.76953125,0.0070930139518078465,21.491691859026037,21.63071570580939,0.9177687019109726,0.7299172580242157,0.27990778908133507,0.1551486775279045,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_mid_step_2000_qp1.bin,a574035719b9fda3d3a31122a20c8a58e72a8df74ab8cd24b2c0838465670d14,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,12344,True
beta_mid,2.629260917456134,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_2000.pt,step_2000.pt,2000,3,20671,165368,0.009968653549382716,620.13,300277.90234375,0.00603374771620511,22.19412852555221,22.375174032579633,0.9300022348761559,0.790705993771553,0.24258951656520367,0.13691648095846176,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_mid_step_2000_qp3.bin,b77ff00e91954e2057bff0917bb0e54c510cef562f4b69e0ae86ad5e878454ee,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,20671,True
beta_mid,2.629260917456134,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_5000.pt,step_5000.pt,5000,1,12429,99432,0.005993923611111111,372.87,349700.03125,0.0070268299746415255,21.53240554783304,21.67724900469024,0.9181443527340889,0.7312864661216736,0.27539461478590965,0.1640169769525528,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_mid_step_5000_qp1.bin,07f81e7cbc091559cf9f70918cd8e69f3d30a38153643077f679d1793c4681f8,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,12429,True
beta_mid,2.629260917456134,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_mid/step_5000.pt,step_5000.pt,5000,3,20743,165944,0.010003375771604938,622.29,295944.556640625,0.005946673993711118,22.257258695742305,22.451130369177626,0.930499404668808,0.7912786602973938,0.24179545044898987,0.14030195772647858,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_mid_step_5000_qp3.bin,56409c6eb4736053e67f4bdd7f13ac48c13a6172f2e8e74ac4e0d7db17b55455,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,20743,True
beta_high,7.887782752368402,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/final.pt,final.pt,5000,1,12287,98296,0.005925443672839506,368.61,340933.8984375,0.006850684366108459,21.642660414158335,21.777547289725707,0.9195988401770592,0.7320333793759346,0.2780519276857376,0.15449684113264084,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_high_final_qp1.bin,65f9bf4a202c1613e8b184df260f6426f9b77673c2c7bc376542e2ed0be18d5d,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,12287,True
beta_high,7.887782752368402,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/final.pt,final.pt,5000,3,20405,163240,0.009840374228395062,612.15,294174.6328125,0.00591110935917607,22.283310058604894,22.472808270511823,0.9307612180709839,0.7898131459951401,0.23948435671627522,0.12995603680610657,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_high_final_qp3.bin,3643a091b90e89b314d6180a89c403a743dfc28f44a71cf493916c48afbb5b91,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,20405,True
beta_high,7.887782752368402,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_0000.pt,step_0000.pt,0,1,12183,97464,0.005875289351851852,365.49,340472.87109375,0.006841420538631487,21.648537128946074,21.79148467469291,0.9212493896484375,0.7346656918525696,0.27775608003139496,0.15123480558395386,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_high_step_0000_qp1.bin,73e2ddbbe1d975c2a8d4de12b6b525f190aa6dbe9792387f37eeb0f74ddfcd66,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,12183,True
beta_high,7.887782752368402,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_0000.pt,step_0000.pt,0,3,20176,161408,0.009729938271604939,605.28,289370.3681640625,0.005814573048564141,22.354821690628,22.540847033705035,0.9329980462789536,0.793661579489708,0.2393733114004135,0.12848497182130814,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_high_step_0000_qp3.bin,7f279930f89e078ae837e2ef1672e01b24120eaa770ab9362f69ee3ebd952c8d,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,20176,True
beta_high,7.887782752368402,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_0500.pt,step_0500.pt,500,1,12385,99080,0.005972704475308642,371.55,349361.61328125,0.007020029845061126,21.536610415001366,21.67996683010924,0.9186868593096733,0.7314485758543015,0.27860258147120476,0.1575569584965706,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_high_step_0500_qp1.bin,f9658ecb7a6d39b680b9cacd480863a56b71ea921c3f74d6b725c914759636ba,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,12385,True
beta_high,7.887782752368402,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/checkpoints/beta_high/step_0500.pt,step_0500.pt,500,3,20463,163704,0.009868344907407407,613.89,299648.849609375,0.006021107606927064,22.20323611178994,22.392020327285543,0.930306039750576,0.790571890771389,0.240524522960186,0.13103700429201126,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v1/bitstreams/validation/beta_high_step_0500_qp3.bin,a320699d63fe626ad52c1b1122b5377b66b8976e5866d102cf7859f1ba6180ad,True,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,dc801029e38d414bbd3c80f536431e082aac67ce7dc7c411c41e5e8b7151d384,True,20463,True
