sample,video,frame,qp,initialization,objective,step,lambda_p,checkpoint,zero_start_delta,mse,psnr,ms_ssim,lpips,delta_latent_mean,delta_latent_std,delta_latent_l2,delta_latent_rms,delta_latent_max_abs,ell_start_l2,relative_delta_l2,objective_value,transmittable,single_frame_diagnostic,kind,nondominated_psnr_lpips,dominated_by_count,mode
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_ONLY,0,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.025178618618793135,15.989681003874969,0.7553841907416862,0.23377802968025208,0.0,0.0,0.0,0.0,0.0,151.8038602618031,0.0,0.025178618729114532,False,True,ORACLE,False,6,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_ONLY,25,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.02048163746085743,16.88635325440986,0.7754077350098569,0.22978509962558746,-0.0007126958497611461,0.02302908439752924,8.830105205721097,0.02304010988608326,0.02699127420783043,151.8038602618031,0.05816785680214305,0.020481636747717857,False,True,ORACLE,False,3,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_ONLY,50,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.017416017012775484,17.590511597277047,0.790469275560441,0.23058351874351501,-0.002450208469318639,0.04225495565738808,16.221383643181984,0.04232593530154949,0.060014043003320694,151.8038602618031,0.10685751742548809,0.01741601713001728,False,True,ORACLE,False,2,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_ONLY,100,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.014097118520865306,18.508696489314712,0.8127291781677831,0.2356255054473877,-0.006926656771623662,0.07017436050297604,27.024969347501656,0.070515384463488,0.1350996494293213,151.8038602618031,0.1780255739273956,0.014097118750214577,False,True,ORACLE,False,1,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_ONLY,150,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.012365314669768429,19.077948273329955,0.8307284632893794,0.23584872484207153,-0.010708010713919601,0.0891474579049138,34.41128285506474,0.08978825504684781,0.2150699496269226,151.8038602618031,0.22668252833438196,0.012365314178168774,False,True,ORACLE,True,0,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_LPIPS,0,0.001,run_v1/stage_c/checkpoint.pt,2.0,0.025178618618793135,15.989681003874969,0.7553841907416862,0.23377802968025208,0.0,0.0,0.0,0.0,0.0,151.8038602618031,0.0,0.02541239745914936,False,True,ORACLE,False,6,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_LPIPS,25,0.001,run_v1/stage_c/checkpoint.pt,2.0,0.020483087495037685,16.886045798742085,0.7754508454052353,0.22705543041229248,-0.0006669471555762254,0.02301999757910798,8.82609919067154,0.02302965711968957,0.026981983333826065,151.8038602618031,0.0581414673872583,0.020710142329335213,False,True,ORACLE,False,3,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_LPIPS,50,0.001,run_v1/stage_c/checkpoint.pt,2.0,0.01741925856487482,17.58970334290256,0.7906021710885133,0.2249659299850464,-0.002369992700179513,0.04222065356703547,16.206507413398377,0.042287119233006744,0.060052160173654556,151.8038602618031,0.10675952103884845,0.01764422468841076,False,True,ORACLE,False,2,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_LPIPS,100,0.001,run_v1/stage_c/checkpoint.pt,2.0,0.014100664254586483,18.507604281030265,0.813056657947941,0.22403453290462494,-0.00675192336307571,0.07004108009500817,26.96762912126507,0.07036576845296437,0.13415783643722534,151.8038602618031,0.17764784818222878,0.014324698597192764,False,True,ORACLE,False,1,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ORIGINAL_START,MSE_LPIPS,150,0.001,run_v1/stage_c/checkpoint.pt,2.0,0.012366854665013558,19.07740743000244,0.831237984372971,0.2185032069683075,-0.010375001964706242,0.08894993352816126,34.32110341003982,0.08955295271755122,0.21600914001464844,151.8038602618031,0.22608847595080359,0.012585358694195747,False,True,ORACLE,True,0,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ZERO_START,MSE_ONLY,0,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.014976329462775035,18.24594614499978,0.7679672982551721,0.37604621052742004,0.0,0.0,0.0,0.0,0.0,151.67879717894388,0.0,0.014976329170167446,False,True,ORACLE,False,13,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ZERO_START,MSE_ONLY,25,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.013912604342468318,18.565915655008443,0.7862546038732194,0.3716112971305847,-0.0013338400738557364,0.019671681513415532,7.556468380500847,0.019716850227860377,0.02652568556368351,151.67879717894388,0.049818883858803696,0.013912605121731758,False,True,ORACLE,False,9,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,1,ZERO_START,MSE_ONLY,50,0.0,run_v1/stage_c/checkpoint.pt,2.0,0.013036484960307845,18.84839492049474,0.8042405928134699,0.3611348271369934,-0.0010931948545937736,0.036460739415297864,13.97983110065031,0.03647712425206194,0.05794341489672661,151.67879717894388,0.09216733888097443,0.013036484830081463,False,True,ORACLE,False,7,
