sample,initialization,objective,step,psnr,lpips,ms_ssim,relative_delta_l2,psnr_minus_BASE_ONLY_C,lpips_minus_BASE_ONLY_C,dominates_BASE_ONLY_C,psnr_minus_REFERENCE_FP32,lpips_minus_REFERENCE_FP32,dominates_REFERENCE_FP32,psnr_minus_ORIGINAL_FP16,lpips_minus_ORIGINAL_FP16,dominates_ORIGINAL_FP16
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ORIGINAL_START,MSE_LPIPS,25.0,16.886045798742085,0.22705543041229248,0.7754508454052353,0.0581414673872583,-1.3920959664738781,-0.14783206582069397,False,0.8963647948671163,-0.006722599267959595,True,0.8956369421387116,-0.006725788116455078,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ORIGINAL_START,MSE_LPIPS,50.0,17.58970334290256,0.2249659299850464,0.7906021710885133,0.10675952103884845,-0.6884384223134035,-0.14992156624794006,False,1.600022339027591,-0.008812099695205688,True,1.5992944862991862,-0.008815288543701172,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ORIGINAL_START,MSE_LPIPS,100.0,18.507604281030265,0.22403453290462494,0.813056657947941,0.17764784818222878,0.22946251581430133,-0.1508529633283615,True,2.5179232771552957,-0.009743496775627136,True,2.517195424426891,-0.00974668562412262,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ORIGINAL_START,MSE_LPIPS,150.0,19.07740743000244,0.2185032069683075,0.831237984372971,0.22608847595080359,0.7992656647864784,-0.15638428926467896,True,3.087726426127473,-0.01527482271194458,True,3.086998573399068,-0.015278011560440063,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ZERO_START,MSE_ONLY,0.0,18.24594614499978,0.37604621052742004,0.7679672982551721,0.0,-0.032195620216182164,0.0011587142944335938,False,2.2562651411248122,0.14226818084716797,False,2.2555372883964075,0.14226499199867249,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ZERO_START,MSE_ONLY,25.0,18.565915655008443,0.3716112971305847,0.7862546038732194,0.049818883858803696,0.2877738897924793,-0.0032761991024017334,True,2.5762346511334737,0.13783326745033264,False,2.575506798405069,0.13783007860183716,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ZERO_START,MSE_ONLY,50.0,18.84839492049474,0.3611348271369934,0.8042405928134699,0.09216733888097443,0.5702531552787775,-0.013752669095993042,True,2.858713916619772,0.12735679745674133,False,2.8579860638913672,0.12735360860824585,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ZERO_START,MSE_ONLY,100.0,19.37740766066462,0.3362217843532562,0.8354633481674494,0.16812898404425877,1.0992658954486565,-0.038665711879730225,True,3.387726656789651,0.10244375467300415,False,3.386998804061246,0.10244056582450867,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ZERO_START,MSE_ONLY,150.0,19.87165206882297,0.3123471140861511,0.8601218676317762,0.23587310339433792,1.5935103036070082,-0.06254038214683533,True,3.8819710649480026,0.07856908440589905,False,3.881243212219598,0.07856589555740356,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,ZERO_START,MSE_LPIPS,0.0,18.24594614499978,0.37604621052742004,0.7679672982551721,0.0,-0.032195620216182164,0.0011587142944335938,False,2.2562651411248122,0.14226818084716797,False,2.2555372883964075,0.14226499199867249,False
