dataset,video,video_id,qp,frame,granularity,candidate_fraction,raw_bitmap_bits,rle_bits,sparse_bits,inverse_sparse_bits,selected_syntax,selected_map_bits,aligned_map_bytes
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,1,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,1,G4,0.1,510,294,270,560,SPARSE_2X,270,34
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,1,G4,0.2,510,432,405,583,SPARSE_2X,405,51
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,1,G4,0.35,510,535,520,590,SPARSE_2X,520,65
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,1,G4,0.5,510,535,558,562,RASTER_RLE,535,67
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,1,G4,0.7,510,479,574,472,INVERSE_SPARSE_1X,472,59
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,1,G4,1.0,510,100,532,84,INVERSE_SPARSE_1X,84,11
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,2,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,2,G4,0.1,510,306,288,566,SPARSE_2X,288,36
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,2,G4,0.2,510,436,417,583,SPARSE_2X,417,53
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,2,G4,0.35,510,520,508,596,SPARSE_2X,508,64
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,2,G4,0.5,510,528,542,572,RASTER_RLE,528,66
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,2,G4,0.7,510,461,560,448,INVERSE_SPARSE_1X,448,56
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,2,G4,1.0,510,108,534,92,INVERSE_SPARSE_1X,92,12
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,3,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,3,G4,0.1,510,298,284,566,SPARSE_2X,284,36
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,3,G4,0.2,510,425,409,577,SPARSE_2X,409,52
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,3,G4,0.35,510,493,482,564,SPARSE_2X,482,61
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,3,G4,0.5,510,485,524,524,RASTER_RLE,485,61
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,3,G4,0.7,510,434,552,426,INVERSE_SPARSE_1X,426,54
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,3,G4,1.0,510,34,528,20,INVERSE_SPARSE_1X,20,3
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,4,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,4,G4,0.1,510,308,288,566,SPARSE_2X,288,36
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,4,G4,0.2,510,430,419,587,SPARSE_2X,419,53
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,4,G4,0.35,510,504,490,580,SPARSE_2X,490,62
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,4,G4,0.5,510,544,546,560,RASTER_RLE,544,68
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,4,G4,0.7,510,461,570,448,INVERSE_SPARSE_1X,448,56
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,4,G4,1.0,510,58,530,44,INVERSE_SPARSE_1X,44,6
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,5,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,5,G4,0.1,510,275,256,550,SPARSE_2X,256,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,5,G4,0.2,510,421,389,567,SPARSE_2X,389,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,5,G4,0.35,510,529,508,578,SPARSE_2X,508,64
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,5,G4,0.5,510,559,558,558,SPARSE_2X,558,70
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,5,G4,0.7,510,509,582,486,INVERSE_SPARSE_1X,486,61
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,5,G4,1.0,510,36,528,22,INVERSE_SPARSE_1X,22,3
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,G4,0.1,510,304,286,562,SPARSE_2X,286,36
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,G4,0.2,510,440,415,585,SPARSE_2X,415,52
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,G4,0.35,510,486,492,576,RASTER_RLE,486,61
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,G4,0.5,510,475,522,512,RASTER_RLE,475,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,G4,0.7,510,434,554,426,INVERSE_SPARSE_1X,426,54
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,6,G4,1.0,510,46,528,30,INVERSE_SPARSE_1X,30,4
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,G4,0.1,510,300,272,552,SPARSE_2X,272,34
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,G4,0.2,510,418,387,565,SPARSE_2X,387,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,G4,0.35,510,510,476,570,SPARSE_2X,476,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,G4,0.5,510,536,538,546,RASTER_RLE,536,67
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,G4,0.7,510,472,588,466,INVERSE_SPARSE_1X,466,59
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,7,G4,1.0,510,34,528,18,INVERSE_SPARSE_1X,18,3
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,G4,0.1,510,286,262,552,SPARSE_2X,262,33
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,G4,0.2,510,420,391,567,SPARSE_2X,391,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,G4,0.35,510,504,486,570,SPARSE_2X,486,61
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,G4,0.5,510,546,550,552,RASTER_RLE,546,69
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,G4,0.7,510,501,574,476,INVERSE_SPARSE_1X,476,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,8,G4,1.0,510,82,529,69,INVERSE_SPARSE_1X,69,9
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,G4,0.1,510,286,258,550,SPARSE_2X,258,33
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,G4,0.2,510,420,379,559,SPARSE_2X,379,48
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,G4,0.35,510,499,470,564,SPARSE_2X,470,59
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,G4,0.5,510,541,542,548,RASTER_RLE,541,68
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,G4,0.7,510,519,594,494,INVERSE_SPARSE_1X,494,62
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,9,G4,1.0,510,110,533,95,INVERSE_SPARSE_1X,95,12
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,G4,0.1,510,262,244,552,SPARSE_2X,244,31
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,G4,0.2,510,392,367,565,SPARSE_2X,367,46
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,G4,0.35,510,452,460,554,RASTER_RLE,452,57
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,G4,0.5,510,488,514,514,RASTER_RLE,488,61
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,G4,0.7,510,448,556,432,INVERSE_SPARSE_1X,432,54
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,10,G4,1.0,510,138,538,118,INVERSE_SPARSE_1X,118,15
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,G4,0.1,510,274,256,550,SPARSE_2X,256,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,G4,0.2,510,344,331,545,SPARSE_2X,331,42
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,G4,0.35,510,426,424,524,SPARSE_2X,424,53
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,G4,0.5,510,458,496,494,RASTER_RLE,458,58
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,G4,0.7,510,446,558,440,INVERSE_SPARSE_1X,440,55
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,11,G4,1.0,510,202,542,178,INVERSE_SPARSE_1X,178,23
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,G4,0.1,510,301,278,560,SPARSE_2X,278,35
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,G4,0.2,510,429,395,573,SPARSE_2X,395,50
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,G4,0.35,510,498,494,558,SPARSE_2X,494,62
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,G4,0.5,510,522,534,534,RASTER_RLE,522,66
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,G4,0.7,510,480,570,464,INVERSE_SPARSE_1X,464,58
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,12,G4,1.0,510,96,533,79,INVERSE_SPARSE_1X,79,10
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,G4,0.1,510,278,260,554,SPARSE_2X,260,33
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,G4,0.2,510,412,377,563,SPARSE_2X,377,48
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,G4,0.35,510,487,474,558,SPARSE_2X,474,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,G4,0.5,510,522,526,542,RASTER_RLE,522,66
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,G4,0.7,510,464,574,468,RASTER_RLE,464,58
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,13,G4,1.0,510,120,533,105,INVERSE_SPARSE_1X,105,14
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,G4,0.1,510,282,264,554,SPARSE_2X,264,33
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,G4,0.2,510,384,363,561,SPARSE_2X,363,46
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,G4,0.35,510,424,430,524,RASTER_RLE,424,53
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,G4,0.5,510,422,482,476,RASTER_RLE,422,53
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,G4,0.7,510,386,524,390,RASTER_RLE,386,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,14,G4,1.0,510,166,541,157,INVERSE_SPARSE_1X,157,20
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,G4,0.1,510,282,250,550,SPARSE_2X,250,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,G4,0.2,510,404,363,559,SPARSE_2X,363,46
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,G4,0.35,510,455,442,556,SPARSE_2X,442,56
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,G4,0.5,510,478,508,510,RASTER_RLE,478,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,G4,0.7,510,480,570,454,INVERSE_SPARSE_1X,454,57
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,15,G4,1.0,510,186,541,161,INVERSE_SPARSE_1X,161,21
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,G4,0.1,510,318,300,564,SPARSE_2X,300,38
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,G4,0.2,510,446,421,587,SPARSE_2X,421,53
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,G4,0.35,510,498,480,562,SPARSE_2X,480,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,G4,0.5,510,512,532,538,RASTER_RLE,512,64
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,G4,0.7,510,460,556,454,INVERSE_SPARSE_1X,454,57
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,16,G4,1.0,510,136,536,120,INVERSE_SPARSE_1X,120,15
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,G4,0.1,510,300,288,570,SPARSE_2X,288,36
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,G4,0.2,510,430,403,579,SPARSE_2X,403,51
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,G4,0.35,510,510,516,596,RASTER_RLE,510,64
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,G4,0.5,510,513,548,550,RASTER_RLE,513,65
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,G4,0.7,510,435,552,432,INVERSE_SPARSE_1X,432,54
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,17,G4,1.0,510,134,537,123,INVERSE_SPARSE_1X,123,16
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,G4,0.1,510,262,250,552,SPARSE_2X,250,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,G4,0.2,510,336,337,553,RASTER_RLE,336,42
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,G4,0.35,510,429,432,542,RASTER_RLE,429,54
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,G4,0.5,510,471,498,516,RASTER_RLE,471,59
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,G4,0.7,510,465,550,448,INVERSE_SPARSE_1X,448,56
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,18,G4,1.0,510,195,543,187,INVERSE_SPARSE_1X,187,24
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,G4,0.1,510,274,256,558,SPARSE_2X,256,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,G4,0.2,510,372,361,563,SPARSE_2X,361,46
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,G4,0.35,510,451,458,560,RASTER_RLE,451,57
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,G4,0.5,510,477,506,524,RASTER_RLE,477,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,G4,0.7,510,455,558,438,INVERSE_SPARSE_1X,438,55
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,19,G4,1.0,510,227,547,217,INVERSE_SPARSE_1X,217,28
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,20,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,20,G4,0.1,510,330,300,562,SPARSE_2X,300,38
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,20,G4,0.2,510,422,391,577,SPARSE_2X,391,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,20,G4,0.35,510,490,486,568,SPARSE_2X,486,61
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,20,G4,0.5,510,520,528,522,RASTER_RLE,520,65
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,20,G4,0.7,510,458,556,454,INVERSE_SPARSE_1X,454,57
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,20,G4,1.0,510,100,532,86,INVERSE_SPARSE_1X,86,11
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,21,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,21,G4,0.1,510,265,250,548,SPARSE_2X,250,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,21,G4,0.2,510,378,361,557,SPARSE_2X,361,46
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,21,G4,0.35,510,466,472,558,RASTER_RLE,466,59
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,21,G4,0.5,510,502,520,538,RASTER_RLE,502,63
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,21,G4,0.7,510,468,568,464,INVERSE_SPARSE_1X,464,58
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,21,G4,1.0,510,146,536,126,INVERSE_SPARSE_1X,126,16
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,22,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,22,G4,0.1,510,306,274,558,SPARSE_2X,274,35
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,22,G4,0.2,510,374,353,559,SPARSE_2X,353,45
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,22,G4,0.35,510,388,400,506,RASTER_RLE,388,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,22,G4,0.5,510,418,468,464,RASTER_RLE,418,53
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,22,G4,0.7,510,392,522,388,INVERSE_SPARSE_1X,388,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,22,G4,1.0,510,199,542,184,INVERSE_SPARSE_1X,184,23
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,23,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,23,G4,0.1,510,276,256,548,SPARSE_2X,256,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,23,G4,0.2,510,381,361,553,SPARSE_2X,361,46
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,23,G4,0.35,510,435,444,546,RASTER_RLE,435,55
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,23,G4,0.5,510,471,502,520,RASTER_RLE,471,59
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,23,G4,0.7,510,477,572,468,INVERSE_SPARSE_1X,468,59
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,23,G4,1.0,510,249,548,228,INVERSE_SPARSE_1X,228,29
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,24,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,24,G4,0.1,510,330,300,564,SPARSE_2X,300,38
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,24,G4,0.2,510,410,387,573,SPARSE_2X,387,49
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,24,G4,0.35,510,458,456,536,SPARSE_2X,456,57
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,24,G4,0.5,510,476,500,496,RASTER_RLE,476,60
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,24,G4,0.7,510,440,552,434,INVERSE_SPARSE_1X,434,55
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,24,G4,1.0,510,124,531,103,INVERSE_SPARSE_1X,103,13
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,25,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,25,G4,0.1,510,289,278,550,SPARSE_2X,278,35
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,25,G4,0.2,510,402,379,559,SPARSE_2X,379,48
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,25,G4,0.35,510,460,458,556,SPARSE_2X,458,58
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,25,G4,0.5,510,528,530,540,RASTER_RLE,528,66
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,25,G4,0.7,510,464,574,462,INVERSE_SPARSE_1X,462,58
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,25,G4,1.0,510,94,534,82,INVERSE_SPARSE_1X,82,11
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,26,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,26,G4,0.1,510,250,232,546,SPARSE_2X,232,29
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,26,G4,0.2,510,366,349,555,SPARSE_2X,349,44
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,26,G4,0.35,510,396,416,528,RASTER_RLE,396,50
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,26,G4,0.5,510,406,472,472,RASTER_RLE,406,51
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,26,G4,0.7,510,373,522,376,RASTER_RLE,373,47
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,26,G4,1.0,510,261,548,248,INVERSE_SPARSE_1X,248,31
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,27,G4,0.0,510,0,0,0,ORIGINAL_NO_MAP,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,27,G4,0.1,510,278,252,556,SPARSE_2X,252,32
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,27,G4,0.2,510,342,325,543,SPARSE_2X,325,41
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,27,G4,0.35,510,404,408,518,RASTER_RLE,404,51
