method,split,video,frame,group,type,lambda,diagnostic,zero_no_stream_fallback,symbol_nonzero_fraction,nonzero_enhancement_frame,u_l2,residual_l2,actual_packet_bits,selected_step,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_TEACHER,ms_ssim_minus_TEACHER,lpips_minus_TEACHER,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,Train2_rest24,P,0.18864966852870935,True,False,0.23749999701976776,True,289.64722155569154,21.672637939453125,,,0.0011298790249334965,29.469680535222174,0.901206763436668,0.15839838981628418,0.0012882774147497807,-0.11885454090305814,-0.0002565372677885147,-0.007656097412109375,-0.7215793150243002,-0.011492111869391919,0.03165358304977417,-0.6661727826359645,-0.010426905564832278,0.029340088367462158,-3.6362148875066467,-0.04736199331944113,0.0748586356639862,1.618100284989879,0.004537999114374025,0.015264466404914856
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,Train2_rest24,P,0.18864966852870935,True,False,0.23774509131908417,True,282.50139409342836,23.16620635986328,,,0.0011545334473381653,29.37593480863751,0.9010990020019377,0.1690523475408554,0.0013235857948790206,-0.16571630418585315,-8.525247635104982e-05,-0.006508693099021912,-0.7773036259927082,-0.011930058473732852,0.03752686083316803,-0.7220151074352401,-0.011043769787652202,0.036004215478897095,-3.5566668128032575,-0.046867401069476844,0.08178126811981201,1.4756040783456719,0.003114009443966115,0.028012558817863464
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,Train2_rest24,P,0.18864966852870935,True,False,0.22181372344493866,True,278.7131688920095,23.836179733276367,,,0.0011229422347028568,29.496425837163144,0.9033048296489173,0.16681262850761414,0.001289754863210471,-0.24429864413510316,-0.0015677122716809544,-0.0032008886337280273,-0.8174469499723998,-0.012570049310849485,0.037964776158332825,-0.7433752606957782,-0.011422016355524534,0.03678476810455322,-3.5994512626220825,-0.04640610805733314,0.08167955279350281,1.5978636038212102,0.003662721502826427,0.02629128098487854
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,Train2_rest24,P,0.18864966852870935,True,False,0.2245098054409027,True,279.88423778458485,23.246761322021484,,,0.0010985792783671827,29.59168596991031,0.9031342334954929,0.16845282912254333,0.001267032107489726,-0.11682333442872306,-0.0008742678738075105,-0.004015415906906128,-0.7269284910640685,-0.012324837890513751,0.039072200655937195,-0.6709493512825695,-0.011294059428662573,0.037636131048202515,-3.5459614324348863,-0.04688207419099433,0.08415031433105469,1.7100149327802256,0.004357094433548481,0.027506276965141296
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,Train2_rest24,P,0.18864966852870935,True,False,0.21053922176361084,True,266.4130834585561,22.589242935180664,,,0.0010845902709967106,29.647342955961136,0.9051051951580494,0.16564977169036865,0.0012502400426870793,-0.23493126571817058,-0.002123112206995792,-0.00029987096786499023,-0.873289195390079,-0.013064397866771271,0.039586812257766724,-0.8176870848338744,-0.012175740310991001,0.03810596466064453,-3.642731765047266,-0.04604146367606643,0.08311762660741806,1.7971556010756373,0.005698941409007396,0.023153290152549744
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,network_train6,P,0.18864966852870935,True,False,0.2181372493505478,True,270.222442966894,22.775203704833984,,,0.0011434172549702622,29.417952582632303,0.9012426553627896,0.17809832096099854,0.0013215155759312607,-0.2082964575936188,-0.0018641075502132676,-0.0017652064561843872,-0.9200729225008111,-0.014205545014711274,0.04322478175163269,-0.8434661390173623,-0.013197690665941453,0.04185633361339569,-3.52081638399104,-0.046775138234400826,0.0878078043460846,1.7064545802719238,0.005108244898773373,0.032471656799316406
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,Train2_rest24,P,0.18864966852870935,True,False,0.20906862616539001,True,268.24832731546326,24.6854305267334,,,0.0010967210859614874,29.599038065449946,0.9035156199234818,0.17081835865974426,0.0012675394446212316,-0.2572145284723746,-0.003405926177085794,0.001027822494506836,-0.9019620274333633,-0.014104938268606038,0.04089924693107605,-0.8266085871085522,-0.013080221151900773,0.0394362211227417,-3.5974203331524777,-0.04656200223978779,0.08515900373458862,1.883591200084993,0.005800660265358859,0.02509424090385437
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,Train2_rest24,P,0.18864966852870935,True,False,0.20735293626785278,True,263.0152123170958,22.969640731811523,,,0.001150937684752178,29.389481897506556,0.8995958240821457,0.18266288936138153,0.0013336005741135595,-0.209803074273065,-0.002822656790360867,0.001583188772201538,-0.8472443327131209,-0.01432833062169625,0.045823127031326294,-0.7689733705179584,-0.013438835428581819,0.04401950538158417,-3.5384913319930362,-0.048287618879038985,0.09147937595844269,1.7566686559785154,0.0041306561924487895,0.03507150709629059
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,Train2_rest24,P,0.18864966852870935,True,False,0.20465686917304993,True,261.29970789567045,21.65317153930664,,,0.0011558901364156068,29.37083442226806,0.8991130659860231,0.18116533756256104,0.0013370554739781679,-0.18778786434044292,-0.0024642114485197153,0.0015469193458557129,-0.7975673004785833,-0.013505567920602313,0.04520624876022339,-0.7231333587100259,-0.0126258069123244,0.04398098587989807,-3.579998006203084,-0.04877924369343034,0.09123760461807251,1.8373148203597545,0.004926437001871786,0.03252723813056946
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,Train2_rest24,P,0.18864966852870935,True,False,0.2343137264251709,True,285.2378976836827,22.24286460876465,,,0.001134918243539032,29.450354227516687,0.8994755067859014,0.17437750101089478,0.0013092957445499267,-0.09050118742010582,-0.0016880488716083386,-0.0032539963722229004,-0.7441333492482549,-0.01315367267728651,0.03980337083339691,-0.6732412816811753,-0.012149138520521685,0.03838929533958435,-3.602020483995954,-0.04934708960882139,0.08566845953464508,1.9396051335839424,0.005636701689981982,0.025596752762794495
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,Train2_rest24,P,0.18864966852870935,True,False,0.20588235557079315,True,263.48113865629756,19.907699584960938,,,0.0011463404799749103,29.406863713629065,0.9001271195296701,0.1738286018371582,0.0013201690818120686,-0.221194159852665,-0.0026163451986550568,0.0006203651428222656,-0.9077660310947628,-0.013829466174423044,0.04165421426296234,-0.8243773731390611,-0.012826814936177988,0.040241047739982605,-3.7015858509262216,-0.048906839076606645,0.08583278954029083,1.9529926445071801,0.007060912421511301,0.023081481456756592
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,Train2_rest24,P,0.18864966852870935,True,False,0.23112745583057404,True,283.3684080831078,23.65546226501465,,,0.0012201068211660589,29.136021448891107,0.8951461489086503,0.18469929695129395,0.001404806118117353,-0.247327010607993,-0.003343833891731429,0.002155885100364685,-0.9960927932616919,-0.016105819216237216,0.04651421308517456,-0.9208229180736325,-0.015107878662709573,0.044793978333473206,-3.64301690811876,-0.050976416927925094,0.09019767493009567,1.7944592136747701,0.0055183173924385764,0.031699180603027344
B_Train2_lambda3_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,network_train6,P,0.18864966852870935,True,False,0.20906862616539001,True,268.24832731546326,22.916170120239258,,,0.0012101709030974133,29.171532932943094,0.8948992487565858,0.1836005449295044,0.0013937714480269177,-0.13397275777407458,-0.0027761203650537025,0.0022320449352264404,-0.9623155695098369,-0.016620371749571983,0.04729323089122772,-0.89284012621237,-0.015535859348536851,0.04598458111286163,-3.6671431311888227,-0.05196767413638648,0.09127257764339447,1.8908093659218679,0.00567338674829676,0.030496031045913696
