from_frame,to_frame,FloLPIPS
0,1,0.2956392467021942
1,2,0.04992644116282463
2,3,0.0789821594953537
3,4,0.08630929887294769
4,5,0.09218312054872513
5,6,0.08167096972465515
6,7,0.09570842981338501
7,8,0.0841585248708725
8,9,0.10829456150531769
9,10,0.08928395807743073
10,11,0.09870673716068268
11,12,0.0961819589138031
12,13,0.1094387024641037
13,14,0.10040271282196045
14,15,0.10714107751846313
15,16,0.0977383479475975
16,17,0.1155119240283966
17,18,0.08488113433122635
18,19,0.1097201555967331
19,20,0.10101757943630219
20,21,0.10584530979394913
21,22,0.1001960039138794
22,23,0.10475312918424606
23,24,0.10592103004455566
24,25,0.11327476799488068
25,26,0.08016163855791092
26,27,0.10192839801311493
27,28,0.09049893915653229
28,29,0.09821271896362305
29,30,0.09499770402908325
30,31,0.11342557519674301
31,32,0.09030967950820923
32,33,0.09676464647054672
33,34,0.08181644231081009
34,35,0.11386153101921082
35,36,0.10588248819112778
36,37,0.0953609049320221
37,38,0.0856141746044159
38,39,0.09254783391952515
39,40,0.0840790718793869
40,41,0.08380327373743057
41,42,0.0744272917509079
42,43,0.08544401824474335
43,44,0.07890526950359344
44,45,0.07648347318172455
45,46,0.07045790553092957
46,47,0.08678678423166275
47,48,0.08249949663877487
48,49,0.08631524443626404
49,50,0.08212856948375702
50,51,0.09624919295310974
51,52,0.09947226941585541
52,53,0.0894380584359169
53,54,0.0827476754784584
54,55,0.09994811564683914
55,56,0.10814648121595383
56,57,0.10175827145576477
57,58,0.08150501549243927
58,59,0.09208403527736664
59,60,0.08853432536125183
60,61,0.09059086441993713
61,62,0.08771099150180817
62,63,0.0949116200208664
