from_frame,to_frame,FloLPIPS
0,1,0.31788262724876404
1,2,0.09722652286291122
2,3,0.07021504640579224
3,4,0.10534459352493286
4,5,0.11727535724639893
5,6,0.10961718112230301
6,7,0.11450085043907166
7,8,0.11129801720380783
8,9,0.11869283765554428
9,10,0.09523321688175201
10,11,0.12038719654083252
11,12,0.09766098856925964
12,13,0.12307338416576385
13,14,0.09225662797689438
14,15,0.1025988757610321
15,16,0.08692818880081177
16,17,0.09308518469333649
17,18,0.06995820254087448
18,19,0.09768293052911758
19,20,0.0875047966837883
20,21,0.09542709589004517
21,22,0.08164773136377335
22,23,0.09534008800983429
23,24,0.07740911096334457
24,25,0.08228464424610138
25,26,0.07264465093612671
26,27,0.0788850337266922
27,28,0.08398008346557617
28,29,0.09056133031845093
29,30,0.07129060477018356
30,31,0.08135328441858292
31,32,0.07796197384595871
32,33,0.09125436842441559
33,34,0.0747469961643219
34,35,0.09648820757865906
35,36,0.08328652381896973
36,37,0.10021278262138367
37,38,0.07927398383617401
38,39,0.09798189252614975
39,40,0.08882330358028412
40,41,0.09580817073583603
41,42,0.06785561144351959
42,43,0.09063691645860672
43,44,0.0955519825220108
44,45,0.1157304048538208
45,46,0.0860639214515686
46,47,0.08751843124628067
47,48,0.0835198163986206
48,49,0.07669883966445923
49,50,0.0735514909029007
50,51,0.0880047008395195
51,52,0.08397217094898224
52,53,0.09327492862939835
53,54,0.0991312563419342
54,55,0.0850910171866417
55,56,0.07323214411735535
56,57,0.09087947010993958
57,58,0.07159291207790375
58,59,0.09803836047649384
59,60,0.07391001284122467
60,61,0.0682692676782608
61,62,0.06664522737264633
62,63,0.07608248293399811
