from_frame,to_frame,FloLPIPS
0,1,0.30776646733283997
1,2,0.11122879385948181
2,3,0.11228431761264801
3,4,0.10569706559181213
4,5,0.11048524081707001
5,6,0.10164894163608551
6,7,0.10442237555980682
7,8,0.10311485826969147
8,9,0.10964842140674591
9,10,0.10455285012722015
10,11,0.10632897913455963
11,12,0.11503738164901733
12,13,0.11270935833454132
13,14,0.11382437497377396
14,15,0.11669128388166428
15,16,0.11188974976539612
16,17,0.1225769966840744
17,18,0.12302806973457336
18,19,0.12927502393722534
19,20,0.14145803451538086
20,21,0.11700649559497833
21,22,0.12530267238616943
22,23,0.1314120888710022
23,24,0.14286845922470093
24,25,0.13635005056858063
25,26,0.11466501653194427
26,27,0.1256619244813919
27,28,0.1262868046760559
28,29,0.129701167345047
29,30,0.1277860403060913
30,31,0.12171900272369385
31,32,0.13509297370910645
32,33,0.1332906186580658
33,34,0.13323798775672913
34,35,0.1344047635793686
35,36,0.1255647838115692
36,37,0.14228752255439758
37,38,0.12736232578754425
38,39,0.1301022619009018
39,40,0.14247804880142212
40,41,0.12016722559928894
41,42,0.12171842157840729
42,43,0.1309063732624054
43,44,0.13891711831092834
44,45,0.13224217295646667
45,46,0.11680629849433899
46,47,0.11999095231294632
47,48,0.12979617714881897
48,49,0.13041503727436066
49,50,0.12613575160503387
50,51,0.12216326594352722
51,52,0.1287686824798584
52,53,0.1250988245010376
53,54,0.13433969020843506
54,55,0.13374260067939758
55,56,0.1190333217382431
56,57,0.12949614226818085
57,58,0.12049827724695206
58,59,0.1297028660774231
59,60,0.1313488483428955
60,61,0.11770828813314438
61,62,0.12781839072704315
62,63,0.12871405482292175
