from_frame,to_frame,FloLPIPS
0,1,0.3319500982761383
1,2,0.1277432143688202
2,3,0.12968236207962036
3,4,0.12411980330944061
4,5,0.12454727292060852
5,6,0.11248305439949036
6,7,0.11765292286872864
7,8,0.11945800483226776
8,9,0.12970340251922607
9,10,0.12301090359687805
10,11,0.12597715854644775
11,12,0.1339876800775528
12,13,0.1300940215587616
13,14,0.13353827595710754
14,15,0.14139598608016968
15,16,0.1332097202539444
16,17,0.14067861437797546
17,18,0.139667347073555
18,19,0.14634966850280762
19,20,0.15492397546768188
20,21,0.1296095848083496
21,22,0.1356058269739151
22,23,0.14938578009605408
23,24,0.16263391077518463
24,25,0.14668303728103638
25,26,0.12292248755693436
26,27,0.13191518187522888
27,28,0.13995052874088287
28,29,0.1410365104675293
29,30,0.13685894012451172
30,31,0.12471159547567368
31,32,0.14101731777191162
32,33,0.13843515515327454
33,34,0.14126166701316833
34,35,0.14437532424926758
35,36,0.1273796558380127
36,37,0.14691494405269623
37,38,0.13500133156776428
38,39,0.13843485713005066
39,40,0.14857099950313568
40,41,0.12052414566278458
41,42,0.13399377465248108
42,43,0.13876676559448242
43,44,0.14852190017700195
44,45,0.1403072029352188
45,46,0.12191856652498245
46,47,0.12892134487628937
47,48,0.15150722861289978
48,49,0.14150860905647278
49,50,0.13259820640087128
50,51,0.1250910758972168
51,52,0.13517063856124878
52,53,0.13231879472732544
53,54,0.14440636336803436
54,55,0.1425638198852539
55,56,0.12609335780143738
56,57,0.13434213399887085
57,58,0.12796606123447418
58,59,0.13519340753555298
59,60,0.14599451422691345
60,61,0.11899639666080475
61,62,0.1388673335313797
62,63,0.1462642401456833
