from_frame,to_frame,FloLPIPS
0,1,0.2426459938287735
1,2,0.24620157480239868
2,3,0.31795939803123474
3,4,0.3056749701499939
4,5,0.2873830795288086
5,6,0.30003583431243896
6,7,0.2767277956008911
7,8,0.29932868480682373
8,9,0.26774999499320984
9,10,0.28586089611053467
10,11,0.287998229265213
11,12,0.27883946895599365
12,13,0.2791447043418884
13,14,0.2864857614040375
14,15,0.29931843280792236
15,16,0.28153935074806213
16,17,0.25862038135528564
17,18,0.2538445293903351
18,19,0.28787001967430115
19,20,0.2841358184814453
20,21,0.28060752153396606
21,22,0.2891237437725067
22,23,0.29272356629371643
23,24,0.28403300046920776
24,25,0.2725955843925476
25,26,0.30466049909591675
26,27,0.290569931268692
27,28,0.2958715558052063
28,29,0.28634655475616455
29,30,0.3056948482990265
30,31,0.28971734642982483
31,32,0.213198721408844
32,33,0.2702615559101105
33,34,0.2966194748878479
34,35,0.3027527332305908
35,36,0.29506468772888184
36,37,0.3060716986656189
37,38,0.31048840284347534
38,39,0.32186761498451233
39,40,0.31281954050064087
40,41,0.3090510368347168
41,42,0.31903475522994995
42,43,0.31644970178604126
43,44,0.3086596131324768
44,45,0.300902783870697
45,46,0.31377100944519043
46,47,0.31798648834228516
47,48,0.31282684206962585
48,49,0.3037731647491455
49,50,0.32750892639160156
50,51,0.3120962381362915
51,52,0.3193110227584839
52,53,0.3068596124649048
53,54,0.3241722881793976
54,55,0.3244147002696991
55,56,0.3277689814567566
56,57,0.3183709979057312
57,58,0.3304925858974457
58,59,0.3231602907180786
59,60,0.3054563105106354
60,61,0.2967822551727295
61,62,0.30212995409965515
62,63,0.3146299123764038
