from_frame,to_frame,FloLPIPS
0,1,0.18864426016807556
1,2,0.11977541446685791
2,3,0.11773045361042023
3,4,0.10627157241106033
4,5,0.11177913844585419
5,6,0.12658633291721344
6,7,0.12401977181434631
7,8,0.12413531541824341
8,9,0.127532497048378
9,10,0.12603050470352173
10,11,0.1415461301803589
11,12,0.17544645071029663
12,13,0.15490809082984924
13,14,0.15725204348564148
14,15,0.16236703097820282
15,16,0.18631994724273682
16,17,0.1624036431312561
17,18,0.15203292667865753
18,19,0.1525842398405075
19,20,0.173753023147583
20,21,0.15156620740890503
21,22,0.14609810709953308
22,23,0.1593305468559265
23,24,0.18608415126800537
24,25,0.13931718468666077
25,26,0.11282199621200562
26,27,0.12703591585159302
27,28,0.1444450169801712
28,29,0.044595442712306976
29,30,0.08463989943265915
30,31,0.08885195106267929
31,32,0.10043128579854965
32,33,0.07652756571769714
33,34,0.07726174592971802
34,35,0.08363847434520721
35,36,0.10308569669723511
36,37,0.08022357523441315
37,38,0.08344309777021408
38,39,0.09424720704555511
39,40,0.10323980450630188
40,41,0.07846200466156006
41,42,0.08377578854560852
42,43,0.09269943088293076
43,44,0.10025552660226822
44,45,0.08004114031791687
45,46,0.0823204517364502
46,47,0.09665282070636749
47,48,0.10800479352474213
48,49,0.07994113117456436
49,50,0.08206143975257874
50,51,0.09407654404640198
51,52,0.10086524486541748
52,53,0.09397202730178833
53,54,0.0854278951883316
54,55,0.09545934945344925
55,56,0.10801932960748672
56,57,0.08766193687915802
57,58,0.08529570698738098
58,59,0.09527847915887833
59,60,0.10639332979917526
60,61,0.09236034750938416
61,62,0.05850156769156456
62,63,0.08488836884498596
