dataset,video,video_id,qp,frame,w1_shape,block_index,block_y,block_x,pixel_y0,pixel_x0,mode,delta,original_bytes,candidate_bytes,actual_delta_bytes,baseline_RGB_MSE,candidate_RGB_MSE,delta_MSE,baseline_PSNR,candidate_PSNR,mode_map_overhead,raw_map_bits,coded_map_bits,estimated_w1_entropy_bits,actual_w1_RANS_bytes,actual_bytes_saved,delta_MSE_per_actual_saved_bit
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,472,15,22,60,88,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.626220703125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,472,15,22,60,88,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.62548828125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,473,15,23,60,92,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.3369140625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,473,15,23,60,92,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.3359375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,474,15,24,60,96,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.027587890625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,474,15,24,60,96,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.025146484375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,475,15,25,60,100,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.353759765625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,475,15,25,60,100,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,35,2384.3525390625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,476,15,26,60,104,1,2,1687,1742,55,0.0009181041968986392,0.0009178770706057549,-2.2712629288434982e-07,30.37108027328006,30.372154790737767,37,1020,35,2373.303466796875,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,476,15,26,60,104,2,4,1687,1742,55,0.0009181041968986392,0.0009178770706057549,-2.2712629288434982e-07,30.37108027328006,30.372154790737767,37,1020,35,2373.302001953125,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,477,15,27,60,108,1,2,1687,1743,56,0.0009181041968986392,0.0009180178749375045,-8.632196113467216e-08,30.37108027328006,30.371488624685345,37,1020,35,2378.876220703125,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,477,15,27,60,108,2,4,1687,1743,56,0.0009181041968986392,0.0009180178749375045,-8.632196113467216e-08,30.37108027328006,30.371488624685345,37,1020,35,2378.87353515625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,478,15,28,60,112,1,2,1687,1743,56,0.0009181041968986392,0.0009177398169413209,-3.6437995731830597e-07,30.37108027328006,30.3728042564253,37,1020,33,2379.46728515625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,478,15,28,60,112,2,4,1687,1743,56,0.0009181041968986392,0.0009177398169413209,-3.6437995731830597e-07,30.37108027328006,30.3728042564253,37,1020,33,2379.4638671875,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,479,15,29,60,116,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.70263671875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,479,15,29,60,116,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.7021484375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,480,16,0,64,0,1,2,1687,1742,55,0.0009181041968986392,0.0009178401669487357,-2.6402994990348816e-07,30.37108027328006,30.37232940428151,37,1020,33,2374.7060546875,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,480,16,0,64,0,2,4,1687,1742,55,0.0009181041968986392,0.0009178401669487357,-2.6402994990348816e-07,30.37108027328006,30.37232940428151,37,1020,33,2374.6455078125,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,481,16,1,64,4,1,2,1687,1744,57,0.0009181041968986392,0.0009179228218272328,-1.8137507140636444e-07,30.37108027328006,30.371938323756655,37,1020,33,2390.013671875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,481,16,1,64,4,2,4,1687,1743,56,0.0009181041968986392,0.0009193899459205568,1.2857490219175816e-06,30.37108027328006,30.365002498298878,37,1020,33,2379.734375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,482,16,2,64,8,1,2,1687,1742,55,0.0009181041968986392,0.0009185243397951126,4.2014289647340775e-07,30.37108027328006,30.369093309219704,37,1020,33,2371.4609375,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,482,16,2,64,8,2,4,1687,1742,55,0.0009181041968986392,0.0009185243397951126,4.2014289647340775e-07,30.37108027328006,30.369093309219704,37,1020,33,2371.441162109375,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,483,16,3,64,12,1,2,1687,1740,53,0.0009181041968986392,0.0009202825021930039,2.1783052943646908e-06,30.37108027328006,30.360788353604534,37,1020,33,2354.65234375,314,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,483,16,3,64,12,2,4,1687,1740,53,0.0009181041968986392,0.0009202825021930039,2.1783052943646908e-06,30.37108027328006,30.360788353604534,37,1020,33,2354.599609375,314,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,484,16,4,64,16,1,2,1687,1742,55,0.0009181041968986392,0.0009190461132675409,9.419163689017296e-07,30.37108027328006,30.36662697280695,37,1020,33,2372.35302734375,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,484,16,4,64,16,2,4,1687,1742,55,0.0009181041968986392,0.0009190461132675409,9.419163689017296e-07,30.37108027328006,30.36662697280695,37,1020,33,2372.3291015625,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,485,16,5,64,20,1,2,1687,1742,55,0.0009181041968986392,0.000919184647500515,1.080450601875782e-06,30.37108027328006,30.365972379767456,37,1020,33,2373.40625,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,485,16,5,64,20,2,4,1687,1742,55,0.0009181041968986392,0.000919184647500515,1.080450601875782e-06,30.37108027328006,30.365972379767456,37,1020,33,2373.40185546875,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,486,16,6,64,24,1,2,1687,1742,55,0.0009181041968986392,0.0009189817355945706,8.775386959314346e-07,30.37108027328006,30.36693119962438,37,1020,33,2370.25048828125,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,486,16,6,64,24,2,4,1687,1742,55,0.0009181041968986392,0.0009189817355945706,8.775386959314346e-07,30.37108027328006,30.36693119962438,37,1020,33,2370.24853515625,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,487,16,7,64,28,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2383.59716796875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,487,16,7,64,28,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2383.58740234375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,488,16,8,64,32,1,2,1687,1743,56,0.0009181041968986392,0.0009177791071124375,-3.2508978620171547e-07,30.37108027328006,30.37261833075286,37,1020,33,2378.392578125,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,488,16,8,64,32,2,4,1687,1743,56,0.0009181041968986392,0.0009177791071124375,-3.2508978620171547e-07,30.37108027328006,30.37261833075286,37,1020,33,2378.383056640625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,489,16,9,64,36,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.11572265625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,489,16,9,64,36,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.1123046875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,490,16,10,64,40,1,2,1687,1743,56,0.0009181041968986392,0.0009183701477013528,2.659508027136326e-07,30.37108027328006,30.369822417789475,37,1020,33,2377.86572265625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,490,16,10,64,40,2,4,1687,1743,56,0.0009181041968986392,0.0009183701477013528,2.659508027136326e-07,30.37108027328006,30.369822417789475,37,1020,33,2377.864990234375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,491,16,11,64,44,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.16943359375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,491,16,11,64,44,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.166015625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,492,16,12,64,48,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.7294921875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,492,16,12,64,48,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.728759765625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,493,16,13,64,52,1,2,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.464599609375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,493,16,13,64,52,2,4,1687,1744,57,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,37,1020,33,2384.46044921875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,494,16,14,64,56,1,2,1687,1742,55,0.0009181041968986392,0.0009171799174509943,-9.24279447644949e-07,30.37108027328006,30.375454631393303,36,1020,31,2379.221435546875,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,494,16,14,64,56,2,4,1687,1742,55,0.0009181041968986392,0.0009171799174509943,-9.24279447644949e-07,30.37108027328006,30.375454631393303,36,1020,31,2379.21875,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,495,16,15,64,60,1,2,1687,1741,54,0.0009181041968986392,0.0009177026804536581,-4.015164449810982e-07,30.37108027328006,30.372979997933896,36,1020,31,2372.30908203125,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,495,16,15,64,60,2,4,1687,1741,54,0.0009181041968986392,0.0009177026804536581,-4.015164449810982e-07,30.37108027328006,30.372979997933896,36,1020,31,2372.259765625,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,496,16,16,64,64,1,2,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2383.160400390625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,496,16,16,64,64,2,4,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2383.14111328125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,497,16,17,64,68,1,2,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2383.67431640625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,497,16,17,64,68,2,4,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2383.658203125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,498,16,18,64,72,1,2,1687,1742,55,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2382.1875,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,498,16,18,64,72,2,4,1687,1742,55,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2382.13720703125,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,499,16,19,64,76,1,2,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2383.572021484375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,499,16,19,64,76,2,4,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2383.564208984375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,500,16,20,64,80,1,2,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2384.94189453125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,500,16,20,64,80,2,4,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2384.94189453125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,501,16,21,64,84,1,2,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2384.54150390625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,501,16,21,64,84,2,4,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,31,2384.541015625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,502,16,22,64,88,1,2,1687,1742,55,0.0009181041968986392,0.0009180743945762515,-2.9802322387695312e-08,30.37108027328006,30.371221250679778,36,1020,29,2379.4521484375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,502,16,22,64,88,2,4,1687,1742,55,0.0009181041968986392,0.0009180743945762515,-2.9802322387695312e-08,30.37108027328006,30.371221250679778,36,1020,29,2379.4501953125,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,503,16,23,64,92,1,2,1687,1742,55,0.0009181041968986392,0.0009188008261844516,6.966292858123779e-07,30.37108027328006,30.367786229598295,36,1020,29,2379.9892578125,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,503,16,23,64,92,2,4,1687,1742,55,0.0009181041968986392,0.0009188008261844516,6.966292858123779e-07,30.37108027328006,30.367786229598295,36,1020,29,2379.97998046875,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,504,16,24,64,96,1,2,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,29,2383.813232421875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,504,16,24,64,96,2,4,1687,1743,56,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,29,2383.806640625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,505,16,25,64,100,1,2,1687,1740,53,0.0009181041968986392,0.0009198569459840655,1.7527490854263306e-06,30.37108027328006,30.36279707872327,36,1020,29,2368.621826171875,315,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,505,16,25,64,100,2,4,1687,1740,53,0.0009181041968986392,0.0009163368376903236,-1.7673592083156109e-06,30.37108027328006,30.379448539958812,36,1020,29,2360.88232421875,315,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,506,16,26,64,104,1,2,1687,1740,53,0.0009181041968986392,0.0009172607678920031,-8.434290066361427e-07,30.37108027328006,30.375071812796953,36,1020,27,2366.31396484375,315,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,506,16,26,64,104,2,4,1687,1740,53,0.0009181041968986392,0.0009172607678920031,-8.434290066361427e-07,30.37108027328006,30.375071812796953,36,1020,27,2366.287353515625,315,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,507,16,27,64,108,1,2,1687,1740,53,0.0009181041968986392,0.0009187273099087179,6.231130100786686e-07,30.37108027328006,30.36813373679855,36,1020,27,2366.7041015625,315,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,507,16,27,64,108,2,4,1687,1740,53,0.0009181041968986392,0.0009187273099087179,6.231130100786686e-07,30.37108027328006,30.36813373679855,36,1020,27,2366.677734375,315,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,508,16,28,64,112,1,2,1687,1742,55,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,25,2381.5146484375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,508,16,28,64,112,2,4,1687,1742,55,0.0009181041968986392,0.0009180608903989196,-4.330649971961975e-08,30.37108027328006,30.37128513257068,36,1020,25,2381.43115234375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,509,16,29,64,116,1,2,1687,1741,54,0.0009181041968986392,0.0009191167773678899,1.012580469250679e-06,30.37108027328006,30.36629306302103,35,1020,22,2379.431884765625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,3,1x64x68x120,509,16,29,64,116,2,4,1687,1741,54,0.0009181041968986392,0.0009191167773678899,1.012580469250679e-06,30.37108027328006,30.36629306302103,35,1020,22,2379.40087890625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,0,0,0,0,0,1,2,1651,1705,54,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,35,1020,22,2382.1630859375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,0,0,0,0,0,2,4,1651,1705,54,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,35,1020,22,2382.152099609375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,1,0,1,0,4,1,2,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,25,2382.82958984375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,1,0,1,0,4,2,4,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,25,2382.82763671875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,2,0,2,0,8,1,2,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,27,2383.500732421875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,2,0,2,0,8,2,4,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,27,2383.5,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,3,0,3,0,12,1,2,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,27,2383.130859375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,3,0,3,0,12,2,4,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,27,2383.12939453125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,4,0,4,0,16,1,2,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,29,2383.17626953125,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,4,0,4,0,16,2,4,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,29,2383.1748046875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,5,0,5,0,20,1,2,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,29,2383.456787109375,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,5,0,5,0,20,2,4,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,29,2383.45654296875,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,6,0,6,0,24,1,2,1651,1706,55,0.0009223408997058868,0.0009227003902196884,3.594905138015747e-07,30.351085328533365,30.349392957210636,36,1020,29,2376.72509765625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,6,0,6,0,24,2,4,1651,1706,55,0.0009223408997058868,0.0009227003902196884,3.594905138015747e-07,30.351085328533365,30.349392957210636,36,1020,29,2376.724609375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,7,0,7,0,28,1,2,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,29,2382.978515625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,7,0,7,0,28,2,4,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,29,2382.9775390625,318,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,8,0,8,0,32,1,2,1651,1706,55,0.0009223408997058868,0.0009227526606991887,4.1176099330186844e-07,30.351085328533365,30.349146938697096,36,1020,31,2378.79833984375,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,8,0,8,0,32,2,4,1651,1706,55,0.0009223408997058868,0.0009227526606991887,4.1176099330186844e-07,30.351085328533365,30.349146938697096,36,1020,31,2378.791015625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,9,0,9,0,36,1,2,1651,1706,55,0.0009223408997058868,0.0009225166868418455,1.7578713595867157e-07,30.351085328533365,30.3502576940978,36,1020,31,2377.845947265625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,9,0,9,0,36,2,4,1651,1706,55,0.0009223408997058868,0.0009225166868418455,1.7578713595867157e-07,30.351085328533365,30.3502576940978,36,1020,31,2377.837890625,317,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,10,0,10,0,40,1,2,1651,1705,54,0.0009223408997058868,0.0009220867650583386,-2.541346475481987e-07,30.351085328533365,30.35228211470067,36,1020,31,2366.72119140625,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,10,0,10,0,40,2,4,1651,1705,54,0.0009223408997058868,0.0009220867650583386,-2.541346475481987e-07,30.351085328533365,30.35228211470067,36,1020,31,2366.703857421875,316,False,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,4,1x64x68x120,11,0,11,0,44,1,2,1651,1707,56,0.0009223408997058868,0.0009226512629538774,3.103632479906082e-07,30.351085328533365,30.349624194443074,36,1020,31,2383.6806640625,318,False,
