branch,step,global_step,position,qp,R_est_bpp,LPIPS,DISTS,proxy_L1,PSNR,MS_SSIM,frame_objective
clip8,4,20004,7,3,0.00024795872741378844,0.05957775563001633,0.12346851825714111,0.10080586373806,28.687627995068357,0.943706750869751,0.18834471702575684
clip8,5,20005,1,0,0.006068750750273466,0.15452691912651062,0.19192534685134888,0.07164482027292252,30.252471794705826,0.8903709650039673,0.45217499136924744
clip8,5,20005,2,0,0.002765910467132926,0.1533259004354477,0.18540430068969727,0.07167410105466843,32.02331803512897,0.8913178443908691,0.3873049020767212
clip8,5,20005,3,0,0.0007411157712340355,0.165801540017128,0.18708163499832153,0.0718674287199974,31.565401240986176,0.8761739730834961,0.36642521619796753
clip8,5,20005,4,0,0.0006822303403168917,0.16819678246974945,0.19307667016983032,0.07157769799232483,31.80839699687286,0.8838341236114502,0.37379372119903564
clip8,5,20005,5,0,0.002308159600943327,0.15776941180229187,0.19244849681854248,0.0717090517282486,32.37310750894804,0.8960468173027039,0.390872597694397
clip8,5,20005,6,0,0.0014913207851350307,0.14144282042980194,0.1809934377670288,0.07177741080522537,32.926208623580834,0.9096375703811646,0.3489580452442169
clip8,5,20005,7,0,0.0008464279817417264,0.14736245572566986,0.17963379621505737,0.07172182947397232,32.97373797404285,0.9102925062179565,0.3423590362071991
clip8,6,20006,1,1,0.012353814207017422,0.11269822716712952,0.14427858591079712,0.07725650072097778,30.405972078467105,0.93170565366745,0.47150471806526184
clip8,6,20006,2,1,0.00322317355312407,0.10745029151439667,0.13632869720458984,0.07744155824184418,30.582182347229754,0.9369912147521973,0.3003232777118683
clip8,6,20006,3,1,0.00034438681905157864,0.09850746393203735,0.13910651206970215,0.0771997720003128,30.42089421684849,0.9352208971977234,0.2443448305130005
clip8,6,20006,4,1,0.00040726817678660154,0.0997784286737442,0.14394783973693848,0.07725786417722702,30.33454642387914,0.9316539764404297,0.2515456974506378
clip8,6,20006,5,1,0.0026563452556729317,0.08513132482767105,0.14592427015304565,0.07723049074411392,31.093278994371385,0.9396219253540039,0.27779003977775574
clip8,6,20006,6,1,0.0014294477878138423,0.0904524028301239,0.14634329080581665,0.07739357650279999,30.935490704914983,0.9408032298088074,0.26230305433273315
clip8,6,20006,7,1,0.0005211406969465315,0.08536237478256226,0.14525353908538818,0.07723364233970642,31.018453295905136,0.9432682991027832,0.24040544033050537
clip8,7,20007,1,3,0.021383162587881088,0.15841840207576752,0.14715337753295898,0.057755377143621445,24.713794361398634,0.7981880903244019,0.6761375665664673
clip8,7,20007,2,3,0.002097115619108081,0.1571163386106491,0.14901888370513916,0.05783654376864433,24.922574348026103,0.8028043508529663,0.34299954771995544
clip8,7,20007,3,3,0.00014577116235159338,0.15853306651115417,0.14905333518981934,0.057737797498703,24.921630863812098,0.8009706735610962,0.31068605184555054
clip8,7,20007,4,3,0.00027223516372032464,0.16292330622673035,0.14747965335845947,0.05779372155666351,24.84603201516316,0.8020930290222168,0.3156913220882416
clip8,7,20007,5,3,0.0035627325996756554,0.1636297106742859,0.14382416009902954,0.05755428224802017,24.89816291462834,0.8045470118522644,0.36967459321022034
clip8,7,20007,6,3,0.0002578785642981529,0.16351909935474396,0.1447315812110901,0.05771009251475334,24.86902745444107,0.8044456839561462,0.3132897615432739
clip8,7,20007,7,3,0.0003442515735514462,0.16356900334358215,0.14488261938095093,0.05765993520617485,24.90827825308667,0.8056464195251465,0.3149847090244293
clip8,8,20008,1,1,0.008503781631588936,0.2340167760848999,0.25915443897247314,0.04817090928554535,22.003759332565007,0.5133007764816284,0.6407920122146606
clip8,8,20008,2,1,0.0012053258251398802,0.22712256014347076,0.268551766872406,0.0479641854763031,22.197195945550487,0.5070308446884155,0.517009437084198
clip8,8,20008,3,1,0.00017588741320651025,0.24057620763778687,0.2575996518135071,0.04866310581564903,21.91300067463622,0.49698156118392944,0.5017058253288269
clip8,8,20008,4,1,0.0001658267865423113,0.22866979241371155,0.26638180017471313,0.04816140979528427,22.003230049670268,0.4912724494934082,0.49840247631073
clip8,8,20008,5,1,0.001196576515212655,0.2490020990371704,0.2674841284751892,0.04839272052049637,21.945642639203044,0.5026940703392029,0.5376742482185364
clip8,8,20008,6,1,0.00023068892187438905,0.22732014954090118,0.2649989128112793,0.048189789056777954,21.98302191383832,0.5030676126480103,0.4967925250530243
clip8,8,20008,7,1,9.568313544150442e-05,0.25000834465026855,0.2626435160636902,0.048677168786525726,21.823645641947014,0.49545377492904663,0.5147942304611206
clip8,9,20009,1,1,0.003008082741871476,0.06441499292850494,0.16183173656463623,0.07790492475032806,37.46960886261943,0.9693198204040527,0.2790739834308624
clip8,9,20009,2,1,0.0006107871886342764,0.06273282319307327,0.15857118368148804,0.07806327939033508,37.945022052759505,0.9718550443649292,0.232652947306633
clip8,9,20009,3,1,0.0004857606836594641,0.06384283304214478,0.1564474105834961,0.07801616191864014,36.557564636024125,0.9705912470817566,0.22947542369365692
clip8,9,20009,4,1,0.00020803799270652235,0.0627838671207428,0.16300785541534424,0.07812744379043579,37.44343273041553,0.9706730246543884,0.23017261922359467
clip8,9,20009,5,1,0.0004297290288377553,0.0709603875875473,0.17083346843719482,0.07799851149320602,37.19663299377546,0.9704879522323608,0.25000932812690735
clip8,9,20009,6,1,0.0005307279643602669,0.06685853749513626,0.17262446880340576,0.07808205485343933,36.77840149151006,0.9705116152763367,0.24944688379764557
clip8,9,20009,7,1,0.00010384763299953192,0.06877950578927994,0.17490315437316895,0.07801458984613419,36.15720698440838,0.9698604941368103,0.2462596595287323
clip8,10,20010,1,3,0.01424705795943737,0.1028849333524704,0.12543058395385742,0.0647917240858078,26.420904079369393,0.8377472162246704,0.4754771590232849
clip8,10,20010,2,3,0.0029836734756827354,0.09983497858047485,0.12129676342010498,0.06483270227909088,26.722584408896722,0.8422908186912537,0.27340590953826904
clip8,10,20010,3,3,0.00036260223714634776,0.09879113733768463,0.12820637226104736,0.06479718536138535,26.43714824323161,0.8405126929283142,0.23391951620578766
clip8,10,20010,4,3,0.00022391202219296247,0.09928213059902191,0.12801820039749146,0.06496591866016388,26.63164805739492,0.84218829870224,0.23182429373264313
clip8,10,20010,5,3,0.0021694747265428305,0.09521155059337616,0.128861665725708,0.06493188440799713,26.760257493235176,0.8449094295501709,0.2622604966163635
clip8,10,20010,6,3,0.00033913139486685395,0.09453698992729187,0.1298334002494812,0.06498663872480392,26.74631583373668,0.8461858034133911,0.23088817298412323
clip8,10,20010,7,3,0.0003121899499092251,0.09340277314186096,0.13017374277114868,0.06487131118774414,26.592474896719462,0.8447005152702332,0.22962698340415955
clip8,11,20011,1,2,0.00808747112751007,0.20512518286705017,0.16445916891098022,0.09861443936824799,19.24975072284789,0.6269856691360474,0.510506272315979
clip8,11,20011,2,2,0.006721257232129574,0.2156771570444107,0.19231927394866943,0.10049991309642792,19.573745578052982,0.6582279801368713,0.5252978801727295
clip8,11,20011,3,2,0.0058871363289654255,0.24153658747673035,0.19329595565795898,0.10313477367162704,19.30864757220386,0.637611448764801,0.5377277135848999
clip8,11,20011,4,2,0.004807491786777973,0.26408740878105164,0.20092177391052246,0.10477633774280548,19.085165992903114,0.616806149482727,0.5492399334907532
clip8,11,20011,5,2,0.008885460905730724,0.2576372027397156,0.1968960165977478,0.10584085434675217,19.816538128942447,0.6619580984115601,0.6093348264694214
clip8,11,20011,6,2,0.005694245453923941,0.2842300534248352,0.20760560035705566,0.10551928728818893,19.814081728677245,0.6743297576904297,0.591417133808136
clip8,11,20011,7,2,0.008366760797798634,0.28639787435531616,0.21597516536712646,0.10451334714889526,20.654492384719354,0.707079291343689,0.6481863856315613
clip8,12,20012,1,0,0.007853228598833084,0.1124829575419426,0.1713632345199585,0.05425409972667694,23.190976163192563,0.8642617464065552,0.42027145624160767
clip8,12,20012,2,0,0.0029863198287785053,0.12784096598625183,0.17012274265289307,0.05409189313650131,22.748145086402577,0.8471493721008301,0.35017627477645874
clip8,12,20012,3,0,0.0014423382235690951,0.12595196068286896,0.17141830921173096,0.05393249914050102,22.633971522262986,0.8415567278862,0.3228660523891449
clip8,12,20012,4,0,0.0013863776111975312,0.14018544554710388,0.18032383918762207,0.0534851998090744,21.840239359977033,0.8266729116439819,0.34503233432769775
clip8,12,20012,5,0,0.006634432822465897,0.1342947632074356,0.16367506980895996,0.052958883345127106,22.45097729589904,0.8440527319908142,0.4132935404777527
clip8,12,20012,6,0,0.0036953072994947433,0.1318012773990631,0.1631034016609192,0.05223023146390915,22.65060387251492,0.8577297925949097,0.3593660891056061
clip8,12,20012,7,0,0.002870724769309163,0.12916299700737,0.16273564100265503,0.05133778974413872,22.847963714019656,0.8556166887283325,0.34208354353904724
clip8,13,20013,1,0,0.0028823206666857004,0.050616443157196045,0.14703094959259033,0.06290219724178314,35.61224361026313,0.9771380424499512,0.248148575425148
clip8,13,20013,2,0,0.0017782036447897553,0.05187659338116646,0.15753018856048584,0.06274957954883575,34.159880612571115,0.9832863211631775,0.24080215394496918
clip8,13,20013,3,0,0.0007864224608056247,0.0590762197971344,0.14323925971984863,0.06254109740257263,37.501765953005275,0.9816575050354004,0.21654818952083588
clip8,13,20013,4,0,0.0009773224592208862,0.06818030774593353,0.16791123151779175,0.06255114823579788,33.837719331659,0.9791407585144043,0.2536274492740631
clip8,13,20013,5,0,0.0010383561020717025,0.07284095883369446,0.21020174026489258,0.06251774728298187,36.34526387556269,0.9826666712760925,0.3016343116760254
clip8,13,20013,6,0,0.0015097553841769695,0.08314155042171478,0.1958622932434082,0.06242680549621582,33.458978730906026,0.980129599571228,0.30575108528137207
clip8,13,20013,7,0,0.001219515921548009,0.06901972740888596,0.18257057666778564,0.06190600246191025,35.055290592838034,0.9772268533706665,0.2733103930950165
clip8,14,20014,1,0,0.008910069242119789,0.15079692006111145,0.17256200313568115,0.06324499845504761,30.87514312281181,0.8766483068466187,0.47816038131713867
clip8,14,20014,2,0,0.0016255136579275131,0.14555306732654572,0.16372895240783691,0.06345364451408386,31.203409942870724,0.8812621831893921,0.3380424678325653
clip8,14,20014,3,0,0.00011438277579145506,0.15179681777954102,0.16415947675704956,0.06334501504898071,31.0886278469222,0.8799630999565125,0.3185688853263855
clip8,14,20014,4,0,0.0007770966622047126,0.14784838259220123,0.16774356365203857,0.06341912597417831,30.470118673312868,0.8783961534500122,0.32967206835746765
clip8,14,20014,5,0,0.00155732745770365,0.1437758058309555,0.16388672590255737,0.06318159401416779,31.29468692776709,0.8759853839874268,0.3352404534816742
clip8,14,20014,6,0,0.0005944560398347676,0.14564698934555054,0.1661825180053711,0.06338468194007874,30.813142918098944,0.8751339912414551,0.3227490782737732
clip8,14,20014,7,0,0.00012674003664869815,0.15074771642684937,0.16215145587921143,0.06332189589738846,30.97910718186336,0.8763896822929382,0.31572532653808594
clip8,15,20015,1,2,0.0036156943533569574,0.03909647464752197,0.09567517042160034,0.05014677345752716,35.292580575685086,0.9819086790084839,0.19783468544483185
clip8,15,20015,2,2,0.0015924725448712707,0.03905213624238968,0.08563238382339478,0.04794041067361832,35.47677356972954,0.9835971593856812,0.15271812677383423
clip8,15,20015,3,2,0.00044643241562880576,0.04649031534790993,0.10485249757766724,0.045961894094944,38.3074201232767,0.9831311106681824,0.15952695906162262
clip8,15,20015,4,2,0.0007272806251421571,0.05293566361069679,0.12040340900421143,0.044155821204185486,40.69243300208693,0.984268844127655,0.18636459112167358
clip8,15,20015,5,2,0.001653530402109027,0.06534317135810852,0.15114563703536987,0.04258079081773758,40.17646272663051,0.980633020401001,0.2455252856016159
clip8,15,20015,6,2,0.0016990533331409097,0.06740812957286835,0.1461409330368042,0.041030339896678925,39.926315599532785,0.9791480302810669,0.24335771799087524
clip8,15,20015,7,2,0.0011621930170804262,0.09454863518476486,0.19104957580566406,0.039728377014398575,39.23566924129914,0.9728434085845947,0.3061046898365021
clip8,16,20016,1,2,0.02125060372054577,0.1424906700849533,0.17327457666397095,0.06976781785488129,21.035748380910032,0.7961565256118774,0.6841574907302856
clip8,16,20016,2,2,0.002486998215317726,0.14660127460956573,0.17218458652496338,0.06973008811473846,20.94217720188142,0.7971557378768921,0.3625151515007019
clip8,16,20016,3,2,0.00045106085599400103,0.1405642330646515,0.17592984437942505,0.06951438635587692,20.726319237444535,0.7994477152824402,0.3249938189983368
clip8,16,20016,4,2,0.0005350648425519466,0.14136090874671936,0.18162381649017334,0.06982842832803726,20.66515769240607,0.7988242506980896,0.3329411447048187
clip8,16,20016,5,2,0.00644299341365695,0.14077596366405487,0.1771342158317566,0.06945022195577621,20.971632127444366,0.8146384954452515,0.4300864338874817
clip8,16,20016,6,2,0.001410964410752058,0.13956527411937714,0.18271398544311523,0.06955598294734955,20.993432516890227,0.8120296001434326,0.34738844633102417
clip8,16,20016,7,2,0.0004078976926393807,0.14918634295463562,0.1854933500289917,0.06973373144865036,20.989622011415342,0.814541220664978,0.3424347937107086
clip8,17,20017,1,3,0.01589386537671089,0.11904634535312653,0.15353596210479736,0.04897729307413101,25.98080484586658,0.8631700277328491,0.5480801463127136
clip8,17,20017,2,3,0.0027325269766151905,0.11791202425956726,0.15695780515670776,0.048883117735385895,25.900886724958887,0.8611223101615906,0.32263895869255066
clip8,17,20017,3,3,0.0002712547138798982,0.1159406378865242,0.15484273433685303,0.04892246425151825,25.99081781924076,0.8648339509963989,0.2759660482406616
clip8,17,20017,4,3,0.00020885617414023727,0.1165241003036499,0.1594293713569641,0.048872388899326324,25.79869734246579,0.8628827929496765,0.2800559997558594
clip8,17,20017,5,3,0.005428879987448454,0.11193455755710602,0.15890157222747803,0.04893366992473602,26.094390041296176,0.8734855651855469,0.36526015400886536
clip8,17,20017,6,3,0.0007745479233562946,0.11319300532341003,0.15999138355255127,0.048783183097839355,26.159748398974653,0.8729954957962036,0.2870740592479706
clip8,17,20017,7,3,0.0002341467043152079,0.11334408819675446,0.15764039754867554,0.048793599009513855,26.222854870613105,0.8722707629203796,0.2755237817764282
clip8,18,20018,1,2,0.00848500244319439,0.07708907872438431,0.13405632972717285,0.06110551208257675,34.074994429070784,0.9355744123458862,0.3585706353187561
clip8,18,20018,2,2,0.0025885403156280518,0.06683134287595749,0.13463973999023438,0.061886705458164215,34.88622245118768,0.9443475604057312,0.24687890708446503
clip8,18,20018,3,2,0.0011558557162061334,0.07139477133750916,0.14169293642044067,0.06210443377494812,34.84450367663877,0.9447656869888306,0.23370827734470367
clip8,18,20018,4,2,0.0008979894919320941,0.06604478508234024,0.13923251628875732,0.06254501640796661,35.326179684470446,0.9500882029533386,0.22144044935703278
clip8,18,20018,5,2,0.003882225137203932,0.07413534820079803,0.13427263498306274,0.0625193640589714,34.55383612927334,0.9515902996063232,0.27620646357536316
clip8,18,20018,6,2,0.0016958123305812478,0.06667818874120712,0.12755310535430908,0.06289558112621307,34.527365389254776,0.9492937922477722,0.22420252859592438
clip8,18,20018,7,2,0.0019261949928477407,0.06673301011323929,0.11948633193969727,0.0627211481332779,35.10584552418847,0.954182505607605,0.22017507255077362
clip8,19,20019,1,2,0.005003124941140413,0.05539675056934357,0.11517447233200073,0.04506576061248779,34.70241880823446,0.9659654498100281,0.2575898766517639
clip8,19,20019,2,2,0.00408313050866127,0.05372626334428787,0.12830346822738647,0.04234487935900688,35.34540651030193,0.9665112495422363,0.25310268998146057
clip8,19,20019,3,2,0.0017015250632539392,0.04764119163155556,0.12096720933914185,0.04235202074050903,35.27006156251946,0.9725598692893982,0.1984730362892151
clip8,19,20019,4,2,0.00373025331646204,0.0783182829618454,0.1389404535293579,0.04258696362376213,32.601216578046085,0.9552392959594727,0.28222838044166565
clip8,19,20019,5,2,0.0035408856347203255,0.07889892905950546,0.15375405550003052,0.04224910959601402,33.208329320335324,0.9581195712089539,0.29434263706207275
clip8,19,20019,6,2,0.003838410833850503,0.07423005998134613,0.14099854230880737,0.04216575622558594,34.65219664609354,0.9620038866996765,0.28206542134284973
clip8,19,20019,7,2,0.0014998463448137045,0.07519157975912094,0.13049548864364624,0.04199395701289177,34.39386515053855,0.962910532951355,0.2320585399866104
clip8,20,20020,1,0,0.011804655194282532,0.10108354687690735,0.1809682846069336,0.050358325242996216,30.92998002691578,0.9215360879898071,0.48680877685546875
clip8,20,20020,2,0,0.002525550313293934,0.10475227236747742,0.1912693977355957,0.05022992193698883,31.04644940648388,0.9183225631713867,0.3402230143547058
clip8,20,20020,3,0,0.0002618868020363152,0.10873902589082718,0.19231563806533813,0.050271227955818176,31.025906419311895,0.916627824306488,0.30608874559402466
clip8,20,20020,4,0,0.0005044868448749185,0.11260382831096649,0.20231974124908447,0.05032572150230408,30.964716815916713,0.9152018427848816,0.32415589690208435
clip8,20,20020,5,0,0.0022038458846509457,0.11178982257843018,0.19279569387435913,0.0503031462430954,31.243339011635403,0.9164162874221802,0.3432212173938751
clip8,20,20020,6,0,0.0012928822543472052,0.11388711631298065,0.19522929191589355,0.05034617707133293,30.945699498101533,0.913336455821991,0.3319903314113617
clip8,20,20020,7,0,0.00047638642718084157,0.11171354353427887,0.1902627944946289,0.050192221999168396,31.10209544975557,0.9159926176071167,0.3107210695743561
clip8,21,20021,1,2,0.02110886014997959,0.24934837222099304,0.20032894611358643,0.08209794759750366,18.803420232324136,0.6292722225189209,0.8157403469085693
clip8,21,20021,2,2,0.0019432897679507732,0.2470615804195404,0.1929224729537964,0.08234980702400208,18.84056520219006,0.6285357475280762,0.4744318723678589
clip8,21,20021,3,2,0.00012259455979801714,0.24775004386901855,0.1873767375946045,0.08213537931442261,18.719741556259798,0.6163084506988525,0.4380693733692169
clip8,21,20021,4,2,0.00025673065101727843,0.24593427777290344,0.19000685214996338,0.08252103626728058,18.716136153087977,0.6095647811889648,0.44120848178863525
clip8,21,20021,5,2,0.0041785514913499355,0.2454812228679657,0.18476414680480957,0.08234652876853943,18.715119654274606,0.6058989763259888,0.5033693909645081
clip8,21,20021,6,2,0.00041978631634265184,0.24759432673454285,0.17827320098876953,0.08269219100475311,18.563018183518583,0.5910281538963318,0.43395793437957764
clip8,21,20021,7,2,0.00013662848505191505,0.26105955243110657,0.17846941947937012,0.08244562149047852,18.306309170448166,0.5657641291618347,0.44271746277809143
clip8,22,20022,1,1,0.013199440203607082,0.11968845129013062,0.15208697319030762,0.05591392144560814,25.785876886221693,0.8829761743545532,0.5007216334342957
clip8,22,20022,2,1,0.004040309693664312,0.10837573558092117,0.14855486154556274,0.05595151707530022,25.871036928200102,0.884260356426239,0.3273986876010895
clip8,22,20022,3,1,0.0015196132007986307,0.11825618147850037,0.1489296555519104,0.056113630533218384,25.314533651074708,0.8656833171844482,0.2940405309200287
clip8,22,20022,4,1,0.0016594317276030779,0.13404349982738495,0.15432226657867432,0.056275419890880585,25.165372963376704,0.8556279540061951,0.31764131784439087
clip8,22,20022,5,1,0.007686165627092123,0.12205196171998978,0.158835768699646,0.056270748376846313,26.359300592527035,0.877612829208374,0.4144424498081207
clip8,22,20022,6,1,0.0036980833392590284,0.13023307919502258,0.15596574544906616,0.05630087852478027,26.61373667825113,0.8797734975814819,0.3507489562034607
clip8,22,20022,7,1,0.003432841971516609,0.14436446130275726,0.16693603992462158,0.05614406615495682,26.366841381227296,0.8703166246414185,0.3712596893310547
clip8,23,20023,1,3,0.004520823713392019,0.03035716339945793,0.08602732419967651,0.05115167796611786,37.08550887850633,0.9836384057998657,0.19511882960796356
clip8,23,20023,2,3,0.0022118559572845697,0.030775094404816628,0.08750629425048828,0.050932250916957855,36.566522188476,0.9833402037620544,0.15706196427345276
clip8,23,20023,3,3,0.0002907734888140112,0.02864309586584568,0.08308500051498413,0.05087410658597946,36.67851716529286,0.9839752912521362,0.11726802587509155
clip8,23,20023,4,3,0.00034031583345495164,0.030271105468273163,0.08789920806884766,0.0507434718310833,37.44768288155063,0.9838547110557556,0.12456616014242172
clip8,23,20023,5,3,0.0010724945459514856,0.027409864589571953,0.08533477783203125,0.0507441982626915,38.093584109068686,0.9841285943984985,0.13180923461914062
clip8,23,20023,6,3,0.001125372014939785,0.026683611795306206,0.08087468147277832,0.05059721693396568,38.25629217832487,0.9850529432296753,0.1275363266468048
clip8,23,20023,7,3,0.00025959243066608906,0.027829069644212723,0.08301830291748047,0.05047658085823059,37.56721086087228,0.9840940833091736,0.11584381014108658
clip8,24,20024,1,0,0.006476044654846191,0.1525801420211792,0.23277854919433594,0.07216894626617432,21.554912230529162,0.8684424757957458,0.49813395738601685
clip8,24,20024,2,0,0.001429304713383317,0.16529425978660583,0.23226022720336914,0.07308344542980194,21.652504370364877,0.8741077184677124,0.4230162799358368
clip8,24,20024,3,0,0.00023992201022338122,0.16308067739009857,0.22847598791122437,0.07323238253593445,21.57663693389508,0.8735765218734741,0.396440327167511
clip8,24,20024,4,0,0.00042433658381924033,0.15547704696655273,0.22487318515777588,0.07312696427106857,21.572086190579995,0.8727972507476807,0.3884236812591553
clip8,24,20024,5,0,0.001284720259718597,0.15213343501091003,0.21683138608932495,0.07328815758228302,21.7286342215713,0.880602240562439,0.39192691445350647
clip8,24,20024,6,0,0.0005296810413710773,0.1535176783800125,0.2153778076171875,0.07310210168361664,21.82709705694379,0.8809934854507446,0.3787914514541626
clip8,24,20024,7,0,0.00012318346125539392,0.15592369437217712,0.2187320590019226,0.07325001060962677,21.81616539997809,0.8799179792404175,0.3775196671485901
clip8,25,20025,1,2,0.017069773748517036,0.13800892233848572,0.24438434839248657,0.0683290958404541,22.66999725536423,0.7583619356155396,0.6784311532974243
clip8,25,20025,2,2,0.002587465336546302,0.13791292905807495,0.23497718572616577,0.06819070875644684,22.399926393907982,0.7456384897232056,0.41834238171577454
clip8,25,20025,3,2,0.0006952991243451834,0.1259593367576599,0.2325727939605713,0.06799596548080444,22.111719246281094,0.7262248396873474,0.3712427020072937
clip8,25,20025,4,2,0.00026503161643631756,0.1326221227645874,0.23528915643692017,0.06777143478393555,22.13320817324409,0.7377573847770691,0.3731747567653656
clip8,25,20025,5,2,0.002920770552009344,0.13880552351474762,0.23642319440841675,0.06759008765220642,22.340484328628236,0.7628211379051208,0.42644205689430237
clip8,25,20025,6,2,0.0013528011040762067,0.13655833899974823,0.23478633165359497,0.06738252937793732,22.106921030257006,0.734444797039032,0.3954257369041443
clip8,25,20025,7,2,0.00037742286804132164,0.13849125802516937,0.24087119102478027,0.06719352304935455,22.220118782983317,0.719502329826355,0.38656485080718994
clip8,26,20026,1,0,0.014768432825803757,0.28131502866744995,0.21346282958984375,0.06841225177049637,21.2448565471853,0.5523065328598022,0.7509969472885132
clip8,26,20026,2,0,0.001133512007072568,0.28510379791259766,0.2244710922241211,0.06912488490343094,21.026433420120174,0.54384446144104,0.5298790335655212
clip8,26,20026,3,0,0.00025506073143333197,0.280699223279953,0.21679216623306274,0.06852996349334717,21.224149850823135,0.5514375567436218,0.5025899410247803
clip8,26,20026,4,0,0.00011397295020287856,0.2806128263473511,0.21232855319976807,0.0687030553817749,21.126952733458978,0.5430970788002014,0.49560046195983887
clip8,26,20026,5,0,0.001539307413622737,0.28064677119255066,0.22108030319213867,0.06854398548603058,21.170848788382656,0.5539478659629822,0.5290468335151672
clip8,26,20026,6,0,0.000178342976141721,0.2847974896430969,0.2282300591468811,0.0688827857375145,21.028047477751652,0.5410349369049072,0.5168022513389587
clip8,26,20026,7,0,0.00019062675710301846,0.27987903356552124,0.23342913389205933,0.06823065131902695,21.106044520016994,0.539034903049469,0.517288863658905
clip8,27,20027,1,2,0.01546678226441145,0.16898095607757568,0.16816604137420654,0.04493580386042595,27.37328782371482,0.8569109439849854,0.6052147150039673
clip8,27,20027,2,2,0.0048639425076544285,0.16937150061130524,0.1743917465209961,0.045021459460258484,27.340724527169783,0.85699462890625,0.42837318778038025
