branch,step,global_step,beta,qp,optimized_P_frames,num_p_frames,video,start,crop_x,crop_y,width,height,clip_length,first_frame_index,last_frame_index,consecutive_frames,raw_decoded_frames,rejected_sample_attempts,loss,LPIPS,DISTS,R_est_bpp,proxy_L1,PSNR,MS_SSIM,wrapper_gradient_norm,bridge_gradient_norm,generator_gradient_norm,all_finite
clip8,11,20011,17.302782275540444,2,77,7,clips_long_1920/515c5391-97c3-40db-9f90-e44dd0ee7137.mp4,464,1026,632,1920,1080,8,464,471,True,8,0,0.5673872008919716,0.25067020952701574,0.19592470782143728,0.006921403376119477,0.10327127895184926,19.643203158335268,0.6547140564237321,0.7015591989379304,2.63006546741844,1.2154441821107898,True
clip8,12,20012,17.302782275540444,0,84,7,clips_long_1920/63bf7497-ac25-4758-9ec3-e7fcb6d72dd4.mp4,79,478,746,1920,1080,8,79,86,True,8,0,0.36472705751657486,0.12881719533886227,0.16896317686353413,0.003838389879092574,0.053184370909418376,22.62326814489554,0.8481485673359462,0.42238290463936234,0.9014913549257441,0.4362028333086961,True
clip8,13,20013,17.302782275540444,0,91,7,clips_long_1920/cbc1af73-0393-4055-8e42-6da4b4204bf4.mp4,160,1371,586,1920,1080,8,160,167,True,8,0,0.262831749394536,0.0649645429636751,0.17204946279525757,0.0014559852341855212,0.0625135110957282,35.13873467240075,0.9801779644829886,0.43244093620652524,0.8599638869053718,0.5659046147013618,True
clip8,14,20014,17.302782275540444,0,98,7,clips_long_1920/94279ca8-d8c2-4830-b0e5-2911b4a22a22.mp4,21,346,264,1920,1080,8,21,28,True,8,0,0.34830839186906815,0.1480236713375364,0.16577352796282085,0.0019579408388900837,0.0633358508348465,30.960605230521,0.8776826858520509,0.4702443307703769,1.6619216078010888,1.2608366452780355,True
clip8,15,20015,17.302782275540444,2,105,7,clips_long_1920/d328f97a-b929-4c04-b4aa-adcf4663b52d.mp4,212,1644,394,1920,1080,8,212,219,True,8,0,0.21306172758340836,0.057839217994894304,0.12784280095781597,0.0015566652416185076,0.04450634387987001,38.443950691177236,0.9807900360652378,0.2958557292615614,0.43964410138377225,1.0263035417230597,True
clip8,16,20016,17.302782275540444,2,112,7,clips_long_1920/83e8195e-c847-4d45-b83f-cb6952e05b4c.mp4,56,207,555,1920,1080,8,56,63,True,8,0,0.4035024866461754,0.1429349524634225,0.1783363393374852,0.004712226164493976,0.06965437957218716,20.903441309770287,0.8046847922461373,0.34110358134669333,1.428167440760898,0.9199405649866637,True
clip8,17,20017,17.302782275540444,3,119,7,clips_long_1920/5636b9be-7f1f-4650-bd7a-fddba69ec7c0.mp4,660,1420,333,1920,1080,8,660,667,True,8,0,0.3363713212311268,0.1154135369828769,0.15732846089771815,0.0036491539794951677,0.0488808165703501,26.021171434773706,0.867251557963235,0.3151418796142553,1.418522851916447,0.6099065572419099,True
clip8,18,20018,17.302782275540444,2,126,7,clips_long_1920/785179e1-ae06-4a3a-a736-3d55787d80d5.mp4,85,1580,457,1920,1080,8,85,92,True,8,0,0.2544546313583851,0.06984378929649081,0.13299051352909633,0.002947374346799084,0.062253965863159726,34.75984961201203,0.9471203514507839,0.3512703044719892,0.8709962062676982,0.6517780124651285,True
clip8,19,20019,17.302782275540444,2,133,7,clips_long_1920/bf3d5e73-11c7-4a1d-9eda-3d0fa9a8fdb5.mp4,225,1588,54,1920,1080,8,225,232,True,8,0,0.2571229487657547,0.06620043675814356,0.13266195569719585,0.003342453806128885,0.042679778167179654,34.31049922515276,0.9633299793515886,0.3239309959854485,0.9731556440216971,1.2177518774379752,True
clip8,20,20020,17.302782275540444,0,140,7,clips_long_1920/387a85bc-66b9-42cd-9751-97ebdd12394d.mp4,257,1583,801,1920,1080,8,257,264,True,8,0,0.34902988001704216,0.10922416512455257,0.1921658345631191,0.0027242419600952412,0.05028953456452915,31.036883804017258,0.9167762398719788,0.951274577509166,1.5852844074459347,1.4873948948104732,True
clip8,21,20021,17.302782275540444,2,147,7,clips_long_1920/aaa0c089-2127-4b0d-a976-06ff03bfac84.mp4,678,254,262,1920,1080,8,678,685,True,8,0,0.5070707276463509,0.24917562518801006,0.1874488251549857,0.004023777345927166,0.08236978735242571,18.666330021729046,0.6066246373312814,0.43855484218516627,1.104987919097443,0.7250514816374152,True
clip8,22,20022,17.302782275540444,1,154,7,clips_long_1920/ea3e430f-b90d-4f90-ab8c-d81b3ef74fe3.mp4,237,1028,634,1920,1080,8,237,244,True,8,0,0.3680361993610859,0.12528762434210095,0.15509018727711268,0.005033697966220124,0.056138597428798676,25.92524272583981,0.8737501076289585,0.6586391614341938,1.0392824238333547,0.4174389528352819,True
clip8,23,20023,17.302782275540444,3,161,7,clips_long_1920/46ddcbda-b180-426e-b849-c7fbc6b39346.mp4,182,333,28,1920,1080,8,182,189,True,8,0,0.1384577713906765,0.02885271502392633,0.08482079846518381,0.0014030325692147017,0.05078850047928947,37.385045466013096,0.9840120332581658,0.7096471740608453,0.8566802023083803,0.7694020568676506,True
clip8,24,20024,17.302782275540444,0,168,7,clips_long_1920/47e0fa06-5dd5-4631-8de7-af64c5e0569d.mp4,155,1231,113,1920,1080,8,155,162,True,8,0,0.40775035321712494,0.15685813341821944,0.22418988602502005,0.001501027532088171,0.07303600119692938,21.675433771980327,0.8757768103054591,0.6455927195250044,1.5616802543224426,0.8911337138480163,True
clip8,25,20025,17.302782275540444,2,175,7,clips_long_1920/eec0ca5b-1043-450f-808f-29e0ef676ece.mp4,470,153,197,1920,1080,8,470,477,True,8,0,0.43566054105758667,0.13547977592263905,0.23704345737184798,0.0036097949071388163,0.0677790492773056,22.283196458666563,0.7406787020819527,0.34075850069601604,2.026976776437708,0.8009968428917112,True
clip8,26,20026,17.302782275540444,0,182,7,clips_long_1920/5c6273c1-8823-4520-b9e1-a9f2d0aa7b16.mp4,533,1659,539,1920,1080,8,533,540,True,8,0,0.548886351287365,0.28186488151550293,0.22139916249683922,0.002597036523054287,0.06863251115594592,21.132476191105557,0.5463861908231463,0.5513882035877867,3.192839547127764,1.4360743729936591,True
clip8,27,20027,17.302782275540444,2,189,7,clips_long_1920/bb618d64-ff64-474f-8e85-10dedbd529d7.mp4,8,486,294,1920,1080,8,8,15,True,8,0,0.40829435735940933,0.16953659909112112,0.1722451789038522,0.0038180448256233445,0.0449765638581344,27.387679327166314,0.8581785304205758,0.7379711424814225,2.3558450432932085,0.9294022093126187,True
clip8,28,20028,17.302782275540444,0,196,7,clips_long_1920/2cc0232d-2ea7-488b-a6ed-97e5ccb09164.mp4,95,284,200,1920,1080,8,95,102,True,8,0,0.3166644163429737,0.10781220985310419,0.1681422931807382,0.0023117823958663003,0.07096446199076516,25.675407350237567,0.9313497458185469,0.17742225652679972,1.0528210989708826,0.588754247923199,True
clip8,29,20029,17.302782275540444,3,203,7,clips_long_1920/baae74a8-8832-45da-89e0-27293bca2348.mp4,68,772,617,1920,1080,8,68,75,True,8,0,0.4185648150742054,0.1861711974654879,0.14864059856959752,0.0048109997421436545,0.050931534596851895,22.412359964933085,0.7601034300667899,0.3041795562107989,1.4256738313494295,0.6726604085251424,True
clip8,30,20030,17.302782275540444,3,210,7,clips_long_1920/fb63c34e-0c28-4a4d-b8f8-59932b5e7875.mp4,20845,136,107,1920,1080,8,20845,20852,True,8,0,0.3338928744196892,0.10939752736261912,0.17191645928791593,0.00297852218708223,0.10421474490846906,20.45593288697754,0.859144823891776,0.6269899111839914,1.1285052795722366,0.6835379927073875,True
clip8,31,20031,17.302782275540444,1,217,7,clips_long_1920/813d41fe-59d2-404e-ae72-c8b4f5d2c1d2.mp4,90,332,797,1920,1080,8,90,97,True,8,0,0.46215027943253517,0.16831178537436894,0.22410217353275844,0.003990966178077673,0.06814933355365481,28.53635934612326,0.8782055888857161,0.8702615063105976,2.4507388628592834,1.1467770796254706,True
clip8,32,20032,17.302782275540444,1,224,7,clips_long_1920/99ea0de7-bc93-496d-8f63-003b57b73be6.mp4,295,1557,358,1920,1080,8,295,302,True,8,0,0.27325520291924477,0.06351861410907336,0.16876706906727382,0.0023124809210587826,0.0957148979817118,29.793157890338147,0.9456133842468261,1.017546229060605,1.5593645400565004,0.7282857830498373,True
clip8,33,20033,17.302782275540444,0,231,7,clips_long_1920/3d62c7b3-0064-4c81-b1cf-ae8ba840b0bd.mp4,314,896,230,1920,1080,8,314,321,True,8,0,0.5803885757923126,0.2627255575997489,0.23453342914581296,0.0047472083076302496,0.09896532871893474,18.67926897077046,0.689309435231345,0.27623092164863344,1.0762819932746408,0.5331715815272295,True
clip8,34,20034,17.302782275540444,2,238,7,clips_long_1920/b19d2edd-3e68-4cc9-8b4b-71b83e2bb96a.mp4,3046,840,132,1920,1080,8,3046,3053,True,8,0,0.16806022636592388,0.03196484356054238,0.11325252907616752,0.0012495990335342605,0.12213018323693957,37.8791225895455,0.9820154309272766,0.6508890341817002,0.7950625630086834,0.43951794675358263,True
clip8,35,20035,17.302782275540444,2,245,7,clips_long_1920/94279ca8-d8c2-4830-b0e5-2911b4a22a22.mp4,278,1567,148,1920,1080,8,278,285,True,8,0,0.2112262174487114,0.06654526719025204,0.09774116107395718,0.0026810597649143475,0.054998810802187235,34.37632352587843,0.9474549038069588,0.8532994230805653,1.596504557945602,0.8851381062825529,True
clip8,36,20036,17.302782275540444,0,252,7,clips_long_1920/ef4066a4-5e71-4102-977d-5c9e8acc1372.mp4,50,300,12,1920,1080,8,50,57,True,8,0,0.4073573909699917,0.17322675032275062,0.17503259011677333,0.003367959592391604,0.08229649386235645,30.045623352077563,0.888802204813276,0.8457889449967962,1.9562764396106183,1.8601769100977175,True
clip8,37,20037,17.302782275540444,3,259,7,clips_long_1920/13061378-5cf6-4575-bbe6-0e666e46210b.mp4,49,466,743,1920,1080,8,49,56,True,8,0,0.4782305918633938,0.13983369937964849,0.18207264798028128,0.0089993133608784,0.061106174652065554,25.77270368807271,0.8548747726849147,0.5781698000632044,0.7393373188451194,0.4155878974078435,True
clip8,38,20038,17.302782275540444,0,266,7,clips_long_1920/d44d39ae-ccb2-4ea7-ba54-ac6b83aa1ba9.mp4,40,931,698,1920,1080,8,40,47,True,8,0,0.5703614875674248,0.2959145946162088,0.22386335475104197,0.0028903439441429718,0.057252692324774604,19.283035443358973,0.5228417004857744,0.44098913927691635,2.491075845550592,1.298745171971374,True
clip8,39,20039,17.302782275540444,3,273,7,clips_long_1920/7940d0fb-9138-4889-be05-692f36ce917e.mp4,3,160,589,1920,1080,8,3,10,True,8,0,0.42360519990324974,0.17398779945714132,0.18587811504091536,0.0036564992665911893,0.047166725354535234,23.201293104774788,0.6413947684424265,0.8359071123984391,2.015075627689579,1.2062632362470946,True
clip8,40,20040,17.302782275540444,1,280,7,clips_long_1920/1c333748-e2cd-44c0-a3f1-41ba16076e2e.mp4,448,1011,354,1920,1080,8,448,455,True,8,0,0.31507229059934616,0.0940015454377447,0.1526583433151245,0.003930729381474001,0.039984409298215604,30.3940733923882,0.9370032804352897,0.3751846268719697,0.8136712121085143,0.9645473959018241,True
clip8,41,20041,17.302782275540444,1,287,7,clips_long_1920/8d11168a-c9a2-4d85-beed-0db29c1f66ca.mp4,3626,1021,200,1920,1080,8,3626,3633,True,8,0,0.35491808131337166,0.10897560630525861,0.20383514676775252,0.002372733346419409,0.10524396704775947,22.693852561208402,0.9144705278532845,0.5613110665588347,1.49576172909122,0.6371703738559065,True
clip8,42,20042,17.302782275540444,1,294,7,clips_long_1920/4f31c0c6-a754-4503-a007-9f75410d8147.mp4,134,539,387,1920,1080,8,134,141,True,8,0,0.3143915794789791,0.11057931610516139,0.15797301701136995,0.0026056299351954037,0.07545825519732066,26.89772837301379,0.9174531868525913,0.3132538156003516,0.6228222219393353,0.44622103575878275,True
clip8,43,20043,17.302782275540444,1,301,7,clips_long_1920/5c6273c1-8823-4520-b9e1-a9f2d0aa7b16.mp4,1,443,708,1920,1080,8,1,8,True,8,0,0.6280975639820099,0.2878863939217159,0.2569072331701006,0.0047790805900669,0.06124844881040709,17.553085799494184,0.5945921284811837,0.1987097147041806,1.2851972895826556,0.630226826677858,True
clip8,44,20044,17.302782275540444,3,308,7,clips_long_1920/4220af28-1547-40e4-9a62-a9a8292d8b44.mp4,164,499,252,1920,1080,8,164,171,True,8,0,0.2591872401535511,0.09118227447782243,0.13552305528095793,0.0018470648730206968,0.052253598613398414,35.654237824215706,0.9425874863352093,1.4424382584133917,2.7830395602205553,2.0471312226859,True
clip8,45,20045,17.302782275540444,2,315,7,clips_long_1920/c2ce1ff9-b43f-4bad-baa1-a20edd016499.mp4,251,1082,256,1920,1080,8,251,258,True,8,0,0.3358178958296776,0.11005010242973055,0.16321911130632674,0.0035771141597901335,0.06546510649578913,27.272497551516853,0.8823879446302141,0.5702643781106659,1.8084478281841125,0.6487361692927129,True
clip8,46,20046,17.302782275540444,3,322,7,clips_long_1920/531fecde-a3bf-4765-b288-9921a21f2542.mp4,5707,35,157,1920,1080,8,5707,5714,True,8,0,0.30763770639896393,0.07293497238840377,0.12647800786154612,0.006214479944901541,0.06969194114208221,25.055406423658063,0.9543016893523081,0.31219795239457737,1.0668584038711166,0.37412599850885964,True
clip8,47,20047,17.302782275540444,1,329,7,clips_long_1920/4c3734b2-ed7d-4506-adb6-fd6b8987b08f.mp4,171,1423,174,1920,1080,8,171,178,True,8,0,0.2842759042978287,0.08432159359966004,0.10591529096875871,0.0054108035817210165,0.041706032518829615,31.61626906069745,0.9253642473902021,0.3744882709835568,0.7104832484255422,0.7473879144006392,True
clip8,48,20048,17.302782275540444,3,336,7,clips_long_1920/6138c600-026a-4f69-866e-a704df1f5691.mp4,229,935,638,1920,1080,8,229,236,True,8,0,0.3001383952796459,0.0922079799430711,0.1306480254445757,0.00442358518817595,0.07420364554439272,24.60040589544234,0.9174521224839347,0.39928435356989156,0.6305836438010293,0.3352993479518781,True
clip8,49,20049,17.302782275540444,3,343,7,clips_long_1920/0b4e043b-6cb3-4fd7-953f-648c435e3c6e.mp4,270,887,709,1920,1080,8,270,277,True,8,0,0.17516153305768967,0.01811002061835357,0.12134275266102383,0.002017420059668698,0.08017696120909282,39.63696987223875,0.9888097047805786,0.5762075119668261,0.430906298706237,0.4624482893370451,True
clip8,50,20050,17.302782275540444,0,350,7,clips_long_1920/df762f3b-6ad3-412c-9b9e-b89c0f7f799b.mp4,102,1137,544,1920,1080,8,102,109,True,8,0,0.3136659413576126,0.1085892277104514,0.15023358379091536,0.0030997598078101873,0.1208643838763237,25.996608993386616,0.8897558280399869,0.6543521642523725,0.877989527348865,0.5346575522573509,True
clip8,51,20051,17.302782275540444,2,357,7,clips_long_1920/205640d4-62ab-4cc5-b82f-922b8890cc6e.mp4,2006,7,268,1920,1080,8,2006,2013,True,8,0,0.3451159782707691,0.11441692816359655,0.16561323404312137,0.0037292443157639354,0.05594895513994353,22.452226828735,0.8547458904130119,0.26502982568161965,1.1577671941284235,0.5920940117284087,True
clip8,52,20052,17.302782275540444,2,364,7,clips_long_1920/ea3e430f-b90d-4f90-ab8c-d81b3ef74fe3.mp4,437,913,535,1920,1080,8,437,444,True,8,0,0.369411364197731,0.10428233444690704,0.18668257338660105,0.004498438477250082,0.06109319520848138,27.11534021940264,0.8941990051950726,0.6100589833935214,1.5672123436204626,0.9364504884786252,True
clip8,53,20053,17.302782275540444,0,371,7,clips_long_1920/13f4e519-7883-4ad1-94cc-bbd7e7a11dc9.mp4,326,181,105,1920,1080,8,326,333,True,8,0,0.2607799544930458,0.07224815338850021,0.17376542942864553,0.0007920047771351944,0.10624746765409197,31.94799338944027,0.9592909983226231,0.3764099961955316,1.3790606591164203,0.8470577032029596,True
clip8,54,20054,17.302782275540444,1,378,7,clips_long_1920/baae74a8-8832-45da-89e0-27293bca2348.mp4,263,1097,135,1920,1080,8,263,270,True,8,0,0.1731642670929432,0.03928888589143753,0.10890808275767735,0.0013989181149684428,0.07621178988899505,40.0373091017698,0.9835606132234845,0.4671914773737267,0.7691848726833307,1.1647653705738443,True
clip8,55,20055,17.302782275540444,0,385,7,clips_long_1920/cbc1af73-0393-4055-8e42-6da4b4204bf4.mp4,279,1579,294,1920,1080,8,279,286,True,8,0,0.1232282854616642,0.008187068559761559,0.11070015600749425,0.0001956289686079669,0.09561283354248319,44.24960238347077,0.9890696746962411,1.751846207629266,2.3056136690950475,1.9069449219659356,True
clip8,56,20056,17.302782275540444,2,392,7,clips_long_1920/f3f6c1bd-08ce-4d45-a963-b68efa0f2150.mp4,4258,1615,7,1920,1080,8,4258,4265,True,8,0,0.09234597254544497,0.006023389154246875,0.06898321424211774,0.0009285005300106215,0.12737223931721278,38.702281293668676,0.9927323034831457,0.6299078265379413,0.5264215422752443,0.46146828266561823,True
clip8,57,20057,17.302782275540444,2,399,7,clips_long_1920/6872af08-070d-468f-bcfa-3aade6fc38d3.mp4,376,579,441,1920,1080,8,376,383,True,8,0,0.5397576987743378,0.22727849228041513,0.24480409281594415,0.0038791111479180734,0.055566447121756415,18.459527148607037,0.6263545155525208,0.302476616027124,1.6593807958913205,0.8745251412671537,True
clip8,58,20058,17.302782275540444,2,406,7,clips_long_1920/4f31c0c6-a754-4503-a007-9f75410d8147.mp4,78,470,275,1920,1080,8,78,85,True,8,0,0.26551808044314384,0.0830832017319543,0.13116352898733957,0.002899754073171477,0.10975291367088047,28.481780559432053,0.941699947629656,0.4678615814810128,0.991221658904701,0.5155647841606718,True
clip8,59,20059,17.302782275540444,3,413,7,clips_long_1920/4f31c0c6-a754-4503-a007-9f75410d8147.mp4,278,996,44,1920,1080,8,278,285,True,8,0,0.6090054288506508,0.26345303654670715,0.23500387157712663,0.006345520486190383,0.07533386456114906,14.676608369533385,0.6307430693081446,0.533620475753686,4.419145747335408,2.022100414596126,True
clip8,60,20060,17.302782275540444,1,420,7,clips_long_1920/ec6330aa-9003-415c-a6ff-b41582bad530.mp4,304,669,747,1920,1080,8,304,311,True,8,0,0.20723674446344376,0.04044843039342335,0.15354933057512554,0.000705754266943716,0.10274647069828852,33.24298186616594,0.9643472347940718,0.5142147624769898,0.9906715990002734,0.7089817237469055,True
clip8,61,20061,17.302782275540444,3,427,7,clips_long_1920/ea3e430f-b90d-4f90-ab8c-d81b3ef74fe3.mp4,54,267,462,1920,1080,8,54,61,True,8,0,0.340507335960865,0.09517685536827361,0.12144831248692103,0.00712547462899238,0.05916289612650871,26.725871390943094,0.9083354813711983,0.2446758649794291,0.7338990109665364,0.41319895570613563,True
clip8,62,20062,17.302782275540444,0,434,7,clips_long_1920/025639ed-a361-4953-b627-a9f5f5900498.mp4,350,362,249,1920,1080,8,350,357,True,8,0,0.15708151832222939,0.051084710018975396,0.0978422931262425,0.0004471297309334789,0.0417922240282808,35.31894544687813,0.9820899367332458,0.5676836077083514,1.7644117180581047,0.8420515465815249,True
clip8,63,20063,17.302782275540444,2,441,7,clips_long_1920/8dffc5c3-a37e-49ff-ad74-f9bf228c0329.mp4,132,778,112,1920,1080,8,132,139,True,8,0,0.16814279183745384,0.031153229730469842,0.11203100000108993,0.0013585213496948461,0.14523524897439138,37.70926909076189,0.9730957150459292,0.600691854923915,0.8607557662289733,0.4626939945717265,True
clip8,64,20064,17.302782275540444,3,448,7,clips_long_1920/87e0faf6-6378-4974-84db-f5faf804f901.mp4,134,898,167,1920,1080,8,134,141,True,8,0,0.4439893327653408,0.20762026948588236,0.19221479552132742,0.002523280983690971,0.049444674381187985,27.211265581786183,0.812251797744206,0.8851564920162118,2.675278476774826,1.7283659389622459,True
clip8,65,20065,17.302782275540444,3,455,7,clips_long_1920/da718a2f-6cee-44ad-a55f-88e8398f95f1.mp4,779,415,404,1920,1080,8,779,786,True,8,0,0.35615021362900734,0.11192818092448371,0.1120772021157401,0.00759905598325921,0.06600011033671244,26.357934782233528,0.9016281792095729,0.30609384041697557,0.7627179441699548,0.3835355685390744,True
clip8,66,20066,17.302782275540444,2,462,7,clips_long_1920/5debbe9a-0c72-4237-9da7-75fa25230f05.mp4,193,298,681,1920,1080,8,193,200,True,8,0,0.3981459476053715,0.12809613559927258,0.14669940301350184,0.0070907427995864835,0.06608164736202785,23.032040711912472,0.7928091287612916,0.44807420983206797,1.2706569489484276,0.4859713428041614,True
clip8,67,20067,17.302782275540444,0,469,7,clips_long_1920/ff5505d9-0960-49ae-afcf-f4dc642579df.mp4,63,1245,155,1920,1080,8,63,70,True,8,0,0.1582853216677904,0.03199100520993982,0.11895868607929774,0.00036486327007878577,0.1022476607135364,39.84278010828199,0.9777815256799971,0.8851209804925563,1.052947035814276,1.8746402467776089,True
clip8,68,20068,17.302782275540444,2,476,7,clips_long_1920/89d8ca14-4725-4047-adea-049bb982aa99.mp4,140,550,571,1920,1080,8,140,147,True,8,0,0.33021513372659683,0.11766673943826132,0.12750370161873953,0.004878222950667676,0.06378496331827982,24.77981672774703,0.8191766568592616,0.26705679031435353,0.7050197034508032,0.3855118464096494,True
clip8,69,20069,17.302782275540444,0,483,7,clips_long_1920/40d59ea9-1df2-4466-92b7-3edb2adc9f36.mp4,557,321,733,1920,1080,8,557,564,True,8,0,0.4774613231420517,0.2583118272679193,0.1909000107220241,0.0016054168850782192,0.04712812708956854,23.501125373189844,0.5839616911751884,0.39212780976816963,2.630606358666498,1.2058008505227789,True
clip8,70,20070,17.302782275540444,1,490,7,clips_long_1920/013d7951-5833-4d8a-931e-6d0d46c99041.mp4,219,1312,822,1920,1080,8,219,226,True,8,0,0.4258919693529606,0.1928680411406926,0.19945533786501204,0.0019040786085367603,0.062272059598139355,24.760832557906053,0.7148037723132542,0.3205699647137995,1.2915536832275214,0.8102198514207742,True
clip8,71,20071,17.302782275540444,3,497,7,clips_long_1920/d714aca8-24cb-497e-99b9-71d2f40de403.mp4,657,1399,376,1920,1080,8,657,664,True,8,0,0.44727569818496704,0.17224221995898656,0.19561001232692177,0.004548078789542031,0.07290245166846683,21.043125247893173,0.8164587276322501,0.32965506373586717,2.0912396485986986,0.8487995316087268,True
clip8,72,20072,17.302782275540444,3,504,7,clips_long_1920/32a56ed6-a21a-44b7-8486-ff14b9f70fd0.mp4,475,1535,648,1920,1080,8,475,482,True,8,0,0.43152207136154175,0.09457913413643837,0.1577904564993722,0.010303958119558438,0.08653193073613302,28.960359043645525,0.9135421003614153,0.17827382158276422,0.8167256814551301,0.5234468252751824,True
clip8,73,20073,17.302782275540444,2,511,7,clips_long_1920/adc1cb09-a4aa-45cb-9662-5eeb0e8d4024.mp4,251,410,64,1920,1080,8,251,258,True,8,0,0.13180198054760695,0.01077179198286363,0.09884199925831386,0.001214557429193519,0.11729569413832255,34.617994310620205,0.9889248950140817,0.5886349109432308,1.2216567435849697,0.6574556527187873,True
clip8,74,20074,17.302782275540444,1,518,7,clips_long_1920/50875961-b607-4068-bb79-4db7f68b5c9d.mp4,239,91,613,1920,1080,8,239,246,True,8,0,0.3279758095741272,0.10094095660107474,0.16475640024457658,0.003554612880439631,0.07737392825739724,27.522012639991843,0.9309242452893939,0.3059029066835015,0.6823536529530466,0.475365420842794,True
clip8,75,20075,17.302782275540444,1,525,7,clips_long_1920/83e8195e-c847-4d45-b83f-cb6952e05b4c.mp4,335,1378,431,1920,1080,8,335,342,True,8,0,0.43741485103964806,0.19784426050526754,0.18576831477028982,0.0030717364404284,0.06526695085423334,15.891265635716046,0.5809816803250994,0.22582516581714115,1.7314660098598935,0.893772585801555,True
clip8,76,20076,17.302782275540444,1,532,7,clips_long_1920/359fa8e3-ea15-447f-b85b-2ba4caf0b201.mp4,258,608,759,1920,1080,8,258,265,True,8,0,0.49849624186754227,0.24080666686807356,0.20334762334823608,0.0031117381087304758,0.050021085888147354,21.00463377097564,0.6001116718564715,0.41593564095874425,2.2209390472540615,0.8184162742264615,True
