branch,step,global_step,beta,qp,optimized_P_frames,num_p_frames,video,start,crop_x,crop_y,width,height,clip_length,first_frame_index,last_frame_index,consecutive_frames,raw_decoded_frames,rejected_sample_attempts,loss,LPIPS,DISTS,R_est_bpp,proxy_L1,PSNR,MS_SSIM,wrapper_gradient_norm,bridge_gradient_norm,generator_gradient_norm,all_finite
clip8,854,20854,17.302782275540444,0,5978,7,clips_long_1920/4220af28-1547-40e4-9a62-a9a8292d8b44.mp4,429,1409,817,1920,1080,8,429,436,True,8,0,0.4652307704091072,0.20626679275717055,0.24680052484784806,0.0006745706268702635,0.04914786826286997,30.921269304520294,0.8143575446946281,1.2615363710344776,4.7269632671904995,2.68586199768276,True
clip8,855,20855,17.302782275540444,2,5985,7,clips_long_1920/ecdaf4e0-d603-48d1-88c0-de3aefe5b49c.mp4,22,194,257,1920,1080,8,22,29,True,8,0,0.18115288205444813,0.046070560812950134,0.10624839578356061,0.0016366520493258055,0.05152849586946624,37.254708304464295,0.9742166059357779,0.8726533872584048,1.336419868191588,0.766188016006316,True
clip8,856,20856,17.302782275540444,2,5992,7,clips_long_1920/8d11168a-c9a2-4d85-beed-0db29c1f66ca.mp4,5492,1448,208,1920,1080,8,5492,5499,True,8,0,0.2655874639749527,0.0751986876130104,0.13577779701777867,0.0031243083670103393,0.05517415595906121,27.43910354022795,0.9221197877611431,0.17038506441243106,0.9740495176981354,0.5326165425755388,True
clip8,857,20857,17.302782275540444,2,5999,7,clips_long_1920/85a18857-d07b-4071-b3cf-5f9fb970ea56.mp4,269,13,93,1920,1080,8,269,276,True,8,0,0.25587474182248116,0.07375953772238322,0.14032515457698277,0.002378093276222768,0.0642404875585011,32.671238676184906,0.9487322739192416,0.46318047819371766,1.2357360168148255,0.9580463169183576,True
clip8,858,20858,17.302782275540444,3,6006,7,clips_long_1920/5555262d-c617-4348-baab-82968f51d0ee.mp4,76,1408,557,1920,1080,8,76,83,True,8,0,0.4330323785543442,0.1566905187708991,0.20847768442971365,0.0038928327246269745,0.05073192981737,21.50455827176604,0.7504527057920184,0.286166338561522,1.1716984318459926,0.6917206239270206,True
clip8,859,20859,17.302782275540444,0,6013,7,clips_long_1920/73513826-f910-4e65-9a21-23232b9d63a7.mp4,312,1351,48,1920,1080,8,312,319,True,8,0,0.23934394493699074,0.059921354055404656,0.15491993938173565,0.001387565057874391,0.049390255872692385,36.23366882241086,0.9774896928242274,0.24274641774715955,0.5692241196223377,0.5565934793562216,True
clip8,860,20860,17.302782275540444,2,6020,7,clips_long_1920/fb2157e6-3908-4a6d-9cbb-2cb32a11f53a.mp4,715,521,714,1920,1080,8,715,722,True,8,0,0.43524280190467834,0.17218607238360814,0.1869908741542271,0.004367744791254934,0.04916873414601598,20.828000269780993,0.7222944498062134,0.255250738802441,0.79097164098995,0.5172943072621861,True
clip8,861,20861,17.302782275540444,2,6027,7,clips_long_1920/1e99102b-9a96-43c7-9919-d54a0fd059e0.mp4,183,847,192,1920,1080,8,183,190,True,8,0,0.467041689902544,0.19503097449030196,0.21464052370616368,0.0032860087584205234,0.05130765799965177,20.46451791222977,0.7003457035337175,0.5146576145271345,1.45640020624261,0.8227881987248792,True
clip8,862,20862,17.302782275540444,2,6034,7,clips_long_1920/e6d87d9d-b13e-45c5-a833-1af434cf5350.mp4,144,481,765,1920,1080,8,144,151,True,8,0,0.13133234716951847,0.017224581379975592,0.10215820584978375,0.0006677785568172113,0.03951296263507434,40.18702371692361,0.9906967622893197,0.34728547100088525,1.1288222398870942,0.7218335067676286,True
clip8,863,20863,17.302782275540444,0,6041,7,clips_long_1920/627f9219-4b43-4599-89a5-9ab8cb394de1.mp4,30,1356,454,1920,1080,8,30,37,True,8,0,0.09238689858466387,0.004090754415041633,0.07689186504908971,0.0005963552206854468,0.10856709735734123,42.177250459627466,0.9964674115180969,0.24972267049233451,0.4747951645761129,0.8582852334562007,True
clip8,864,20864,17.302782275540444,3,6048,7,clips_long_1920/d9a5437e-c4ca-4092-8214-2d6c717251fa.mp4,235,850,672,1920,1080,8,235,242,True,8,0,0.22467179223895073,0.05543600554977145,0.10691504819052561,0.003558168744867934,0.0754506630556924,33.15606806733783,0.9606033223015921,0.3845549690241702,0.7909045726313939,0.8953591230837606,True
clip8,865,20865,17.302782275540444,1,6055,7,clips_long_1920/5448e397-f6d4-4929-be82-2e6ea5ff16d6.mp4,1405,476,820,1920,1080,8,1405,1412,True,8,0,0.6091932505369186,0.2857910139220101,0.25623438188007897,0.0038421177637896365,0.06884983075516565,23.328434957072403,0.5754582200731551,0.7617459549891658,2.6245854050581587,1.2668506337758,True
clip8,866,20866,17.302782275540444,3,6062,7,clips_long_1920/ec6330aa-9003-415c-a6ff-b41582bad530.mp4,198,184,632,1920,1080,8,198,205,True,8,0,0.3791138753294945,0.1304798573255539,0.16593851361955914,0.004729271708388946,0.08659263380936214,19.62552256350268,0.8388584681919643,0.19170199216896916,0.5392446541568349,0.3639393769681405,True
clip8,867,20867,17.302782275540444,3,6069,7,clips_long_1920/2aec6205-995b-4998-8a01-78735912f4db.mp4,264,729,822,1920,1080,8,264,271,True,8,0,0.35256729647517204,0.13728158601692747,0.14036019359316143,0.004296194574895448,0.05893786570855549,22.32306704484136,0.8180810723985945,0.4771304539110305,0.7906668359543455,0.455611731204249,True
clip8,868,20868,17.302782275540444,2,6076,7,clips_long_1920/be04072e-fd29-4d3d-8d67-5f3c98420852.mp4,264,917,773,1920,1080,8,264,271,True,8,0,0.2566211484372616,0.06290020793676376,0.1566839303289141,0.0021142045360258116,0.045538335506405146,33.49499345104531,0.9597195897783551,0.8073247738582855,1.4685846525037562,0.9680338348126627,True
clip8,869,20869,17.302782275540444,1,6083,7,clips_long_1920/205640d4-62ab-4cc5-b82f-922b8890cc6e.mp4,1329,1161,376,1920,1080,8,1329,1336,True,8,0,0.45868566259741783,0.1959234241928373,0.18935400247573855,0.004207770381721535,0.06020799492086684,20.050463858615487,0.7737445831298828,0.37118075945573226,1.3247522344045943,0.5825416256675675,True
clip8,870,20870,17.302782275540444,0,6090,7,clips_long_1920/e9f92278-3496-451f-8997-ebc9b209ea54.mp4,239,1583,208,1920,1080,8,239,246,True,8,0,0.4341440685093403,0.1876415205853326,0.19783125604901997,0.0027871193254083793,0.044634398072957986,23.80919439262368,0.7717338715280805,0.391283861595141,1.6306061093818456,0.6995827740865971,True
clip8,871,20871,17.302782275540444,0,6097,7,clips_long_1920/e9f92278-3496-451f-8997-ebc9b209ea54.mp4,66,668,462,1920,1080,8,66,73,True,8,0,0.3934103921055794,0.19324085967881338,0.1656742947442191,0.0019688458581055912,0.04287138421620642,23.281809428436006,0.7214326773371016,0.5294204072206188,2.1743636535240967,0.9260154680723546,True
clip8,872,20872,17.302782275540444,3,6104,7,clips_long_1920/e6d87d9d-b13e-45c5-a833-1af434cf5350.mp4,216,945,314,1920,1080,8,216,223,True,8,0,0.28112114407122135,0.08852090047938482,0.12777019398553033,0.003721466437647385,0.04383112543395588,28.211917512917104,0.9233005217143468,0.4520727657196932,1.1983427113613716,0.6787363598346206,True
clip8,873,20873,17.302782275540444,0,6111,7,clips_long_1920/4623c482-d4dd-4db2-82a6-7ae13a1aa840.mp4,336,754,42,1920,1080,8,336,343,True,8,0,0.24263400956988335,0.07122100251061576,0.13910292727606638,0.0018235673092671537,0.07572863463844572,29.41028586449625,0.9498554723603385,0.38105225382252594,0.7625913910896852,0.5149873561235756,True
clip8,874,20874,17.302782275540444,0,6118,7,clips_long_1920/f437ec5c-85c5-4681-8d65-e2523ede71da.mp4,1386,170,204,1920,1080,8,1386,1393,True,8,0,0.11243004631251097,0.007684558629989624,0.09216465268816267,0.0006489291200913222,0.13525506002562387,38.89231867667072,0.9887652482305255,0.36386833014450937,0.6041421501857781,0.48639553705294175,True
clip8,875,20875,17.302782275540444,1,6125,7,clips_long_1920/c330ec5a-6196-4449-9574-8834a4858ae3.mp4,214,397,380,1920,1080,8,214,221,True,8,0,0.4749392680823803,0.19942062454564233,0.20761738504682267,0.0038933967339939307,0.05346405665789332,18.14443931158204,0.5615672894886562,0.4442050457658272,1.0762794098583452,0.6310309196310127,True
clip8,876,20876,17.302782275540444,3,6132,7,clips_long_1920/4f31c0c6-a754-4503-a007-9f75410d8147.mp4,194,875,102,1920,1080,8,194,201,True,8,0,0.47222141176462173,0.182486463870321,0.16096508502960202,0.007401642738841474,0.07008266236100878,15.651714233160105,0.7102037072181702,0.27791219693245023,1.8301761636304101,1.0013490391583382,True
clip8,877,20877,17.302782275540444,1,6139,7,clips_long_1920/bf3d5e73-11c7-4a1d-9eda-3d0fa9a8fdb5.mp4,7,968,10,1920,1080,8,7,14,True,8,0,0.35519175603985786,0.08904271945357321,0.15799931968961445,0.006180850722427879,0.12037891149520874,27.707002763405306,0.9469654900687081,0.30914575597244437,0.8154116158453364,0.4560799305785317,True
clip8,878,20878,17.302782275540444,3,6146,7,clips_long_1920/2884e68a-8e5c-4e6b-929c-7c14525b9376.mp4,44,701,245,1920,1080,8,44,51,True,8,0,0.39099328592419624,0.13094499281474523,0.16728459085736958,0.005329802199932082,0.05432791103209768,23.551835664022533,0.8514646206583295,0.22437872511400395,1.334728982941564,0.4616012307774014,True
clip8,879,20879,17.302782275540444,2,6153,7,clips_long_1920/bb618d64-ff64-474f-8e85-10dedbd529d7.mp4,329,889,769,1920,1080,8,329,336,True,8,0,0.2522162590175867,0.07595620836530413,0.12022924423217775,0.0031971898487037314,0.07105162207569395,31.582677422204526,0.9576841933386666,0.33750004251930715,1.4784427482319253,0.7668776938083584,True
clip8,880,20880,17.302782275540444,3,6160,7,clips_long_1920/af69e18c-d3d6-4e01-8320-9a500f4c06d0.mp4,218,1177,530,1920,1080,8,218,225,True,8,0,0.35934750735759735,0.14825380061353954,0.1525279794420515,0.003361266459770766,0.04064531996846199,27.972094941925473,0.8555997524942671,0.5358466542434949,1.7757335509615146,1.110156078463468,True
clip8,881,20881,17.302782275540444,3,6167,7,clips_long_1920/2b2a5ca3-9ba7-4b96-b4d8-907a1feb633c.mp4,541,1476,83,1920,1080,8,541,548,True,8,0,0.22410430572926998,0.042203339615038464,0.11711199794496809,0.003709282185549715,0.060805129153387885,36.28525369014312,0.973182805946895,0.523170000999312,0.7534876334824172,0.723874206577773,True
clip8,882,20882,17.302782275540444,3,6174,7,clips_long_1920/73513826-f910-4e65-9a21-23232b9d63a7.mp4,342,1405,416,1920,1080,8,342,349,True,8,0,0.47041500732302666,0.15523294785193034,0.16963049343654088,0.008387322005416666,0.042753180755036216,30.914658736034575,0.9001584138189044,1.0809285212449569,2.4904624355866005,1.31059450805882,True
clip8,883,20883,17.302782275540444,1,6181,7,clips_long_1920/d714aca8-24cb-497e-99b9-71d2f40de403.mp4,1281,1568,818,1920,1080,8,1281,1288,True,8,0,0.39582886174321175,0.12856977113655635,0.18621499197823663,0.004647417409744646,0.06308229693344661,20.551990346253703,0.8771813426698959,0.20921702398294995,0.5926570120950988,0.3398361871240226,True
clip8,884,20884,17.302782275540444,1,6188,7,clips_long_1920/4aa6ab57-f6ba-43cd-a8a7-925fc90be740.mp4,94,542,797,1920,1080,8,94,101,True,8,0,0.3642641007900238,0.13085243850946426,0.15827757120132446,0.004298246332577297,0.07624503757272448,27.348877188854797,0.8814985496657236,0.33664410569539044,1.0761881292971407,0.522587830177666,True
clip8,885,20885,17.302782275540444,1,6195,7,clips_long_1920/ca90ef6a-1e39-497d-89e4-d1044d1c2916.mp4,99,1438,426,1920,1080,8,99,106,True,8,0,0.19804026372730732,0.043744279337780814,0.11598132337842668,0.0021689294392542384,0.07861510557787758,32.52455702318335,0.9553377713475908,0.29539754496264947,0.512055944023978,0.8610002585487376,True
clip8,886,20886,17.302782275540444,3,6202,7,clips_long_1920/48979bb5-4923-459a-bad4-574ee31f2f87.mp4,140,1219,74,1920,1080,8,140,147,True,8,0,0.30579519644379616,0.08259515464305878,0.1481782283101763,0.0042707465514208055,0.11260094812938144,21.022894229499613,0.8427510857582092,0.30340429209706,1.3546908890786988,0.5204230741849399,True
clip8,887,20887,17.302782275540444,2,6209,7,clips_long_1920/80abcb21-5d06-406e-9082-9800e51d3d0c.mp4,417,1578,553,1920,1080,8,417,424,True,8,0,0.4810415431857109,0.15675960587603704,0.18208012410572597,0.008175971119531562,0.07347523953233445,28.276117765663194,0.9218650800841195,1.4064022155400195,1.224523436870196,0.663045642247572,True
clip8,888,20888,17.302782275540444,1,6216,7,clips_long_1920/fde56368-2050-4992-8da3-7d4c787a5c65.mp4,45,518,424,1920,1080,8,45,52,True,8,0,0.35356881842017174,0.08864561574799674,0.17115844147545953,0.005346562979476792,0.12543108420712606,28.687417140521923,0.9055065938404628,0.4705711458895914,0.7585625574767967,0.47527766674939587,True
clip8,889,20889,17.302782275540444,2,6223,7,clips_long_1920/6cf7616f-f5ab-4990-bda9-eaebed496447.mp4,623,303,273,1920,1080,8,623,630,True,8,0,0.21540970355272293,0.06544780092579977,0.12055927515029907,0.001641280670550519,0.10038983396121433,30.747991730549508,0.9139116832188198,0.42713434499615904,1.2758262547535235,0.8320026786637218,True
clip8,890,20890,17.302782275540444,1,6230,7,clips_long_1920/dde6485e-dca4-400a-928e-06f6625f7f5e.mp4,73,1110,741,1920,1080,8,73,80,True,8,0,0.21015425398945808,0.07004146384341375,0.11312441314969746,0.0015198108262016573,0.06914157633270536,30.410501868144955,0.9491584641592843,0.5006287381888522,1.2382518778973302,0.6956358013408988,True
clip8,891,20891,17.302782275540444,3,6237,7,clips_long_1920/370f1553-85a6-467d-804e-0f94b0548b13.mp4,223,1263,625,1920,1080,8,223,230,True,8,0,0.30688176304101944,0.06760551195059504,0.12407634087971278,0.00661991726207946,0.06569079948323114,27.484142492604608,0.9388074619429452,0.4415524798476968,0.867621707570847,0.4214483352269187,True
clip8,892,20892,17.302782275540444,2,6244,7,clips_long_1920/d44d39ae-ccb2-4ea7-ba54-ac6b83aa1ba9.mp4,5,252,729,1920,1080,8,5,12,True,8,0,0.5538838282227516,0.24854266004902978,0.19782807997294838,0.006184492002440882,0.05041464737483434,19.246496905203628,0.6588356750352042,0.39514847745364917,2.0954039269491664,0.71053010454814,True
clip8,893,20893,17.302782275540444,2,6251,7,clips_long_1920/21f2b12a-afde-405d-9191-5a84f67debe3.mp4,547,1488,180,1920,1080,8,547,554,True,8,0,0.38254737481474876,0.14412164688110352,0.1824550884110587,0.0032003245100245947,0.059610771813562946,23.235320765207604,0.8364894390106202,0.3003635753868392,1.6760694784971644,0.8020301888470842,True
clip8,894,20894,17.302782275540444,0,6258,7,clips_long_1920/3d62c7b3-0064-4c81-b1cf-ae8ba840b0bd.mp4,65,27,204,1920,1080,8,65,72,True,8,0,0.3483264409005642,0.1134756856731006,0.18152070896966116,0.00304062564724258,0.07187256429876598,24.079001750580385,0.912914548601423,0.5309861481510205,1.1331034998094478,0.5353685238651376,True
clip8,895,20895,17.302782275540444,3,6265,7,clips_long_1920/893ec06b-5a4a-4407-a8a1-b1ba48a2d0a1.mp4,1070,1648,686,1920,1080,8,1070,1077,True,8,0,0.47510024905204773,0.17899473862988607,0.17972250495638165,0.006689124478725716,0.06425247234957558,22.09966486078815,0.7486752016203744,0.3545594881683889,1.9559756947618336,1.031499424823911,True
clip8,896,20896,17.302782275540444,0,6272,7,clips_long_1920/da35f02b-7fb1-4758-b31e-bf95ea570db5.mp4,80,1209,8,1920,1080,8,80,87,True,8,0,0.1973823681473732,0.04755160372172083,0.1359427145549229,0.0007359616283793002,0.11538587297712052,37.91119166826985,0.967185846396855,0.9637428334803159,1.1262226316095232,1.1761088691378032,True
clip8,897,20897,17.302782275540444,1,6279,7,clips_long_1920/d83d1132-f720-41be-8e62-dc41f251d32c.mp4,14,572,237,1920,1080,8,14,21,True,8,0,0.1839342899620533,0.025694446106042185,0.1102274741445269,0.002743622649826908,0.054005787308726995,26.725237611061463,0.9386199372155325,0.1021810579933461,0.7357199888511237,0.3842530408086193,True
clip8,898,20898,17.302782275540444,3,6286,7,clips_long_1920/f8e0da74-781d-4d56-90d7-0a953c4a7634.mp4,185,1003,463,1920,1080,8,185,192,True,8,0,0.23966461792588234,0.048246007678764205,0.1393766232899257,0.0029585584291323486,0.08506738181625094,38.467031228317424,0.9847054481506347,0.38168386344937655,0.6995964965944453,0.6864398947632987,True
clip8,899,20899,17.302782275540444,1,6293,7,clips_long_1920/268543d9-eb03-48c4-9e91-fa8455277f71.mp4,241,901,167,1920,1080,8,241,248,True,8,0,0.38414866104722023,0.16054259240627286,0.17589575052261355,0.0027230569810074356,0.05938562058976718,23.224979429073727,0.7429918987410409,0.8951328893910611,1.5317540248939645,0.7275528521083952,True
clip8,900,20900,17.302782275540444,0,6300,7,clips_long_1920/893ec06b-5a4a-4407-a8a1-b1ba48a2d0a1.mp4,16,458,501,1920,1080,8,16,23,True,8,0,0.3280300870537758,0.11467122499431884,0.17300692626408168,0.002282033142234598,0.08664023344005857,24.298295492372333,0.8768332770892552,0.34585571694358536,1.7145591473495547,0.7305974963543514,True
clip8,901,20901,17.302782275540444,0,6307,7,clips_long_1920/dde6485e-dca4-400a-928e-06f6625f7f5e.mp4,142,1319,203,1920,1080,8,142,149,True,8,0,0.08103523403406143,0.00694337919620531,0.060232809611729214,0.000733629904321528,0.11652016746146338,41.16972915620176,0.9947285056114197,0.3461707156019463,0.2698061052171205,0.23119047859105335,True
clip8,902,20902,17.302782275540444,3,6314,7,clips_long_1920/96571465-59c2-4862-aaf8-d711204a0ef0.mp4,57,226,285,1920,1080,8,57,64,True,8,0,0.3480612374842167,0.14180455676146916,0.13262099027633667,0.0042247135736813235,0.05363907824669566,23.811696111085432,0.8176654747554235,0.25387086568579775,1.9166764001431855,0.9234882420424817,True
clip8,903,20903,17.302782275540444,3,6321,7,clips_long_1920/da35f02b-7fb1-4758-b31e-bf95ea570db5.mp4,207,812,455,1920,1080,8,207,214,True,8,0,0.40449121594429016,0.15904977917671204,0.16697698831558228,0.004510355836828239,0.042272032371589115,25.61910389915516,0.7800820810454232,0.4884318701598678,1.9379989422444612,0.8803419604457366,True
clip8,904,20904,17.302782275540444,1,6328,7,clips_long_1920/eec0ca5b-1043-450f-808f-29e0ef676ece.mp4,422,764,635,1920,1080,8,422,429,True,8,0,0.40862268954515457,0.150351705295699,0.21983858517238072,0.002187869295344821,0.057616462132760456,23.182458424091543,0.8449085354804993,0.3494714318423978,2.0187179585095048,0.9439369902285416,True
clip8,905,20905,17.302782275540444,1,6335,7,clips_long_1920/df762f3b-6ad3-412c-9b9e-b89c0f7f799b.mp4,329,1244,362,1920,1080,8,329,336,True,8,0,0.25207193195819855,0.06144851073622703,0.1487697958946228,0.002371721909314926,0.08162291454417364,28.558251119499587,0.9475008334432329,0.33643489451740016,0.9457650465781273,0.4947116809199509,True
clip8,906,20906,17.302782275540444,2,6342,7,clips_long_1920/531fecde-a3bf-4765-b288-9921a21f2542.mp4,126,988,39,1920,1080,8,126,133,True,8,0,0.18640894256532192,0.04425843698637826,0.10118647984095983,0.0023227688257715534,0.07736541330814363,35.928287403589,0.9752087422779627,0.5343752402829127,1.4477852374164404,1.3135801062233778,True
clip8,907,20907,17.302782275540444,2,6349,7,clips_long_1920/30144e4c-94a4-42cf-a761-c5bdd092ade6.mp4,111,128,384,1920,1080,8,111,118,True,8,0,0.42447464168071747,0.17842637215341842,0.1701651385852269,0.004346907899681745,0.06695061815636498,19.8849951115358,0.7733924474034991,0.27933163968308533,1.578667783133039,0.6590233473711253,True
clip8,908,20908,17.302782275540444,2,6356,7,clips_long_1920/6ca01acd-f9a5-42d0-a3d8-42fe2c527926.mp4,291,456,805,1920,1080,8,291,298,True,8,0,0.2619517929852009,0.06485452609402793,0.1624667133603777,0.0019595318735809997,0.07251876486199242,36.53315730496776,0.9641286134719849,0.57735865822897,2.0274718046852076,1.201751983828955,True
clip8,909,20909,17.302782275540444,1,6363,7,clips_long_1920/4aa6ab57-f6ba-43cd-a8a7-925fc90be740.mp4,759,726,787,1920,1080,8,759,766,True,8,0,0.384758610278368,0.1589285412005016,0.18005212715693886,0.0026068510705954395,0.06721331924200058,21.082025807610833,0.7321431636810303,0.3271938984237997,1.2889019235192603,0.7695902228175135,True
clip8,910,20910,17.302782275540444,3,6370,7,clips_long_1920/d44d39ae-ccb2-4ea7-ba54-ac6b83aa1ba9.mp4,97,228,779,1920,1080,8,97,104,True,8,0,0.5309921354055405,0.22369155713490077,0.1763655117579869,0.007538091075340553,0.05050981576953615,20.140777062348807,0.6990428992680141,0.5079151285613017,1.593373007426763,0.74633980015437,True
clip8,911,20911,17.302782275540444,2,6377,7,clips_long_1920/531fecde-a3bf-4765-b288-9921a21f2542.mp4,49,883,445,1920,1080,8,49,56,True,8,0,0.5387181043624878,0.1773368035043989,0.17017807279314312,0.011005410791507788,0.07789893767663411,22.446871095967257,0.8660783001354763,0.6286299746906133,0.8189540262877808,0.5836308519447042,True
clip8,912,20912,17.302782275540444,1,6384,7,clips_long_1920/b4ca0cc5-7e10-473a-881a-73be979194fb.mp4,264,438,109,1920,1080,8,264,271,True,8,0,0.3914409354329109,0.17133057968957083,0.14766010216304234,0.00413449206306333,0.09120223564761025,16.4598718286783,0.7107223527772086,0.5994611877307737,2.363851762664499,1.0436194483478558,True
clip8,913,20913,17.302782275540444,3,6391,7,clips_long_1920/ffc7fe99-df7a-40fb-ad06-8f1b2460ae04.mp4,17,1567,358,1920,1080,8,17,24,True,8,0,0.26037129759788513,0.06338230999452728,0.13337624073028564,0.0036427376159865943,0.05832350999116898,30.276752304194236,0.9530855757849557,1.1847427091221043,0.8439848918334101,0.5090979866696018,True
clip8,914,20914,17.302782275540444,0,6398,7,clips_long_1920/bdf41881-153c-46aa-bc94-d1a4a5ea0043.mp4,67,305,77,1920,1080,8,67,74,True,8,0,0.42899805679917336,0.1708979819502149,0.1920624886240278,0.0037648735597031195,0.08947740069457463,28.571015757894603,0.8086615545409065,0.6645937580875841,2.9576749965969897,1.3910400640715934,True
clip8,915,20915,17.302782275540444,1,6405,7,clips_long_1920/cd18cd59-171b-4223-83a3-8f7e0f7b0cfc.mp4,541,733,48,1920,1080,8,541,548,True,8,0,0.22655148059129715,0.040108529052564075,0.14405729940959386,0.002371201291680336,0.13572626667363302,34.28478577399608,0.9638086557388305,1.3326390368412775,0.9224578498363215,0.7164272903377746,True
clip8,916,20916,17.302782275540444,1,6412,7,clips_long_1920/271ad966-5144-4e89-80f3-e195dc23a810.mp4,193,1290,287,1920,1080,8,193,200,True,8,0,0.14592168666422367,0.03074909294290202,0.09768255267824445,0.0009421658427787146,0.11879499363047737,37.44208778198692,0.9860178913388933,0.6001220569484668,0.9444049063583352,0.6676243827337295,True
clip8,917,20917,17.302782275540444,1,6419,7,clips_long_1920/47e0fa06-5dd5-4631-8de7-af64c5e0569d.mp4,353,290,598,1920,1080,8,353,360,True,8,0,0.5093428790569305,0.23239782665457043,0.2334327442305429,0.002484487790622682,0.05237526925546782,19.20629699244572,0.6027595230511256,0.41596606072761283,1.6611073410533421,0.7482082731147806,True
clip8,918,20918,17.302782275540444,2,6426,7,clips_long_1920/47e0fa06-5dd5-4631-8de7-af64c5e0569d.mp4,152,753,213,1920,1080,8,152,159,True,8,0,0.4945180416107178,0.21087460219860077,0.21369149003710064,0.004017670341584433,0.04350641476256507,20.124804526186747,0.6029186759676253,0.46149352227563367,1.5261347418344415,0.8718267498905231,True
clip8,919,20919,17.302782275540444,3,6433,7,clips_long_1920/785179e1-ae06-4a3a-a736-3d55787d80d5.mp4,119,4,376,1920,1080,8,119,126,True,8,0,0.26559831015765667,0.06578295784337179,0.1135290265083313,0.004956349713860878,0.052767657807895114,35.98440755498134,0.9614755596433366,0.6019635381771147,0.7577488253407654,0.536318407156732,True
clip8,920,20920,17.302782275540444,2,6440,7,clips_long_1920/d273e70c-2f9b-4577-bbaf-98a1200add87.mp4,16,62,594,1920,1080,8,16,23,True,8,0,0.5214953720569611,0.17830985145909448,0.1856768046106611,0.009070782489808542,0.05589253295745168,25.316844592996286,0.8318713307380676,0.35325295549733177,0.7116554728567949,0.35878076764641176,True
clip8,921,20921,17.302782275540444,0,6447,7,clips_long_1920/4aa6ab57-f6ba-43cd-a8a7-925fc90be740.mp4,763,580,74,1920,1080,8,763,770,True,8,0,0.4684344083070755,0.21806839321340835,0.2032713123730251,0.0026858265711260697,0.06224149731653077,18.509875792523143,0.6234317592212132,0.35281269762456646,1.3532008189667897,0.8744278060163899,True
clip8,922,20922,17.302782275540444,3,6454,7,clips_long_1920/8d2286f3-f02a-4b68-9e9f-ddf2ab643f39.mp4,5142,419,17,1920,1080,8,5142,5149,True,8,0,0.15175673365592957,0.023104612582496235,0.08848460231508527,0.0022371036237538128,0.1459390733923231,33.98757259235057,0.9790220686367579,1.423221420264401,0.8831505538183368,0.44259717313277624,True
clip8,923,20923,17.302782275540444,1,6461,7,clips_long_1920/c3e5dbde-a47f-4bf6-b224-b859ae79d867.mp4,89,440,593,1920,1080,8,89,96,True,8,0,0.4827254116535187,0.23529532764639172,0.19654206718717301,0.002907491740188562,0.05802871286869049,26.238776524436556,0.7380223614828928,1.2168536632481428,1.9007214661294556,0.9199149675864944,True
clip8,924,20924,17.302782275540444,2,6468,7,clips_long_1920/85a18857-d07b-4071-b3cf-5f9fb970ea56.mp4,286,569,604,1920,1080,8,286,293,True,8,0,0.35325997322797775,0.13764583851609913,0.1758342640740531,0.002272331906299639,0.046219745384795334,26.25330015251024,0.8019743306296212,0.33289717211082415,1.8056312311156413,0.799045137340469,True
clip8,925,20925,17.302782275540444,3,6475,7,clips_long_1920/2a9ecff1-b76a-4e94-90fe-658bf8fa84b2.mp4,788,1448,121,1920,1080,8,788,795,True,8,0,0.2638814263045788,0.06393191697342054,0.1521537389074053,0.0026963789776865655,0.11408998391457967,29.676139172225426,0.9237652165549142,0.3639954231309782,0.7444136897343004,0.45133430257279933,True
clip8,926,20926,17.302782275540444,2,6482,7,clips_long_1920/198ff7ea-e4e1-42b8-b74d-952a3231dafa.mp4,295,498,478,1920,1080,8,295,302,True,8,0,0.29016680270433426,0.08974628895521164,0.14148386887141637,0.003371897053771785,0.05934245352234159,29.66249815889019,0.9337224193981715,0.809439395071116,1.1723415974645652,0.7835377152178357,True
clip8,927,20927,17.302782275540444,1,6489,7,clips_long_1920/b19d2edd-3e68-4cc9-8b4b-71b83e2bb96a.mp4,995,1629,631,1920,1080,8,995,1002,True,8,0,0.2227628007531166,0.0591460359948022,0.0985163790839059,0.003721863447156336,0.07017766684293747,33.94987540481064,0.9411471486091614,0.5112813372155672,1.0067431003871394,0.6805268219316374,True
clip8,928,20928,17.302782275540444,1,6496,7,clips_long_1920/5debbe9a-0c72-4237-9da7-75fa25230f05.mp4,294,283,707,1920,1080,8,294,301,True,8,0,0.34443308413028717,0.10583970482860293,0.15205460786819458,0.004965223538290177,0.06265824288129807,24.16221772021318,0.8318863000188556,0.26849733078158283,1.502728278313139,0.5201012822373209,True
clip8,929,20929,17.302782275540444,2,6503,7,clips_long_1920/9a87000b-04a4-4ecf-b2d1-87ca82eecf5c.mp4,182,901,750,1920,1080,8,182,189,True,8,0,0.257826242595911,0.0696893845285688,0.16039237805775233,0.001561522323754616,0.07257867817367826,34.48468623414327,0.9561878017016818,0.2620418478604944,0.8449715915999026,0.6722778903674659,True
clip8,930,20930,17.302782275540444,2,6510,7,clips_long_1920/d2bf8a7b-ee5a-4757-b9af-16278623765f.mp4,272,1471,291,1920,1080,8,272,279,True,8,0,0.23864320293068886,0.0653148570231029,0.12271357434136528,0.0028887929511256516,0.06306033155747823,33.330405012618,0.9264170357159205,0.3589105522017859,0.9454691079130776,0.5095822559966672,True
