branch,step,global_step,position,qp,R_est_bpp,LPIPS,DISTS,proxy_L1,PSNR,MS_SSIM,frame_objective
clip4_control,23,20023,3,3,0.00034370843786746264,0.024917207658290863,0.09105139970779419,0.05249667167663574,38.947997347803984,0.9852553606033325,0.12244068831205368
clip4_control,24,20024,1,0,0.007212201599031687,0.14896366000175476,0.22200065851211548,0.07184804975986481,21.514102632791108,0.869033932685852,0.49647393822669983
clip4_control,24,20024,2,0,0.0017789271660149097,0.1553870290517807,0.21635079383850098,0.07277693599462509,21.5573786189386,0.877079963684082,0.4032459855079651
clip4_control,24,20024,3,0,0.0003194427117705345,0.1565898209810257,0.21177905797958374,0.07292106002569199,21.518137721951973,0.8763346672058105,0.3746253252029419
clip4_control,25,20025,1,2,0.015125655569136143,0.13349737226963043,0.24267345666885376,0.07020275294780731,22.76875234786397,0.7501556873321533,0.6385887861251831
clip4_control,25,20025,2,2,0.002669700188562274,0.13702094554901123,0.23771435022354126,0.07002966850996017,22.583499251356432,0.7322720289230347,0.42162883281707764
clip4_control,25,20025,3,2,0.0007476433529518545,0.12830793857574463,0.2466655969619751,0.0698341578245163,22.62810421119026,0.7391056418418884,0.3886081874370575
clip4_control,26,20026,1,0,0.015244826674461365,0.27833256125450134,0.20997381210327148,0.06771239638328552,21.423737529731763,0.5493322610855103,0.7527613639831543
clip4_control,26,20026,2,0,0.0010757686104625463,0.27611351013183594,0.22246980667114258,0.06843212246894836,21.19141937774751,0.5379793643951416,0.517881453037262
clip4_control,26,20026,3,0,0.00025495575391687453,0.27125000953674316,0.2232069969177246,0.06783291697502136,21.21961410954267,0.5429141521453857,0.4995467960834503
clip4_control,27,20027,1,2,0.01614576391875744,0.17060980200767517,0.17592370510101318,0.0452234111726284,27.506039795495152,0.8581990003585815,0.6263523697853088
clip4_control,27,20027,2,2,0.004575976170599461,0.17770981788635254,0.18000608682632446,0.04530569538474083,27.558505534728823,0.857789158821106,0.43734607100486755
clip4_control,27,20027,3,2,0.0003308320010546595,0.17704463005065918,0.18043780326843262,0.04527626931667328,27.587934129115478,0.8590303659439087,0.36365950107574463
clip4_control,28,20028,1,0,0.009490427561104298,0.11239703744649887,0.16865384578704834,0.07113435864448547,25.663086164874954,0.9294888377189636,0.4459730386734009
clip4_control,28,20028,2,0,0.0018074819818139076,0.10537739098072052,0.15982389450073242,0.07097319513559341,25.929759805268155,0.9343542456626892,0.297185480594635
clip4_control,28,20028,3,0,0.0003288539301138371,0.10813116282224655,0.15502572059631348,0.07099170982837677,25.659289755309022,0.9326398372650146,0.2695569097995758
clip4_control,29,20029,1,3,0.024881716817617416,0.19561970233917236,0.13475793600082397,0.051161881536245346,22.108565526375557,0.7541236281394958,0.7614122033119202
clip4_control,29,20029,2,3,0.0033790376037359238,0.1942351907491684,0.1386204957962036,0.05110134929418564,22.291213396259245,0.7587486505508423,0.39183348417282104
clip4_control,29,20029,3,3,0.00020745790970977396,0.18780450522899628,0.13710880279541016,0.051274143159389496,22.193239592696145,0.7589648962020874,0.32901567220687866
clip4_control,30,20030,1,3,0.013406538404524326,0.10726889967918396,0.17576944828033447,0.10948006808757782,20.085337809459027,0.8483948111534119,0.5161035656929016
clip4_control,30,20030,2,3,0.0013833631528541446,0.10653137415647507,0.16768991947174072,0.1094498336315155,20.252172908962862,0.8557678461074829,0.29925182461738586
clip4_control,30,20030,3,3,0.00024076367844827473,0.10896070301532745,0.17331695556640625,0.1093008741736412,20.20393587596196,0.8565317392349243,0.28753653168678284
clip4_control,31,20031,1,1,0.010278157889842987,0.16125887632369995,0.21892035007476807,0.0674482211470604,30.31093418376699,0.8965295553207397,0.5586944222450256
clip4_control,31,20031,2,1,0.0035020061768591404,0.16168993711471558,0.21494370698928833,0.06739193946123123,29.162980586706585,0.8855688571929932,0.4379020035266876
clip4_control,31,20031,3,1,0.001981491921469569,0.1652899831533432,0.21314632892608643,0.06693117320537567,28.684287391977787,0.8827769160270691,0.4133909344673157
clip4_control,32,20032,1,1,0.008104342967271805,0.07789035141468048,0.18125039339065552,0.09579947590827942,28.684549556194582,0.9369365572929382,0.4003264009952545
clip4_control,32,20032,2,1,0.002201697789132595,0.07258564233779907,0.17764991521835327,0.09568583965301514,28.87967015329616,0.9392619132995605,0.2892879247665405
clip4_control,32,20032,3,1,0.000425642792833969,0.07038009166717529,0.16832631826400757,0.09571202844381332,29.198067624636362,0.9420517683029175,0.24702833592891693
clip4_control,33,20033,1,0,0.01565021090209484,0.2661886513233185,0.22987890243530273,0.10421246290206909,18.762544539542464,0.6767516136169434,0.7679018974304199
clip4_control,33,20033,2,0,0.004147679079324007,0.27583199739456177,0.22722119092941284,0.10417477786540985,18.862942821648478,0.6767784357070923,0.5758613348007202
clip4_control,33,20033,3,0,0.002385093830525875,0.27150416374206543,0.2399778962135315,0.1045922189950943,18.545176152604533,0.6756352782249451,0.5537967681884766
clip4_control,34,20034,1,2,0.0030952354427427053,0.03213879466056824,0.11781233549118042,0.1293802708387375,36.693713476290654,0.9819304347038269,0.20480112731456757
clip4_control,34,20034,2,2,0.0013710656203329563,0.02952113375067711,0.11243915557861328,0.12959443032741547,37.4992797049113,0.9830392599105835,0.16697947680950165
clip4_control,34,20034,3,2,0.0004721915756817907,0.03480362147092819,0.11776739358901978,0.12951749563217163,37.03113302207883,0.9818110466003418,0.16203643381595612
clip4_control,35,20035,1,2,0.013622529804706573,0.07311471551656723,0.09571141004562378,0.05754856392741203,33.894397961290665,0.9490181803703308,0.4051092863082886
clip4_control,35,20035,2,2,0.002779885660856962,0.07026538997888565,0.09868216514587402,0.05740799754858017,34.64790137372373,0.9505211710929871,0.21762138605117798
clip4_control,35,20035,3,2,0.00019018097373191267,0.07096122205257416,0.09622311592102051,0.05754188820719719,34.58208656411468,0.9509419202804565,0.17105041444301605
clip4_control,36,20036,1,0,0.014171905815601349,0.17953230440616608,0.17729127407073975,0.08204787224531174,30.03683323441819,0.8890429735183716,0.6028574109077454
clip4_control,36,20036,2,0,0.0029851088766008615,0.1604977548122406,0.1729515790939331,0.08182623982429504,30.28207275329706,0.8930491209030151,0.3859182596206665
clip4_control,36,20036,3,0,0.00019380050071049482,0.17617380619049072,0.17941045761108398,0.08199163526296616,29.97452238945388,0.8878041505813599,0.3597574830055237
clip4_control,37,20037,1,3,0.011719508096575737,0.15281839668750763,0.17939698696136475,0.05604955181479454,23.377919238589566,0.7875739336013794,0.5355559587478638
clip4_control,37,20037,2,3,0.009267536923289299,0.1399676650762558,0.19173085689544678,0.059018574655056,25.538194407999057,0.8337649703025818,0.492642879486084
clip4_control,37,20037,3,3,0.00573523435741663,0.139287531375885,0.18457543849945068,0.0597582682967186,25.83493973705014,0.8453792929649353,0.4236960709095001
clip4_control,38,20038,1,0,0.01770290546119213,0.294452428817749,0.20930182933807373,0.05720921605825424,19.281447132098016,0.5196062326431274,0.8106358647346497
clip4_control,38,20038,2,0,0.0014973483048379421,0.2846795320510864,0.21710705757141113,0.05731770396232605,19.18397958538045,0.5252362489700317,0.528268039226532
clip4_control,38,20038,3,0,0.00011395870387787,0.2825506031513214,0.22103017568588257,0.05715721845626831,19.29164787339105,0.5319331288337708,0.5061241388320923
clip4_control,39,20039,1,3,0.01962890289723873,0.17108085751533508,0.16561180353164673,0.04680599272251129,23.083283405726892,0.6347748637199402,0.6767953634262085
clip4_control,39,20039,2,3,0.002200129209086299,0.1703641712665558,0.17666709423065186,0.04637382552027702,23.368678352056538,0.6405460238456726,0.38556334376335144
clip4_control,39,20039,3,3,0.00014716143778059632,0.17206189036369324,0.1709577441215515,0.04652680084109306,23.188824594853497,0.634274959564209,0.34603121876716614
clip4_control,40,20040,1,1,0.006958682555705309,0.10566572844982147,0.15168428421020508,0.042860012501478195,28.96089797989386,0.9188175201416016,0.37818318605422974
clip4_control,40,20040,2,1,0.004930250346660614,0.0874975323677063,0.14103233814239502,0.042212702333927155,30.07169537710248,0.931586742401123,0.31425905227661133
clip4_control,40,20040,3,1,0.0025680512189865112,0.09211243689060211,0.1451629400253296,0.0412399023771286,29.895402516226216,0.9288489818572998,0.2821222245693207
clip4_control,41,20041,1,1,0.01179913803935051,0.10688009113073349,0.1919029951095581,0.11149470508098602,22.98091396087651,0.9176368713378906,0.5040559768676758
clip4_control,41,20041,2,1,0.0018061917508020997,0.10502438247203827,0.1915132999420166,0.1115092933177948,23.106877098874623,0.9199981689453125,0.328904926776886
clip4_control,41,20041,3,1,0.0001684464659774676,0.1022815927863121,0.19150382280349731,0.11147479712963104,23.102207170617465,0.9195889830589294,0.2978147566318512
clip4_control,42,20042,1,1,0.010358800180256367,0.10006583482027054,0.1462610960006714,0.07509654015302658,27.26603482421199,0.9236432909965515,0.42631393671035767
clip4_control,42,20042,2,1,0.001822899212129414,0.10745450109243393,0.15373891592025757,0.075209841132164,27.20955936978541,0.9209297895431519,0.29348674416542053
clip4_control,42,20042,3,1,0.0006039204308763146,0.10702532529830933,0.1607537865638733,0.0752098560333252,26.792404607710797,0.9175384044647217,0.27898070216178894
clip4_control,43,20043,1,1,0.023847561329603195,0.29905614256858826,0.25334739685058594,0.0636913999915123,17.377932817956548,0.5880827307701111,0.9656696319580078
clip4_control,43,20043,2,1,0.0019369133515283465,0.28616368770599365,0.26073336601257324,0.0637749433517456,17.449371236736553,0.5810150504112244,0.5810487866401672
clip4_control,43,20043,3,1,0.0005314989248290658,0.2957637906074524,0.25664371252059937,0.06422934681177139,17.3797536677627,0.5769261121749878,0.5622462034225464
clip4_control,44,20044,1,3,0.009540630504488945,0.07819116860628128,0.1219249963760376,0.05595450848340988,33.985755944609174,0.9408586025238037,0.3657551407814026
clip4_control,44,20044,2,3,0.002452617511153221,0.07857076823711395,0.11703777313232422,0.056142162531614304,34.00736771466936,0.9442676305770874,0.23860706388950348
clip4_control,44,20044,3,3,0.00014576606918126345,0.07632414251565933,0.12838757038116455,0.05595629662275314,34.264689054668,0.9430292844772339,0.2077934294939041
clip4_control,45,20045,1,2,0.018417999148368835,0.11312112957239151,0.16272258758544922,0.06446179747581482,26.936996651611437,0.8794584274291992,0.5951709151268005
clip4_control,45,20045,2,2,0.0030619828030467033,0.10898032039403915,0.16544926166534424,0.0644620880484581,27.235677930743485,0.8900477290153503,0.3280550241470337
clip4_control,45,20045,3,2,0.0003880961157847196,0.10911503434181213,0.1638190746307373,0.06447441130876541,27.271690791490247,0.8875872492790222,0.2802940011024475
clip4_control,46,20046,1,3,0.01902998983860016,0.06709399819374084,0.14934808015823364,0.07541708648204803,23.753408439924,0.9478681087493896,0.5464680194854736
clip4_control,46,20046,2,3,0.005378576926887035,0.0723276138305664,0.1312602162361145,0.0749640017747879,24.010733545954,0.9486658573150635,0.2974018156528473
clip4_control,46,20046,3,3,0.0012936198618263006,0.07511906325817108,0.1508725881576538,0.07318536937236786,24.275680925583956,0.9475948810577393,0.2491067349910736
clip4_control,47,20047,1,1,0.007663461845368147,0.10134677588939667,0.11917626857757568,0.042617104947566986,30.10523928008357,0.902916431427002,0.35354840755462646
clip4_control,47,20047,2,1,0.006066799629479647,0.08197291195392609,0.10364949703216553,0.04231598973274231,31.05146358349506,0.9181112051010132,0.2910180985927582
clip4_control,47,20047,3,1,0.005305123049765825,0.07444030046463013,0.09199470281600952,0.041814856231212616,32.18408735764084,0.9280798435211182,0.25864654779434204
clip4_control,48,20048,1,3,0.015587449073791504,0.10797295719385147,0.13449382781982422,0.0764019787311554,24.13619949945849,0.906834065914154,0.5129370093345642
clip4_control,48,20048,2,3,0.004504523240029812,0.09730153530836105,0.12377631664276123,0.07588618993759155,24.504403858578844,0.9146318435668945,0.2997775077819824
clip4_control,48,20048,3,3,0.0009624440572224557,0.10343200713396072,0.1294124722480774,0.07554835081100464,24.2203722814614,0.9099266529083252,0.250252902507782
clip4_control,49,20049,1,3,0.004781016614288092,0.019138481467962265,0.13911598920822144,0.08058511465787888,39.04874958256447,0.9884061813354492,0.2417852282524109
clip4_control,49,20049,2,3,0.002790774218738079,0.015576976351439953,0.11455655097961426,0.08010707795619965,38.97399033839485,0.9890249967575073,0.17922274768352509
clip4_control,49,20049,3,3,0.0006049037328921258,0.017004169523715973,0.11631131172180176,0.0800374373793602,38.46624659958442,0.9880988001823425,0.1445823609828949
clip4_control,50,20050,1,0,0.004821953363716602,0.14269007742404938,0.22365516424179077,0.07697923481464386,31.18170757071382,0.8872581720352173,0.4505482316017151
clip4_control,50,20050,2,0,0.0009861391736194491,0.14142271876335144,0.21960246562957764,0.07698900252580643,32.20532160154761,0.8918274641036987,0.3788580298423767
clip4_control,50,20050,3,0,0.00011422687384765595,0.14091405272483826,0.22398996353149414,0.07683160901069641,31.90104910969078,0.8891159296035767,0.36764875054359436
clip4_control,51,20051,1,2,0.017315508797764778,0.11256634443998337,0.16500777006149292,0.057385243475437164,22.616484927324578,0.8481771349906921,0.5777544975280762
clip4_control,51,20051,2,2,0.002128926571458578,0.11270815134048462,0.17174160480499268,0.05743659660220146,22.613315110640627,0.853818416595459,0.32186049222946167
clip4_control,51,20051,3,2,0.000190573584404774,0.11464515328407288,0.17435067892074585,0.05746261030435562,22.53418021047711,0.8543167114257812,0.29286789894104004
clip4_control,52,20052,1,2,0.010366391390562057,0.10796704888343811,0.1769493818283081,0.06314112991094589,26.4369946575639,0.8814043998718262,0.4649152457714081
clip4_control,52,20052,2,2,0.005123059265315533,0.09930157661437988,0.1718936562538147,0.06333988159894943,27.110491708607746,0.8917006254196167,0.36047181487083435
clip4_control,52,20052,3,2,0.001412121462635696,0.11840464174747467,0.19278490543365479,0.06337856501340866,26.215038631924422,0.8717207908630371,0.3362569510936737
clip4_control,53,20053,1,0,0.00271300645545125,0.06211336702108383,0.14876008033752441,0.11251558363437653,31.69314460828695,0.9613020420074463,0.2589411735534668
clip4_control,53,20053,2,0,0.0007001303602010012,0.06605848670005798,0.1434062123298645,0.11219587177038193,32.572818015208426,0.9600062370300293,0.22270084917545319
clip4_control,53,20053,3,0,0.00019590671581681818,0.06431686878204346,0.1473942995071411,0.1121516153216362,32.25786753544497,0.9601039886474609,0.21622242033481598
clip4_control,54,20054,1,1,0.0037885329220443964,0.03959972783923149,0.10991030931472778,0.08134131878614426,40.288066018022874,0.9848820567131042,0.21587561070919037
clip4_control,54,20054,2,1,0.002219769172370434,0.03702888637781143,0.10700446367263794,0.08135019242763519,40.93743518025093,0.9817957878112793,0.18325503170490265
clip4_control,54,20054,3,1,0.0005695727304555476,0.041240084916353226,0.10090190172195435,0.08147995173931122,38.99752963098343,0.9805356860160828,0.15281197428703308
clip4_control,55,20055,1,0,0.0006190580897964537,0.010174732655286789,0.1387726068496704,0.09624963998794556,41.79680469910152,0.9875256419181824,0.1606212705373764
clip4_control,55,20055,2,0,0.0002663719351403415,0.008111214265227318,0.0981261134147644,0.096286341547966,44.787103009823156,0.9878126382827759,0.11180916428565979
clip4_control,55,20055,3,0,0.0001878868933999911,0.009589355438947678,0.11052125692367554,0.096303790807724,43.11376866683741,0.9801639318466187,0.12432461977005005
clip4_control,56,20056,1,2,0.0028891165275126696,0.006510421168059111,0.06593179702758789,0.1316620260477066,34.770863753847145,0.9912855625152588,0.12374859303236008
clip4_control,56,20056,2,2,0.0014172752853482962,0.006596772465854883,0.0641435980796814,0.1315435767173767,35.34091562901237,0.9923593401908875,0.09657861292362213
clip4_control,56,20056,3,2,0.00022698656539432704,0.006538151763379574,0.06651800870895386,0.1314806491136551,36.72431708782617,0.9928897619247437,0.07829846441745758
clip4_control,57,20057,1,2,0.01966647431254387,0.2131049931049347,0.24190694093704224,0.056683629751205444,18.624675649230802,0.6285152435302734,0.7958635091781616
clip4_control,57,20057,2,2,0.0021740910597145557,0.21919843554496765,0.23537534475326538,0.056994616985321045,18.602132527079316,0.630991518497467,0.4927615523338318
clip4_control,57,20057,3,2,0.000187652200111188,0.20723406970500946,0.23270022869110107,0.05686004087328911,18.547455269339018,0.6204994916915894,0.4437498152256012
clip4_control,58,20058,1,2,0.011059862561523914,0.08566680550575256,0.13469666242599487,0.11271946132183075,28.39767147267535,0.942298412322998,0.4128570556640625
clip4_control,58,20058,2,2,0.002877224935218692,0.079230897128582,0.136604905128479,0.11279895901679993,28.5974942104736,0.9425128698348999,0.2667478024959564
clip4_control,58,20058,3,2,0.00041998131200671196,0.08802162855863571,0.13613760471343994,0.11278798431158066,28.45732182777062,0.9412754774093628,0.23255397379398346
clip4_control,59,20059,1,3,0.029234571382403374,0.256578654050827,0.23403513431549072,0.07812129706144333,14.617014928853484,0.6229987144470215,0.9972344040870667
clip4_control,59,20059,2,3,0.003962024115025997,0.257116436958313,0.23605084419250488,0.078102707862854,14.681700752108448,0.6338996887207031,0.5625023245811462
clip4_control,59,20059,3,3,0.0006234995671547949,0.27187037467956543,0.22951757907867432,0.07814131677150726,14.654854289452137,0.6248390674591064,0.5129576325416565
clip4_control,60,20060,1,1,0.00235650222748518,0.043770428746938705,0.13308829069137573,0.10402923077344894,30.3710524638256,0.9621843099594116,0.21867306530475616
clip4_control,60,20060,2,1,0.0010853647254407406,0.0456392802298069,0.12977612018585205,0.10399985313415527,31.405548732796497,0.9677183032035828,0.1952352225780487
