branch,step,beta,qp,video,start,crop_x,crop_y,loss,LPIPS,DISTS,R_est_bpp,proxy_L1,PSNR,MS_SSIM,wrapper_gradient_norm,bridge_gradient_norm,generator_gradient_norm,all_finite
beta_low,41,8.651391137770222,2,clips_long_1920/f2f6e0de-dc8a-4ecc-89ac-d507c30effc6.mp4,41,454,476,0.4457138329744339,0.22216006120045978,0.17968096335728964,0.0050442530385529,0.023297656327486038,20.080766975023824,0.7006763219833374,0.3459700760865043,2.6102152202702427,1.1493959783835512,True
beta_low,42,8.651391137770222,1,clips_long_1920/6b5bf12d-3a2b-4dc2-b90f-03ec2d6c2bb0.mp4,151,1235,225,0.4843907505273819,0.2740766902764638,0.18572735786437988,0.0028191156185736568,0.019741610313455265,25.256373823040157,0.6765255928039551,0.5701095986753008,3.9047255373947203,1.505826339276445,True
beta_low,43,8.651391137770222,2,clips_long_1920/3caa03e1-fba6-4885-b6da-4dda2df24bda.mp4,372,565,470,0.3483031392097473,0.1326761394739151,0.15207207202911377,0.007319302569764356,0.023277308170994125,22.023110502844357,0.8587817351023357,0.149375233006255,0.7730966778235769,0.5038463822362715,True
beta_low,44,8.651391137770222,1,clips_long_1920/b4ca0cc5-7e10-473a-881a-73be979194fb.mp4,33,427,212,0.28153422474861145,0.13227717578411102,0.10268996159235637,0.005357693900198987,0.021557082732518516,22.693185901106713,0.8374059995015461,0.29383390777588764,1.765077590027049,0.941948875808489,True
beta_low,45,8.651391137770222,1,clips_long_1920/88a60458-dc5f-4e54-b894-3d689c276bd4.mp4,625,962,315,0.503731831908226,0.29512545466423035,0.15797656774520874,0.005826978381567945,0.021833779911200207,19.208566218814497,0.5539442698160808,0.5364020164432899,2.670103803220124,1.652155612286697,True
beta_low,46,8.651391137770222,3,clips_long_1920/4f31105d-6a50-41ad-b88b-893d45fac380.mp4,339,724,288,0.2603593021631241,0.09206525981426239,0.11197110017140707,0.006479695749779542,0.02645468587676684,33.285356807683655,0.9516048034032187,0.3555900699884467,1.5252013808314935,1.1271080520074694,True
beta_low,47,8.651391137770222,1,clips_long_1920/8635acc9-ddef-49f0-8373-e9d9153da0c0.mp4,262,525,125,0.5209087878465652,0.2448798318703969,0.20444951454798382,0.00825186027213931,0.01893407975633939,28.809953344906308,0.8840292890866597,0.25890477995477446,1.6156213365298548,0.7155485248723726,True
beta_low,48,8.651391137770222,2,clips_long_1920/785179e1-ae06-4a3a-a736-3d55787d80d5.mp4,193,75,397,0.38229702413082123,0.141541322072347,0.1665460467338562,0.00855660391971469,0.018312825510899227,23.98339125824029,0.900351623694102,0.42394738867555926,1.648880741338802,0.8743891171696241,True
beta_low,49,8.651391137770222,0,clips_long_1920/ad795314-bd96-4033-91c3-10eb68736f3c.mp4,14235,157,516,0.5505784004926682,0.2876933316389719,0.22773361206054688,0.004044819596553377,0.015810628732045494,22.1085117381006,0.4971159895261129,0.8958543546160036,7.015111454857447,2.9005264079015927,True
beta_low,50,8.651391137770222,3,clips_long_1920/e9df081c-7275-4512-a9e9-05f36df1275a.mp4,248,1460,528,0.42298591136932373,0.20705424745877582,0.14154920975367227,0.008571398279552037,0.02279206986228625,23.367524415758616,0.7093215584754944,0.27152390021124867,2.5219421554065202,1.290016120757714,True
beta_low,51,8.651391137770222,3,clips_long_1920/8c4f5445-bbac-4e77-a1fe-c713c1a52160.mp4,123,1333,234,0.34669532626867294,0.13179421424865723,0.1422310471534729,0.008377919904887676,0.018940385431051254,24.333325101615117,0.8307381272315979,0.14407750622628931,0.9743074364164389,0.4269188919095072,True
beta_low,52,8.651391137770222,1,clips_long_1920/5555262d-c617-4348-baab-82968f51d0ee.mp4,45,1233,556,0.5401076376438141,0.26985710859298706,0.22319044669469196,0.0054149832236968605,0.021293291822075844,19.624648438428796,0.5381893912951152,0.37098664861356645,3.3964279663765566,1.605827049648526,True
beta_low,53,8.651391137770222,0,clips_long_1920/940d18e9-8783-4a7b-82cb-65e079c1d57e.mp4,58,1314,545,0.34358860552310944,0.12053746730089188,0.17550788323084512,0.005473237280966714,0.019212977960705757,25.983853414044532,0.9094350139300029,0.24563066488600901,1.6260884895219763,0.7038862624170329,True
beta_low,54,8.651391137770222,2,clips_long_1920/75b65ba7-5815-430e-afde-3a37c5e2f090.mp4,46,658,315,0.3868613764643669,0.1696772426366806,0.15579883257548013,0.007057870175534239,0.03248977412780126,18.54349404972418,0.7242804169654846,0.2657167804542274,2.0018379120007697,1.091500287072359,True
beta_low,55,8.651391137770222,2,clips_long_1920/adc1cb09-a4aa-45cb-9662-5eeb0e8d4024.mp4,244,1630,296,0.31751616299152374,0.1302732328573863,0.14128559827804565,0.005292118255359431,0.017312842110792797,28.316347867510352,0.8849171996116638,0.6238084303464317,2.1467212220053056,0.9817958006785124,True
beta_low,56,8.651391137770222,3,clips_long_1920/ccff4e20-23d9-4fb7-ba40-84d4ca5d34f2.mp4,39,1035,424,0.3348960876464844,0.15664968887964886,0.13404289881388345,0.00508139532757923,0.02423474254707496,26.424137017881847,0.8538023829460144,0.36365894550998246,2.0696926198612875,1.1644136800909308,True
beta_low,57,8.651391137770222,3,clips_long_1920/1334a8f6-4959-4ca6-a529-c251787ee346.mp4,343,223,458,0.1695946678519249,0.03153609856963158,0.1043132742245992,0.003882240504026413,0.015850823993484177,37.56583664443052,0.978971004486084,0.19427610177854687,0.5129899295062817,0.7304280243131182,True
beta_low,58,8.651391137770222,2,clips_long_1920/8dffc5c3-a37e-49ff-ad74-f9bf228c0329.mp4,402,1616,730,0.4212373271584511,0.20325546463330585,0.13825694719950357,0.009187076463907335,0.02439131960272789,20.18528989777076,0.7559107740720113,0.4047481727404772,2.922373918770282,1.2646265032257085,True
beta_low,59,8.651391137770222,3,clips_long_1920/87e0faf6-6378-4974-84db-f5faf804f901.mp4,318,305,390,0.41151121258735657,0.2149643748998642,0.14809650182724,0.005576132922821367,0.020901354029774666,26.87952991566766,0.7692185242970784,0.5257132778891827,1.9668216765682545,1.7193685553099363,True
beta_low,60,8.651391137770222,3,clips_long_1920/73513826-f910-4e65-9a21-23232b9d63a7.mp4,208,230,155,0.06988052651286125,0.009963853595157465,0.04607367515563965,0.0015778257414543382,0.019260689616203308,41.216952475736825,0.9959284265836079,0.6511947914953606,0.6062583383849163,0.3705891202967588,True
beta_low,61,8.651391137770222,2,clips_long_1920/be04072e-fd29-4d3d-8d67-5f3c98420852.mp4,131,1291,628,0.317365825176239,0.10932688166697821,0.14408165216445923,0.00736968862474896,0.019923762728770573,28.90538958790364,0.9010618925094604,0.1913418287947479,1.0423001063165105,0.4966023597116675,True
beta_low,62,8.651391137770222,3,clips_long_1920/333363ca-a55d-40f7-8c8e-6587afbcd758.mp4,321,850,820,0.33717282116413116,0.1483383278052012,0.129734476407369,0.006809257766387114,0.019044790416955948,22.411814305254783,0.8044453064600627,0.32516100701099687,1.3634271199461119,0.6495083201647959,True
beta_low,63,8.651391137770222,2,clips_long_1920/0afea32e-818b-4261-ad5b-766a5800b185.mp4,39,260,634,0.12439481541514397,0.029004802306493126,0.07430795828501383,0.0024180789090072112,0.01623021128276984,39.66635450907608,0.987645467122396,0.39442254411289657,0.6147912108820093,0.7354327672503871,True
beta_low,64,8.651391137770222,1,clips_long_1920/ddc3256a-92b7-4191-92ad-4203c107b152.mp4,220,503,766,0.5292364060878754,0.2542933523654938,0.20615804195404053,0.00792845709171767,0.01928198089202245,24.733977254807378,0.7837880849838257,0.3736272175468032,2.3457233866747744,1.377741136533099,True
beta_low,65,8.651391137770222,2,clips_long_1920/2884e68a-8e5c-4e6b-929c-7c14525b9376.mp4,161,203,390,0.3104564771056175,0.09622920552889506,0.15794275204340616,0.006477287213783711,0.02469741553068161,26.709402798490096,0.8852135737737019,0.19116648822974674,0.7177937203489487,0.4082749778334074,True
beta_low,66,8.651391137770222,1,clips_long_1920/d273e70c-2f9b-4577-bbaf-98a1200add87.mp4,83,256,540,0.46103982627391815,0.17843246459960938,0.23833998044331867,0.005099615935857097,0.014858704060316086,28.289723845430316,0.8357985417048137,0.7631052540936372,2.6585508686416026,1.4351831536731954,True
beta_low,67,8.651391137770222,0,clips_long_1920/2909f544-2dd9-494e-ac5a-aae8898aa489.mp4,92,1066,27,0.15214500576257706,0.02335862629115581,0.12561827898025513,0.0003440213428499798,0.019183781618873276,43.33398540003821,0.9919677774111431,0.8217140469537078,0.816003850945294,0.8649993118158302,True
beta_low,68,8.651391137770222,1,clips_long_1920/443af71d-8dae-49df-a861-12f0eaac79d7.mp4,194,822,418,0.2990992069244385,0.10676577190558115,0.1681385636329651,0.0027640676319909594,0.028183141723275185,24.095473502327003,0.7053132057189941,0.33301679951148394,1.5078778115012845,1.244756436202152,True
beta_low,69,8.651391137770222,3,clips_long_1920/ccff4e20-23d9-4fb7-ba40-84d4ca5d34f2.mp4,427,838,803,0.4130888730287552,0.17928606768449148,0.14122543732325235,0.010672448125357429,0.024584363525112472,27.86700207802791,0.827603538831075,0.38681916760105156,1.7255782712263483,0.8162257882903117,True
beta_low,70,8.651391137770222,2,clips_long_1920/207d940e-1337-40c2-8e8f-3b6d777c2333.mp4,338,625,221,0.25741735100746155,0.09375075995922089,0.10957662264506021,0.006223601386106263,0.024716384708881378,23.74965903917289,0.928624967734019,0.1727491307257067,0.9080634738568718,0.4925823232780085,True
beta_low,71,8.651391137770222,2,clips_long_1920/c330ec5a-6196-4449-9574-8834a4858ae3.mp4,223,695,570,0.5115074962377548,0.22834423681100208,0.19893596569697064,0.009691892114157477,0.037893796960512795,16.38933192166139,0.7465513547261556,0.38175303657630644,3.447872289056618,1.3614493009728135,True
beta_low,72,8.651391137770222,2,clips_long_1920/e5cf18c8-7b45-456e-b623-5f10cf69a219.mp4,371,1275,408,0.35834290087223053,0.11674097180366516,0.15915717681248984,0.009498879934350649,0.026619664703806244,24.824430167325428,0.8629685441652934,0.24702859950153733,1.0533730654217175,0.4981074571409864,True
beta_low,73,8.651391137770222,1,clips_long_1920/5bf7b560-3bee-446f-98e0-689948d4197c.mp4,325,883,381,0.26878783851861954,0.09972159812847772,0.1294941504796346,0.004551136905016999,0.019841618835926056,28.179532149390162,0.9265238444010417,0.4803153710435982,1.7253223318964706,1.094800828275703,True
beta_low,74,8.651391137770222,0,clips_long_1920/50875961-b607-4068-bb79-4db7f68b5c9d.mp4,318,604,611,0.34079691767692566,0.13916435837745667,0.17143332958221436,0.0034634994032482305,0.023512620478868484,24.390820263301627,0.8444802165031433,0.4025291721005667,0.7864582538245252,0.5691714420981324,True
beta_low,75,8.651391137770222,0,clips_long_1920/3bc52d95-08ce-4662-b0d4-692dfb11fef2.mp4,126,432,98,0.15681004524230957,0.029834581539034843,0.11571363608042401,0.001274848478108955,0.023260759189724922,38.20128786154578,0.9851475556691488,0.8474223662560575,1.5414583247685152,0.7221998837288974,True
beta_low,76,8.651391137770222,3,clips_long_1920/ad795314-bd96-4033-91c3-10eb68736f3c.mp4,2738,435,634,0.577495351433754,0.28440543015797937,0.20901260773340863,0.009691463036385056,0.023265495896339417,22.035187360295538,0.6296003063519796,0.3860053015751348,1.933059494815089,0.9954032839741598,True
beta_low,77,8.651391137770222,1,clips_long_1920/263edeeb-ede0-409e-bc41-9723be330c9d.mp4,7,916,535,0.5870881676673889,0.30921919147173565,0.2220454414685567,0.00642297347561301,0.025587305426597595,20.116772197171557,0.5525664488474528,0.24627564768023685,3.699974340002892,1.569607059316996,True
beta_low,78,8.651391137770222,0,clips_long_1920/4f31c0c6-a754-4503-a007-9f75410d8147.mp4,23,852,603,0.296523742377758,0.11629751821359,0.14568122227986655,0.003969293269619811,0.020507963995138805,27.81242444112236,0.9082015156745911,0.13928462518492854,1.212903735259728,0.6817069994411308,True
beta_low,79,8.651391137770222,3,clips_long_1920/f096afc3-248a-4bee-895d-e37868c73bf5.mp4,263,1310,306,0.4696415364742279,0.2358005742232005,0.1658941904703776,0.00782183562599433,0.027698607494433716,19.654894869333646,0.7388111154238384,0.3617974577061809,1.9147114276625294,1.010403455999924,True
beta_low,80,8.651391137770222,1,clips_long_1920/cfa79e7c-cce2-4db3-a692-55e5d4b27493.mp4,269,367,145,0.22951700538396835,0.050346365819374725,0.14910940329233807,0.003452290043545266,0.01941178118189176,32.85612221128687,0.9609277447064717,0.1679704284191152,0.5973934502982925,0.8011745741137924,True
beta_low,81,8.651391137770222,0,clips_long_1920/4aa6ab57-f6ba-43cd-a8a7-925fc90be740.mp4,540,161,448,0.3670106679201126,0.1774617781241735,0.16227416197458905,0.0031205588408435383,0.027756311620275177,22.124908327461206,0.739265541235606,0.2831080356136988,1.7443514694525986,0.8883081632565989,True
beta_low,82,8.651391137770222,3,clips_long_1920/5636b9be-7f1f-4650-bd7a-fddba69ec7c0.mp4,258,983,305,0.42867542058229446,0.24559973676999414,0.11630517244338989,0.007691034280772631,0.02323632314801216,19.778789026079863,0.6443168719609579,0.3168628245313713,2.834623751406391,1.386165848198874,True
beta_low,83,8.651391137770222,2,clips_long_1920/c2ce1ff9-b43f-4bad-baa1-a20edd016499.mp4,115,1350,151,0.2023056484758854,0.04263740281263987,0.13928423325220746,0.0023337126476690173,0.019414351011315983,32.86985960898496,0.967654565970103,0.22578937017764272,0.8148769214985574,0.42273279279271087,True
beta_low,84,8.651391137770222,1,clips_long_1920/4e5ff961-5dff-49be-b2d1-5d0ef539f639.mp4,43,1598,467,0.335493840277195,0.1525193154811859,0.1309260129928589,0.005987166815126935,0.025118408724665642,27.970426524948373,0.8911659518877666,0.4140485488608715,1.4141603968883505,0.6745139196970356,True
beta_low,85,8.651391137770222,3,clips_long_1920/02d2f16a-64a4-430d-9b43-aa3bbe771289.mp4,58,1050,440,0.3451772630214691,0.11999978373448053,0.1512900392214457,0.00850878454123934,0.02745899371802807,22.171954742176656,0.8753629922866821,0.1862697961963287,2.6904346970108874,0.8713988344191662,True
beta_low,86,8.651391137770222,3,clips_long_1920/e2543816-b159-4f25-bed6-c8fdfbebabe7.mp4,102,1243,227,0.17289463430643082,0.044782526791095734,0.09525352716445923,0.0037793831725139175,0.016164531310399372,32.88068892873359,0.9819800456364951,0.3953443070328517,0.7137356853029436,0.8890751038231636,True
beta_low,87,8.651391137770222,1,clips_long_1920/d273e70c-2f9b-4577-bbaf-98a1200add87.mp4,210,886,267,0.34043318033218384,0.1239304468035698,0.17203245560328168,0.005123620852828026,0.014383373782038689,32.4627490691749,0.9609790245691936,0.9471006965619079,1.4799114357614658,1.569148698045542,True
beta_low,88,8.651391137770222,2,clips_long_1920/e32863f4-ce59-4597-a082-f976a873eb85.mp4,58,1627,570,0.19584840536117554,0.045552284767230354,0.11558860540390015,0.003994727546038727,0.014756845310330391,34.88707894700077,0.9799498518308003,0.6747765743745119,0.8807402785167953,0.7036238828189564,True
beta_low,89,8.651391137770222,0,clips_long_1920/263edeeb-ede0-409e-bc41-9723be330c9d.mp4,73,326,408,0.5170852243900299,0.25850947201251984,0.21352529525756836,0.005178629381892582,0.024809579675396286,25.258049441805618,0.6924600799878439,0.31091691302284113,1.9422929125158102,1.1062443370671415,True
beta_low,90,8.651391137770222,3,clips_long_1920/198ff7ea-e4e1-42b8-b74d-952a3231dafa.mp4,391,80,559,0.15156807750463486,0.04240885749459267,0.08442900578180948,0.002836738732488205,0.018847770988941193,41.58935990800006,0.9830619891484578,0.44111732586066543,1.4637822889281933,0.8116859236543322,True
