video,frame,candidate,mse_old,mse_repeat,mse_abs_error,lpips_old,lpips_repeat,lpips_abs_error
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,O2_s000,0.023966150225914484,0.023966150225914484,0.0,0.22311259806156158,0.22311259806156158,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,O2_s025,0.023966150225914484,0.023966150225914484,0.0,0.22311259806156158,0.22311259806156158,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,O2_s050,0.01864649020729823,0.01864649020729823,0.0,0.3505675792694092,0.3505675792694092,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,O2_s100,0.017221129181335813,0.017221129181335813,0.0,0.36975276470184326,0.36975276470184326,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,O2_s150,0.01674401279076029,0.01674401279076029,0.0,0.37806999683380127,0.37806999683380127,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,Z_ORIGINAL,0.024476500618027194,0.024476500618027194,0.0,0.2239690124988556,0.2239690124988556,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O1_s000,0.024476500618027194,0.024476500618027194,0.0,0.2239690124988556,0.2239690124988556,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O1_s025,0.024476500618027194,0.024476500618027194,0.0,0.2239690124988556,0.2239690124988556,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O1_s050,0.019084652541688375,0.019084652541688375,0.0,0.37257033586502075,0.37257033586502075,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O1_s100,0.017634021097246957,0.017634021097246957,0.0,0.384133905172348,0.384133905172348,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O1_s150,0.01711915249816888,0.01711915249816888,0.0,0.3879908323287964,0.3879908323287964,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O2_s000,0.024476500618027194,0.024476500618027194,0.0,0.2239690124988556,0.2239690124988556,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O2_s025,0.024476500618027194,0.024476500618027194,0.0,0.2239690124988556,0.2239690124988556,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O2_s050,0.019071245019223464,0.019071245019223464,0.0,0.3660750389099121,0.3660750389099121,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O2_s100,0.01760003413076614,0.01760003413076614,0.0,0.38604027032852173,0.38604027032852173,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,O2_s150,0.017101457516339152,0.017101457516339152,0.0,0.3902438282966614,0.3902438282966614,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,Z_ORIGINAL,0.02399758353465863,0.02399758353465863,0.0,0.22241076827049255,0.22241076827049255,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O1_s000,0.023613134551183974,0.023613134551183974,0.0,0.22355106472969055,0.22355106472969055,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O1_s025,0.023613134551183974,0.023613134551183974,0.0,0.22355106472969055,0.22355106472969055,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O1_s050,0.018141294185119457,0.018141294185119457,0.0,0.35217729210853577,0.35217729210853577,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O1_s100,0.01712198244709547,0.01712198244709547,0.0,0.3525959253311157,0.3525959253311157,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O1_s150,0.016709983093496583,0.016709983093496583,0.0,0.3526642322540283,0.3526642322540283,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O2_s000,0.023641576746701462,0.023641576746701462,0.0,0.22270163893699646,0.22270163893699646,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O2_s025,0.023641576746701462,0.023641576746701462,0.0,0.22270163893699646,0.22270163893699646,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O2_s050,0.018082348682569513,0.018082348682569513,0.0,0.3461470305919647,0.3461470305919647,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O2_s100,0.016979162545572385,0.016979162545572385,0.0,0.35260090231895447,0.35260090231895447,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,O2_s150,0.016679836587744752,0.016679836587744752,0.0,0.3566805124282837,0.3566805124282837,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,Z_ORIGINAL,0.024271310869543556,0.024271310869543556,0.0,0.22371041774749756,0.22371041774749756,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O1_s000,0.02389810888824024,0.02389810888824024,0.0,0.2242588847875595,0.2242588847875595,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O1_s025,0.02389810888824024,0.02389810888824024,0.0,0.2242588847875595,0.2242588847875595,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O1_s050,0.018309903382092964,0.018309903382092964,0.0,0.34730252623558044,0.34730252623558044,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O1_s100,0.017252258436706892,0.017252258436706892,0.0,0.3530823886394501,0.3530823886394501,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O1_s150,0.0168717727794985,0.0168717727794985,0.0,0.367214173078537,0.367214173078537,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O2_s000,0.02397533885090521,0.02397533885090521,0.0,0.22422941029071808,0.22422941029071808,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O2_s025,0.02397533885090521,0.02397533885090521,0.0,0.22422941029071808,0.22422941029071808,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O2_s050,0.01828350071158057,0.01828350071158057,0.0,0.3536582589149475,0.3536582589149475,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O2_s100,0.017240534620448122,0.017240534620448122,0.0,0.3578696846961975,0.3578696846961975,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,O2_s150,0.01688315080072304,0.01688315080072304,0.0,0.3729751408100128,0.3729751408100128,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,Z_ORIGINAL,0.024009125954475345,0.024009125954475345,0.0,0.22396348416805267,0.22396348416805267,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O1_s000,0.023390410281203398,0.023390410281203398,0.0,0.22272028028964996,0.22272028028964996,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O1_s025,0.023390410281203398,0.023390410281203398,0.0,0.22272028028964996,0.22272028028964996,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O1_s050,0.01787490998192177,0.01787490998192177,0.0,0.35049018263816833,0.35049018263816833,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O1_s100,0.016903604850742826,0.016903604850742826,0.0,0.36092501878738403,0.36092501878738403,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O1_s150,0.016467918253020426,0.016467918253020426,0.0,0.36238858103752136,0.36238858103752136,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O2_s000,0.023241461245832297,0.023241461245832297,0.0,0.22366374731063843,0.22366374731063843,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O2_s025,0.023241461245832297,0.023241461245832297,0.0,0.22366374731063843,0.22366374731063843,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O2_s050,0.0179508980569333,0.0179508980569333,0.0,0.3559240996837616,0.3559240996837616,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O2_s100,0.016856895335126777,0.016856895335126777,0.0,0.36042213439941406,0.36042213439941406,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,O2_s150,0.01643906009089483,0.01643906009089483,0.0,0.3669703006744385,0.3669703006744385,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,Z_ORIGINAL,0.024865779185983688,0.024865779185983688,0.0,0.227483332157135,0.227483332157135,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O1_s000,0.024343740241149516,0.024343740241149516,0.0,0.22769351303577423,0.22769351303577423,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O1_s025,0.024343740241149516,0.024343740241149516,0.0,0.22769351303577423,0.22769351303577423,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O1_s050,0.018656607625629453,0.018656607625629453,0.0,0.36097395420074463,0.36097395420074463,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O1_s100,0.017654461072713915,0.017654461072713915,0.0,0.3648257255554199,0.3648257255554199,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O1_s150,0.017279920075293095,0.017279920075293095,0.0,0.3747524917125702,0.3747524917125702,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O2_s000,0.024323709321294573,0.024323709321294573,0.0,0.2295464277267456,0.2295464277267456,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O2_s025,0.024323709321294573,0.024323709321294573,0.0,0.2295464277267456,0.2295464277267456,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O2_s050,0.018853235395637852,0.018853235395637852,0.0,0.3665580749511719,0.3665580749511719,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O2_s100,0.017657469949756446,0.017657469949756446,0.0,0.3744070827960968,0.3744070827960968,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O2_s150,0.017285569351124092,0.017285569351124092,0.0,0.37956470251083374,0.37956470251083374,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,Z_ORIGINAL,0.02417771406784585,0.02417771406784585,0.0,0.22784462571144104,0.22784462571144104,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O1_s000,0.023292615728179658,0.023292615728179658,0.0,0.22724343836307526,0.22724343836307526,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O1_s025,0.023292615728179658,0.023292615728179658,0.0,0.22724343836307526,0.22724343836307526,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O1_s050,0.01794793763920809,0.01794793763920809,0.0,0.35836300253868103,0.35836300253868103,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O1_s100,0.01695777377539546,0.01695777377539546,0.0,0.35583439469337463,0.35583439469337463,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O1_s150,0.016609447734429666,0.016609447734429666,0.0,0.36356261372566223,0.36356261372566223,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O2_s000,0.02336282486096019,0.02336282486096019,0.0,0.22650177776813507,0.22650177776813507,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O2_s025,0.02336282486096019,0.02336282486096019,0.0,0.22650177776813507,0.22650177776813507,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O2_s050,0.017941258227058183,0.017941258227058183,0.0,0.35036319494247437,0.35036319494247437,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O2_s100,0.016912511433771493,0.016912511433771493,0.0,0.3560863733291626,0.3560863733291626,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O2_s150,0.016559398499581258,0.016559398499581258,0.0,0.3688881993293762,0.3688881993293762,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,Z_ORIGINAL,0.025067832638315826,0.025067832638315826,0.0,0.23081369698047638,0.23081369698047638,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O1_s000,0.0242439789720445,0.0242439789720445,0.0,0.2340821921825409,0.2340821921825409,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O1_s025,0.0242439789720445,0.0242439789720445,0.0,0.2340821921825409,0.2340821921825409,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O1_s050,0.018901233894212395,0.018901233894212395,0.0,0.3647094666957855,0.3647094666957855,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O1_s100,0.01777530049307371,0.01777530049307371,0.0,0.37582841515541077,0.37582841515541077,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O1_s150,0.017393953952347413,0.017393953952347413,0.0,0.3851144015789032,0.3851144015789032,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O2_s000,0.024114179748585752,0.024114179748585752,0.0,0.23181210458278656,0.23181210458278656,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O2_s025,0.024114179748585752,0.024114179748585752,0.0,0.23181210458278656,0.23181210458278656,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O2_s050,0.01894216675366781,0.01894216675366781,0.0,0.3803344666957855,0.3803344666957855,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O2_s100,0.017715600155772913,0.017715600155772913,0.0,0.3820222020149231,0.3820222020149231,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O2_s150,0.017394985239146767,0.017394985239146767,0.0,0.37719273567199707,0.37719273567199707,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,Z_ORIGINAL,0.024620570798398477,0.024620570798398477,0.0,0.228884756565094,0.228884756565094,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O1_s000,0.023650097626590698,0.023650097626590698,0.0,0.23065416514873505,0.23065416514873505,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O1_s025,0.023650097626590698,0.023650097626590698,0.0,0.23065416514873505,0.23065416514873505,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O1_s050,0.018376509072742204,0.018376509072742204,0.0,0.3629084825515747,0.3629084825515747,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O1_s100,0.017219943598492087,0.017219943598492087,0.0,0.3675515353679657,0.3675515353679657,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O1_s150,0.016924684795093042,0.016924684795093042,0.0,0.36997246742248535,0.36997246742248535,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O2_s000,0.02373199485263084,0.02373199485263084,0.0,0.2292945384979248,0.2292945384979248,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O2_s025,0.02373199485263084,0.02373199485263084,0.0,0.2292945384979248,0.2292945384979248,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O2_s050,0.018418644068924222,0.018418644068924222,0.0,0.36777058243751526,0.36777058243751526,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O2_s100,0.01724294980399463,0.01724294980399463,0.0,0.37494438886642456,0.37494438886642456,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O2_s150,0.016924854994902844,0.016924854994902844,0.0,0.37051957845687866,0.37051957845687866,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,Z_ORIGINAL,0.025160113539358115,0.025160113539358115,0.0,0.2302067130804062,0.2302067130804062,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O1_s000,0.024581086863349918,0.024581086863349918,0.0,0.2307492196559906,0.2307492196559906,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O1_s025,0.024581086863349918,0.024581086863349918,0.0,0.2307492196559906,0.2307492196559906,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O1_s050,0.018933650687494034,0.018933650687494034,0.0,0.36891859769821167,0.36891859769821167,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O1_s100,0.01782980438428476,0.01782980438428476,0.0,0.3759233355522156,0.3759233355522156,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O1_s150,0.01753548325477008,0.01753548325477008,0.0,0.38458895683288574,0.38458895683288574,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O2_s000,0.024713967391728518,0.024713967391728518,0.0,0.23155972361564636,0.23155972361564636,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O2_s025,0.024713967391728518,0.024713967391728518,0.0,0.23155972361564636,0.23155972361564636,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O2_s050,0.019026080514118904,0.019026080514118904,0.0,0.3702094554901123,0.3702094554901123,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O2_s100,0.017929868686644295,0.017929868686644295,0.0,0.3730650544166565,0.3730650544166565,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O2_s150,0.017509495018587017,0.017509495018587017,0.0,0.3766906261444092,0.3766906261444092,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,Z_ORIGINAL,0.024796207763195233,0.024796207763195233,0.0,0.23063643276691437,0.23063643276691437,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O1_s000,0.02391714691143113,0.02391714691143113,0.0,0.23014450073242188,0.23014450073242188,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O1_s025,0.02391714691143113,0.02391714691143113,0.0,0.23014450073242188,0.23014450073242188,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O1_s050,0.018514230794130563,0.018514230794130563,0.0,0.36420395970344543,0.36420395970344543,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O1_s100,0.017323784762536484,0.017323784762536484,0.0,0.37831732630729675,0.37831732630729675,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O1_s150,0.016992462226068206,0.016992462226068206,0.0,0.3859560489654541,0.3859560489654541,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O2_s000,0.024111744985382013,0.024111744985382013,0.0,0.23094381392002106,0.23094381392002106,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O2_s025,0.024111744985382013,0.024111744985382013,0.0,0.23094381392002106,0.23094381392002106,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O2_s050,0.018490138074708656,0.018490138074708656,0.0,0.3689229190349579,0.3689229190349579,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O2_s100,0.01730485503618414,0.01730485503618414,0.0,0.3779692053794861,0.3779692053794861,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O2_s150,0.01696673759735279,0.01696673759735279,0.0,0.3920580744743347,0.3920580744743347,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,Z_ORIGINAL,0.025374404682659602,0.025374404682659602,0.0,0.2334466278553009,0.2334466278553009,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O1_s000,0.02471885206248034,0.02471885206248034,0.0,0.23462626338005066,0.23462626338005066,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O1_s025,0.02471885206248034,0.02471885206248034,0.0,0.23462626338005066,0.23462626338005066,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O1_s050,0.019069755157690625,0.019069755157690625,0.0,0.374545156955719,0.374545156955719,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O1_s100,0.017983018858115953,0.017983018858115953,0.0,0.3821852207183838,0.3821852207183838,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O1_s150,0.017626396267668428,0.017626396267668428,0.0,0.3895736336708069,0.3895736336708069,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O2_s000,0.024596999856997523,0.024596999856997523,0.0,0.23493114113807678,0.23493114113807678,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O2_s025,0.024596999856997523,0.024596999856997523,0.0,0.23493114113807678,0.23493114113807678,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O2_s050,0.01910548545683725,0.01910548545683725,0.0,0.36752545833587646,0.36752545833587646,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O2_s100,0.017968390283566976,0.017968390283566976,0.0,0.37760990858078003,0.37760990858078003,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O2_s150,0.01758174892253028,0.01758174892253028,0.0,0.3929062485694885,0.3929062485694885,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,Z_ORIGINAL,0.025178618618793135,0.025178618618793135,0.0,0.23377802968025208,0.23377802968025208,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O1_s000,0.023895800462892344,0.023895800462892344,0.0,0.23463761806488037,0.23463761806488037,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O1_s025,0.023895800462892344,0.023895800462892344,0.0,0.23463761806488037,0.23463761806488037,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O1_s050,0.01879333542130335,0.01879333542130335,0.0,0.3780204951763153,0.3780204951763153,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O1_s100,0.017735962630748593,0.017735962630748593,0.0,0.3778165578842163,0.3778165578842163,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O1_s150,0.01731234433069782,0.01731234433069782,0.0,0.38860195875167847,0.38860195875167847,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O2_s000,0.024168674897421638,0.024168674897421638,0.0,0.2342498004436493,0.2342498004436493,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O2_s025,0.024168674897421638,0.024168674897421638,0.0,0.2342498004436493,0.2342498004436493,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O2_s050,0.01890590508114137,0.01890590508114137,0.0,0.3709246516227722,0.3709246516227722,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O2_s100,0.017728264142210307,0.017728264142210307,0.0,0.3825226128101349,0.3825226128101349,0.0
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O2_s150,0.017395124954812675,0.017395124954812675,0.0,0.3821321427822113,0.3821321427822113,0.0
c227e33d-910e-4e39-a325-0fe1d1116436,1,Z_ORIGINAL,0.001622932994237485,0.001622932994237485,0.0,0.15142160654067993,0.15142160654067993,0.0
c227e33d-910e-4e39-a325-0fe1d1116436,1,O1_s000,0.001622932994237485,0.001622932994237485,0.0,0.15142160654067993,0.15142160654067993,0.0
c227e33d-910e-4e39-a325-0fe1d1116436,1,O1_s025,0.001622932994237485,0.001622932994237485,0.0,0.15142160654067993,0.15142160654067993,0.0
c227e33d-910e-4e39-a325-0fe1d1116436,1,O1_s050,0.001506781697925874,0.001506781697925874,0.0,0.1746995896100998,0.1746995896100998,0.0
c227e33d-910e-4e39-a325-0fe1d1116436,1,O1_s100,0.001211951846915239,0.001211951846915239,0.0,0.164585143327713,0.164585143327713,0.0
