split,video,alpha,scope,comparison_type,M2_base_bytes,M2_enhancement_bytes,M2_total_bytes,M2_budget_bytes,M2_stream_sent,M2_selected_label_nonzero_frames,M2_actual_nonzero_frames,M2_Z_count,M2_E_count,M2_O1_count,M2_O2_count,M2_psnr,M2_ms_ssim,M2_lpips,M2_psnr_minus_ZERO,M2_ms_ssim_minus_ZERO,M2_lpips_minus_ZERO,M4_base_bytes,M4_enhancement_bytes,M4_total_bytes,M4_budget_bytes,M4_stream_sent,M4_selected_label_nonzero_frames,M4_actual_nonzero_frames,M4_Z_count,M4_E_count,M4_O1_count,M4_O2_count,M4_psnr,M4_ms_ssim,M4_lpips,M4_psnr_minus_ZERO,M4_ms_ssim_minus_ZERO,M4_lpips_minus_ZERO,M4_minus_M2_enhancement_bytes,M4_minus_M2_total_bytes,M4_minus_M2_actual_nonzero_frames,M4_minus_M2_psnr,M4_minus_M2_ms_ssim,M4_minus_M2_lpips,M4_minus_M2_psnr_minus_ZERO,M4_minus_M2_ms_ssim_minus_ZERO,M4_minus_M2_lpips_minus_ZERO
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,0.1,P,"same budget upper bound, not same actual rate",11839.0,1014.0,12853.0,1183.0,True,1.0,1.0,14.0,1.0,0.0,0.0,26.050229332848083,0.884678008621182,0.23989392220973968,0.05310644325031788,0.00014050544488664052,-0.002224828799565648,11839.0,1014.0,12853.0,1183.0,True,1.0,1.0,14.0,1.0,0.0,0.0,26.050229332848083,0.884678008621182,0.23989392220973968,0.05310644325031788,0.00014050544488664052,-0.002224828799565648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,0.1,IP,"same budget upper bound, not same actual rate",11839.0,1014.0,12853.0,1183.0,True,1.0,1.0,14.0,1.0,0.0,0.0,25.90187910567224,0.880019187614677,0.23943238612264395,0.0497872905471759,0.00013172385458126712,-0.002085776999592781,11839.0,1014.0,12853.0,1183.0,True,1.0,1.0,14.0,1.0,0.0,0.0,25.90187910567224,0.880019187614677,0.23943238612264395,0.0497872905471759,0.00013172385458126712,-0.002085776999592781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,0.25,P,"same budget upper bound, not same actual rate",11839.0,2830.0,14669.0,2959.0,True,3.0,3.0,12.0,3.0,0.0,0.0,26.153663923911875,0.8849238799034699,0.23551587561766307,0.1565410343141096,0.0003863767271745644,-0.0066028753916422545,11839.0,2830.0,14669.0,2959.0,True,3.0,3.0,12.0,3.0,0.0,0.0,26.153663923911875,0.8849238799034699,0.23551587561766307,0.1565410343141096,0.0003863767271745644,-0.0066028753916422545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,0.25,IP,"same budget upper bound, not same actual rate",11839.0,2830.0,14669.0,2959.0,True,3.0,3.0,12.0,3.0,0.0,0.0,25.998849034794542,0.8802496919418219,0.23532796744257212,0.1467572196694782,0.0003622281817261541,-0.006190195679664612,11839.0,2830.0,14669.0,2959.0,True,3.0,3.0,12.0,3.0,0.0,0.0,25.998849034794542,0.8802496919418219,0.23532796744257212,0.1467572196694782,0.0003622281817261541,-0.006190195679664612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,0.5,P,"same budget upper bound, not same actual rate",11839.0,5504.0,17343.0,5919.0,True,6.0,6.0,9.0,6.0,0.0,0.0,26.29653735749592,0.8852892630597983,0.22883332073688506,0.2994144678981563,0.000751759883502956,-0.013285430272420268,11839.0,5914.0,17753.0,5919.0,True,7.0,7.0,8.0,6.0,1.0,0.0,26.346760032843637,0.8852870502247422,0.2289399951696396,0.3496371432458716,0.0007495470484468747,-0.01317875583966574,410.0,410.0,1.0,0.050222675347715295,-2.212835056081275e-06,0.0001066744327545277,0.050222675347715295,-2.212835056081275e-06,0.0001066744327545277
Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,0.5,IP,"same budget upper bound, not same actual rate",11839.0,5504.0,17343.0,5919.0,True,6.0,6.0,9.0,6.0,0.0,0.0,26.132792878779586,0.8805922386508798,0.22906307224184275,0.2807010636545222,0.0007047748907840212,-0.012455090880393982,11839.0,5914.0,17753.0,5919.0,True,7.0,7.0,8.0,6.0,1.0,0.0,26.17987663691807,0.8805901641180147,0.2291630795225501,0.3277848217930064,0.0007027003579189728,-0.012355083599686623,410.0,410.0,1.0,0.0470837581384842,-2.0745328650484396e-06,0.00010000728070735931,0.0470837581384842,-2.0745328650484396e-06,0.00010000728070735931
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,0.1,P,"same budget upper bound, not same actual rate",8649.0,851.0,9500.0,864.0,True,1.0,1.0,14.0,1.0,0.0,0.0,28.22011788844061,0.8854428326647292,0.23473624885082245,0.0190708399338817,0.00020949844465534273,-0.002900517980257672,8649.0,624.0,9273.0,864.0,True,1.0,1.0,14.0,0.0,1.0,0.0,28.28590030781027,0.8854083279991729,0.23726115425427755,0.08485325930354293,0.0001749937790990197,-0.0003756125768025753,-227.0,-227.0,0.0,0.06578241936966123,-3.450466555632303e-05,0.0025249054034550966,0.06578241936966123,-3.450466555632303e-05,0.0025249054034550966
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,0.1,IP,"same budget upper bound, not same actual rate",8649.0,851.0,9500.0,864.0,True,1.0,1.0,14.0,1.0,0.0,0.0,28.063330195307916,0.8818348973738368,0.2340152496472001,0.017878912438014538,0.00019640479186433524,-0.0027192356064915657,8649.0,624.0,9273.0,864.0,True,1.0,1.0,14.0,0.0,1.0,0.0,28.125001213466973,0.8818025492498778,0.23638234846293926,0.0795499305970715,0.00016405666790531015,-0.0003521367907524109,-227.0,-227.0,0.0,0.061671018159056956,-3.234812395902509e-05,0.002367098815739155,0.061671018159056956,-3.234812395902509e-05,0.002367098815739155
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,0.25,P,"same budget upper bound, not same actual rate",8649.0,1532.0,10181.0,2162.0,True,2.0,2.0,13.0,2.0,0.0,0.0,28.227465087880088,0.8855064610789055,0.23260818521181742,0.02641803937336107,0.00027312685883162935,-0.005028581619262701,8649.0,1769.0,10418.0,2162.0,True,3.0,3.0,12.0,1.0,2.0,0.0,28.371500321901905,0.8856119080710803,0.2350658973058065,0.17045327339517868,0.00037857385100636964,-0.0025708695252736335,237.0,237.0,1.0,0.14403523402181762,0.0001054469921747403,0.0024577120939890673,0.14403523402181762,0.0001054469921747403,0.0024577120939890673
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,0.25,IP,"same budget upper bound, not same actual rate",8649.0,1532.0,10181.0,2162.0,True,2.0,2.0,13.0,2.0,0.0,0.0,28.070218194782427,0.881894549012127,0.2320201899856329,0.024766911912525558,0.0002560564301545831,-0.004714295268058777,8649.0,1769.0,10418.0,2162.0,True,3.0,3.0,12.0,1.0,2.0,0.0,28.20525122667788,0.8819934055672909,0.23432429507374763,0.1597999438079789,0.00035491298531842297,-0.0024101901799440384,237.0,237.0,1.0,0.13503303189545335,9.885655516383984e-05,0.0023041050881147385,0.13503303189545335,9.885655516383984e-05,0.0023041050881147385
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,0.5,P,"same budget upper bound, not same actual rate",8649.0,3572.0,12221.0,4324.0,True,5.0,5.0,10.0,5.0,0.0,0.0,28.2334587594954,0.885671242117774,0.22627662817637126,0.03241171098867213,0.0004379078977001516,-0.011360138654708862,8649.0,3809.0,12458.0,4324.0,True,6.0,6.0,9.0,4.0,2.0,0.0,28.377493993517213,0.885776689109949,0.2287343402703603,0.1764469450104862,0.0005433548898751139,-0.008902426560719823,237.0,237.0,1.0,0.14403523402181406,0.00010544699217496234,0.0024577120939890396,0.14403523402181406,0.00010544699217496234,0.0024577120939890396
Val6,66d34721-a96d-4a92-9042-0847e057f3ba,0.5,IP,"same budget upper bound, not same actual rate",8649.0,3572.0,12221.0,4324.0,True,5.0,5.0,10.0,5.0,0.0,0.0,28.07583726192178,0.8820490312360664,0.22608435526490211,0.030385979051878564,0.000410538654093906,-0.010650129988789558,8649.0,3809.0,12458.0,4324.0,True,6.0,6.0,9.0,4.0,2.0,0.0,28.210870293817234,0.8821478877912303,0.22838846035301685,0.1654190109473319,0.0005093952092578569,-0.00834602490067482,237.0,237.0,1.0,0.13503303189545335,9.885655516395087e-05,0.0023041050881147385,0.13503303189545335,9.885655516395087e-05,0.0023041050881147385
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,0.1,P,"same budget upper bound, not same actual rate",10432.0,877.0,11309.0,1043.0,True,1.0,1.0,14.0,1.0,0.0,0.0,29.275559023626894,0.9088005429246196,0.2716929545005163,0.03553340686706363,8.184852211456928e-05,-0.0028428008159001594,10432.0,710.0,11142.0,1043.0,True,1.0,1.0,14.0,0.0,1.0,0.0,29.332965889034476,0.9088937029197945,0.27264720797538755,0.09294027227464596,0.00017500851728946554,-0.00188854734102889,-167.0,-167.0,0.0,0.05740686540758233,9.315999517489626e-05,0.0009542534748712694,0.05740686540758233,9.315999517489626e-05,0.0009542534748712694
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,0.1,IP,"same budget upper bound, not same actual rate",10432.0,877.0,11309.0,1043.0,True,1.0,1.0,14.0,1.0,0.0,0.0,29.113221951694467,0.9059078205295619,0.26906206738203764,0.033312568937873266,7.67329894824087e-05,-0.0026651257649064064,10432.0,710.0,11142.0,1043.0,True,1.0,1.0,14.0,0.0,1.0,0.0,29.167040888014075,0.9059951580250384,0.2699566800147295,0.08713150525748148,0.0001640704849589225,-0.0017705131322145462,-167.0,-167.0,0.0,0.05381893631960821,8.733749547651382e-05,0.0008946126326918602,0.05381893631960821,8.733749547651382e-05,0.0008946126326918602
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,0.25,P,"same budget upper bound, not same actual rate",10432.0,2398.0,12830.0,2608.0,True,3.0,3.0,12.0,3.0,0.0,0.0,29.337686115737608,0.909010528526479,0.266436708966891,0.09766049897777762,0.00029183412397393305,-0.008099046349525463,10432.0,2527.0,12959.0,2608.0,True,4.0,4.0,11.0,0.0,4.0,0.0,29.603255543446885,0.9094028817608003,0.26887930432955426,0.36322992668705467,0.0006841873582952296,-0.005656450986862183,129.0,129.0,1.0,0.26556942770927705,0.00039235323432129654,0.00244259536266328,0.26556942770927705,0.00039235323432129654,0.00244259536266328
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,0.25,IP,"same budget upper bound, not same actual rate",10432.0,2398.0,12830.0,2608.0,True,3.0,3.0,12.0,3.0,0.0,0.0,29.171466100548262,0.906104682031305,0.26413433719426394,0.09155671779166852,0.00027359449122554835,-0.007592855952680111,10432.0,2527.0,12959.0,2608.0,True,4.0,4.0,11.0,0.0,4.0,0.0,29.420437439025708,0.9064725131884813,0.26642427034676075,0.34052805626911464,0.000641425648401861,-0.005302922800183296,129.0,129.0,1.0,0.24897133847744612,0.00036783115717631265,0.0022899331524968147,0.24897133847744612,0.00036783115717631265,0.0022899331524968147
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,0.5,P,"same budget upper bound, not same actual rate",10432.0,5210.0,15642.0,5216.0,True,7.0,7.0,8.0,7.0,0.0,0.0,29.434351194658994,0.9093613633431166,0.25753860274950663,0.19432557789916416,0.0006426689406114905,-0.016997152566909812,10432.0,4893.0,15325.0,5216.0,True,8.0,8.0,7.0,0.0,8.0,0.0,29.93437867049172,0.9100081259235685,0.26464502116044364,0.6943530537318914,0.0012894315210634222,-0.009890734155972802,-317.0,-317.0,1.0,0.5000274758327272,0.0006467625804519317,0.00710641841093701,0.5000274758327272,0.0006467625804519317,0.00710641841093701
Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,0.5,IP,"same budget upper bound, not same actual rate",10432.0,5210.0,15642.0,5216.0,True,7.0,7.0,8.0,7.0,0.0,0.0,29.262089612037062,0.9064335896719028,0.2557923626154661,0.18218022928046906,0.0006025021318233348,-0.015934830531477928,10432.0,4893.0,15325.0,5216.0,True,8.0,8.0,7.0,0.0,8.0,0.0,29.730865370630244,0.9070399295910765,0.26245462987571955,0.650955987873651,0.0012088420509970277,-0.009272563271224499,-317.0,-317.0,1.0,0.468775758593182,0.0006063399191736929,0.006662267260253429,0.468775758593182,0.0006063399191736929,0.006662267260253429
