split,video,frame,sample,candidate,family,step,lambda,checkpoint,integer_symbol_sha256,packet_bytes,nonzero_symbols,residual_linf,mse,psnr,ms_ssim,lpips,d,init_source,frame_share_bytes,elapsed_seconds,selection_objective,selected_by_lambda
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0003,O2_s050,O2,50,0.18864966852870935,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0003/step_050.pt,f2bb22c42219d69cc41578d058051ad5d48a14c95a8d4744943875c3e41b3617,696.0,1297.0,0.9041489362716675,0.01864649020729823,17.294029025711367,0.7735562616959909,0.3505675792694092,0.01899705778656764,zero,702.3333333333334,11.871992193162441,0.019508226577192627,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0003,O2_s100,O2,100,0.18864966852870935,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0003/step_100.pt,479531f5ee132ad102af8bab1d2f0a764a5dc6c04531d685853d8a0b084d89d4,742.0,1455.0,1.1218628883361816,0.017221129181335813,17.639383754639375,0.7735617109176286,0.36975276470184326,0.017590881946037657,zero,748.3333333333334,25.695068165659904,0.018135530230305858,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0003,O2_s150,O2,150,0.18864966852870935,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0003/step_150.pt,397c5e0bdb683a8db60d677b370311102021abc2fe2e96fbd3f35b6721813ae3,783.0,1364.0,1.1634045839309692,0.01674401279076029,17.76140452911457,0.7755920076139331,0.37806999683380127,0.01712208278759409,zero,789.3333333333334,39.41230498999357,0.017696571490109503,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004,Z_ORIGINAL,Z,,,,ea57129a181083808880401faeb2d2ff1c145e81226b9d9321f80cc1da296164,1,0,0.0,0.024476500618027194,16.11250672756671,0.77801566036297,0.2239690124988556,0.02470046963052605,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004,O1_s000,O1,0,0.09432483426435467,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004/step_000.pt,ea57129a181083808880401faeb2d2ff1c145e81226b9d9321f80cc1da296164,1.0,0.0,0.0,0.024476500618027194,16.11250672756671,0.77801566036297,0.2239690124988556,0.02470046963052605,zero,7.333333333333333,0.25665997713804245,0.024703138285816453,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004,O1_s025,O1,25,0.09432483426435467,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004/step_025.pt,ea57129a181083808880401faeb2d2ff1c145e81226b9d9321f80cc1da296164,1.0,0.0,0.0,0.024476500618027194,16.11250672756671,0.77801566036297,0.2239690124988556,0.02470046963052605,zero,7.333333333333333,4.737832918763161,0.024703138285816453,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004,O1_s050,O1,50,0.09432483426435467,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004/step_050.pt,ab48d3c66f23055100fb85f81c68603aba3dd62214213f3b559142f53fcc5e22,711.0,1344.0,0.9255473017692566,0.019084652541688375,17.193157424794133,0.7685646757478412,0.37257033586502075,0.019457222877553398,zero,717.3333333333334,12.284456968307495,0.019718265885959894,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004,O1_s100,O1,100,0.09432483426435467,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004/step_100.pt,274fc818a0655e9134743082573804d8e52e4af6b266d60549727e9a2fa3c760,751.0,1485.0,1.0892335176467896,0.017634021097246957,17.536486439558765,0.7697638315894074,0.384133905172348,0.018018155002419305,zero,757.3333333333334,26.247108586132526,0.018293754312409805,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004,O1_s150,O1,150,0.09432483426435467,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004/step_150.pt,d80023de9972141b9bf09d717593722a212cf72b3c077d1730700f42d06b64f0,803.0,1403.0,1.1913251876831055,0.01711915249816888,17.665177393363912,0.7730838189990198,0.3879908323287964,0.017507143330497677,zero,809.3333333333334,40.188496716320515,0.017801665832547386,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4.0,fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004,O2_s000,O2,0,0.18864966852870935,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_7_original_anchor/results_v1/optimizations/Train2/O2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0004/step_000.pt,ea57129a181083808880401faeb2d2ff1c145e81226b9d9321f80cc1da296164,1.0,0.0,0.0,0.024476500618027194,16.11250672756671,0.77801566036297,0.2239690124988556,0.02470046963052605,zero,7.333333333333333,0.27449894696474075,0.024705806941106852,False
