method,kind,video,scope,frames,delta,target_P_frames,base_bits,enhancement_bits,duration_seconds,rate_scope,base_kbps,enhancement_kbps,total_kbps,total_bpp,actual_enhancement_fraction,zero_increment_exact_frames,diagnostic,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,ms_ssim_gain_vs_ZERO_D,lpips_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_minus_ORIGINAL,lpips_minus_ORIGINAL
train2_full_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,0.048630956560373306,15,92960,7416208,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,13905.398690874183,14079.698799811751,0.22633246527777778,79.77848537005164,0,False,19.975470873828566,0.8688242916133062,0.2731605291366577,1.6455820572423139,0.08404351052883706,-0.10541996558507284,3.8680447024739024,0.0980871621563985,0.04532429277896881
train2_full_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,0.048630956560373306,15,92960,7416208,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,13905.398690874183,14079.698799811751,0.22633246527777778,79.77848537005164,0,False,19.975470873828566,0.8688242916133062,0.2731605291366577,1.6455820572423139,0.08404351052883706,-0.10541996558507284,3.8680447024739024,0.0980871621563985,0.04532429277896881
train2_full_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,0.048630956560373306,15,92960,7416208,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,13905.398690874183,14079.698799811751,0.22633246527777778,79.77848537005164,0,False,19.691559991580895,0.8570773499770796,0.2731241174042225,1.5427331786646692,0.07879079112078474,-0.09883121773600578,3.6262919085692835,0.0919567145216236,0.04249152448028326
train2_full_DIRECT_l1,DIRECT,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,0.048630956560373306,15,104784,6176384,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,11569.143625659575,11765.417229384848,0.18931954089506173,58.94396091006261,0,False,32.98254080909444,0.9480672703690445,0.08847485979398091,3.408318576120087,0.04630868444850586,-0.08708759148915608,5.294471073009603,0.05249817867581149,-0.05803698897361755
train2_full_DIRECT_l1,DIRECT,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,0.048630956560373306,15,104784,6176384,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,11569.143625659575,11765.417229384848,0.18931954089506173,58.94396091006261,0,False,32.98254080909444,0.9480672703690445,0.08847485979398091,3.408318576120087,0.04630868444850586,-0.08708759148915608,5.294471073009603,0.05249817867581149,-0.05803698897361755
train2_full_DIRECT_l1,DIRECT,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,0.048630956560373306,15,104784,6176384,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,11569.143625659575,11765.417229384848,0.18931954089506173,58.94396091006261,0,False,32.56886583527165,0.9397530970001444,0.09715157374739647,3.195298665112581,0.04341439167047424,-0.08164461702108383,4.963566630946502,0.04921704250857327,-0.05440967716276646
train2_full_DIRECT_l1,DIRECT,ALL,TARGET_P,30,0.048630956560373306,30,197744,13592592,1.0672,complete I/P sequence,185.29235382308846,12736.686656671665,12921.979010494753,0.20782600308641974,68.73832834371713,,False,26.479005841461504,0.9084457809911755,0.1808176944653193,2.5269503166812006,0.06517609748867145,-0.09625377853711446,4.581257887741753,0.07529267041610499,-0.006356348097324371
train2_full_DIRECT_l1,DIRECT,ALL,P,30,0.048630956560373306,30,197744,13592592,1.0672,complete I/P sequence,185.29235382308846,12736.686656671665,12921.979010494753,0.20782600308641974,68.73832834371713,,False,26.479005841461504,0.9084457809911755,0.1808176944653193,2.5269503166812006,0.06517609748867145,-0.09625377853711446,4.581257887741753,0.07529267041610499,-0.006356348097324371
train2_full_DIRECT_l1,DIRECT,ALL,IP,32,0.048630956560373306,30,197744,13592592,1.0672,complete I/P sequence,185.29235382308846,12736.686656671665,12921.979010494753,0.20782600308641974,68.73832834371713,,False,26.130212913426274,0.898415223488612,0.18513784557580948,2.369015921888625,0.06110259139562949,-0.09023791737854481,4.294929269757893,0.07058687851509843,-0.005959076341241598
