candidate,lambda,video,frame,type,nonzero_enhancement_frame,old_packet_bits,new_packet_bits,new_mode,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,True,4872,4872,DENSE,0.014220261064000898,18.470924304969508,0.791471040695204,0.38088810443878174,0.01460114916843968,0.2396772928291142,0.009247028237432176,-0.0008901357650756836,-0.2901547405651641,-0.022315283150189158,0.06024476885795593,2.4617486368605945,0.024906073327440992,0.15008163452148438
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,True,4776,4776,DENSE,0.013847300242789889,18.58634891144616,0.7889091394486757,0.37302014231681824,0.014220320385106707,0.2434229050904797,0.00825052418755201,-0.001080542802810669,-0.29069603295432955,-0.023199731779838362,0.05918201804161072,2.498320355349076,0.02399823644971244,0.14414404332637787
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,True,5072,5072,DENSE,0.014306230699904216,18.444747758743134,0.7905384654864579,0.38505175709724426,0.014691282457001461,0.24274314487158932,0.010414078028172624,-0.006159037351608276,-0.23811677796270558,-0.020093684867335537,0.05511459708213806,2.4529199061560103,0.025590433526607503,0.15482358634471893
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,True,4744,4744,DENSE,0.013913655008941943,18.56558769238417,0.7880676726645839,0.37549811601638794,0.01428915312495833,0.24651571448505294,0.008697612639474106,-0.004343569278717041,-0.2847839313677376,-0.02260899657357307,0.05763208866119385,2.510687226477316,0.024844480399797697,0.14486725628376007
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,True,5064,5064,DENSE,0.014447888448511775,18.401956201855256,0.784575726071996,0.3791518807411194,0.014827040329252895,0.25586460091623664,0.010469143811943304,-0.007640033960342407,-0.2744273790483085,-0.021414099017399213,0.05497005581855774,2.445007499251643,0.026103944217694575,0.14570017158985138
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,P,True,4752,4752,DENSE,0.014364226694564015,18.42717749506606,0.7789143652129025,0.3847143054008484,0.014748940999964863,0.251827916386425,0.007979719071159797,0.002402752637863159,-0.3262115076221477,-0.025287127295054557,0.06469601392745972,2.436768638462688,0.023521273501734608,0.15093308687210083
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,False,8,8,I,0.0023100739264783543,26.363741216888563,0.8150404934054553,0.22730228304862976,0.002537376209526984,,,,,,,,,
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,1,P,True,4080,4080,DENSE,0.0009853947930532848,30.063897369202536,0.9064296644605977,0.14663134515285492,0.0011320261382061398,0.8491055433963339,0.011572150406029102,-0.0373452752828598,-0.05321103068137489,-0.0027356398529152504,0.006775885820388794,2.1712209956926642,0.011400987463002998,-0.004891097545623779
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,2,P,True,3824,3824,DENSE,0.0009680300363872601,30.141111670357546,0.9087103455928109,0.1387494057416916,0.0011067794421289517,0.7024465497324286,0.010042478499247776,-0.0355599969625473,0.020524288409113467,-0.0020855569003147556,0.008056655526161194,2.2752575237606294,0.011941788470334447,-0.006055101752281189
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,3,P,False,8,8,ZERO,0.001099376608926279,29.588535076125233,0.9014633007044565,0.16605448722839355,0.0012654310961546726,0.0,0.0,0.0,-0.5473182417329063,-0.010170368297043764,0.03699618577957153,1.736954825892937,0.00479453638216254,0.02292056381702423
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,4,P,True,3840,3840,DENSE,0.0009701791591297245,30.13148058891746,0.9108079014417246,0.1391262412071228,0.0011093054003368473,0.5898294760940956,0.009623646963435872,-0.03643479943275452,0.033530672844708675,-0.0013348703478652801,0.00607810914516449,2.2311498586256207,0.012822908883753037,-0.0019135475158691406
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,5,P,False,8,8,ZERO,0.0010615184620582547,29.740724481298248,0.9048725419205983,0.17001351714134216,0.001231531979199597,0.0,0.0,0.0,-0.49907661656067503,-0.00985430408384358,0.03998565673828125,1.8421622479563133,0.0052304337745073815,0.029492169618606567
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,6,P,False,8,8,ZERO,0.001069421890334127,29.70850930433903,0.9040085013693004,0.17246824502944946,0.0012418901353635765,0.0,0.0,0.0,-0.5541260168538464,-0.010419791554855062,0.04165154695510864,1.8268382672089487,0.005231362307355991,0.031521692872047424
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,7,P,False,8,8,ZERO,0.0010274781091751117,29.882274221679307,0.9072283073650452,0.16594964265823364,0.0011934277518333453,0.0,0.0,0.0,-0.5827558191157038,-0.01005262810399521,0.03840583562850952,2.032086866793808,0.007822053616003188,0.023453161120414734
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,8,P,True,3800,3800,DENSE,0.0009470616541223593,30.236217473182236,0.9122560024921359,0.14448992908000946,0.0010915515832023688,0.6099684329563146,0.00914923957913305,-0.03537359833717346,-0.025201248467428883,-0.0021843435365951347,0.008247941732406616,2.524719470821857,0.01612159202811969,-0.0011367350816726685
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,9,P,False,8,8,ZERO,0.0010336529313837845,29.85625259392232,0.9069215461005676,0.16979053616523743,0.0012034434675490219,0.0,0.0,0.0,-0.5693940586361776,-0.009674294974814979,0.03840839862823486,2.1408057285573676,0.009206586442444653,0.024066418409347534
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,10,P,False,8,8,ZERO,0.001096658736635857,29.59928497177962,0.9024184808725065,0.18107970058918,0.001277738437225037,0.0,0.0,0.0,-0.5591702962448934,-0.010616178638220952,0.04243631660938263,1.9664717302515804,0.006953312982809656,0.03348831832408905
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,11,P,False,8,8,ZERO,0.0011069748941855788,29.558622286608504,0.9015772774345429,0.17961841821670532,0.001286593312402284,0.0,0.0,0.0,-0.535345494369583,-0.010161595463804685,0.04243406653404236,2.0251026847001974,0.0073906484503915015,0.030980318784713745
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,12,P,True,3528,3528,DENSE,0.0009797563625648198,30.08881907520368,0.9095478942460479,0.14707940816879272,0.0011268357707336124,0.5479636602668876,0.008384338588538154,-0.03055208921432495,-0.03477643399418184,-0.0020767510603751926,0.0110912024974823,2.578069981270936,0.015709089150128475,-0.0017013400793075562
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,13,P,False,8,8,ZERO,0.0010894171621400434,29.62805787348173,0.9027434647283251,0.17320823669433594,0.0012626253988343794,0.0,0.0,0.0,-0.6031832132863961,-0.010210469737522931,0.03962068259716034,2.174186804359845,0.009677257620166357,0.022461116313934326
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,14,P,True,3880,3880,DENSE,0.0009912214804478601,30.038292950713668,0.9080398485128368,0.14978143572807312,0.0011410029161759332,0.6549444912145681,0.009549865712455086,-0.03276197612285614,-0.018551416251071373,-0.002214179058523058,0.00987611711025238,2.6967307154973312,0.01841201699662509,-0.0032186806201934814
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,15,P,True,3800,3800,DENSE,0.0010107124422591527,29.95372387934092,0.907066917387113,0.14978979527950287,0.0011605022375386555,0.6482181886237512,0.009391548265473504,-0.031578704714775085,-0.11064917981454414,-0.003368190718009645,0.012173831462860107,2.6730003123196937,0.017841055378823967,-0.0033147186040878296
