candidate,lambda,video,scope,frames,base_bits,old_enhancement_bits,new_enhancement_bits,old_enhancement_fraction,new_enhancement_fraction,nonzero_enhancement_frame_fraction_P,old_encode_seconds,new_encode_and_mode_select_seconds,integer_roundtrip_exact,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,92960,75848,75848,0.8159208261617901,0.8159208261617901,1.0,0.0641079917550087,0.1554378718137741,True,18.578967214728937,0.7948731759992422,0.370717583100001,0.014245579065383396,0.24907894705349493,0.010092399688931268,-0.007862923542658488,-0.28369411517587084,-0.021500042447342983,0.05461743474006653,2.471541129630523,0.024136045936062542,0.1428813378016154
adaptive_lambda1,0.09432483426435467,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,92960,75848,75848,0.8159208261617901,0.8159208261617901,1.0,0.0641079917550087,0.1554378718137741,True,18.382337800955984,0.7877481789859413,0.36458385549485683,0.015161184181965883,,,,,,,,,
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,104784,27512,27512,0.26255916933883033,0.26255916933883033,0.4666666666666667,0.04721046984195709,0.059977248311042786,True,29.88105358774347,0.9062727996419073,0.159588689605395,0.0011887123377922948,0.30683175615229197,0.004514217867620836,-0.01597376267115275,-0.3092469403169974,-0.006477277488579966,0.025482562184333802,2.192983867580649,0.010703708663108599,0.013076835870742798
adaptive_lambda1,0.09432483426435467,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,104784,27512,27512,0.26255916933883033,0.26255916933883033,0.4666666666666667,0.04721046984195709,0.059977248311042786,True,29.66122156456504,0.900570780502129,0.16382078919559717,0.001273003829775713,,,,,,,,,
