from_frame,to_frame,FloLPIPS
0,1,0.2605443000793457
1,2,0.1443769335746765
2,3,0.14158765971660614
3,4,0.13285861909389496
4,5,0.13938668370246887
5,6,0.15647611021995544
6,7,0.1471979320049286
7,8,0.15950177609920502
8,9,0.16880184412002563
9,10,0.17066584527492523
10,11,0.19125688076019287
11,12,0.22812950611114502
12,13,0.20392577350139618
13,14,0.22119355201721191
14,15,0.22151315212249756
15,16,0.24081739783287048
16,17,0.21940581500530243
17,18,0.21767809987068176
18,19,0.20681342482566833
19,20,0.21942207217216492
20,21,0.20575715601444244
21,22,0.21239027380943298
22,23,0.21393725275993347
23,24,0.24048084020614624
24,25,0.19489681720733643
25,26,0.16080805659294128
26,27,0.17216366529464722
27,28,0.20961332321166992
28,29,0.10093370079994202
29,30,0.1158260703086853
30,31,0.13729941844940186
31,32,0.13927823305130005
32,33,0.11671692132949829
33,34,0.09879893064498901
34,35,0.11100037395954132
35,36,0.10295653343200684
36,37,0.08186841756105423
37,38,0.08352948725223541
38,39,0.09644360095262527
39,40,0.08289004862308502
40,41,0.088727205991745
41,42,0.08678022027015686
42,43,0.07353837043046951
43,44,0.06351472437381744
44,45,0.05687516927719116
45,46,0.05447649955749512
46,47,0.0492001473903656
47,48,0.028581712394952774
48,49,0.03693162649869919
49,50,0.06717270612716675
50,51,0.07751499116420746
51,52,0.06726351380348206
52,53,0.05010712519288063
53,54,0.05251801013946533
54,55,0.04792432859539986
55,56,0.06324878334999084
56,57,0.04393794387578964
57,58,0.06178242713212967
58,59,0.08188894391059875
59,60,0.0820883959531784
60,61,0.07381889224052429
61,62,0.06694851815700531
62,63,0.07585512101650238
