from_frame,to_frame,FloLPIPS
0,1,0.2546807825565338
1,2,0.04385427385568619
2,3,0.07658795267343521
3,4,0.08004269748926163
4,5,0.07985220849514008
5,6,0.07492212951183319
6,7,0.09554985910654068
7,8,0.0758276879787445
8,9,0.1049622967839241
9,10,0.0819733589887619
10,11,0.09641271829605103
11,12,0.09529988467693329
12,13,0.10665006935596466
13,14,0.08768816292285919
14,15,0.09954458475112915
15,16,0.0969151183962822
16,17,0.10668294876813889
17,18,0.0773438960313797
18,19,0.09672700613737106
19,20,0.09334507584571838
20,21,0.10822701454162598
21,22,0.09125527739524841
22,23,0.10368369519710541
23,24,0.09559266269207001
24,25,0.13180556893348694
25,26,0.0780864730477333
26,27,0.09046382457017899
27,28,0.07817129790782928
28,29,0.0919644832611084
29,30,0.09447520226240158
30,31,0.10644702613353729
31,32,0.08945170789957047
32,33,0.0906522274017334
33,34,0.07931314408779144
34,35,0.0986209511756897
35,36,0.09709861129522324
36,37,0.08978535234928131
37,38,0.08070279657840729
38,39,0.08089512586593628
39,40,0.07586823403835297
40,41,0.07652192562818527
41,42,0.0730963870882988
42,43,0.0806255042552948
43,44,0.0822041779756546
44,45,0.07708084583282471
45,46,0.07254871726036072
46,47,0.08199269324541092
47,48,0.08079604804515839
48,49,0.08068886399269104
49,50,0.07970329374074936
50,51,0.08652056008577347
51,52,0.08100761473178864
52,53,0.08124202489852905
53,54,0.07681760936975479
54,55,0.09450636059045792
55,56,0.09922980517148972
56,57,0.08932715654373169
57,58,0.0794852152466774
58,59,0.09494616836309433
59,60,0.08469349145889282
60,61,0.08958902209997177
61,62,0.08474049717187881
62,63,0.09102468192577362
