from_frame,to_frame,FloLPIPS
0,1,0.28592339158058167
1,2,0.12628096342086792
2,3,0.12970028817653656
3,4,0.12130416929721832
4,5,0.12237106263637543
5,6,0.11261036247015
6,7,0.11934959143400192
7,8,0.12100932747125626
8,9,0.12773576378822327
9,10,0.12010587751865387
10,11,0.12370121479034424
11,12,0.13848713040351868
12,13,0.13333678245544434
13,14,0.1319482922554016
14,15,0.13734838366508484
15,16,0.12799236178398132
16,17,0.1389610469341278
17,18,0.13412664830684662
18,19,0.14610949158668518
19,20,0.15321078896522522
20,21,0.12387311458587646
21,22,0.12925881147384644
22,23,0.13940510153770447
23,24,0.16180138289928436
24,25,0.1427326202392578
25,26,0.11942700296640396
26,27,0.12959982454776764
27,28,0.13752758502960205
28,29,0.13614216446876526
29,30,0.13572034239768982
30,31,0.1230425238609314
31,32,0.13780249655246735
32,33,0.13995009660720825
33,34,0.14192000031471252
34,35,0.1453653872013092
35,36,0.12754052877426147
36,37,0.15015538036823273
37,38,0.13492342829704285
38,39,0.13596786558628082
39,40,0.14499235153198242
40,41,0.1205567866563797
41,42,0.1312292367219925
42,43,0.1381141096353531
43,44,0.14635008573532104
44,45,0.1355063021183014
45,46,0.12014599144458771
46,47,0.13213472068309784
47,48,0.14472715556621552
48,49,0.13912971317768097
49,50,0.1314360797405243
50,51,0.1335495412349701
51,52,0.13289137184619904
52,53,0.13204827904701233
53,54,0.14332932233810425
54,55,0.1426697075366974
55,56,0.12700852751731873
56,57,0.13274207711219788
57,58,0.13057279586791992
58,59,0.1360698789358139
59,60,0.14364778995513916
60,61,0.12090803682804108
61,62,0.1447666436433792
62,63,0.14871546626091003
