from_frame,to_frame,FloLPIPS
0,1,0.20559923350811005
1,2,0.09803923964500427
2,3,0.10606299340724945
3,4,0.0830223560333252
4,5,0.1412397027015686
5,6,0.08765463531017303
6,7,0.07496379315853119
7,8,0.07030414789915085
8,9,0.07377727329730988
9,10,0.060304321348667145
10,11,0.11591990292072296
11,12,0.08039981126785278
12,13,0.07654115557670593
13,14,0.07114957273006439
14,15,0.07589051872491837
15,16,0.0800783634185791
16,17,0.12097994983196259
17,18,0.08196359872817993
18,19,0.08965855836868286
19,20,0.09245359897613525
20,21,0.10218070447444916
21,22,0.09597951173782349
22,23,0.1473197340965271
23,24,0.1081451028585434
24,25,0.10052885860204697
25,26,0.09118469059467316
26,27,0.10539232939481735
27,28,0.12583187222480774
28,29,0.12049267441034317
29,30,0.1161932647228241
30,31,0.12816712260246277
31,32,0.11646720767021179
32,33,0.12638594210147858
33,34,0.11327414214611053
34,35,0.13686922192573547
35,36,0.12831006944179535
36,37,0.13077491521835327
37,38,0.1099109947681427
38,39,0.11865277588367462
39,40,0.11673109978437424
40,41,0.12110983580350876
41,42,0.10964394360780716
42,43,0.1121717318892479
43,44,0.11180263757705688
44,45,0.10823500901460648
45,46,0.10276809334754944
46,47,0.13108351826667786
47,48,0.11641208827495575
48,49,0.11176969110965729
49,50,0.10665866732597351
50,51,0.10557998716831207
51,52,0.11325594782829285
52,53,0.11593914777040482
53,54,0.10769286751747131
54,55,0.1150253638625145
55,56,0.10999898612499237
56,57,0.1137937605381012
57,58,0.10746142268180847
58,59,0.12059149146080017
59,60,0.11597082018852234
60,61,0.10756814479827881
61,62,0.10063387453556061
62,63,0.1060120239853859
