dataset,video,video_id,video_tag,test_group,method,stage,beta,checkpoint,checkpoint_sha256,qp,num_frames,fps,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,PSNR,SSIM,MS_SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,state_sync_pass,compression_hash_before,compression_hash_after,bytes_consumed,decode_status,independent_decode_pass,finite
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,2,64,30.0,75419,603352,0.00454638069058642,282.82125,1639090.21875,0.004116959983919873,23.8542335424304,0.9760808199644089,0.8907458148896694,0.12047836219426244,0.06677039247006178,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_00/v3_beta_low_qp2.bin,9968662e0dda2554075078da4521b8dd4a156e05d66420b256bbcfb356e2d01e,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,75419,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,3,64,30.0,93699,749592,0.0056483289930555555,351.37125,1454910.4375,0.003654349213274418,24.37189953384302,0.9789024693891406,0.9032140970230103,0.10805164836347103,0.0611735163256526,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_00/v3_beta_low_qp3.bin,564ca4c38bf969b951176f323733bd0a08249b6eae37b753adc66dd0487aed0e,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,93699,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,,v3_1_selected,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,0,64,30.0,46668,373344,0.0028132233796296295,175.005,2190707.837890625,0.005502477168055719,22.59441750829677,0.9675758257508278,0.8578289421275258,0.15482585248537362,0.08368497714400291,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/v3_1_final/fresh_ulong_00/v3_1_selected_qp0.bin,1a51db53c8be5dcaec8a5a5500d23d385a97d90269cc8fda6a9ee777480b3364,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,46668,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,,v3_1_selected,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,1,64,30.0,57329,458632,0.003455885898919753,214.98375,1948092.03515625,0.004893090607207499,23.104167421705945,0.9713181871920824,0.8712636539712548,0.1410023522330448,0.07923376932740211,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/v3_1_final/fresh_ulong_00/v3_1_selected_qp1.bin,4f1fbea9fcee793c64d2aead5701f960a7eb98c03cec74767aeb8b3ce9f0cd20,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,57329,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,,v3_1_selected,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,2,64,30.0,75419,603352,0.00454638069058642,282.82125,1639090.21875,0.004116959983919873,23.8542335424304,0.9760808199644089,0.8907458148896694,0.12047836219426244,0.06677039247006178,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/v3_1_final/fresh_ulong_00/v3_1_selected_qp2.bin,9968662e0dda2554075078da4521b8dd4a156e05d66420b256bbcfb356e2d01e,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,75419,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,fresh_ulong_00,,v3_1_selected,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,3,64,30.0,93699,749592,0.0056483289930555555,351.37125,1454910.4375,0.003654349213274418,24.37189953384302,0.9789024693891406,0.9032140970230103,0.10805164836347103,0.0611735163256526,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/v3_1_final/fresh_ulong_00/v3_1_selected_qp3.bin,564ca4c38bf969b951176f323733bd0a08249b6eae37b753adc66dd0487aed0e,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,93699,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,original,original,none,,,0,64,29.97002997002997,41938,335504,0.002528091242283951,157.1103896103896,633371.3994140625,0.001590861001132447,27.983677644629733,0.9740485977381468,0.898619906976819,0.15226008952595294,0.104271843098104,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/original_qp0.bin,7f739f71db1a1ee125aa4731ee337c022cbb99fe12dfaa13f5b963b99765e835,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,41938,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,original,original,none,,,1,64,29.97002997002997,52078,416624,0.0031393470293209877,195.0974025974026,533011.6313476562,0.0013387838766408065,28.732895266160924,0.9780091196298599,0.9124371213838458,0.13170657213777304,0.09059106092900038,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/original_qp1.bin,932734fe8a30e69316f35209b55ab123a58e5f55a0a3e5567bbbc63a7173ad02,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,52078,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,original,original,none,,,2,64,29.97002997002997,64056,512448,0.0038614004629629627,239.97002997002997,463097.66748046875,0.001163178538834607,29.343536193389646,0.9808490825816989,0.9224591692909598,0.11544713017065078,0.0836072014644742,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/original_qp2.bin,aecf25a645ae859999c9339f55b2b2dc923d6530be3a40c81f106d257f2b76da,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,64056,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,original,original,none,,,3,64,29.97002997002997,78986,631888,0.004761405285493827,295.9015984015984,397163.10986328125,0.000997568414289765,30.01057310248065,0.983530942350626,0.9319492587819695,0.10236039548180997,0.07474138494580984,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/original_qp3.bin,699f95510983015cc3b7bbb1ea4601d1a9a953dcd901daad6ad324131fa05c0d,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,78986,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,0,64,29.97002997002997,39032,312256,0.0023529128086419754,146.2237762237762,818702.6337890625,0.0020563639166914388,26.869000253648583,0.9673597766086459,0.8849294921383262,0.14251601230353117,0.09376867860555649,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp0.bin,e543c55a9f3486520dd79ddefdc644157179dd8aadc53be9b8ac911c198c7366,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,39032,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,1,64,29.97002997002997,48977,391816,0.002952413676697531,183.48026973026973,689904.0732421875,0.0017328560867427307,27.612375038347086,0.9722148217260838,0.8997598914429545,0.12438105780165642,0.08579319808632135,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp1.bin,a244fe99d5d75512104deb3b84782b35840f7500b0b767f0c1609595886376f9,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,48977,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,2,64,29.97002997002997,58554,468432,0.003529730902777778,219.35814185814183,597651.4951171875,0.0015011420735606441,28.235782025978487,0.9758042600005865,0.9111946281045675,0.11120030120946467,0.07893601711839437,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp2.bin,cdc789b65513a0720ef3e0667a3390a46418b7fcc78930ae8a88db734aa09364,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,58554,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,3,64,29.97002997002997,72520,580160,0.004371624228395062,271.6783216783217,516971.6416015625,0.0012984956758012496,28.865594923025128,0.9789398862048984,0.9213919555768371,0.09866603300906718,0.07554319780319929,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_01/beta_low_qp3.bin,1440bf6e6925075c853818cf6d8f1b3e5515d5fc69dad2d75c503911da6a98bc,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,72520,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,0,64,29.97002997002997,39679,317432,0.002391915027006173,148.6476023976024,630188.310546875,0.0015828659259733348,28.005558697718286,0.9740241225808859,0.893900303170085,0.1419656059006229,0.0887825321406126,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp0.bin,385407a40bf481d4e7e02c758c8e20fab114b552f54559d6944b7df2b1fdc6cc,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,39679,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,1,64,29.97002997002997,50025,400200,0.0030155888310185184,187.40634365634364,520846.98095703125,0.0013082295006194723,28.833160617383804,0.978327146731317,0.9088770225644112,0.12160463456530124,0.07721965294331312,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp1.bin,f0000604a4ad033b4226ae77a113ad6610cdf333ca36943e850d074509682188,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,50025,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,2,64,29.97002997002997,59838,478704,0.003607132523148148,224.16833166833166,453637.263671875,0.0011394165131290263,29.43317490769415,0.9810631573200226,0.9183572726324201,0.10965604288503528,0.07360018044710159,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp2.bin,381ed7dcfafda76cd11b51c58e02b3033f58ee4716edf5f86150b8541e788be3,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,59838,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,3,64,29.97002997002997,74631,597048,0.004498878761574074,279.5866633366633,387690.98193359375,0.0009737769407009391,30.115405138781416,0.9837595801800489,0.9282359620556235,0.09585526760201901,0.06564405933022499,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp3.bin,81b0cb4ef944a3befb5e45bdd59ebe60e0b135bc3b507744835d9c8588a5416b,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,74631,PASS,True,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_1_selected,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,0,64,29.97002997002997,39679,317432,0.002391915027006173,148.6476023976024,630188.310546875,0.0015828659259733348,28.005558697718286,0.9740241225808859,0.893900303170085,0.1419656059006229,0.0887825321406126,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/v3_1_final/fresh_ulong_01/v3_1_selected_qp0.bin,385407a40bf481d4e7e02c758c8e20fab114b552f54559d6944b7df2b1fdc6cc,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,39679,PASS,True,True
