candidate,reference,video_tag,metric,reference_qp,reference_kbps,reference_metric,candidate_qp,candidate_kbps,candidate_metric,rate_saving_percent
v3_beta_low,beta_low,fresh_ulong_01,LPIPS,0,146.2237762237762,0.14251601230353117,0,148.6476023976024,0.1419656059006229,-1.6576142652183101
v3_beta_low,beta_low,fresh_ulong_01,DISTS,0,146.2237762237762,0.09376867860555649,0,148.6476023976024,0.0887825321406126,-1.6576142652183101
v3_beta_low,beta_low,fresh_ulong_01,LPIPS,1,183.48026973026973,0.12438105780165642,1,187.40634365634364,0.12160463456530124,-2.139779896686189
v3_beta_low,beta_low,fresh_ulong_01,DISTS,1,183.48026973026973,0.08579319808632135,1,187.40634365634364,0.07721965294331312,-2.139779896686189
v3_beta_low,beta_low,fresh_ulong_01,LPIPS,2,219.35814185814183,0.11120030120946467,2,224.16833166833166,0.10965604288503528,-2.1928476278307185
v3_beta_low,beta_low,fresh_ulong_01,DISTS,2,219.35814185814183,0.07893601711839437,1,187.40634365634364,0.07721965294331312,14.566041602623214
v3_beta_low,beta_low,fresh_ulong_01,LPIPS,3,271.6783216783217,0.09866603300906718,3,279.5866633366633,0.09585526760201901,-2.9109211252068112
v3_beta_low,beta_low,fresh_ulong_01,DISTS,3,271.6783216783217,0.07554319780319929,2,224.16833166833166,0.07360018044710159,17.487589630446788
v3_beta_low,beta_low,fresh_ulong_10,LPIPS,0,94.73901098901099,0.08741293218918145,0,100.84915084915085,0.08550745411776006,-6.449444422476169
v3_beta_low,beta_low,fresh_ulong_10,DISTS,0,94.73901098901099,0.09128887765109539,0,100.84915084915085,0.08486776053905487,-6.449444422476169
v3_beta_low,beta_low,fresh_ulong_10,LPIPS,1,119.80144855144854,0.07778610300738364,1,129.10714285714286,0.07688576146028936,-7.767597485850097
v3_beta_low,beta_low,fresh_ulong_10,DISTS,1,119.80144855144854,0.08369950205087662,1,129.10714285714286,0.0775830140337348,-7.767597485850097
v3_beta_low,beta_low,fresh_ulong_10,LPIPS,2,151.58466533466535,0.07014764891937375,2,163.0631868131868,0.0694654209073633,-7.572350048192167
v3_beta_low,beta_low,fresh_ulong_10,DISTS,2,151.58466533466535,0.07684867084026337,2,163.0631868131868,0.07114601507782936,-7.572350048192167
v3_beta_low,beta_low,fresh_ulong_10,LPIPS,3,190.52322677322678,0.06433214264689013,3,211.09015984015986,0.06362550013000146,-10.794974143185797
