stage,step,mean_rate_change_fraction,mean_LPIPS_change,mean_DISTS_change,rate_lower_LPIPS_tolerance_met,selection_score,selected
stage_b,2000,-0.019673505388490775,-0.012272812493999169,-0.002347087487578392,True,-0.019673505388490775,False
stage_b,5000,-0.017608477171953074,-0.011591225920710713,-0.001121987123042345,True,-0.017608477171953074,False
stage_b,10000,-0.043123148978206294,-0.010849841404706226,0.00015418635060390068,True,-0.04281477627699849,False
stage_b,15000,-0.040945107002197445,-0.013674799576013655,-0.0005599573875466959,True,-0.040945107002197445,False
stage_b,20000,-0.0471097771211027,-0.017028711445163935,-0.006219415615002312,True,-0.0471097771211027,True
