candidate,reference,video_tag,metric,reference_qp,reference_kbps,reference_metric,candidate_qp,candidate_kbps,candidate_metric,metric_difference,rate_saving_percent
beta_low,original,fresh_ulong_104,LPIPS,1,139.90125,0.12793638068251312,1,124.40625,0.12665107345674187,-0.0012853072257712483,11.075669445412395
beta_low,original,fresh_ulong_104,DISTS,1,139.90125,0.10033024847507477,2,157.54125,0.09919904824346304,-0.0011312002316117287,-12.60889377328651
beta_low,original,fresh_ulong_104,LPIPS,2,182.56875,0.113422283786349,2,157.54125,0.11385655752383173,0.0004342737374827266,13.708534456198008
beta_low,original,fresh_ulong_104,DISTS,2,182.56875,0.09147221129387617,3,202.33125,0.09271475579589605,0.0012425445020198822,-10.824689329362247
beta_low,original,fresh_ulong_104,LPIPS,3,239.70375,0.10218862083274871,3,202.33125,0.10269750154111534,0.0005088807083666325,15.591120289106863
beta_low,original,fresh_ulong_104,DISTS,3,239.70375,0.08630355633795261,3,202.33125,0.09271475579589605,0.0064111994579434395,15.591120289106863
v3_beta_low,original,fresh_ulong_00,LPIPS,0,176.34,0.16652561782393605,0,175.005,0.15482585248537362,-0.011699765338562429,0.7570602245661862
v3_beta_low,original,fresh_ulong_00,DISTS,0,176.34,0.09301046747714281,0,175.005,0.08368497714400291,-0.009325490333139896,0.7570602245661862
v3_beta_low,original,fresh_ulong_00,LPIPS,1,216.19875,0.15376342937815934,0,175.005,0.15482585248537362,0.001062423107214272,19.05364855254713
v3_beta_low,original,fresh_ulong_00,DISTS,1,216.19875,0.08793372195214033,0,175.005,0.08368497714400291,-0.004248744808137417,19.05364855254713
v3_beta_low,original,fresh_ulong_00,LPIPS,2,288.10875,0.1305051976814866,2,282.82125,0.12047836219426244,-0.010026835487224162,1.8352445040284104
v3_beta_low,original,fresh_ulong_00,DISTS,2,288.10875,0.07781535759568214,1,214.98375,0.07923376932740211,0.0014184117317199707,25.3810410131591
v3_beta_low,original,fresh_ulong_00,LPIPS,3,362.05875,0.11635798751376569,2,282.82125,0.12047836219426244,0.004120374680496752,21.88526033413084
v3_beta_low,original,fresh_ulong_00,DISTS,3,362.05875,0.07021369971334934,2,282.82125,0.06677039247006178,-0.0034433072432875633,21.88526033413084
v3_beta_low,original,fresh_ulong_01,LPIPS,0,157.1103896103896,0.15226008952595294,0,148.6476023976024,0.1419656059006229,-0.010294483625330031,5.386522962468387
v3_beta_low,original,fresh_ulong_01,DISTS,0,157.1103896103896,0.104271843098104,0,148.6476023976024,0.0887825321406126,-0.015489310957491398,5.386522962468387
v3_beta_low,original,fresh_ulong_01,LPIPS,1,195.0974025974026,0.13170657213777304,1,187.40634365634364,0.12160463456530124,-0.010101937572471797,3.942163677560595
v3_beta_low,original,fresh_ulong_01,DISTS,1,195.0974025974026,0.09059106092900038,0,148.6476023976024,0.0887825321406126,-0.0018085287883877754,23.808517992242408
