from_frame,to_frame,FloLPIPS
0,1,0.2621692419052124
1,2,0.2262539565563202
2,3,0.2295706868171692
3,4,0.22424127161502838
4,5,0.23899386823177338
5,6,0.22897306084632874
6,7,0.21862837672233582
7,8,0.2411731779575348
8,9,0.23138290643692017
9,10,0.21882078051567078
10,11,0.22675278782844543
11,12,0.23032207787036896
12,13,0.2240992784500122
13,14,0.22003689408302307
14,15,0.22377578914165497
15,16,0.2171134501695633
16,17,0.21874481439590454
17,18,0.22565945982933044
18,19,0.22960937023162842
19,20,0.22463764250278473
20,21,0.21139903366565704
21,22,0.2118147611618042
22,23,0.2212498039007187
23,24,0.20837803184986115
24,25,0.19986003637313843
25,26,0.2081896960735321
26,27,0.22115418314933777
27,28,0.21963652968406677
28,29,0.2206558883190155
29,30,0.20764796435832977
30,31,0.20999187231063843
31,32,0.15508125722408295
32,33,0.14571461081504822
33,34,0.16312241554260254
34,35,0.20528018474578857
35,36,0.2265802025794983
36,37,0.20447632670402527
37,38,0.2110314518213272
38,39,0.22991696000099182
39,40,0.2256477177143097
40,41,0.21709443628787994
41,42,0.22338128089904785
42,43,0.23343881964683533
43,44,0.21736855804920197
44,45,0.20362550020217896
45,46,0.2312949001789093
46,47,0.22965650260448456
47,48,0.20725366473197937
48,49,0.20159238576889038
49,50,0.21086134016513824
50,51,0.22138842940330505
51,52,0.23030680418014526
52,53,0.20204588770866394
53,54,0.22025007009506226
54,55,0.2300949990749359
55,56,0.19763126969337463
56,57,0.18063770234584808
57,58,0.218133345246315
58,59,0.23187199234962463
59,60,0.22071631252765656
60,61,0.2299281656742096
61,62,0.122096486389637
62,63,0.14801102876663208
