from_frame,to_frame,FloLPIPS
0,1,0.12362198531627655
1,2,0.05313332751393318
2,3,0.09315972030162811
3,4,0.1152309849858284
4,5,0.10421302169561386
5,6,0.1314239203929901
6,7,0.1331503540277481
7,8,0.12529438734054565
8,9,0.1548369973897934
9,10,0.13491284847259521
10,11,0.13930556178092957
11,12,0.14775331318378448
12,13,0.14652326703071594
13,14,0.13880446553230286
14,15,0.152067169547081
15,16,0.1455618143081665
16,17,0.1560674011707306
17,18,0.11559364199638367
18,19,0.1374543458223343
19,20,0.15119977295398712
20,21,0.16361139714717865
21,22,0.12745141983032227
22,23,0.14059555530548096
23,24,0.14544132351875305
24,25,0.19314122200012207
25,26,0.11980023980140686
26,27,0.13043548166751862
27,28,0.12938432395458221
28,29,0.12495920062065125
29,30,0.12584656476974487
30,31,0.15225107967853546
31,32,0.13416770100593567
32,33,0.16858170926570892
33,34,0.11674592643976212
34,35,0.16237403452396393
35,36,0.1510503739118576
36,37,0.14958883821964264
37,38,0.130653515458107
38,39,0.13184437155723572
39,40,0.1252993792295456
40,41,0.11802642047405243
41,42,0.10666587203741074
42,43,0.11435268819332123
43,44,0.12581296265125275
44,45,0.1180708035826683
45,46,0.10814724862575531
46,47,0.13021095097064972
47,48,0.11867327988147736
48,49,0.12205516546964645
49,50,0.11437200009822845
50,51,0.1303861439228058
51,52,0.13007670640945435
52,53,0.1241932362318039
53,54,0.11392556130886078
54,55,0.1273493766784668
55,56,0.13391628861427307
56,57,0.13356900215148926
57,58,0.11136560142040253
58,59,0.13889729976654053
59,60,0.12113860249519348
60,61,0.129352405667305
61,62,0.12960699200630188
62,63,0.1309739053249359
