from_frame,to_frame,FloLPIPS
0,1,0.28919434547424316
1,2,0.2407323271036148
2,3,0.24550795555114746
3,4,0.2328459471464157
4,5,0.2514103651046753
5,6,0.2471408247947693
6,7,0.25119486451148987
7,8,0.2583557963371277
8,9,0.24340127408504486
9,10,0.24196197092533112
10,11,0.24837127327919006
11,12,0.24936053156852722
12,13,0.22886250913143158
13,14,0.22563986480236053
14,15,0.24301813542842865
15,16,0.24083474278450012
16,17,0.24218866229057312
17,18,0.24638819694519043
18,19,0.24867753684520721
19,20,0.24553506076335907
20,21,0.2211482673883438
21,22,0.23197318613529205
22,23,0.241416335105896
23,24,0.2330697625875473
24,25,0.21731290221214294
25,26,0.22358070313930511
26,27,0.24645499885082245
27,28,0.2387455403804779
28,29,0.23356793820858002
29,30,0.2326640486717224
30,31,0.2374153882265091
31,32,0.178262397646904
32,33,0.16435320675373077
33,34,0.18759602308273315
34,35,0.22406181693077087
35,36,0.23750686645507812
36,37,0.23812270164489746
37,38,0.2314116358757019
38,39,0.24958746135234833
39,40,0.2489592730998993
40,41,0.23353365063667297
41,42,0.23448804020881653
42,43,0.25850778818130493
43,44,0.24319128692150116
44,45,0.2173559069633484
45,46,0.2408028244972229
46,47,0.25321537256240845
47,48,0.2340378761291504
48,49,0.22148212790489197
49,50,0.23457875847816467
50,51,0.23715905845165253
51,52,0.2547091245651245
52,53,0.2347051501274109
53,54,0.2422439455986023
54,55,0.2527763843536377
55,56,0.2286633551120758
56,57,0.21876895427703857
57,58,0.24809688329696655
58,59,0.23829582333564758
59,60,0.2543973922729492
60,61,0.24124659597873688
61,62,0.12734490633010864
62,63,0.16869820654392242
