from_frame,to_frame,FloLPIPS
0,1,0.20830348134040833
1,2,0.1552095264196396
2,3,0.15253674983978271
3,4,0.15036669373512268
4,5,0.14891506731510162
5,6,0.13673505187034607
6,7,0.140858992934227
7,8,0.14946013689041138
8,9,0.15883518755435944
9,10,0.15433040261268616
10,11,0.1475655734539032
11,12,0.16383293271064758
12,13,0.15368789434432983
13,14,0.1613466441631317
14,15,0.17137303948402405
15,16,0.1612004041671753
16,17,0.1635446399450302
17,18,0.15857958793640137
18,19,0.17056921124458313
19,20,0.18368245661258698
20,21,0.1501714587211609
21,22,0.1611080765724182
22,23,0.17256268858909607
23,24,0.19121873378753662
24,25,0.1736021339893341
25,26,0.14893116056919098
26,27,0.15975278615951538
27,28,0.17333966493606567
28,29,0.1708216518163681
29,30,0.17572569847106934
30,31,0.14893849194049835
31,32,0.17939592897891998
32,33,0.18589408695697784
33,34,0.18749576807022095
34,35,0.18626344203948975
35,36,0.16450278460979462
36,37,0.17454968392848969
37,38,0.17716896533966064
38,39,0.16947215795516968
39,40,0.1842518001794815
40,41,0.15086981654167175
41,42,0.15409238636493683
42,43,0.1717657893896103
43,44,0.17662972211837769
44,45,0.16601641476154327
45,46,0.14616689085960388
46,47,0.15927596390247345
47,48,0.1751522272825241
48,49,0.16695135831832886
49,50,0.1650015115737915
50,51,0.14946706593036652
51,52,0.16187526285648346
52,53,0.15696002542972565
53,54,0.17530764639377594
54,55,0.17447493970394135
55,56,0.1577659398317337
56,57,0.1661043018102646
57,58,0.15949641168117523
58,59,0.1794436275959015
59,60,0.17553570866584778
60,61,0.15595903992652893
61,62,0.18034112453460693
62,63,0.1788051277399063
