candidate,lambda,video,frame,type,nonzero_enhancement_frame,old_packet_bits,new_packet_bits,new_mode,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,True,5040,5040,DENSE,0.014217418915721038,18.471792399216074,0.791389072564169,0.37879425287246704,0.014596213168593506,0.24054538707568085,0.009165060106397172,-0.002983987331390381,-0.28928664631859746,-0.022397251281224162,0.058150917291641235,2.462616731107161,0.024824105196405988,0.14798778295516968
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,True,4944,4944,DENSE,0.013858391829214662,18.58287163679469,0.7889500979431485,0.37193360924720764,0.01423032543846187,0.23994563043900996,0.008291482682024842,-0.0021670758724212646,-0.2941733076057993,-0.02315877328536553,0.05809548497200012,2.4948430806976063,0.02403919494418527,0.14305751025676727
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,True,5384,5384,DENSE,0.01431015213260063,18.443557491893664,0.7898240828824301,0.38770750164985657,0.014697859634250486,0.24155287802211944,0.009699695424144839,-0.0035032927989959717,-0.23930704481217546,-0.020808067471363323,0.057770341634750366,2.4517296393065404,0.024876050922579718,0.15747933089733124
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,True,4880,4880,DENSE,0.013915476828027218,18.565019075309422,0.7886421489704416,0.3715825080871582,0.014287059336114375,0.24594709741030485,0.009272088945331824,-0.008259177207946777,-0.2853525484424857,-0.022034520267715352,0.05371648073196411,2.510118609402568,0.025418956705655416,0.14095164835453033
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,True,5280,5280,DENSE,0.014429649861312486,18.407442070315785,0.7845161381238556,0.3811144530773163,0.014810764314389803,0.2613504693767652,0.010409555863802877,-0.005677461624145508,-0.26894151058777993,-0.02147368696553964,0.05693262815475464,2.4504933677121716,0.026044356269554148,0.14766274392604828
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,P,True,4944,4944,DENSE,0.01434749108810009,18.432240363416007,0.7792684504063655,0.3856196701526642,0.014733110758252755,0.2568907847363704,0.008333804264622824,0.003308117389678955,-0.3211486392722023,-0.02493304210159153,0.06560137867927551,2.4418315068126333,0.023875358695197635,0.15183845162391663
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,False,8,8,I,0.0023100739264783543,26.363741216888563,0.8150404934054553,0.22730228304862976,0.002537376209526984,,,,,,,,,
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,1,P,True,4920,4920,DENSE,0.0009734302827927844,30.11695147259113,0.9073858269991644,0.1431889832019806,0.001116619265994765,0.9021596467849271,0.012528312944595776,-0.04078763723373413,-0.0001569272927817167,-0.0017794773143485765,0.0033335238695144653,2.2242750990812574,0.012357150001569672,-0.008333459496498108
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,2,P,True,4552,4552,DENSE,0.000956566043299642,30.192850400115546,0.9095655427769463,0.13444851338863373,0.0010910145566882757,0.7541852794904287,0.010897675683383179,-0.039860889315605164,0.07226301816711356,-0.0012303597161793522,0.0037557631731033325,2.3269962535186295,0.01279698565446985,-0.01035599410533905
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,3,P,True,4336,4336,DENSE,0.0009511977607638977,30.217291807705962,0.9106920367509681,0.13301004469394684,0.0010842078054578445,0.6287567315807294,0.009228736046511643,-0.033044442534446716,0.08143848984782309,-0.0009416322505321206,0.003951743245124817,2.3657115574736665,0.014023272428674183,-0.010123878717422485
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,4,P,True,4520,4520,DENSE,0.0009592048570725494,30.18088630790707,0.9116380644806238,0.1356770545244217,0.0010948819115969711,0.6392351950837067,0.010453810002335029,-0.03988398611545563,0.08293639183431978,-0.0005047073089661236,0.002628922462463379,2.2805555776152318,0.013653071922652193,-0.0053627341985702515
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,5,P,True,4504,4504,DENSE,0.00092213501927756,30.35205484766241,0.9144251967815699,0.1341266632080078,0.0010562616824855678,0.6113303663641609,0.009552654860971566,-0.03588685393333435,0.1122537498034859,-0.00030164922287201357,0.004098802804946899,2.4534926143204743,0.014783088635478947,-0.006394684314727783
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,6,P,True,4272,4272,DENSE,0.000927326310892808,30.327674178688653,0.913866626944162,0.1347588151693344,0.0010620851260621424,0.6191648743496216,0.009858125574861543,-0.03770942986011505,0.0650388574957752,-0.0005616659799935197,0.003942117094993591,2.4460031415585703,0.015089487882217534,-0.006187736988067627
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,7,P,True,4296,4296,DENSE,0.0008967386391587456,30.47334116722719,0.9159572882448729,0.13231265544891357,0.0010290512946076592,0.5910669455478832,0.008728980879827652,-0.03363698720932007,0.00831112643217935,-0.0013236472241675568,0.004768848419189453,2.623153812341691,0.01655103449583084,-0.010183826088905334
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,8,P,True,4424,4424,DENSE,0.0009378512124335767,30.27866055804846,0.9130569609167093,0.14137296378612518,0.0010792241762197017,0.6524115178225394,0.009950198003706445,-0.03849056363105774,0.01724183639879584,-0.00138338511202174,0.005130976438522339,2.567162555688082,0.016922550452693086,-0.004253700375556946
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,9,P,True,4432,4432,DENSE,0.0008924258430143859,30.49427861835044,0.9156520685960735,0.1376495063304901,0.001030075349344876,0.6380260244281182,0.008730522495505877,-0.032141029834747314,0.06863196579194053,-0.0009437724793091018,0.006267368793487549,2.778831752985486,0.01793710893795053,-0.00807461142539978
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,10,P,True,4456,4456,DENSE,0.0009462454025970305,30.23996217538467,0.912032014749618,0.14374133944511414,0.0010899867420421446,0.6406772036050477,0.009613533877111502,-0.03733836114406586,0.0815069073601542,-0.0010026447611094502,0.0050979554653167725,2.607148933856628,0.016566846859921158,-0.0038500428199768066
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,11,P,True,4376,4376,DENSE,0.0009661150312900616,30.149711608719922,0.9102493730094285,0.14490759372711182,0.0011110226250171734,0.5910893221114186,0.008672095574885685,-0.034710824489593506,0.055743827741835617,-0.0014894998889189992,0.0077232420444488525,2.616192006811616,0.016062744025277187,-0.0037305057048797607
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,12,P,True,4112,4112,DENSE,0.0009689562237546299,30.13695843394292,0.9101662030814802,0.14416316151618958,0.0011131193852708195,0.5961030190061258,0.0090026474239705,-0.0334683358669281,0.013362924745056404,-0.0014584422249428464,0.00817495584487915,2.626209340010174,0.01632739798556082,-0.004617586731910706
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,13,P,True,4384,4384,DENSE,0.0009431640228900035,30.2541277381452,0.9115098733143733,0.1413394659757614,0.0010845034888657648,0.6260698646634708,0.008766408586048158,-0.031868770718574524,0.022886651377074685,-0.0014440611514747737,0.007751911878585815,2.800256669023316,0.018443666206214515,-0.009407654404640198
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,14,P,True,4520,4520,DENSE,0.0009762743133951901,30.104281371946616,0.9088525154867274,0.1461925506591797,0.0011224668640543699,0.7209329124475161,0.010362532686345682,-0.03635086119174957,0.04743700498187664,-0.0014015120846324614,0.006287232041358948,2.7627191367302792,0.019224683970515688,-0.006807565689086914
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,15,P,True,4424,4424,DENSE,0.0009981627364542985,30.00798647307354,0.9078683030884633,0.1465839296579361,0.0011447466661122347,0.7024807823563712,0.010192933966823858,-0.03478457033634186,-0.05638658608192415,-0.0025668050166592904,0.008967965841293335,2.7272629060523137,0.01864244108017432,-0.006520584225654602
