candidate,lambda,video,scope,frames,base_bits,old_enhancement_bits,new_enhancement_bits,old_enhancement_fraction,new_enhancement_fraction,nonzero_enhancement_frame_fraction_P,old_encode_seconds,new_encode_and_mode_select_seconds,integer_roundtrip_exact,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,92960,79336,79336,0.8534423407917384,0.8534423407917384,1.0,0.06724381446838379,0.15479271113872528,True,18.58532681582899,0.7952360404887515,0.37000672419865926,0.014224771214945652,0.2554385481535545,0.010455264178440537,-0.008573782444000245,-0.2773345140758112,-0.02113717795783371,0.053906575838724775,2.4779007307305823,0.02449891042557181,0.14217047890027365
midpoint_lambda2,0.04716241713217734,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,92960,79336,79336,0.8534423407917384,0.8534423407917384,1.0,0.06724381446838379,0.15479271113872528,True,18.38829992698729,0.7880883644448562,0.36391742527484894,0.0151416768221805,,,,,,,,,
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,104784,67224,67224,0.641548327989006,0.641548327989006,1.0,0.08111375570297241,0.1486022248864174,True,30.23513447730065,0.911527859681412,0.1395648827155431,0.0010872844626546873,0.6609126457094711,0.009769277907125607,-0.03599756956100464,0.044833949240181664,-0.001222217449075195,0.005458755294481913,2.547064757137828,0.01595876870261337,-0.00694697101910909
midpoint_lambda2,0.04716241713217734,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,104784,67224,67224,0.641548327989006,0.641548327989006,1.0,0.08111375570297241,0.1486022248864174,True,29.99317239852489,0.9054973992891647,0.14504847023636103,0.001177915196834206,,,,,,,,,
