sample,video,frame,group,split,stage,initialization,step,lambda,quantized,code_domain,code_l2,code_rms,residual_l2,gradient_l2,R_est_bpp,estimated_symbol_bits,elapsed_seconds,symbol_nonzero_fraction,diagnostic_container_bits,actual_frame_packet_bits,actual_frame_share_bits,R_actual_bpp,zero_grid_skip,roundtrip_exact,diagnostic_stream,mse,psnr,ms_ssim,lpips,L_image,selection_objective,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,selected,nondominated_psnr_lpips
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda1,ZERO_START,0,0.011790604283044334,True,z = u/delta,0.0,0.0,0.0,9.301116856936031e-05,0.0010046811075881124,2083.30674469471,0.4378080889582634,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_000.orc,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982,0.014896579660959643,0.0,0.0,0.0,-0.5474024993127102,-0.03462836908027034,0.06683674454689026,-0.5235052816922767,-0.03354199798344426,0.0655442476272583,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda1,ZERO_START,25,0.011790604283044334,True,z = u/delta,0.0,0.0,0.0,9.301117158919623e-05,0.0010046811075881124,2083.30674469471,2.3832235857844353,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_025.orc,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982,0.014896579660959643,0.0,0.0,0.0,-0.5474024993127102,-0.03462836908027034,0.06683674454689026,-0.5235052816922767,-0.03354199798344426,0.0655442476272583,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda1,ZERO_START,50,0.011790604283044334,True,z = u/delta,356.69784276200255,5.584321342880929,30.498974463864958,6.773269740645857e-05,0.002831400604918599,5871.192294359207,7.5475612953305244,0.3813725709915161,6792,5984,6030.4,0.002908179012345679,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_050.orc,0.01391874688818624,18.56399862717078,0.7960822678460319,0.35307908058166504,0.014271825968767906,0.014306115156686729,0.18322454232626129,0.01173701253624071,-0.024663090705871582,-0.36417795698644895,-0.02289135654402963,0.04217365384101868,-0.34028073936601544,-0.02180498544720355,0.04088115692138672,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda1,ZERO_START,100,0.011790604283044334,True,z = u/delta,346.81831416135446,5.429651323026022,27.726119808263405,5.575438945148451e-05,0.0027114872355014086,5622.539931535721,19.092974565923214,0.35171571373939514,6552,5744,5790.4,0.002792438271604938,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_100.orc,0.013702741677747909,18.63192529457425,0.7995270946901883,0.35013529658317566,0.014052876974331085,0.014085801508976408,0.2511512097297306,0.015181839380397188,-0.027606874704360962,-0.29625128958297964,-0.01944652969987315,0.0392298698425293,-0.27235407196254613,-0.018360158603047072,0.03793737292289734,False,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda1,ZERO_START,150,0.011790604283044334,True,z = u/delta,383.2206054272562,5.999551299072633,29.07768877050281,0.00014203761469355416,0.0030075362883508205,6236.4272475242615,30.65043631196022,0.3710784614086151,7464,6656,6702.4,0.003232253086419753,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_150.orc,0.013610046732990377,18.66140383551625,0.8008358660295926,0.35106372833251953,0.013961110461322897,0.01399922067840752,0.2806297506717321,0.016490610719801402,-0.02667844295501709,-0.2667727486409781,-0.018137758360468936,0.04015830159187317,-0.2428755310205446,-0.01705138726364286,0.03886580467224121,True,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda1,ZERO_START,0,0.011790604283044334,True,z = u/delta,0.0,0.0,0.0,0.00011581176862991948,0.0010046811075881124,2083.30674469471,0.4426213726401329,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_000.orc,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736,0.015320012478368396,0.0,0.0,0.0,-0.6179713148808368,-0.034848638577891444,0.06409516930580139,-0.5905390812764644,-0.03359375277454313,0.06276246905326843,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda1,ZERO_START,25,0.011790604283044334,True,z = u/delta,0.0,0.0,0.0,0.00011581175962482079,0.0010046811075881124,2083.30674469471,2.389174237847328,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_025.orc,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736,0.015320012478368396,0.0,0.0,0.0,-0.6179713148808368,-0.034848638577891444,0.06409516930580139,-0.5905390812764644,-0.03359375277454313,0.06276246905326843,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda1,ZERO_START,50,0.011790604283044334,True,z = u/delta,289.5060335280214,4.5323927652739675,28.54069188426829,8.940690093580139e-05,0.0022287906613200903,4621.620315313339,7.5574395805597305,0.2512255012989044,5536,4728,4774.4,0.002302469135802469,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_050.orc,0.014420750412890248,18.410121396375466,0.7924956932142301,0.3807171583175659,0.014801467571207814,0.014828615073661984,0.15186608174730054,0.006040334509142653,-0.005043715238571167,-0.46610523313353625,-0.02880830406874879,0.059051454067230225,-0.43867299952916383,-0.027553418265400476,0.057718753814697266,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda1,ZERO_START,100,0.011790604283044334,True,z = u/delta,302.7599973680712,4.739891618019053,27.046295060057457,7.853241762213761e-05,0.002344863023608923,4862.307965755463,19.15538614243269,0.27328431606292725,5776,4968,5014.4,0.0024182098765432097,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_100.orc,0.01414964548272577,18.492544411873734,0.7958840719515149,0.37988847494125366,0.014529533957667023,0.014558046113394693,0.23428909724556846,0.009428713246427467,-0.005872398614883423,-0.38368221763526833,-0.025419925331463977,0.05822277069091797,-0.3562499840308959,-0.02416503952811566,0.05689007043838501,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda1,ZERO_START,150,0.011790604283044334,True,z = u/delta,319.06587834805185,4.9951700869492335,27.448351533353375,7.19709107786995e-05,0.002471204148605466,5124.288922548294,30.75637375563383,0.28823530673980713,6120,5312,5358.4,0.0025841049382716048,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda1/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_150.orc,0.014086550248876065,18.511953511997458,0.7969062282280293,0.37590301036834717,0.014462453259244413,0.014492921417997434,0.25369819736929244,0.01045086952294183,-0.009857863187789917,-0.36427311751154434,-0.024397769054949614,0.054237306118011475,-0.33684088390717193,-0.0231428832516013,0.052904605865478516,True,True
