sample,video,frame,group,split,stage,initialization,step,lambda,quantized,code_domain,code_l2,code_rms,residual_l2,gradient_l2,R_est_bpp,estimated_symbol_bits,elapsed_seconds,symbol_nonzero_fraction,diagnostic_container_bits,actual_frame_packet_bits,actual_frame_share_bits,R_actual_bpp,zero_grid_skip,roundtrip_exact,diagnostic_stream,mse,psnr,ms_ssim,lpips,L_image,selection_objective,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,selected,nondominated_psnr_lpips
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda2,ZERO_START,0,0.04716241713217734,True,z = u/delta,0.0,0.0,0.0,9.301116742669337e-05,0.0010046811075881124,2083.30674469471,0.44040457904338837,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_000.orc,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982,0.014897507625185623,0.0,0.0,0.0,-0.5474024993127102,-0.03462836908027034,0.06683674454689026,-0.5235052816922767,-0.03354199798344426,0.0655442476272583,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda2,ZERO_START,25,0.04716241713217734,True,z = u/delta,0.0,0.0,0.0,9.301116888412639e-05,0.0010046811075881124,2083.30674469471,2.3893539011478424,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_025.orc,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982,0.014897507625185623,0.0,0.0,0.0,-0.5474024993127102,-0.03462836908027034,0.06683674454689026,-0.5235052816922767,-0.03354199798344426,0.0655442476272583,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda2,ZERO_START,50,0.04716241713217734,True,z = u/delta,351.96704574874786,5.5102578427335995,29.503148940098704,6.614625678944725e-05,0.002780467737466097,5765.5779004096985,7.563950374722481,0.3713235557079315,6680,5872,5918.4,0.0028541666666666663,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_050.orc,0.013916133921655588,18.56481400479481,0.7962318968600255,0.35244062542915344,0.014268574547084741,0.01440318394598283,0.18403991995029045,0.011886641550234334,-0.02530154585838318,-0.3633625793624198,-0.022741727530036004,0.04153519868850708,-0.33946536174198627,-0.021655356433209927,0.04024270176887512,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda2,ZERO_START,100,0.04716241713217734,True,z = u/delta,333.4764277928456,5.22077598970457,27.464936860365665,6.4153599121008e-05,0.002579327905550599,5348.494344949722,19.13046959042549,0.3274509906768799,6272,5464,5510.4,0.0026574074074074074,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_100.orc,0.013705668872246713,18.630997649083238,0.7992295599205894,0.3517560660839081,0.01405742493833062,0.014182754694968906,0.25022356423871983,0.01488430461079826,-0.02598610520362854,-0.2971789350739904,-0.019744064469472078,0.04085063934326172,-0.2732817174535569,-0.018657693372646,0.03955814242362976,False,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda2,ZERO_START,150,0.04716241713217734,True,z = u/delta,360.5738679222375,5.645002870585838,28.61217543336366,7.542994087949832e-05,0.002788082230836153,5781.367313861847,30.691016674041748,0.34044119715690613,6920,6112,6158.4,0.0029699074074074072,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_150.orc,0.013594662341309197,18.666315747721264,0.8002438239349106,0.35403013229370117,0.013948692473602899,0.01408876048559499,0.28554166287674576,0.015898568625119402,-0.02371203899383545,-0.2618608364359645,-0.018729800455150936,0.04312470555305481,-0.23796361881553096,-0.017643429358324858,0.04183220863342285,True,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda2,ZERO_START,0,0.04716241713217734,True,z = u/delta,0.0,0.0,0.0,0.00011581177142153876,0.0010046811075881124,2083.30674469471,0.45318497717380524,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_000.orc,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736,0.015320940442594376,0.0,0.0,0.0,-0.6179713148808368,-0.034848638577891444,0.06409516930580139,-0.5905390812764644,-0.03359375277454313,0.06276246905326843,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda2,ZERO_START,25,0.04716241713217734,True,z = u/delta,0.0,0.0,0.0,0.00011581176299679248,0.0010046811075881124,2083.30674469471,2.4035783410072327,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_025.orc,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736,0.015320940442594376,0.0,0.0,0.0,-0.6179713148808368,-0.034848638577891444,0.06409516930580139,-0.5905390812764644,-0.03359375277454313,0.06276246905326843,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda2,ZERO_START,50,0.04716241713217734,True,z = u/delta,288.7990580318913,4.521324634552002,28.5283474130023,8.979478718152334e-05,0.002222597599029541,4608.778381347656,7.577870398759842,0.25,5528,4720,4766.4,0.002298611111111111,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_050.orc,0.014418340025007841,18.410847368063976,0.7925321810967804,0.3808479905128479,0.014799188015520688,0.014907596071567568,0.15259205343581073,0.006076822391692938,-0.004912883043289185,-0.46537926144502606,-0.028771816186198507,0.05918228626251221,-0.43794702784065365,-0.02751693038285019,0.05784958600997925,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda2,ZERO_START,100,0.04716241713217734,True,z = u/delta,296.0690970397234,4.635141510148028,27.61134387403537,7.05755866182018e-05,0.002284392947331071,4736.917215585709,19.155001752078533,0.261274516582489,5656,4848,4894.4,0.0023603395061728392,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_100.orc,0.014149585434830412,18.492562842388455,0.7958077748154638,0.37835949659347534,0.014527944931423887,0.014639264247787567,0.23430752776028996,0.009352416110376405,-0.007401376962661743,-0.38366378712054683,-0.02549622246751504,0.05669379234313965,-0.3562315535161744,-0.024241336664166724,0.05536109209060669,False,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda2,ZERO_START,150,0.04716241713217734,True,z = u/delta,311.8075406416405,4.881536402332881,28.105486354880487,8.17166980139689e-05,0.0024030390195548534,4982.941710948944,30.743764951825142,0.2752451002597809,5968,5160,5206.4,0.002510802469135802,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_150.orc,0.014092494487186127,18.510121263985045,0.7959893550615756,0.38029003143310547,0.014472784518619233,0.014591200032005118,0.2518659493568798,0.009533996356488217,-0.005470842123031616,-0.366105365523957,-0.025314642221403227,0.058624327182769775,-0.3386731319195846,-0.02405975641805491,0.057291626930236816,True,True
